"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.305900783E1,1.481046486E1,3.397520447E1,-2.525117493E1
1.309874183E1,1.443485451E1,3.407482147E1,-2.502294922E1
1.313847683E1,1.417891502E1,3.407920837E1,-2.508270264E1
1.317821183E1,1.365142250E1,3.430612946E1,-2.523439026E1
1.321794683E1,1.300865364E1,3.461019135E1,-2.509361267E1
1.325768208E1,1.257039070E1,3.466126633E1,-2.535940552E1
1.329741608E1,1.214212227E1,3.489348984E1,-2.498269653E1
1.333715108E1,1.032158470E1,3.549730682E1,-2.444219971E1
1.337688608E1,6.176622391E0,3.706578064E1,-2.374060059E1
1.341662108E1,-2.868444443E0,3.800902557E1,-2.250639343E1
1.345635608E1,-1.509124947E1,3.560692215E1,-2.125398254E1
1.349609108E1,-1.725287628E1,3.511073303E1,-2.041738892E1
1.353582508E1,-1.827757645E1,3.477190018E1,-1.981510925E1
1.357556008E1,-1.792951965E1,3.579439163E1,-1.819268799E1
1.361529508E1,-1.835206985E1,3.607839966E1,-1.709642029E1
1.365503008E1,-1.938551521E1,3.531410599E1,-1.728097534E1
1.369476508E1,-2.071406174E1,3.399694061E1,-1.889154053E1
1.373449908E1,-2.088840485E1,3.295976257E1,-2.059365845E1
1.377423408E1,-1.397818756E1,3.296164322E1,-2.619958496E1
1.381396908E1,-7.779672623E0,3.479522705E1,-2.663172913E1
1.385370408E1,-8.366865158E0,3.641666031E1,-2.388398743E1
1.389343908E1,-1.040691566E1,3.527157593E1,-2.470439148E1
1.393317308E1,-1.034464836E1,3.451312637E1,-2.600509644E1
1.397290808E1,-9.031991959E0,3.480225754E1,-2.613427734E1
1.401264308E1,-9.083074570E0,3.532271957E1,-2.549969482E1
1.405237808E1,-1.284132957E1,3.507556915E1,-2.367233276E1
1.409211308E1,-1.492328262E1,3.488500214E1,-2.282244873E1
1.413184808E1,-1.435363960E1,3.464591217E1,-2.339239502E1
1.417158208E1,-1.189012718E1,3.411122131E1,-2.558067322E1
1.421131708E1,-8.937173843E0,3.406634521E1,-2.696528625E1
1.425105183E1,-6.943128586E0,3.438489532E1,-2.763240051E1
1.429078683E1,-6.101278305E0,3.481523132E1,-2.749443054E1
1.433052183E1,-5.785129547E0,3.487648773E1,-2.689305115E1
1.437025583E1,-8.030370712E0,3.667690277E1,-2.405027771E1
1.440999083E1,-1.208220291E1,3.796493530E1,-2.015925598E1
1.444972583E1,-1.595000076E1,3.893193817E1,-1.451350403E1
1.448946083E1,-1.525270462E1,3.853303528E1,-1.605342102E1
1.452919583E1,-1.196534729E1,3.850106049E1,-1.871313477E1
1.456893083E1,-1.182836342E1,3.803486633E1,-2.006500244E1
1.460866483E1,-1.266813278E1,3.748782730E1,-2.035993958E1
1.464839983E1,-1.359197998E1,3.780883789E1,-1.902604675E1
1.468813483E1,-1.472756386E1,3.834696198E1,-1.726313782E1
1.472786983E1,-1.520000648E1,3.847522736E1,-1.604109192E1
1.476760483E1,-1.481221199E1,3.817552948E1,-1.739888000E1
1.480733883E1,-1.449276924E1,3.764706039E1,-1.807476807E1
1.484707383E1,-1.793429184E1,3.674140930E1,-1.709120178E1
1.488680883E1,-2.136278915E1,3.516389847E1,-1.567729187E1
1.492654383E1,-2.245441246E1,3.319412231E1,-1.807125854E1
1.496627883E1,-2.144491959E1,3.138747025E1,-2.224575806E1
1.500601383E1,-2.022759438E1,3.018505287E1,-2.518258667E1
1.504574783E1,-2.087962723E1,2.946174240E1,-2.502134705E1
1.508548283E1,-2.161961746E1,2.936310387E1,-2.441708374E1
1.512521783E1,-2.234841347E1,2.934470177E1,-2.399385071E1
1.516495283E1,-2.209408569E1,2.935217094E1,-2.411491394E1
1.520468783E1,-2.146313095E1,2.971097565E1,-2.427685547E1
1.524442175E1,-2.092074203E1,3.007537842E1,-2.423768616E1
1.528415675E1,-2.061793518E1,3.050431061E1,-2.410984802E1
1.532389175E1,-2.127778244E1,3.072263908E1,-2.349357605E1
1.536362675E1,-2.064204025E1,3.061208534E1,-2.417959595E1
1.540336175E1,-2.032367325E1,3.067097092E1,-2.463819885E1
1.544309675E1,-2.035257339E1,3.021386719E1,-2.512472534E1
1.548283075E1,-2.006045532E1,2.925418472E1,-2.644975281E1
1.552256575E1,-1.917342758E1,2.700866318E1,-2.921049500E1
1.556230075E1,-1.829099274E1,2.495845413E1,-3.151843262E1
1.560203575E1,-1.845421600E1,2.361735344E1,-3.223835754E1
1.564177075E1,-1.690507126E1,2.145297432E1,-3.458682251E1
1.568150575E1,-1.397705841E1,2.008364677E1,-3.661828613E1
1.572123975E1,-1.645954895E1,1.965766335E1,-3.593051147E1
1.576097475E1,-1.742710686E1,1.989004135E1,-3.526596069E1
1.580070975E1,-1.562394142E1,1.971978188E1,-3.615158081E1
1.584044475E1,-1.081804848E1,1.967208481E1,-3.805770874E1
1.588017975E1,-9.096559525E0,1.956427765E1,-3.863230896E1
1.591991375E1,-9.305658340E0,1.991222382E1,-3.866732788E1
1.595964875E1,-7.359359741E0,2.164272308E1,-3.825164795E1
1.599938375E1,-8.048305511E0,2.011547089E1,-3.909739685E1
1.603911875E1,-3.115051270E0,8.744780540E0,-4.356216431E1
1.607885375E1,5.475030899E0,7.759801865E0,-4.403973389E1
1.611858875E1,5.580137253E0,6.482923508E0,-4.435986328E1
1.615832275E1,2.761339188E0,3.032768250E0,-4.506845093E1
1.619805775E1,3.410760880E0,7.033074379E0,-4.494264221E1
1.623779313E1,1.878793716E0,1.241977310E1,-4.393130493E1
1.627752812E1,-4.833452225E0,1.108644867E1,-4.418554688E1
1.631726312E1,-3.014854431E0,1.634447098E1,-4.353506470E1
1.635699812E1,2.626399994E-1,2.087447739E1,-4.209947205E1
1.639673213E1,1.723390579E0,2.643931389E1,-3.922789001E1
1.643646713E1,5.423734665E0,3.126718903E1,-3.584111023E1
1.647620212E1,1.178496742E1,3.653343964E1,-2.829470825E1
1.651593712E1,1.654248238E1,4.206239319E1,-1.557797241E1
1.655567212E1,1.898289680E1,4.380084991E1,-2.924102783E0
1.659540713E1,2.209408760E1,4.202132797E1,5.722877502E0
1.663514112E1,2.075021172E1,3.859733582E1,1.826631165E1
1.667487612E1,4.114824295E0,3.568640518E1,3.091358948E1
1.671461112E1,2.495172501E0,3.432756424E1,3.344763947E1
1.675434613E1,-1.551767349E0,2.998583221E1,3.784786224E1
1.679408113E1,-2.309349060E0,3.264210129E1,3.602899170E1
1.683381512E1,-5.207977295E-1,3.934190369E1,3.092206573E1
1.687355012E1,7.036333084E0,4.552217865E1,2.231904602E1
1.691328512E1,1.757148933E1,4.719647598E1,1.324549103E1
1.695302013E1,2.091341591E1,4.757199097E1,5.754798889E0
1.699275513E1,2.655331612E1,4.539960861E1,-2.404022217E-2
1.703249012E1,2.755931282E1,4.392385483E1,-9.117012024E0
1.707222412E1,2.269626427E1,4.566828156E1,-1.300070190E1
1.711195913E1,2.196445274E1,4.723453140E1,-7.446205139E0
1.715169413E1,2.395237160E1,4.645737457E1,1.893798828E0
1.719142912E1,2.586692619E1,4.504374695E1,5.189796448E0
1.723116358E1,2.876428795E1,4.351356888E1,-6.382751465E-2
1.727089858E1,2.471693230E1,4.492826843E1,7.812545776E0
1.731063258E1,8.265024185E0,4.944150543E1,1.050346375E1
1.735036758E1,8.351541519E0,4.656096649E1,1.832592773E1
1.739010258E1,-1.735155106E0,4.022649384E1,2.958148193E1
1.742983758E1,2.235944748E0,4.307685089E1,2.409013367E1
1.746957258E1,6.840101242E0,4.400841141E1,2.031115723E1
1.750930658E1,1.002173424E1,4.587065887E1,1.262348938E1
1.754904158E1,1.280956078E1,4.709237671E1,2.397003174E0
1.758877658E1,1.652349663E1,4.639168549E1,8.706817627E-1
1.762851158E1,2.028980064E1,4.544287109E1,1.911140442E0
1.766824658E1,2.177863503E1,4.508131409E1,3.763221741E0
1.770798158E1,2.112941933E1,4.570939636E1,5.405746460E0
1.774771558E1,2.038865471E1,4.613206482E1,5.564674377E0
1.778745058E1,2.017104149E1,4.637130737E1,-1.059033203E1
1.782718558E1,2.153295326E1,4.746044922E1,-3.559440613E0
1.786692058E1,2.136138344E1,4.767217255E1,4.121009827E0
1.790665558E1,1.775229073E1,4.855543518E1,1.001529694E1
1.794638958E1,1.508445930E1,5.056309509E1,8.449073792E0
1.798612458E1,2.016423988E1,5.036608887E1,2.872444153E0
1.802585958E1,2.501465797E1,4.900982666E1,-4.435340881E0
1.806559458E1,3.009852791E1,4.534309387E1,-1.323806763E1
1.810532958E1,3.745223236E1,3.624172974E1,-2.097872925E1
1.814506458E1,4.400814819E1,2.849606514E1,-2.047364807E1
1.818479858E1,4.486309052E1,2.452381897E1,-2.319708252E1
1.822453358E1,3.600662994E1,2.209368134E1,-3.770632935E1
1.826426875E1,3.703411865E1,6.929803848E0,-4.171757507E1
1.830400375E1,3.298381042E1,-2.712518692E0,-4.529089355E1
1.834373875E1,2.126250648E1,-5.580896378E0,-5.138018799E1
1.838347375E1,1.906562996E1,-6.041582108E0,-5.209985352E1
1.842320775E1,2.134377861E1,-2.988819122E0,-5.177537537E1
1.846294275E1,2.530449486E1,1.072086334E0,-5.003189087E1
1.850267775E1,2.924522209E1,6.952404022E0,-4.760392761E1
1.854241275E1,3.141708183E1,1.398416901E1,-4.515119934E1
1.858214775E1,3.240558624E1,2.271304893E1,-4.103984070E1
1.862188175E1,3.214606476E1,2.999223900E1,-3.616789246E1
1.866161675E1,3.040503883E1,3.950257874E1,-2.841073608E1
1.870135175E1,2.484308052E1,4.763352966E1,-2.018649292E1
1.874108675E1,1.709555626E1,5.319478607E1,-1.363578796E1
1.878082175E1,1.236966515E1,5.533992004E1,-1.036644745E1
1.882055675E1,8.091470718E0,5.658937073E1,-5.973907471E0
1.886029075E1,4.442930222E0,5.724008560E1,-1.279403687E0
1.890002575E1,7.778110504E-1,5.735731125E1,3.119979858E0
1.893976075E1,-3.190700531E0,5.663841629E1,7.527931213E0
1.897949575E1,-6.400903702E0,5.540540695E1,1.252882385E1
1.901923075E1,-9.248538971E0,5.378054810E1,1.592887115E1
1.905896575E1,-1.165253830E1,5.206288147E1,1.867319489E1
1.909869975E1,-1.360961342E1,5.144881439E1,1.906108093E1
1.913843475E1,-1.593274212E1,5.166793823E1,1.634555054E1
1.917816975E1,-1.815619278E1,5.166973877E1,1.373758698E1
1.921790475E1,-1.980730820E1,5.107278442E1,1.333282471E1
1.925764021E1,-1.978244781E1,5.007169724E1,1.632400513E1
1.929737521E1,-1.969050598E1,5.020392609E1,1.596849823E1
1.933710921E1,-2.015554047E1,5.089299393E1,1.305235291E1
1.937684421E1,-2.067800713E1,5.101316071E1,1.184642029E1
1.941657921E1,-2.118818283E1,5.087589645E1,1.169853973E1
1.945631421E1,-2.130652428E1,5.080561447E1,1.176467896E1
1.949604921E1,-2.107307243E1,5.113003540E1,1.016940308E1
1.953578321E1,-2.091188049E1,5.140156555E1,8.928077698E0
1.957551821E1,-2.103713226E1,5.132575226E1,8.359634399E0
1.961525321E1,-2.090761566E1,5.153804779E1,8.578887939E0
1.965498821E1,-2.043772507E1,5.170801926E1,7.927124023E0
1.969472321E1,-2.041424179E1,5.204318237E1,7.622901917E0
1.973445821E1,-2.039905167E1,5.181084824E1,8.269897461E0
1.977419221E1,-2.036367989E1,5.170209122E1,8.383689880E0
1.981392721E1,-2.054412842E1,5.176853180E1,7.776664734E0
1.985366221E1,-2.049204826E1,5.194501495E1,7.353973389E0
1.989339721E1,-2.055961990E1,5.164921951E1,8.166809082E0
1.993313221E1,-1.977973175E1,5.164027023E1,9.937065125E0
1.997286721E1,-1.889075089E1,5.158145905E1,1.101667023E1
2.001260121E1,-1.829917145E1,5.166744232E1,1.181937408E1
2.005233621E1,-1.905540848E1,5.080521393E1,1.373458099E1
2.009207121E1,-2.007052612E1,4.977760696E1,1.490856171E1
2.013180621E1,-2.167710495E1,4.839259720E1,1.571033478E1
2.017154121E1,-2.425291061E1,4.725981140E1,1.514237213E1
2.021127521E1,-2.538616943E1,4.690870285E1,1.389541626E1
