Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2),Datetime
0.001175083329,-3.828289032,5.769602051,6.433621216,2024-06-04 15:29:20.001175
0.04091008333,-2.885549469,5.297184448,8.433312836,2024-06-04 15:29:20.040910
0.08064408333,-3.157982941,5.610333252,7.269932098,2024-06-04 15:29:20.080644
0.1203790833,-2.63736557,5.347479858,7.898325348,2024-06-04 15:29:20.120379
0.1601140833,-2.643353119,5.143454132,8.393645325,2024-06-04 15:29:20.160114
0.1998480833,-2.509232025,5.083878021,8.074209595,2024-06-04 15:29:20.199848
0.239583375,-2.868784332,5.213807831,7.382647705,2024-06-04 15:29:20.239583
0.279318375,-2.574346619,5.128784637,7.835007019,2024-06-04 15:29:20.279318
0.319052375,-2.170785828,4.850962372,8.385861511,2024-06-04 15:29:20.319052
0.358787375,-0.4194277954,4.478536835,9.843679962,2024-06-04 15:29:20.358787
0.398521375,0.7976911926,4.613855438,7.128476257,2024-06-04 15:29:20.398521
0.438256375,4.02977005,2.560874634,4.179458771,2024-06-04 15:29:20.438256
0.477991375,8.597671051,0.7108717346,5.023852844,2024-06-04 15:29:20.477991
0.517726375,6.435118103,1.241667938,10.5717659,2024-06-04 15:29:20.517726
0.557460375,1.250948639,1.926044769,6.09382782,2024-06-04 15:29:20.557460
0.597195375,-0.2586621094,-1.661395111,0.1052311707,2024-06-04 15:29:20.597195
0.636929375,4.672683105,-1.199156342,12.3952739,2024-06-04 15:29:20.636929
0.676664375,0.2900967407,7.716303864,10.02151016,2024-06-04 15:29:20.676664
0.716399375,-0.7611671448,5.977669373,18.04228088,2024-06-04 15:29:20.716399
0.756133375,-2.17632431,3.362158356,27.46668274,2024-06-04 15:29:20.756133
0.795868375,-1.261875916,5.148543549,16.38777145,2024-06-04 15:29:20.795868
0.835603375,-5.634133759,-1.07880661,4.562063141,2024-06-04 15:29:20.835603
0.875337375,-12.79614029,-5.06651413,-1.792372742,2024-06-04 15:29:20.875337
0.915072375,-9.7210849,-2.200723572,-1.078058167,2024-06-04 15:29:20.915072
0.954807375,-7.066654816,-4.829107819,-0.2850073242,2024-06-04 15:29:20.954807
0.994541375,-2.372266846,-5.227579193,-6.880891113,2024-06-04 15:29:20.994541
1.034276375,6.510710907,-5.199587402,-4.365072784,2024-06-04 15:29:21.034276
1.074011375,4.455933838,-9.694440308,-0.4382885742,2024-06-04 15:29:21.074011
1.113745375,-1.998643799,-11.77226944,6.136189728,2024-06-04 15:29:21.113745
1.153480375,-3.057841187,-13.24909836,0.2082170105,2024-06-04 15:29:21.153480
1.193215375,-8.840765533,-19.33409454,2.577490082,2024-06-04 15:29:21.193215
1.232949333,-16.51964722,-23.73075165,1.981579285,2024-06-04 15:29:21.232949
1.272684333,-18.74222534,-21.26582748,11.93528046,2024-06-04 15:29:21.272684
1.312419333,-20.96315689,-17.37631577,7.904462585,2024-06-04 15:29:21.312419
1.352153333,-25.4048703,-13.4754277,-13.91656036,2024-06-04 15:29:21.352153
1.391888333,-14.01760025,-6.190676422,1.512305145,2024-06-04 15:29:21.391888
1.431623333,0.31943573,5.469625854,-2.623743896,2024-06-04 15:29:21.431623
1.471357333,-2.495310974,0.1444496155,3.404370575,2024-06-04 15:29:21.471357
1.511092333,-2.105371857,-1.622026978,0.9286688232,2024-06-04 15:29:21.511092
1.555794333,5.82708252,-10.19290375,-1.639690247,2024-06-04 15:29:21.555794
1.595528333,4.639003143,-5.281167755,1.41575592,2024-06-04 15:29:21.595528
1.635263333,-2.096240845,-17.26345047,4.426295471,2024-06-04 15:29:21.635263
1.674998333,-12.03257812,-18.58265717,2.902763672,2024-06-04 15:29:21.674998
1.714732333,-3.294499054,-4.868625641,3.759581909,2024-06-04 15:29:21.714732
1.754467333,-4.125271454,-3.312012634,6.37584137,2024-06-04 15:29:21.754467
1.794202333,-6.711293793,-3.77934082,-1.069974976,2024-06-04 15:29:21.794202
1.833936333,0.7336244202,-9.99950592,-8.54977066,2024-06-04 15:29:21.833936
1.873671333,3.669618988,-7.917485504,-0.7782316589,2024-06-04 15:29:21.873671
1.913406333,2.144141235,-4.847519531,2.054777069,2024-06-04 15:29:21.913406
1.953140333,2.263892212,-19.69185059,-1.869462433,2024-06-04 15:29:21.953140
1.992875333,41.73860413,-16.29301849,-8.338709564,2024-06-04 15:29:21.992875
2.032610333,9.56900116,-8.747359772,27.15024078,2024-06-04 15:29:22.032610
2.072345333,7.448660431,-4.828059998,3.013084259,2024-06-04 15:29:22.072345
2.112079333,2.201022949,-6.869514771,-3.504662018,2024-06-04 15:29:22.112079
2.151814333,2.705024872,-11.27694946,-4.262536011,2024-06-04 15:29:22.151814
2.191549333,1.236129456,-8.599916382,-2.646197205,2024-06-04 15:29:22.191549
2.231282958,0.1528321838,-6.284381561,-3.693120117,2024-06-04 15:29:22.231283
2.271017958,-0.3168910217,-9.346863098,-3.779789886,2024-06-04 15:29:22.271018
2.310752958,0.6515950012,-11.22545654,-1.714085541,2024-06-04 15:29:22.310753
2.350486958,0.6111790466,-10.69316345,2.46297821,2024-06-04 15:29:22.350487
2.390221958,0.277073822,-11.56165741,2.097887421,2024-06-04 15:29:22.390222
2.429956958,1.153501282,-10.9898465,1.981130219,2024-06-04 15:29:22.429957
2.469691958,5.608836365,-12.93115952,-0.3487747192,2024-06-04 15:29:22.469692
2.509425958,-0.7818241882,-12.25860809,6.333479462,2024-06-04 15:29:22.509426
2.549160958,1.250649261,-12.07748474,2.412383423,2024-06-04 15:29:22.549161
2.588895958,1.420396271,-9.549391937,1.706900482,2024-06-04 15:29:22.588896
2.628629958,0.5381309509,-10.73567505,0.9915380859,2024-06-04 15:29:22.628630
2.668364958,0.7655081177,-11.98108521,-0.7906558228,2024-06-04 15:29:22.668365
2.708099958,-0.5463638306,-7.805069275,1.033001862,2024-06-04 15:29:22.708100
2.747834958,-0.2619552612,-7.827073517,-0.5135820007,2024-06-04 15:29:22.747835
2.787568958,0.5057981873,-8.985364838,-1.105151825,2024-06-04 15:29:22.787569
2.827303958,1.125060425,-10.62236069,-1.171912994,2024-06-04 15:29:22.827304
2.867038958,0.2264790344,-10.76082275,6.930587769,2024-06-04 15:29:22.867039
2.906772958,-0.3071612549,-9.936187592,-0.6617738342,2024-06-04 15:29:22.906773
2.946507958,0.5146298218,-9.68366272,-1.205742645,2024-06-04 15:29:22.946508
2.986242958,1.493294678,-8.89615036,-0.3088078308,2024-06-04 15:29:22.986243
3.025976958,1.85105072,-9.263037415,2.311642914,2024-06-04 15:29:23.025977
3.065711958,0.6734495544,-10.07180557,0.940045166,2024-06-04 15:29:23.065712
3.105446958,-0.9578581238,-10.70169571,-0.7345225525,2024-06-04 15:29:23.105447
3.145181958,-0.3851490784,-10.38944504,-2.361638947,2024-06-04 15:29:23.145182
3.184915958,2.48647934,-9.245374146,-1.318757629,2024-06-04 15:29:23.184916
3.224650958,6.345155182,-7.394772491,-2.082918549,2024-06-04 15:29:23.224651
3.264385958,5.356760559,-8.725056152,-1.071920929,2024-06-04 15:29:23.264386
3.304119958,3.825145569,-10.26131149,8.710236969,2024-06-04 15:29:23.304120
3.343854958,2.389780426,-9.911638641,2.093396759,2024-06-04 15:29:23.343855
3.383589958,2.609822845,-8.980724487,-1.241817627,2024-06-04 15:29:23.383590
3.423324958,1.780098267,-9.708061981,-2.940784607,2024-06-04 15:29:23.423325
3.463058958,1.853894806,-9.564211121,0.2067201233,2024-06-04 15:29:23.463059
3.502793958,2.983595581,-9.351952515,2.296075287,2024-06-04 15:29:23.502794
3.542528958,4.323758698,-8.811725922,0.2127076721,2024-06-04 15:29:23.542529
3.582263958,3.861968994,-8.764723663,-0.01751358032,2024-06-04 15:29:23.582264
3.621997958,2.184257813,-9.665550385,0.509690094,2024-06-04 15:29:23.621998
3.661732958,2.451751556,-9.591005402,-0.33230896,2024-06-04 15:29:23.661733
3.701467958,3.508254547,-9.388027496,-0.2559677124,2024-06-04 15:29:23.701468
3.741202958,2.672243042,-9.008865967,2.149829407,2024-06-04 15:29:23.741203
3.780936958,3.771257629,-9.479487305,3.261866913,2024-06-04 15:29:23.780937
3.820671958,1.454674988,-9.853858795,4.331542511,2024-06-04 15:29:23.820672
3.860406958,-0.2905458069,-7.870782623,-1.060544586,2024-06-04 15:29:23.860407
