Time (s),Distance (cm),Datetime
0.003308083331,5.0,2024-06-04 15:29:20.003308
1.546797708,0.0,2024-06-04 15:29:21.546798
23.06309308,5.0,2024-06-04 15:29:43.063093
24.39700512,0.0,2024-06-04 15:29:44.397005
117.9277244,5.0,2024-06-04 15:31:17.927724
