"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.102803000E-2,-2.866808474E-1,1.593854874E-1,4.274247587E-2
8.151360300E-2,-1.982664913E-1,7.523208112E-2,2.942706272E-2
1.219991750E-1,-2.616478503E-1,3.062545061E-1,-3.062544856E-3
1.624846960E-1,1.318225823E-2,2.418078929E-1,-2.203700840E-1
2.380447480E-1,3.049229458E-2,5.142412186E-1,-3.978645205E-1
2.784932900E-1,-6.644391268E-2,6.495258212E-1,-2.683055699E-1
3.189794880E-1,-2.579195499E-1,9.101084471E-1,7.949301600E-2
3.594867280E-1,-3.455349505E-1,2.132197142E0,3.173062801E-1
3.999722480E-1,-3.513937294E-1,1.679606199E0,3.375457227E-1
4.404793840E-1,-7.214290500E-1,-6.540530920E-1,-3.243634701E-1
4.809391230E-1,-1.116497397E0,-2.496639937E-1,-5.816172361E-1
5.214246960E-1,-5.193010904E-3,-1.588528752E-1,-5.632419512E-2
5.619194360E-1,3.288906813E-1,3.222329915E-1,5.629756451E-1
6.024659460E-1,8.881380409E-2,3.901416063E-1,2.579195499E-1
6.429260500E-1,1.874810159E-1,-3.386109471E-1,-1.463363916E-1
6.834287070E-1,3.672390878E-1,-7.211627364E-1,1.191729456E-1
7.238592800E-1,2.215684652E-1,-1.916087866E-1,2.139786780E-1
7.643446440E-1,6.937330216E-2,1.106510833E-1,1.511299312E-1
8.048780820E-1,1.250317246E-1,1.221023351E-1,3.944025338E-1
8.452925610E-1,2.143781446E-2,1.756303012E-1,3.778914213E-1
8.857957900E-1,-1.599181145E-1,4.833494872E-2,2.824199200E-1
9.262748530E-1,-2.496639937E-1,8.801487833E-2,2.075872868E-1
9.668124050E-1,-1.511299312E-1,2.244978547E-1,1.870815456E-1
1.007249540E0,-1.850842312E-2,4.726971686E-2,1.484668553E-1
1.047792300E0,-6.857437640E-2,2.099840641E-1,2.009295821E-1
1.088279957E0,-3.953346014E-1,5.461982489E-1,3.411408663E-1
1.128762092E0,-4.742949903E-1,7.893376946E-1,2.440715134E-1
1.169252040E0,-1.031944528E-1,8.117075562E-1,3.422061205E-1
1.209752405E0,-3.718994856E-1,8.619066477E-1,6.908035874E-1
1.250199540E0,-1.611164957E-2,1.076817393E0,7.259563208E-1
1.290676728E0,6.535204649E-1,9.098421335E-1,5.645735264E-1
1.331144748E0,1.095991611E0,3.097164929E-1,5.904054046E-1
1.371642665E0,1.031811357E0,1.002650559E-1,3.643096983E-1
1.412109280E0,2.913412452E-1,-4.665720761E-1,1.886793971E-1
1.452582040E0,-5.563179255E-1,-9.187635034E-3,2.569874749E-2
1.493111259E0,-2.078536004E-1,5.416709781E-1,-2.078536004E-1
1.533640321E0,4.013265371E-1,4.276910722E-1,1.451379992E-2
1.574124748E0,5.786878467E-1,4.007939249E-2,6.271559745E-2
1.614600998E0,7.842778414E-2,3.749620318E-1,1.744319126E-2
1.655083082E0,-2.288919389E-1,9.686962962E-1,6.524552125E-3
1.695565478E0,1.768286824E-1,4.101147056E-1,-1.090532318E-1
1.736046936E0,6.892057657E-1,-8.939968348E-1,3.661738634E-1
1.776530009E0,2.918738425E-1,-2.842840552E-1,5.126433820E-2
1.817024800E0,9.014534205E-2,-4.146419466E-1,4.519250989E-1
1.857510217E0,3.384777904E-1,-5.933347940E-1,8.734911084E-1
1.897996728E0,1.520620137E-1,-4.548544884E-1,8.191642165E-1
1.938483186E0,-1.424749196E-2,-6.338136196E-1,7.885387540E-1
1.978963394E0,-2.701697350E-1,-6.479279995E-1,5.145075321E-1
2.019438342E0,-2.765611112E-1,-7.062494755E-1,5.805519819E-1
2.059922353E0,-2.637783289E-1,-8.239577413E-1,4.069190025E-1
2.100390009E0,-8.508548886E-2,-9.800143838E-1,2.765611112E-1
2.140851675E0,-3.688369319E-2,-7.888050675E-1,-1.183740199E-1
2.181356467E0,-9.467258304E-2,-6.916025281E-1,-2.708354890E-1
2.221875894E0,-1.234338731E-1,-6.351451874E-1,-1.420754492E-1
2.262361467E0,-1.149120107E-1,1.371487509E-2,-1.197055578E-1
2.302859436E0,2.532591522E-1,2.436720580E-2,-3.475322574E-2
2.343333186E0,8.109086752E-2,-2.185059190E-1,-6.058513001E-2
2.383823238E0,-1.424749196E-2,-1.436733007E-1,-6.191666797E-2
2.424312925E0,-1.375482082E-1,-2.187722325E-1,1.990654171E-1
2.464777873E0,-4.419385493E-1,-2.435389012E-1,1.801575422E-1
2.505277925E0,-2.571206093E-1,-5.773562789E-1,3.002625704E-1
2.545772873E0,2.079867423E-1,-6.726946831E-1,2.914743721E-1
2.586257613E0,2.503297627E-1,-1.687062830E-1,2.037258074E-2
2.626742717E0,2.926727831E-1,5.174369216E-1,1.769618392E-1
2.667214280E0,1.095858440E-1,7.531197667E-1,1.340862066E-1
2.707693238E0,-1.673747450E-1,8.864070177E-1,7.230269164E-2
2.748182717E0,-3.178389072E-1,1.333538532E0,-1.953371018E-1
2.788684175E0,-7.528534532E-1,8.890700936E-1,-2.022611201E-1
2.829173498E0,-8.188979030E-1,1.663095057E-1,3.382114768E-1
2.869659696E0,-7.517881989E-1,1.966952801E0,-8.077129126E-1
2.910131519E0,-1.285603046E0,3.158416033E0,-2.061492205E0
2.950609905E0,-1.221689105E0,3.610474110E0,-2.294911385E0
2.991084384E0,-9.754871130E-1,2.788779974E0,-2.026339531E0
3.031586675E0,-7.981258631E-1,2.047511101E0,-1.606105089E0
3.072060165E0,-5.123770833E-1,1.890256047E0,-1.698780417E0
3.112520894E0,-9.959928989E-1,6.287537813E-1,-1.555506468E0
3.153067300E0,-1.699046731E0,8.395367861E-1,-1.462165475E0
3.193553030E0,-1.261635303E0,6.183677912E-1,-1.270689845E0
3.233994280E0,-1.312766552E0,4.985290468E-1,-6.790860295E-1
3.274526155E0,-6.564498693E-2,1.731802583E0,-1.475480914E0
3.315011050E0,-6.351451576E-2,1.694253087E0,-1.778939128E0
3.355496936E0,-9.238233566E-1,1.025153637E0,-1.145258665E0
3.395979019E0,-1.848445654E0,2.998631001E-1,-3.123795986E-1
3.436466363E0,-1.405974388E0,9.404675961E-1,-2.884118557E-1
3.476951415E0,-1.209172606E0,1.066165090E0,2.358159572E-1
3.517434280E0,-7.749570012E-1,2.644441128E-1,8.500559330E-1
3.557921780E0,5.557853580E-1,6.987928748E-1,6.647053957E-1
3.598409071E0,1.930734813E-1,6.902710199E-1,2.821536064E-1
3.638894436E0,3.904078901E-1,3.209014535E-1,3.159747422E-1
3.679359853E0,9.041165560E-2,1.439396143E-1,9.893351793E-2
3.719819488E0,-2.816209793E-1,3.083849549E-1,1.505973190E-1
3.760314905E0,-3.966661394E-1,-6.431344151E-1,2.099840641E-1
3.800800998E0,-1.170424819E-1,3.097164929E-1,-8.388710208E-3
3.841292509E0,-7.869409025E-2,1.074553803E-1,-1.886793971E-1
3.881817405E0,2.748301327E-1,4.394086078E-3,-4.434032440E-1
3.922303290E0,3.520595133E-1,-3.311543167E-1,-5.046541616E-2
3.962719280E0,2.037258074E-2,-7.331466079E-1,-2.889444493E-2
4.003280113E0,-1.362166703E-1,-3.508611321E-1,2.885449827E-1
4.043742925E0,-8.375394344E-2,2.567211688E-1,-1.824211515E-2
4.084238603E0,7.975932211E-2,5.664376616E-1,3.635107726E-2
4.124730686E0,1.733666807E-1,1.521951705E-1,9.334104508E-2
4.165181728E0,4.591154456E-1,-4.050548673E-1,-1.764292270E-1
4.205717665E0,9.372718930E-1,-1.012903452E0,-1.063502073E0
4.246165321E0,8.600425124E-1,3.107817471E-1,-2.342580557E0
4.286670165E0,3.989297748E-1,6.572487950E-1,-1.351647496E0
4.327155894E0,1.941387206E-1,-9.192960858E-1,-8.766867518E-1
4.367644384E0,2.258294076E-1,-1.109839678E0,-5.760247707E-1
4.408129123E0,-3.075860441E-2,-8.790835738E-1,2.198374718E-1
4.448542092E0,-1.945381761E-1,-7.528534532E-1,-3.137111366E-1
4.489102769E0,-2.664414048E-1,-7.573806643E-1,-7.930659652E-1
4.529589019E0,8.267539740E-1,-1.017696977E0,-1.522484303E0
4.570051884E0,5.850792527E-1,6.995918155E-1,-2.036725521E0
4.610540790E0,5.195674300E-1,6.825480461E-1,-8.780183196E-1
4.651024436E0,2.415415943E-1,3.627118468E-1,-5.656387210E-1
4.691481259E0,5.901390910E-1,4.037233293E-1,-4.697677493E-1
4.731966988E0,7.758890986E-1,3.872122169E-1,-6.625749469E-1
4.772452717E0,-2.912080884E-1,1.463363916E-1,-7.030537724E-1
4.812980842E0,-3.399424851E-1,1.116763711E0,-1.237001866E-1
4.853478967E0,-3.981308267E-2,1.091997027E0,-2.369477749E0
4.893958238E0,-7.736254483E-2,4.125114977E-1,-1.360435724E0
4.934439644E0,-3.822855055E-1,3.017272651E-1,-1.181742907E0
4.974930217E0,-9.406007528E-1,2.207029581E0,-9.175651073E-1
5.015423707E0,-9.698946476E-1,5.515244007E-1,-1.868685007E0
5.055906936E0,-9.810796380E-1,7.717612982E-1,-1.023289442E0
5.096394228E0,-4.022586346E-1,3.182383776E-1,3.213009238E-1
5.136878915E0,4.415390790E-1,2.121145278E-1,-2.296908647E-1
5.177375530E0,3.217003644E-1,1.742987484E-1,-3.033251166E-1
5.217859332E0,2.039921284E-1,7.962616682E-1,-1.809564531E-1
5.258328915E0,3.501953557E-2,1.175085187E0,-8.388710208E-3
5.298823134E0,2.050573528E-1,1.354576945E0,2.565880120E-1
5.339311363E0,3.081186414E-1,1.567224145E0,6.396724582E-1
5.379791311E0,3.454017937E-1,1.545386791E0,6.700315475E-1
5.420230842E0,5.014584661E-1,1.563762069E0,7.927996516E-1
5.460700373E0,4.109136462E-1,1.137802005E0,5.664376616E-1
5.501212353E0,3.475322723E-1,7.283530831E-1,6.226286888E-1
5.541699175E0,2.250304818E-1,2.460688353E-1,3.978645205E-1
5.582194123E0,6.457975507E-2,1.264964230E-2,2.525933683E-1
5.622713134E0,-4.940018058E-2,-1.319557428E-1,2.629793882E-1
5.663187978E0,-5.392742157E-2,-1.109173894E-1,1.681736708E-1
5.703668446E0,-8.348763734E-2,-2.147776037E-1,1.197055578E-1
5.744156675E0,-1.957365684E-2,-9.413997084E-2,-9.320789250E-4
5.784655217E0,9.187635034E-3,-6.191666797E-2,-3.315537795E-2
5.825098134E0,-2.995967865E-2,1.930734888E-2,-1.797580719E-2
5.865606363E0,-1.584534161E-2,-1.478010789E-2,-9.999874979E-2
5.906115894E0,1.744319126E-2,-3.635107726E-2,-1.207707971E-1
5.946601988E0,-5.206326395E-2,-4.700340703E-2,-3.874785081E-2
5.987079384E0,-1.997311832E-3,-4.141093418E-2,-1.343525201E-1
6.027549644E0,-2.170412242E-2,-1.657768935E-1,-1.500647068E-1
6.068035738E0,-6.724283099E-2,-2.014621943E-1,-8.774857223E-2
6.108521832E0,-9.600412846E-2,-2.272941023E-1,-1.782933772E-1
6.149007978E0,-8.588441461E-2,-7.177007198E-2,-1.703041345E-1
6.189544488E0,3.741630912E-2,-5.232957378E-2,-2.323539555E-1
6.229986832E0,1.029281393E-1,-7.070484012E-2,-5.925358832E-2
6.270471728E0,1.781602204E-1,1.051917579E-2,-9.280842543E-2
6.310938863E0,1.106510833E-1,2.097177505E-1,-1.215697154E-1
6.351464228E0,8.215609938E-2,1.953371018E-1,-3.448691964E-2
6.391923394E0,1.741656065E-1,-2.703028731E-2,-5.366111174E-2
6.432405634E0,4.860125855E-2,3.182383627E-2,1.211702544E-2
6.472911884E0,2.756290510E-2,2.995967865E-2,-5.073172227E-2
6.513417040E0,-3.595161485E-3,2.516612969E-2,-6.671021879E-2
6.553883446E0,-3.288906813E-2,-1.744319126E-2,-4.540555924E-2
6.594385686E0,3.328853287E-3,-4.061200842E-2,-1.504641678E-2
6.634873394E0,8.481918275E-2,4.274247587E-2,6.990591437E-2
6.675285842E0,3.475322574E-2,-2.969337068E-2,8.109086752E-2
6.715864384E0,-3.475322574E-2,-3.074528873E-1,1.252980381E-1
6.756350738E0,-4.966649041E-2,-3.860138059E-1,1.098521575E-1
6.796812092E0,-1.111836955E-1,-4.548544884E-1,5.179695413E-2
6.837298394E0,-1.697715074E-1,-3.274259865E-1,-6.431344151E-2
6.877784696E0,-2.198374718E-1,-1.175750941E-1,-2.844172120E-1
6.918271050E0,-2.310224175E-1,2.218347788E-1,-3.837502003E-1
6.958717405E0,-2.243647128E-1,2.099840641E-1,-2.211690098E-1
6.999243446E0,-1.463363916E-1,-6.244928762E-2,1.731003635E-3
7.039733342E0,8.388710208E-3,-2.214353085E-1,1.703041345E-1
7.080194592E0,1.109173894E-1,-3.143768907E-1,2.688381970E-1
