"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
9.995179228E0,-7.950258255E-2,5.602025986E-2,-2.981042862E-2
1.003571251E1,-5.087375641E-2,5.306053162E-2,-2.914571762E-2
1.007620001E1,-4.410982132E-2,5.686283112E-2,-2.216672897E-2
1.011668657E1,-8.458948135E-2,-6.705379486E-2,3.770208359E-2
1.015717360E1,-1.782188416E-1,-2.741475105E-1,8.329248428E-2
1.019765709E1,1.500625610E-1,9.299373627E-2,2.450323105E-2
1.023809162E1,1.480817795E-1,7.494974136E-2,2.136087418E-2
1.027862121E1,8.124589920E-2,-5.407047272E-2,1.230916977E-1
1.031911735E1,-4.323768616E-2,-1.248064041E-1,9.377956390E-2
1.035960491E1,6.412172318E-2,4.282474518E-2,4.491043091E-2
1.040007662E1,-1.408100128E-2,9.064674377E-3,1.185741425E-1
1.044054954E1,1.948070526E-2,-1.802630424E-1,3.155665398E-1
1.048103058E1,9.681129456E-2,-1.895399094E-1,2.804675102E-1
1.052151938E1,2.761240005E-1,5.941772461E-2,2.110228539E-1
1.056203063E1,6.892919540E-2,-1.438646317E-1,1.041848660E-1
1.060251209E1,-1.001224518E-1,-2.639813423E-1,-1.059343815E-1
1.064298834E1,2.533421516E-1,5.332374573E-2,-5.401396751E-2
1.068348011E1,4.941940308E-2,-3.662252426E-2,-1.186192036E-1
1.072393683E1,-1.028666496E-1,-2.219190598E-1,-5.503344536E-2
1.076441912E1,-5.859422684E-2,2.662277222E-2,3.433942795E-2
1.080490475E1,6.355333328E-2,5.644559860E-2,-1.785993576E-2
1.084540621E1,-1.750411987E-1,-1.626973152E-1,4.334282875E-2
1.088591866E1,6.287193298E-2,1.667094231E-1,-2.152729034E-1
1.092639725E1,1.267733574E-1,4.776022434E-1,-5.126950741E-1
1.096688975E1,4.182004929E-2,7.877495289E-1,-6.770653725E-1
1.100738392E1,-2.240443230E-1,4.713935852E-1,-3.892641068E-1
1.104787256E1,-1.027426720E-1,3.416833878E-1,-3.492443562E-1
1.108836261E1,-3.011498451E-1,2.250676155E-1,-2.861461639E-1
1.112884850E1,-2.028198242E-1,3.465390205E-1,-3.746507168E-1
1.116933121E1,-1.020784378E-1,9.630393982E-2,-1.078252792E-1
1.120980725E1,1.725020409E-1,-1.617193222E-2,2.972383499E-1
1.125028292E1,-5.540475845E-1,-1.196665764E-1,-5.379152298E-2
1.129076673E1,-2.333536148E-1,4.686083794E-1,-5.444338322E-1
1.133122996E1,-5.797643661E-1,1.204924583E-1,-5.572752953E-1
1.137177272E1,-9.994268417E-1,1.888976097E-1,-8.753924370E-1
1.141224709E1,-8.537712097E-1,3.505482674E-1,-7.856957912E-1
1.145271074E1,-4.874820709E-1,7.689476013E-2,-1.751122475E-1
1.149319475E1,-2.370243073E-1,-1.210074425E-1,2.112393379E-1
1.153370126E1,-9.026622772E-2,1.956977844E-1,4.480075836E-2
1.157419855E1,-4.623126984E-2,3.204550743E-1,-6.653928757E-2
1.161465100E1,9.947204590E-2,2.218470573E-1,-1.814222336E-2
1.165512058E1,1.444973946E-1,-1.113047600E-1,1.069598198E-1
1.169567084E1,6.780481339E-2,-2.242584229E-1,2.375535965E-1
1.173613011E1,1.007361412E-1,-1.703071594E-1,1.756148338E-1
1.177662569E1,9.953498840E-2,-2.481837273E-1,2.374563217E-1
1.181711501E1,3.082261086E-1,-4.487037659E-2,2.793326378E-1
1.185759740E1,2.321176529E-1,-7.170581818E-2,3.485832214E-1
1.189804938E1,1.334309578E-1,-1.815423965E-1,3.201599121E-1
1.193850642E1,1.466779709E-1,7.534980774E-3,1.456613541E-1
1.197906116E1,2.237129211E-2,4.908323288E-2,5.731439590E-2
1.201951079E1,-5.790138245E-2,-1.265072823E-1,9.918355942E-2
1.206000720E1,5.721616745E-2,-1.218843460E-1,1.453804970E-1
1.210050418E1,1.596531868E-1,-1.453638077E-2,1.737217903E-1
