Time (s),Distance (cm),Datetime
0.002872041667,5.0,2024-06-04 16:48:43.002872
2.542670208,0.0,2024-06-04 16:48:45.542670
16.07684237,5.0,2024-06-04 16:48:59.076842
17.87768646,0.0,2024-06-04 16:49:00.877686
209.7270404,5.0,2024-06-04 16:52:12.727040
