Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°),Datetime
0.1400860548,51.93647544,4.477064833,-3.488986969,1.970000029,7.03125,8.333631275,3.0,2024-06-09 09:56:12.140086
1.14053905,51.93641719,4.477291061,2.232814789,3.630000114,99.140625,5.134880181,3.0,2024-06-09 09:56:13.140539
1.829581261,51.93642884,4.477294413,2.844936371,1.970000029,62.9296875,4.789917877,3.0,2024-06-09 09:56:13.829581
2.82931149,51.93644359,4.4772893,2.70797348,1.889999986,52.3828125,5.910849101,3.0,2024-06-09 09:56:14.829311
3.829304814,51.93645864,4.477288127,2.576015472,1.659999967,58.359375,5.26023315,3.0,2024-06-09 09:56:15.829305
4.829363465,51.93647368,4.4772893,2.365016937,1.580000043,44.6484375,5.270200448,3.0,2024-06-09 09:56:16.829363
5.82942009,51.93649154,4.477293156,1.219509125,1.840000033,49.921875,5.108788874,4.0,2024-06-09 09:56:17.829420
6.829456091,51.9365065,4.477301203,2.622768402,1.580000043,43.59375,5.037524811,4.0,2024-06-09 09:56:18.829456
7.829506397,51.93652159,4.477308244,3.287014008,1.730000019,49.921875,4.777420753,4.0,2024-06-09 09:56:19.829506
8.829551935,51.9365316,4.477327491,3.287014308,1.730000019,49.92189015,4.777420753,4.0,2024-06-09 09:56:20.829552
9.829576254,51.93654709,4.477322074,3.601162171,1.379999995,39.7265726,4.700142337,4.00012549,2024-06-09 09:56:21.829576
10.82962215,51.93656107,4.477323967,3.719448307,1.379999995,38.67188487,4.901011408,4.0,2024-06-09 09:56:22.829622
11.8296659,51.93657481,4.477319574,3.959865771,1.309999943,26.71875674,4.704590259,4.000113461,2024-06-09 09:56:23.829666
12.82968557,51.93659161,4.477313072,4.018276417,1.309999943,15.468754,4.537193762,4.000558278,2024-06-09 09:56:24.829686
13.82972515,51.93662188,4.477304647,2.829800108,2.230000019,3.867189222,4.739063613,3.37132216,2024-06-09 09:56:25.829725
14.82976246,51.93663891,4.47730459,2.732693176,2.230000019,8.085941091,4.761623056,3.339383612,2024-06-09 09:56:26.829762
15.82977688,51.93665027,4.477305758,2.870083168,1.769999981,10.19531609,4.830359881,3.239160454,2024-06-09 09:56:27.829777
16.82978702,51.93666498,4.477309722,3.209316529,1.629999995,13.0078167,4.687248457,4.000160292,2024-06-09 09:56:28.829787
