"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.941985535E2,1.909840393E1,5.997598648E1,-5.944778442E0
2.942382915E2,1.595428467E1,6.293079758E1,-7.570915222E0
2.942780295E2,1.242168427E1,7.691439819E1,-1.743865204E1
2.943177675E2,1.043433380E1,7.970323181E1,-1.603103638E1
2.943575055E2,1.127986145E1,7.766308594E1,-1.493263245E1
2.943972435E2,1.206446075E1,6.781430817E1,-1.231928253E1
2.944369815E2,1.121366119E1,5.747731400E1,3.195877075E0
2.944767195E2,7.688201904E0,5.282847977E1,1.167821503E1
2.945164575E2,6.355590820E0,4.989568329E1,1.822393036E1
2.945561955E2,5.251419067E0,4.718120956E1,2.442050934E1
2.945959330E2,3.850677490E0,4.515471268E1,2.944467163E1
2.946356710E2,2.185241699E0,4.289835739E1,3.328398514E1
2.946754090E2,5.795288086E-2,4.125361252E1,3.572446442E1
2.947151470E2,-1.209468842E0,4.125614166E1,3.663018036E1
2.947548840E2,-8.548889160E-1,4.261865616E1,3.664146423E1
2.947946220E2,-8.555221558E-1,4.596331406E1,3.335404968E1
2.948343600E2,7.397003174E-1,4.941553879E1,2.683517456E1
2.948740980E2,2.913002014E0,5.131335831E1,2.036091614E1
2.949138360E2,5.332473755E0,5.182970428E1,1.188993835E1
2.949535740E2,8.948997498E0,5.173831940E1,6.034912109E0
2.949933120E2,1.722112274E1,5.297783661E1,3.121330261E0
2.950330500E2,2.724365997E1,5.987453461E1,-5.801971436E0
2.950727880E2,2.598278046E1,6.630989838E1,-1.738985443E1
2.951125260E2,1.867218018E1,6.662286377E1,-1.769070435E1
2.951522640E2,1.316252136E1,6.431977081E1,-1.149784088E1
2.951920020E2,5.637023926E0,6.855601501E1,-1.393553925E1
2.952317400E2,-6.351364136E0,7.432252502E1,-1.870325470E1
2.952714780E2,-3.684158325E0,7.120024872E1,-1.282031250E1
2.953112160E2,-3.920761108E0,6.922031403E1,-1.339043427E1
2.953509540E2,9.233856201E-1,6.512491608E1,-9.772811890E0
2.953906920E2,5.778907776E0,5.951430511E1,-1.675621033E0
2.954304300E2,6.855453491E0,5.382331848E1,6.271392822E0
2.954701670E2,6.803886414E0,5.017350006E1,1.274977875E1
2.955099050E2,7.073783875E0,4.697132111E1,1.945879364E1
2.955496430E2,6.052421570E0,4.469745636E1,2.516513824E1
2.955893811E2,4.335929871E0,4.288678360E1,2.855602264E1
2.956291191E2,2.342758179E0,4.196124268E1,3.073935699E1
2.956688571E2,1.629890442E0,4.313283920E1,3.053922272E1
2.957085951E2,1.560646057E0,4.511509323E1,2.868741608E1
