"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.999645996E1,5.236375263E1,4.911700344E0,1.785230041E0,NaN,NaN,1.949171157E2,5.396285248E1
9.000151896E1,5.236375263E1,4.911700344E0,1.785230041E0,NaN,NaN,1.949171345E2,5.396285248E1
