"event","experiment time","system time","system time text"
"START",0.000000000E0,1717606510.525,"2024-06-05 18:55:10.525 UTC+02:00"
"PAUSE",2.409350483E2,1717606751.460,"2024-06-05 18:59:11.460 UTC+02:00"
