"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.662950000E-2,-2.581980743E0,6.807843018E0,6.084696808E0
5.636950000E-2,-2.588567047E0,6.752158813E0,6.789580994E0
9.610850000E-2,-2.660866699E0,6.565646667E0,6.593638458E0
1.358485000E-1,-2.463576965E0,6.606661377E0,6.789730682E0
1.755885000E-1,-2.199076996E0,6.393654327E0,7.093898163E0
2.153285000E-1,-1.761237488E0,6.511609039E0,7.426805878E0
2.550685000E-1,-1.994602203E0,6.011199646E0,7.437733154E0
2.948086250E-1,-1.810485077E0,6.086343384E0,7.378157043E0
3.345486250E-1,-1.657203827E0,6.180198212E0,7.597600708E0
3.742886250E-1,-1.938917999E0,6.125262451E0,7.572303314E0
4.140276250E-1,-1.641636200E0,5.951773224E0,7.695497131E0
4.537676250E-1,-1.305734711E0,5.722599792E0,7.919132080E0
4.935076250E-1,-9.264234924E-1,5.411247253E0,8.577762451E0
5.332476250E-1,-6.251000977E-1,5.384153595E0,8.429271240E0
5.729876250E-1,-7.256909180E-1,5.377866669E0,8.584498444E0
6.127276250E-1,-6.601272583E-1,5.291496277E0,8.465795288E0
6.524676250E-1,-6.140231323E-1,5.501210175E0,8.389603729E0
6.922076250E-1,-9.205856323E-1,5.762716370E0,7.728728027E0
7.319476250E-1,-4.504133606E-1,5.657934265E0,7.717501373E0
7.716866250E-1,-3.026705933E-1,5.797593842E0,7.505991211E0
8.114266250E-1,-5.927673340E-2,5.661526794E0,8.031697998E0
8.511666250E-1,-3.737727356E-1,5.849236450E0,8.273445282E0
8.909066250E-1,-6.962022400E-1,5.926326141E0,7.750732269E0
9.306466250E-1,-1.041833496E-1,6.031108246E0,7.345524902E0
9.703866250E-1,-2.100132751E-1,6.018534393E0,7.837851105E0
1.010126625E0,4.851411438E-1,5.477259979E0,8.017776947E0
1.049865625E0,1.867516479E0,4.977599030E0,8.397088165E0
1.089605625E0,2.270927582E0,5.031187592E0,8.893905029E0
1.129345625E0,1.058448944E0,3.924538879E0,7.567213898E0
