Time (s),Distance (cm),Datetime
0.03618533333,5.0,2024-06-04 14:17:44.036185
2.896668333,0.0,2024-06-04 14:17:46.896668
6.81350475,5.0,2024-06-04 14:17:50.813505
8.197360542,0.0,2024-06-04 14:17:52.197361
122.5094846,5.0,2024-06-04 14:19:46.509485
