Time (s),X (µT),Y (µT),Z (µT),Datetime
0.0650625,22.7533741,-31.72017288,-24.57887268,2024-06-04 14:17:44.065062
0.1048025,22.19774437,-31.37582397,-25.15356445,2024-06-04 14:17:44.104802
0.1445425,21.90987587,-30.98968887,-26.04878235,2024-06-04 14:17:44.144542
0.1842825,21.08696938,-30.25588989,-27.47038269,2024-06-04 14:17:44.184282
0.2240225,20.58374596,-30.00085449,-28.26506042,2024-06-04 14:17:44.224022
0.263761625,20.29131508,-29.81947327,-29.01174927,2024-06-04 14:17:44.263762
0.303501625,20.03277016,-29.56033707,-29.11045837,2024-06-04 14:17:44.303502
0.343241625,19.15996742,-29.31128311,-29.69761658,2024-06-04 14:17:44.343242
0.382981625,18.50971413,-28.86802673,-30.62171936,2024-06-04 14:17:44.382982
0.422721625,17.51585197,-28.60845566,-31.45669556,2024-06-04 14:17:44.422722
0.462461625,16.47155952,-27.89820862,-32.6995697,2024-06-04 14:17:44.462462
0.502201625,15.79430199,-27.45111465,-33.62947083,2024-06-04 14:17:44.502202
0.541941625,15.43719673,-27.04018784,-33.81428528,2024-06-04 14:17:44.541942
0.581680625,14.87478065,-26.98692322,-33.86242676,2024-06-04 14:17:44.581681
0.621420625,14.76959419,-27.32863617,-34.3085022,2024-06-04 14:17:44.621421
0.661160625,14.27329826,-27.80490875,-33.9772644,2024-06-04 14:17:44.661161
0.700900625,13.44915199,-28.39185715,-33.44041443,2024-06-04 14:17:44.700901
0.740640625,12.83493614,-28.97186661,-33.39506531,2024-06-04 14:17:44.740641
0.780380625,12.07502937,-29.15378952,-33.20277405,2024-06-04 14:17:44.780381
0.820120625,11.8594799,-29.40765762,-33.2129364,2024-06-04 14:17:44.820121
0.859860625,12.13279533,-29.56519699,-32.94012451,2024-06-04 14:17:44.859861
0.899599625,11.57692528,-29.72238541,-32.84475708,2024-06-04 14:17:44.899600
0.939339625,10.99500847,-29.99731827,-33.22789001,2024-06-04 14:17:44.939340
0.979079625,10.09257698,-29.99175262,-33.43736267,2024-06-04 14:17:44.979080
1.018819625,9.191087723,-29.88729095,-33.50762939,2024-06-04 14:17:45.018820
