"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.412670540E-1,5.234789120E1,4.940436200E0,-1.566369117E0,NaN,NaN,1.700000000E1,1.000000000E0
1.681191249E0,5.234779256E1,4.940185510E0,-2.482577444E1,0.000000000E0,NaN,2.332319260E1,2.928640175E1
2.675285780E0,5.234778557E1,4.940140540E0,-2.555487518E1,0.000000000E0,NaN,1.397934055E1,1.770890045E1
3.675304478E0,5.234777083E1,4.940146770E0,-2.502693845E1,0.000000000E0,NaN,1.186101151E1,1.442335033E1
4.676674061E0,5.234775903E1,4.940125020E0,-2.312364742E1,0.000000000E0,NaN,1.072595596E1,1.297097874E1
5.677287602E0,5.234773783E1,4.940127250E0,-2.153902052E1,0.000000000E0,NaN,9.133504868E0,1.084374905E1
6.676322862E0,5.234772348E1,4.940123120E0,-1.987430941E1,0.000000000E0,NaN,8.945672989E0,1.053572369E1
7.675269528E0,5.234771295E1,4.940142640E0,-1.857597332E1,4.900000095E-1,8.559999847E1,8.041040421E0,9.660611153E0
8.675383799E0,5.234771276E1,4.940170940E0,-1.787332060E1,2.130000114E0,3.800000000E1,7.070126534E0,8.294808388E0
9.679272809E0,5.234770268E1,4.940214450E0,-1.820412046E1,2.599999905E0,8.340000153E1,6.624058247E0,7.588786602E0
1.067478687E1,5.234769324E1,4.940249650E0,-1.721058337E1,1.929999948E0,7.519999695E1,6.132337570E0,6.668385983E0
1.167540343E1,5.234767947E1,4.940312840E0,-1.816063986E1,2.720000029E0,7.640000153E1,6.805074215E0,6.567300320E0
1.267688088E1,5.234768253E1,4.940371290E0,-1.856807261E1,3.599999905E0,7.330000305E1,7.366690159E0,6.632589817E0
1.367601572E1,5.234770727E1,4.940389090E0,-1.499930161E1,2.200000048E0,5.420000076E1,8.731201172E0,6.958787441E0
1.467653999E1,5.234774568E1,4.940401510E0,-1.219894689E1,3.640000105E0,3.359999847E1,7.992616177E0,6.596437931E0
1.567640145E1,5.234778779E1,4.940409970E0,-1.070364289E1,3.539999962E0,3.220000076E1,8.051388741E0,6.716823578E0
1.667610781E1,5.234781041E1,4.940421270E0,-9.808645740E0,2.390000105E0,3.390000153E1,8.425287247E0,6.812875748E0
1.767665088E1,5.234783206E1,4.940466800E0,-1.114434317E1,3.849999905E0,4.859999847E1,8.060617447E0,6.809676647E0
1.867449749E1,5.234784253E1,4.940515440E0,-9.340833524E0,2.680000067E0,5.650000000E1,7.410963535E0,7.135570049E0
1.968509734E1,5.234784935E1,4.940560810E0,-7.803322155E0,3.150000095E0,5.890000153E1,7.947147369E0,7.270334244E0
2.067588999E1,5.234786926E1,4.940612780E0,-6.355510058E0,3.710000038E0,5.209999847E1,9.952417374E0,7.716322899E0
2.167545312E1,5.234790436E1,4.940633890E0,-5.437113051E0,3.670000076E0,1.779999924E1,8.293194771E0,7.865008354E0
2.267630702E1,5.234793679E1,4.940654790E0,-4.653180411E0,3.549999952E0,2.450000000E1,8.506882668E0,8.068209648E0
2.367725421E1,5.234797257E1,4.940691280E0,-4.470918613E0,4.929999828E0,2.900000000E1,8.257336617E0,7.910433769E0
2.467516926E1,5.234800470E1,4.940727870E0,-2.298915853E0,4.460000038E0,2.779999924E1,8.149184227E0,7.844995499E0
2.567445718E1,5.234803376E1,4.940775030E0,-2.348285892E0,4.070000172E0,3.229999924E1,8.896243095E0,7.996600151E0
2.667401228E1,5.234807177E1,4.940833750E0,-1.125175619E0,5.289999962E0,3.309999847E1,7.984885693E0,7.496014595E0
2.767723520E1,5.234811787E1,4.940894140E0,-1.177992824E0,5.250000000E0,3.300000000E1,7.582683086E0,7.298759937E0
2.867935030E1,5.234815956E1,4.940941150E0,-3.468034306E-3,4.929999828E0,3.379999924E1,7.559840202E0,7.255530834E0
2.967440567E1,5.234820328E1,4.940973990E0,6.213688769E-1,4.219999790E0,2.789999962E1,8.036613464E0,7.252201080E0
3.067557546E1,5.234825368E1,4.941022870E0,-9.517125006E-1,4.869999886E0,3.060000038E1,8.813049316E0,7.214605331E0
3.167561421E1,5.234827956E1,4.941075320E0,4.052880550E-1,3.589999914E0,4.020000076E1,7.788755894E0,7.115274906E0
3.267428858E1,5.234830912E1,4.941127660E0,2.077845539E0,3.500000000E0,4.400000000E1,8.271009445E0,7.234714031E0
3.367636358E1,5.234834895E1,4.941198530E0,1.604798400E0,4.670000076E0,4.620000076E1,8.472914696E0,7.598847866E0
3.467547254E1,5.234838405E1,4.941259020E0,1.235132122E0,4.170000076E0,4.700000000E1,9.025188446E0,7.672659874E0
3.567577645E1,5.234842377E1,4.941334320E0,1.142519505E0,4.630000114E0,4.840000153E1,8.226191521E0,7.408940792E0
3.667557170E1,5.234845691E1,4.941397750E0,-5.933588048E-1,4.289999962E0,5.270000076E1,8.339282036E0,7.618904114E0
3.767451124E1,5.234848336E1,4.941467730E0,-1.196003115E0,4.230000019E0,5.240000153E1,7.895444393E0,7.176778793E0
3.867431889E1,5.234851942E1,4.941527290E0,-1.017389751E0,4.599999905E0,4.850000000E1,7.682804585E0,6.911995888E0
3.967508941E1,5.234855967E1,4.941582280E0,-1.272855086E0,4.630000114E0,4.570000076E1,7.269446850E0,6.337019920E0
4.067979795E1,5.234859761E1,4.941645140E0,-3.350645840E0,4.769999981E0,5.140000153E1,5.491655350E0,5.227124691E0
4.167611202E1,5.234863255E1,4.941712690E0,-4.234285330E0,4.460000038E0,5.240000153E1,5.205498695E0,4.962446213E0
4.267468139E1,5.234866519E1,4.941776320E0,-4.338938645E0,4.420000076E0,5.120000076E1,4.939750195E0,4.510197639E0
4.367440837E1,5.234868840E1,4.941846780E0,-4.532102419E0,4.300000191E0,6.140000153E1,4.638403893E0,4.541350365E0
4.467510785E1,5.234870887E1,4.941919680E0,-5.219470345E0,4.480000019E0,6.190000153E1,4.648346424E0,4.717184067E0
4.567293816E1,5.234873268E1,4.941986660E0,-5.448584972E0,4.510000229E0,5.490000153E1,4.658695221E0,4.871086121E0
4.667380983E1,5.234876064E1,4.942050060E0,-6.632285600E0,4.639999866E0,4.929999924E1,4.768594742E0,4.989965916E0
4.767442373E1,5.234879026E1,4.942105570E0,-7.102975708E0,4.429999828E0,4.659999847E1,4.723449707E0,4.890802860E0
4.867671139E1,5.234882247E1,4.942160220E0,-6.072563994E0,4.690000057E0,4.570000076E1,4.841346741E0,5.039571285E0
4.967633196E1,5.234885153E1,4.942211620E0,-6.316755797E0,4.349999905E0,4.670000076E1,5.031708241E0,5.269414425E0
