"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
5.036870165E1,5.235572890E1,4.927938000E0,9.623834438E-1,3.970000029E0,1.666999969E2,8.181272507E0,7.653251648E0
5.136523061E1,5.235568872E1,4.927948350E0,5.611483017E-1,3.660000086E0,1.691000061E2,8.422224998E0,7.493255615E0
5.236229014E1,5.235564049E1,4.927960540E0,-9.292085332E-1,4.829999924E0,1.695000000E2,8.662688255E0,7.495788097E0
5.336249186E1,5.235559014E1,4.927963200E0,-2.310137837E0,4.420000076E0,1.746000061E2,8.361868858E0,6.981299877E0
5.436172639E1,5.235555121E1,4.927955920E0,-1.386934890E-4,3.039999962E0,1.821000061E2,7.743744373E0,6.602867126E0
5.536517665E1,5.235551189E1,4.927989000E0,-1.687065077E0,4.340000153E0,1.358000031E2,6.076226234E0,6.003437519E0
5.636616821E1,5.235548294E1,4.928030120E0,-1.274118593E0,2.299999952E0,1.326000061E2,6.147443771E0,6.268894196E0
5.736266597E1,5.235546121E1,4.928058350E0,-5.548948784E-1,2.279999971E0,1.238000031E2,6.294109344E0,6.571586132E0
5.836499159E1,5.235543666E1,4.928082120E0,1.473038082E0,2.250000000E0,1.275999985E2,6.573342323E0,7.014378071E0
5.936417779E1,5.235541295E1,4.928108920E0,2.897031111E0,2.289999962E0,1.250999985E2,6.580671787E0,7.112157345E0
6.036208566E1,5.235538508E1,4.928140320E0,3.453406140E0,2.519999981E0,1.269000015E2,6.483665943E0,7.154451370E0
6.136558440E1,5.235535856E1,4.928176180E0,4.604573255E0,2.609999895E0,1.199000015E2,6.831913471E0,7.470427990E0
6.236581378E1,5.235533186E1,4.928211680E0,4.545473792E0,2.690000057E0,1.255999985E2,6.718917370E0,7.254440308E0
6.336484503E1,5.235530551E1,4.928246320E0,5.544113588E0,2.779999971E0,1.261999969E2,1.143231106E1,7.134508610E0
6.436771039E1,5.235527350E1,4.928266910E0,5.740735297E0,3.200000048E0,1.578999939E2,1.182620049E1,7.135470390E0
6.536278268E1,5.235523411E1,4.928285870E0,7.198942271E0,3.009999990E0,1.535000000E2,1.211734390E1,7.145944595E0
6.636113242E1,5.235521091E1,4.928301410E0,7.268559414E0,0.000000000E0,NaN,1.168335629E1,6.929362297E0
6.736434737E1,5.235520095E1,4.928308010E0,7.044244882E0,0.000000000E0,NaN,1.167979431E1,6.903431416E0
6.836250242E1,5.235519188E1,4.928321550E0,7.603627021E0,9.499999881E-1,1.253000031E2,1.170075607E1,6.704809666E0
6.936460206E1,5.235517362E1,4.928334820E0,9.481965686E0,0.000000000E0,NaN,1.145860863E1,6.336667061E0
7.036170326E1,5.235473452E1,4.928951760E0,8.383919699E0,5.340000153E0,1.175000000E2,1.379081345E1,7.018817902E0
7.136130685E1,5.235470662E1,4.929012350E0,8.028385231E0,5.639999866E0,1.325000000E2,1.350846767E1,7.186377048E0
7.236154404E1,5.235465761E1,4.929088480E0,8.618020183E0,5.760000229E0,1.338999939E2,1.312120438E1,7.608600140E0
7.336206956E1,5.235460238E1,4.929152480E0,9.007199859E0,6.150000095E0,1.386999969E2,1.310925579E1,7.719196796E0
7.436210862E1,5.235455934E1,4.929205330E0,9.464993928E0,5.809999943E0,1.421000061E2,1.348284721E1,7.900801659E0
7.536403450E1,5.235449498E1,4.929257990E0,7.916165824E0,5.440000057E0,1.448000031E2,1.294714260E1,7.604107380E0
7.636288643E1,5.235442856E1,4.929333680E0,7.335365645E0,6.199999809E0,1.416999969E2,1.175152206E1,6.888473034E0
7.736329961E1,5.235438272E1,4.929382830E0,7.205324013E0,6.000000000E0,1.341000061E2,1.183106613E1,7.073565006E0
7.836281664E1,5.235435812E1,4.929470230E0,6.672929791E0,5.179999828E0,1.250000000E2,1.164935875E1,7.091845036E0
7.936456419E1,5.235431696E1,4.929542950E0,7.430603696E0,5.349999905E0,1.205999985E2,1.169443512E1,7.198341370E0
8.036342830E1,5.235427994E1,4.929577070E0,8.907621585E0,4.559999943E0,1.223000031E2,1.193851566E1,7.389648438E0
8.136151643E1,5.235423262E1,4.929613000E0,9.005841715E0,4.880000114E0,1.290000000E2,1.233487129E1,7.463209152E0
8.236600919E1,5.235419933E1,4.929662870E0,9.403284131E0,5.150000095E0,1.371999969E2,1.225654221E1,7.529777527E0
8.336311200E1,5.235416101E1,4.929718640E0,1.036804458E1,5.909999847E0,1.398999939E2,1.240172863E1,7.919326782E0
8.436325419E1,5.235412570E1,4.929799640E0,1.037408361E1,5.900000095E0,1.326000061E2,1.283085442E1,7.911512852E0
8.536278252E1,5.235408874E1,4.929815950E0,9.478044443E0,4.269999981E0,1.500000000E2,1.318795395E1,7.987105846E0
8.636354335E1,5.235402932E1,4.929876190E0,9.230131027E0,5.619999886E0,1.408000031E2,1.381290340E1,8.124271393E0
8.736342512E1,5.235397913E1,4.929942390E0,9.667597918E0,6.860000134E0,1.331999969E2,1.280458546E1,8.181466103E0
8.836328908E1,5.235393694E1,4.930002060E0,1.049618568E1,6.380000114E0,1.391000061E2,1.275456333E1,8.119461060E0
8.936199460E1,5.235388545E1,4.930074120E0,1.024334649E1,6.730000019E0,1.373000031E2,1.313660908E1,8.114733696E0
9.036370924E1,5.235383494E1,4.930155260E0,9.319615472E0,7.019999981E0,1.353999939E2,1.308287621E1,7.649121284E0
9.136266835E1,5.235382176E1,4.930206120E0,9.908920498E0,5.550000191E0,1.371000061E2,1.398115540E1,7.896270275E0
9.236220471E1,5.235381401E1,4.930234420E0,8.571035175E0,4.530000210E0,1.375000000E2,1.317203999E1,7.961320877E0
9.336205835E1,5.235378725E1,4.930269590E0,6.688204946E0,2.250000000E0,1.166999969E2,1.298883057E1,8.227417946E0
9.436226418E1,5.235376713E1,4.930333360E0,7.126018298E0,2.559999943E0,1.189000015E2,1.300914001E1,8.269662857E0
9.536223371E1,5.235374751E1,4.930408120E0,7.746272774E0,2.930000067E0,1.293999939E2,1.329201031E1,8.018905640E0
9.636420684E1,5.235374726E1,4.930385070E0,8.013959334E0,1.360000014E0,1.383999939E2,1.289226818E1,7.837162971E0
9.736361653E1,5.235373971E1,4.930382620E0,7.718903257E0,1.460000038E0,1.251999969E2,1.284678936E1,7.993707657E0
9.836410694E1,5.235372933E1,4.930381840E0,9.601517465E0,9.800000191E-1,1.353999939E2,1.201782894E1,7.181981564E0
9.936345835E1,5.235372759E1,4.930373050E0,8.160652997E0,4.600000083E-1,1.453000031E2,1.219888115E1,7.152054787E0
1.003629224E2,5.235373320E1,4.930366880E0,7.708875180E0,0.000000000E0,NaN,1.171178818E1,6.395517349E0
1.013617733E2,5.235375022E1,4.930363300E0,6.042576482E0,2.000000030E-1,3.500000000E2,1.205953598E1,6.715008259E0
1.023694108E2,5.235377323E1,4.930356260E0,6.920534782E0,0.000000000E0,NaN,1.129157162E1,6.484539509E0
1.033622602E2,5.235377444E1,4.930360590E0,7.070685479E0,0.000000000E0,NaN,1.107406044E1,6.230156898E0
1.043619529E2,5.235378022E1,4.930360870E0,8.093276855E0,0.000000000E0,NaN,1.104883003E1,6.235681057E0
1.053627038E2,5.235378354E1,4.930357510E0,7.587054047E0,0.000000000E0,NaN,1.116371250E1,6.393507957E0
1.063636831E2,5.235378353E1,4.930356810E0,7.427507731E0,0.000000000E0,NaN,1.122768974E1,6.449907780E0
1.073619209E2,5.235377827E1,4.930361190E0,7.460705911E0,0.000000000E0,NaN,1.117711926E1,6.487233639E0
1.083626366E2,5.235377522E1,4.930364280E0,7.423960197E0,0.000000000E0,NaN,1.111623001E1,6.199384689E0
1.093615477E2,5.235377093E1,4.930365590E0,7.591252224E0,0.000000000E0,NaN,1.104356003E1,6.201355457E0
1.103639558E2,5.235375034E1,4.930394390E0,6.767203940E0,3.880000114E0,1.405000000E2,1.082355309E1,5.860118866E0
1.113615113E2,5.235372162E1,4.930425080E0,7.676970885E0,3.980000019E0,1.448000031E2,1.073912716E1,5.894848347E0
1.123607623E2,5.235368950E1,4.930463920E0,5.021979396E0,4.340000153E0,1.453999939E2,1.076042652E1,6.533112526E0
1.133616362E2,5.235365689E1,4.930506280E0,4.729660139E0,4.400000095E0,1.435000000E2,1.074133396E1,6.669442654E0
1.143609677E2,5.235362365E1,4.930549400E0,5.626915619E0,4.639999866E0,1.396999969E2,1.095921421E1,6.949360371E0
1.153627116E2,5.235357441E1,4.930606060E0,6.679246514E0,5.300000191E0,1.408999939E2,1.147542477E1,6.710429192E0
1.163619170E2,5.235354836E1,4.930636010E0,7.419888403E0,4.219999790E0,1.443000031E2,1.184380150E1,6.829455376E0
1.173616578E2,5.235351193E1,4.930681750E0,6.847719475E0,4.900000095E0,1.423999939E2,1.232403564E1,7.104925156E0
1.183635188E2,5.235346606E1,4.930749420E0,7.002966768E0,5.579999924E0,1.378999939E2,1.245798874E1,7.344368458E0
1.193625650E2,5.235345091E1,4.930837280E0,6.882268335E0,5.760000229E0,1.239000015E2,1.344775105E1,7.904374599E0
1.203616740E2,5.235340570E1,4.930879100E0,5.863368370E0,5.329999924E0,1.408999939E2,1.444822502E1,8.523434639E0
1.213602053E2,5.235332508E1,4.930895550E0,5.270367867E0,5.639999866E0,1.571999969E2,1.398912621E1,9.106615067E0
1.223616741E2,5.235328660E1,4.930928220E0,5.390510272E0,4.820000172E0,1.551999969E2,1.379882336E1,9.169884682E0
1.233628096E2,5.235325911E1,4.930968080E0,4.872244689E0,4.210000038E0,1.495000000E2,1.384317303E1,9.460019112E0
1.243627090E2,5.235323293E1,4.930994260E0,4.930022890E0,3.680000067E0,1.513999939E2,1.434513283E1,9.737417221E0
1.253611756E2,5.235319499E1,4.931041320E0,4.911990756E0,4.750000000E0,1.501000061E2,1.366986275E1,9.638113976E0
1.263605129E2,5.235321516E1,4.931027500E0,4.687768270E0,0.000000000E0,NaN,1.289623833E1,8.764010429E0
1.273617226E2,5.235320641E1,4.931031230E0,4.503492858E0,0.000000000E0,NaN,1.261270523E1,8.309996605E0
1.283614935E2,5.235319644E1,4.931035510E0,4.508913296E0,0.000000000E0,NaN,1.240066910E1,7.928009510E0
1.293613118E2,5.235319387E1,4.931036710E0,4.510436217E0,0.000000000E0,NaN,1.221072769E1,7.583781242E0
1.303615085E2,5.235316486E1,4.931080660E0,5.308821221E0,4.050000191E0,1.398999939E2,1.199403191E1,7.221754551E0
1.313622776E2,5.235311939E1,4.931142110E0,4.985488831E0,6.000000000E0,1.395000000E2,1.188516140E1,7.188313484E0
1.323609092E2,5.235288981E1,4.931470540E0,4.229980916E0,6.610000134E0,1.356999969E2,1.247690201E1,8.163565636E0
1.333610115E2,5.235285936E1,4.931542070E0,1.277525264E0,6.030000210E0,1.371000061E2,1.180888462E1,7.913400173E0
1.343617130E2,5.235281993E1,4.931592030E0,1.048311036E0,5.719999790E0,1.411999969E2,1.233386040E1,8.577944756E0
1.353616015E2,5.235280671E1,4.931647320E0,4.929652214E-1,4.679999828E0,1.241999969E2,1.167190075E1,8.099997520E0
1.363633734E2,5.235278270E1,4.931677450E0,4.049968196E-1,3.950000048E0,1.271999969E2,1.154800797E1,7.953660011E0
1.373636014E2,5.235276336E1,4.931747080E0,-5.833938603E-1,4.949999809E0,1.235999985E2,1.165492725E1,8.021874428E0
1.383629636E2,5.235273680E1,4.931820150E0,-1.141433926E0,5.219999790E0,1.296000061E2,1.131499481E1,7.557173729E0
1.393643040E2,5.235269669E1,4.931899400E0,-2.336574636E0,5.289999962E0,1.368000031E2,1.145726013E1,7.417415619E0
1.403619778E2,5.235265691E1,4.931980040E0,-1.876589029E-1,5.900000095E0,1.400000000E2,1.160753822E1,7.536808014E0
1.413605203E2,5.235259487E1,4.932034280E0,-1.173555613E0,6.659999847E0,1.428999939E2,1.164064980E1,7.426634789E0
1.423620923E2,5.235256507E1,4.932089990E0,1.961382882E0,5.119999886E0,1.268000031E2,1.119221878E1,7.154783249E0
1.433606457E2,5.235255264E1,4.932176000E0,-7.673450007E-1,5.670000076E0,1.181999969E2,1.087343407E1,6.752278328E0
1.443610337E2,5.235253747E1,4.932257250E0,-2.156229739E-1,5.559999943E0,1.144000015E2,1.087661552E1,6.874937057E0
1.453613364E2,5.235252034E1,4.932313170E0,5.193702551E-1,4.110000134E0,1.221999969E2,1.109243011E1,7.446707249E0
1.463614301E2,5.235249500E1,4.932361380E0,1.197523653E0,3.869999886E0,1.283999939E2,1.139528942E1,7.877205849E0
1.473601923E2,5.235246402E1,4.932401860E0,1.074211952E0,3.970000029E0,1.348000031E2,1.157903385E1,7.838144302E0
1.483627042E2,5.235243451E1,4.932436470E0,1.180147005E0,3.630000114E0,1.350000000E2,1.199339867E1,8.194093704E0
1.493613570E2,5.235240705E1,4.932487150E0,2.356406723E0,4.030000210E0,1.325000000E2,1.208777714E1,7.946736813E0
1.503622483E2,5.235237347E1,4.932531780E0,3.315857390E0,4.300000191E0,1.341000061E2,1.172001743E1,7.924802303E0
1.513604835E2,5.235234228E1,4.932570770E0,3.871560644E0,4.050000191E0,1.333999939E2,1.178286171E1,7.794502258E0
1.523632043E2,5.235231498E1,4.932610620E0,3.577111226E0,3.750000000E0,1.326999969E2,1.153817749E1,7.361403942E0
1.533610630E2,5.235227112E1,4.932687790E0,3.903326283E0,5.340000153E0,1.331999969E2,1.144468021E1,7.620864868E0
1.543624959E2,5.235223281E1,4.932757150E0,3.560172165E0,5.469999790E0,1.306000061E2,1.142247581E1,7.455980778E0
1.553614824E2,5.235219444E1,4.932809600E0,3.855496994E0,5.000000000E0,1.348000031E2,1.135657310E1,7.516477585E0
1.563606368E2,5.235214459E1,4.932869800E0,2.741264080E0,5.460000038E0,1.373000031E2,1.167855167E1,8.432383537E0
1.573604608E2,5.235210451E1,4.932940840E0,5.366675307E0,5.440000057E0,1.323999939E2,1.213514996E1,9.029750824E0
1.583646676E2,5.235207048E1,4.932994250E0,5.183796400E0,4.539999962E0,1.363000031E2,1.210316849E1,9.310262680E0
1.593650268E2,5.235201565E1,4.933065530E0,6.517133591E0,5.329999924E0,1.435000000E2,1.160956287E1,8.686145782E0
1.603633428E2,5.235197036E1,4.933124620E0,6.691053483E0,5.210000038E0,1.403000031E2,1.155312252E1,8.454762459E0
1.613603602E2,5.235192722E1,4.933181380E0,6.915390125E0,4.940000057E0,1.426999969E2,1.141033649E1,8.004873276E0
1.623607671E2,5.235188942E1,4.933239640E0,6.119532578E0,4.929999828E0,1.401000061E2,1.124506092E1,7.568630695E0
1.633610580E2,5.235184500E1,4.933321200E0,3.419138027E0,5.579999924E0,1.376999969E2,1.129797840E1,7.905003071E0
1.643607495E2,5.235180286E1,4.933384920E0,5.030076773E0,5.670000076E0,1.411000061E2,1.155760002E1,8.408292770E0
1.653595481E2,5.235176237E1,4.933449430E0,2.940090583E0,5.679999828E0,1.390000000E2,1.141853046E1,8.299168587E0
1.663621279E2,5.235172137E1,4.933514680E0,3.262393468E-1,5.369999886E0,1.381000061E2,1.168071365E1,8.205486298E0
1.673616499E2,5.235168293E1,4.933578690E0,-1.656810628E0,5.159999847E0,1.358999939E2,1.137687016E1,8.047828674E0
1.683611192E2,5.235164214E1,4.933640220E0,-1.358615370E0,5.090000153E0,1.346999969E2,1.148443031E1,8.097235680E0
1.693617597E2,5.235159810E1,4.933703950E0,-1.267515748E0,5.380000114E0,1.381999969E2,1.146613407E1,8.047778130E0
1.703656960E2,5.235155178E1,4.933758470E0,-1.243441269E0,5.449999809E0,1.395000000E2,1.117639828E1,7.676551819E0
1.713606997E2,5.235150814E1,4.933814310E0,-5.387591977E-1,5.650000095E0,1.391000061E2,1.095512676E1,7.519762516E0
1.723612479E2,5.235147302E1,4.933877040E0,2.202560036E0,5.050000191E0,1.341999969E2,1.095227814E1,7.498075485E0
1.733609644E2,5.235143913E1,4.933933320E0,1.636443221E0,4.849999905E0,1.396999969E2,1.091160297E1,7.481860638E0
1.743612839E2,5.235140185E1,4.933975020E0,2.869080285E0,4.659999847E0,1.466999969E2,1.113865185E1,7.689650059E0
1.753605119E2,5.235136140E1,4.934034040E0,2.822059731E0,5.570000172E0,1.403000031E2,1.089448452E1,7.475709915E0
1.763625488E2,5.235132144E1,4.934091900E0,3.321303852E0,5.349999905E0,1.396000061E2,1.090915012E1,7.489999771E0
1.773618432E2,5.235127884E1,4.934165410E0,6.389736419E-1,5.630000114E0,1.361000061E2,1.113448334E1,7.675180435E0
1.783615019E2,5.235124022E1,4.934225620E0,1.071387522E0,5.119999886E0,1.363000031E2,1.125277710E1,7.497820377E0
1.793616583E2,5.235120476E1,4.934286000E0,3.008030576E-1,4.920000076E0,1.358000031E2,1.130454636E1,7.465149403E0
1.803605807E2,5.235117484E1,4.934338760E0,3.462621156E-1,4.500000000E0,1.345000000E2,1.178721619E1,8.054687500E0
1.813618695E2,5.235114164E1,4.934392480E0,1.518489018E-1,4.489999771E0,1.326999969E2,1.126685715E1,7.732114792E0
1.823622368E2,5.235111365E1,4.934437600E0,5.095011267E-1,3.960000038E0,1.361999969E2,1.133044147E1,7.517115593E0
1.833613658E2,5.235109234E1,4.934484490E0,5.817024340E-1,3.829999924E0,1.308000031E2,1.132948494E1,7.362198830E0
1.843625122E2,5.235106234E1,4.934539120E0,-1.550030751E-1,4.230000019E0,1.336000061E2,1.125306320E1,7.230809689E0
1.853655895E2,5.235104223E1,4.934586420E0,-8.483027576E-1,0.000000000E0,NaN,1.104332447E1,7.035370350E0
1.863637085E2,5.235103569E1,4.934602840E0,-8.942010347E-1,0.000000000E0,NaN,1.101105499E1,6.960947990E0
1.873612937E2,5.235103400E1,4.934606860E0,-8.989618638E-1,0.000000000E0,NaN,1.086665249E1,6.624447823E0
1.883595644E2,5.235100809E1,4.934655120E0,-9.711754842E-1,3.859999895E0,1.230999985E2,1.067891026E1,6.219084263E0
1.893627712E2,5.235097863E1,4.934706730E0,-3.102989586E-1,3.519999981E0,1.293000031E2,1.050168800E1,5.832911968E0
1.903655268E2,5.235094793E1,4.934748600E0,-9.039464030E-1,3.109999895E0,1.371999969E2,1.042993450E1,5.473952770E0
1.913687330E2,5.235093680E1,4.934754190E0,-8.727700329E-1,0.000000000E0,NaN,1.029400826E1,5.525337219E0
1.923611229E2,5.235078613E1,4.934874410E0,2.328318016E0,3.200000048E0,1.568000031E2,1.138088226E1,6.423850536E0
1.933610471E2,5.235078673E1,4.934912380E0,2.120088769E0,2.490000010E0,1.425000000E2,1.158448696E1,6.452168465E0
1.943616020E2,5.235077065E1,4.934928150E0,8.637883793E-1,2.109999895E0,1.458999939E2,1.204968166E1,6.480907440E0
1.953637130E2,5.235073150E1,4.934955510E0,2.199991181E0,2.880000114E0,1.525000000E2,1.361767292E1,7.020629883E0
1.963618834E2,5.235070792E1,4.935013420E0,3.570718549E0,3.049999952E0,1.423999939E2,1.431261539E1,6.924990654E0
1.973630622E2,5.235075284E1,4.935008660E0,4.158792324E0,1.139999986E0,4.720000076E1,1.342426586E1,6.757644653E0
1.983636164E2,5.235076128E1,4.935031010E0,5.676395304E0,1.259999990E0,7.359999847E1,1.287800217E1,6.941276073E0
1.993640939E2,5.235076314E1,4.935040760E0,6.460827386E0,7.599999905E-1,0.000000000E0,1.287893391E1,7.183745384E0
2.003637658E2,5.235076249E1,4.935033230E0,5.697821641E0,4.199999869E-1,3.598999939E2,1.243495464E1,7.179703236E0
2.013622262E2,5.235075728E1,4.934997300E0,6.224404887E0,0.000000000E0,NaN,1.185263729E1,7.647405624E0
2.023627040E2,5.235075470E1,4.934986170E0,6.772124308E0,0.000000000E0,NaN,1.160352802E1,7.456972599E0
2.033613117E2,5.235076100E1,4.934969130E0,6.421781654E0,0.000000000E0,NaN,1.140426350E1,7.257151127E0
2.043641230E2,5.235076639E1,4.934958150E0,7.048797152E0,0.000000000E0,NaN,1.109943199E1,6.719253540E0
2.053593804E2,5.235076838E1,4.934945070E0,6.943567842E0,0.000000000E0,NaN,1.098302937E1,6.613892078E0
2.063623195E2,5.235075228E1,4.934962560E0,7.222241558E0,3.299999952E0,1.441000061E2,1.088072968E1,6.425782681E0
2.073605299E2,5.235073576E1,4.934980380E0,6.373473461E0,2.450000048E0,1.426999969E2,1.070396996E1,6.153780937E0
2.083620460E2,5.235072024E1,4.935007440E0,4.861565130E0,3.150000095E0,1.361999969E2,1.054213524E1,5.823967934E0
2.093600367E2,5.235070400E1,4.935029860E0,4.775434355E0,2.680000067E0,1.401999969E2,1.052397823E1,5.810353279E0
2.103623191E2,5.235068588E1,4.935068510E0,4.756693063E0,4.130000114E0,1.303000031E2,1.028170300E1,5.449687481E0
2.113597913E2,5.235067066E1,4.935129310E0,4.943046764E0,3.950000048E0,1.198000031E2,1.036301994E1,5.171349049E0
2.123600417E2,5.235065637E1,4.935185900E0,5.155705515E0,4.269999981E0,1.181999969E2,1.015826321E1,5.113842964E0
2.133602828E2,5.235064317E1,4.935239350E0,6.142289789E0,4.400000095E0,1.135000000E2,1.041822147E1,5.158636093E0
2.143601039E2,5.235062595E1,4.935274110E0,8.178479176E0,3.430000067E0,1.263000031E2,1.048752308E1,5.566801071E0
2.153603370E2,5.235059701E1,4.935310190E0,8.190604819E0,4.329999924E0,1.398999939E2,1.102091122E1,6.004207134E0
2.163606156E2,5.235052748E1,4.935348260E0,8.088171983E0,6.090000153E0,1.510000000E2,1.139441681E1,5.761298656E0
