Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Datetime
0.039084803,0.0,0.0,0.0,2024-06-05 18:43:29.039085
0.11463225,0.0,0.0,0.0,2024-06-05 18:43:29.114632
0.155127667,-0.7108875513,-0.2274899483,0.304060936,2024-06-05 18:43:29.155128
0.195598865,-0.5843043923,0.1933188438,-0.6932072639,2024-06-05 18:43:29.195599
0.236099698,-0.2160288393,-0.5192322731,1.701568604,2024-06-05 18:43:29.236100
0.276571313,0.1178698689,-0.4128103256,1.297234535,2024-06-05 18:43:29.276571
0.317043657,0.8000589609,0.7449407578,-1.620904446,2024-06-05 18:43:29.317044
0.357532303,-0.5105654597,-0.4137516022,-0.9988260269,2024-06-05 18:43:29.357532
0.398032355,0.0007479190826,-0.1024007797,-0.09855270386,2024-06-05 18:43:29.398032
0.438516261,-0.8646427393,-0.2360405922,-1.928309441,2024-06-05 18:43:29.438516
0.478995584,-2.265868187,-0.3694663048,-1.053343296,2024-06-05 18:43:29.478996
0.51949074,-0.3753890991,-0.02658867836,1.830769539,2024-06-05 18:43:29.519491
0.559979178,0.04332900047,-1.278207898,3.147652626,2024-06-05 18:43:29.559979
0.600463188,0.2709345818,-1.830272794,1.468197823,2024-06-05 18:43:29.600463
0.640946313,1.599602461,-1.883688688,2.070405006,2024-06-05 18:43:29.640946
0.681418761,-0.006253957748,-3.551959515,0.994890213,2024-06-05 18:43:29.681419
0.721953969,-3.873374462,-3.577642441,-2.393266678,2024-06-05 18:43:29.721954
0.76241548,-2.295631409,-5.608561993,1.353692055,2024-06-05 18:43:29.762415
0.802883188,-0.8129566908,-6.886715412,0.5735015869,2024-06-05 18:43:29.802883
0.84337298,2.644273996,-1.587335229,-0.5224523544,2024-06-05 18:43:29.843373
0.883868761,3.100539207,1.54068923,0.608092308,2024-06-05 18:43:29.883869
0.924361157,0.8970043659,-0.6011903286,-1.640061855,2024-06-05 18:43:29.924361
0.964847875,5.057067871,0.3122375011,-2.91200161,2024-06-05 18:43:29.964848
1.005333813,11.97274017,4.426343918,-1.45565033,2024-06-05 18:43:30.005334
1.045819646,12.1745863,2.161314249,3.493127823,2024-06-05 18:43:30.045820
1.086274282,-3.092486382,-3.104511738,1.529517174,2024-06-05 18:43:30.086274
1.126786417,-5.708929539,-1.206329942,-2.248599529,2024-06-05 18:43:30.126786
1.16729173,0.2115998864,1.182167649,1.430970192,2024-06-05 18:43:30.167292
1.207749282,3.117808342,1.218025208,3.350131035,2024-06-05 18:43:30.207749
1.248263709,0.8664592505,-0.9650680423,-2.369200706,2024-06-05 18:43:30.248264
1.28876225,1.412859797,-0.1095632315,-2.200276375,2024-06-05 18:43:30.288762
1.329175219,3.141376019,1.836613774,-0.4707107544,2024-06-05 18:43:30.329175
1.369723136,3.212542295,1.133866429,0.5880155563,2024-06-05 18:43:30.369723
1.410176261,-0.6518425941,-0.1029647589,-1.556243896,2024-06-05 18:43:30.410176
1.450687303,-2.422983646,-0.1988559961,1.322562218,2024-06-05 18:43:30.450687
1.491145532,-4.162536144,1.03658092,-0.6495695114,2024-06-05 18:43:30.491146
1.531647823,-3.862761736,1.4974581,0.7675924301,2024-06-05 18:43:30.531648
1.572157719,-1.229870915,-0.1638771296,-0.9466228485,2024-06-05 18:43:30.572158
1.612616834,-1.286174417,0.9586360455,-0.6497869492,2024-06-05 18:43:30.612617
1.653193917,-1.170773745,-0.5957833529,0.1963367462,2024-06-05 18:43:30.653194
1.693599959,-2.0598979,0.3481247425,0.7803277969,2024-06-05 18:43:30.693600
1.734066157,-3.754339457,0.8115818501,2.200164795,2024-06-05 18:43:30.734066
1.774574907,-1.876458645,1.296824217,-2.277870655,2024-06-05 18:43:30.774575
1.81506225,1.473898172,0.09986186028,-1.364163876,2024-06-05 18:43:30.815062
1.855489594,2.076524258,-1.209115267,0.03444671631,2024-06-05 18:43:30.855490
1.895976938,6.822317123,0.9114377499,0.1449661255,2024-06-05 18:43:30.895977
1.936522407,0.9701573849,1.422202587,-0.3002567291,2024-06-05 18:43:30.936522
1.976983605,-1.320276022,-0.1012134552,0.4581193924,2024-06-05 18:43:30.976984
2.017481365,-1.544506788,-1.370071173,-3.274141312,2024-06-05 18:43:31.017481
2.057957459,0.2021985054,0.3123954535,-4.229070663,2024-06-05 18:43:31.057957
2.098444803,-0.03172087669,1.312210679,1.448925972,2024-06-05 18:43:31.098445
2.138953084,-0.5757336617,0.5787467957,-5.435807705,2024-06-05 18:43:31.138953
2.179423657,-1.655550838,-1.486661792,1.831484795,2024-06-05 18:43:31.179424
2.219926053,0.8393691778,2.616271496,8.671983719,2024-06-05 18:43:31.219926
2.260390792,0.708837986,1.04595077,1.587542534,2024-06-05 18:43:31.260391
2.300900948,-0.3691780567,-0.9945168495,-0.85359478,2024-06-05 18:43:31.300901
