Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Datetime
0.0,-4.400400639,5.670092583,5.344369411,2024-06-05 19:18:04.000000
0.008919586,-3.967000723,5.766104221,5.907280922,2024-06-05 19:18:04.008920
0.048919586,0.0,0.0,0.0,2024-06-05 19:18:04.048920
0.088919586,-3.382553816,4.599304199,8.099106789,2024-06-05 19:18:04.088920
0.128919586,-2.872284412,5.538486958,7.222435951,2024-06-05 19:18:04.128920
0.168919586,-2.872284412,5.538486958,7.222435951,2024-06-05 19:18:04.168920
0.208919586,-2.872284412,5.538486958,7.222435951,2024-06-05 19:18:04.208920
0.248919586,-2.872284412,5.538486958,7.222435951,2024-06-05 19:18:04.248920
0.288919586,-2.872284412,5.538486958,7.222435951,2024-06-05 19:18:04.288920
0.328919586,-2.872284412,5.538486958,7.222435951,2024-06-05 19:18:04.328920
0.368919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:04.368920
0.408919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:04.408920
0.448919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:04.448920
0.488919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:04.488920
0.528919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:04.528920
0.568919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:04.568920
0.608919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:04.608920
0.648919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:04.648920
0.688919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:04.688920
0.728919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:04.728920
0.768919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:04.768920
0.808919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:04.808920
0.848919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:04.848920
0.888919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:04.888920
0.928919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:04.928920
0.968919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:04.968920
1.008919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:05.008920
1.048919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:05.048920
1.088919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:05.088920
1.128919586,-2.347658157,6.318248272,8.051250458,2024-06-05 19:18:05.128920
