"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
9.070437700E-2,-6.733604074E-1,-3.833507299E-1,-2.902759984E-2
1.752499500E-1,-5.553858876E-1,-4.920045137E-1,-4.527240526E-3
2.155773980E-1,-5.143743753E-1,-5.380758047E-1,-7.456631400E-3
2.565706790E-1,-2.013290375E-1,-5.050535798E-1,5.778888986E-2
2.970700540E-1,-9.666989744E-2,-5.175700784E-1,2.106498331E-1
3.375565650E-1,-1.664426625E-1,-5.679023266E-1,2.026605755E-1
3.778695330E-1,-5.426030755E-1,1.356041670E0,3.728315607E-2
4.181254190E-1,-3.937367499E-1,2.160691977E0,6.621754766E-1
4.589776580E-1,1.424749196E-1,8.824124336E-1,1.095059514E0
4.994818250E-1,-7.536523789E-2,8.986572027E-1,1.391194344E0
5.399542730E-1,-7.979927063E-1,-2.691044807E-1,7.372744083E-1
5.804332830E-1,-8.110417724E-1,1.651111245E-1,1.656437367E-1
6.209663040E-1,-6.204982474E-2,6.370093226E-1,1.177082509E-1
6.613716690E-1,8.095771074E-2,5.555190444E-1,1.746982187E-1
7.019340130E-1,2.712349594E-1,7.924002409E-1,5.047873259E-1
7.423885440E-1,1.006645203E0,2.356828004E-2,4.669715166E-1
7.828742730E-1,-4.527240247E-2,1.031811357E0,6.515231729E-1
8.232217210E-1,-1.445521235E0,1.958031416E0,5.109124184E-1
8.637642730E-1,-3.126325846E0,2.577863932E0,7.430000603E-2
9.040340130E-1,-5.208723068E0,3.650686741E0,-2.490514755E0
9.446860960E-1,-5.425897598E0,4.264926910E0,-3.756011724E0
9.853497420E-1,-4.819114208E0,2.260823965E0,-2.791176796E0
1.025813440E0,-3.973052979E0,3.215006351E0,-3.526453972E0
1.066292606E0,-4.313794136E0,1.982531786E0,-1.145125508E0
1.106768544E0,-5.137086391E0,-4.531235099E-1,3.994623665E-3
1.146921617E0,-4.343620777E0,-1.106510758E0,7.884055972E-1
1.187574013E0,1.473883033E0,4.332835376E-1,9.001219273E-1
1.228215836E0,1.525946259E-1,-9.627043456E-2,6.259575486E-1
1.268695419E0,-5.607120395E-1,-1.766289473E0,5.885412544E-2
1.309180940E0,-1.210903645E0,-2.136857510E0,1.944050193E-2
1.349669013E0,-1.316627979E0,-1.536731839E0,-2.634587526E0
1.389893804E0,-1.919150472E0,-2.546306372E0,-5.874493599E0
1.430482294E0,-3.477186918E0,-6.246127129E0,-1.026684856E1
1.471135263E0,-3.605547428E0,2.405429363E0,-1.214791775E1
1.511643440E0,1.203713343E-1,-4.599942684E0,-7.155170441E0
1.552084429E0,4.823641300E0,-2.271076918E0,-2.644441128E-1
1.592286825E0,1.468290567E0,1.170557976E0,1.737528205E0
1.633110627E0,-7.844109535E-1,-1.530340433E0,3.910736740E-1
1.673646669E0,1.701709777E-1,1.115831584E-1,2.423405088E-2
1.714033388E0,7.908023596E-1,-2.332860231E0,-6.924014539E-2
1.754520523E0,1.547916770E0,-1.152049541E0,-5.250267386E-1
1.795010002E0,1.126217604E0,-9.635032415E-1,-1.821548492E-1
1.835495888E0,1.132342696E0,-1.446453333E0,-3.897421360E-1
1.876033856E0,1.878139019E0,-1.086537719E0,-5.005263686E-1
1.916204898E0,1.592922807E0,-1.664559722E0,-4.581833482E-1
1.956922398E0,1.578542233E0,-4.560528994E-1,-1.083874628E-1
1.997480419E0,1.300116897E0,-1.117695808E0,4.270252883E-1
2.037946565E0,1.242061734E0,1.205444336E0,8.750889301E-1
2.078438648E0,-2.316881865E-1,1.130079031E0,9.784165621E-1
2.118864221E0,-1.011705041E0,-2.709286928E0,1.704239726E0
2.159035263E0,-7.989247330E-3,-1.961892962E0,1.714892030E0
2.199813804E0,7.244915962E-1,-2.905023575E0,1.119826198E0
2.240361617E0,1.827806711E0,-2.266815901E0,6.813496947E-1
2.280773544E0,1.288931966E0,-2.850963116E0,5.559184551E-1
2.321333856E0,1.746982187E-1,-1.735664010E0,2.093182951E-1
2.361779481E0,2.595174015E-1,-1.316228509E0,1.741656065E-1
2.402099846E0,2.106498331E-1,-1.464562297E0,-1.347519755E-1
2.442334065E0,-7.042521834E-1,-4.422048628E-1,-4.264926612E-1
2.483273179E0,-4.047885537E-2,6.303516626E-1,-6.965292692E-1
2.523507346E0,3.817528784E-1,-6.404713392E-1,-3.360810280E-1
2.564103283E0,3.234313726E-1,-1.969615817E0,-2.609820962E-1
2.604600315E0,9.584434032E-1,-3.845624447E0,-4.491288662E-1
2.645136825E0,1.081211492E-1,-3.422327280E0,-6.204982474E-2
2.685551096E0,-1.154446244E0,-1.715424657E0,6.643059254E-1
2.726039377E0,-1.694119930E0,2.428731322E-1,6.536536217E-1
2.766536044E0,-1.090798616E0,2.444576740E0,9.089100957E-1
2.807058440E0,-8.102428913E-1,1.793319821E0,4.973306656E-1
2.847538231E0,-6.073159575E-1,3.691032529E-1,2.271609455E-1
2.887976356E0,8.113080859E-1,-9.437964559E-1,-3.248960897E-2
2.928455106E0,7.143719196E-1,2.161757231E0,3.195698932E-2
2.968987138E0,1.226349473E0,3.923785925E0,5.788210034E-1
3.009448700E0,2.500634432E0,1.778939128E0,3.463338912E-1
3.049948440E0,3.287575483E0,1.836728096E0,-7.750901580E-1
3.090435263E0,9.704272747E-1,1.974808931E0,-1.031944513E0
3.130870523E0,-2.665745616E-1,2.645772457E0,1.302247345E-1
3.171155002E0,-3.334179223E-1,1.365096092E0,2.093182951E-1
3.211861669E0,4.713656008E-2,2.684387267E-1,-4.422048628E-1
3.252280783E0,-1.611164957E-1,-2.667077184E-1,-6.627081037E-1
3.292828700E0,-8.400694132E-1,-2.043915838E-1,-6.861432195E-1
3.333281044E0,-6.448654532E-1,-1.344723582E0,-6.696321368E-1
3.373565575E0,4.571181238E-1,-6.125090122E-1,-3.515268862E-1
3.414044481E0,-1.613828093E-1,1.451379992E-2,-1.169093251E-1
3.454764221E0,6.488600373E-1,-7.504566908E-1,7.643046975E-2
3.495231252E0,-3.888100386E-2,-1.419023514E0,-3.142437339E-2
3.535710783E0,-2.066152573E0,1.811961412E0,-1.121157780E-1
3.576207658E0,-2.678528547E0,4.208735466E0,1.936061084E-1
3.616711981E0,-3.560008764E0,2.589048862E0,-2.122476846E-1
3.657156773E0,-3.187576771E0,-5.066514611E-1,-0.000000000E0
3.697651981E0,-2.251636267E0,-2.815544128E0,-1.818885356E-1
3.738122190E0,-1.568555593E0,-2.136857510E0,-2.484655976E-1
3.778624377E0,-1.172555208E0,7.007901669E-1,7.536523789E-2
3.819151148E0,-1.566691518E0,1.906101346E0,9.134373069E-1
3.859632919E0,-2.389317751E0,2.442446232E0,9.424648881E-1
3.900074638E0,-1.561365247E0,4.307935715E0,5.410051942E-1
3.940541669E0,-1.658700943E0,1.305443048E0,1.464695334E-1
3.981034794E0,-4.006607831E-1,1.379743099E0,8.495233208E-2
4.021551408E0,-2.977326214E-1,1.189998388E0,4.523245692E-1
4.062009898E0,1.202381730E0,1.776276082E-1,2.454030514E-1
4.102493804E0,2.647902966E0,9.561797976E-1,8.601756692E-1
4.142973492E0,3.342701197E0,2.695039511E-1,9.392692447E-1
4.183329013E0,2.534722090E0,1.371753812E0,-1.310236603E-1
4.223925054E0,1.913291693E0,2.299172401E0,2.720338702E-1
4.264449065E0,5.246272683E-2,2.060826540E0,8.615072370E-1
4.304913700E0,-1.917419396E-2,4.154408872E-1,9.344756603E-1
4.345388283E0,3.910736740E-1,-1.579074860E0,1.435401440E-1
4.385852658E0,6.182346344E-1,-1.486399531E0,8.495233208E-2
4.426316200E0,-8.894696087E-2,-1.842320561E0,-1.451379955E-1
4.466811148E0,-6.817491353E-2,-1.857233763E0,-7.913349867E-1
4.507302763E0,-3.873453438E-1,-7.573806643E-1,-1.810896210E-2
4.547786461E0,-1.144326568E0,-6.055849791E-1,8.089113235E-1
4.588271773E0,-4.459331632E-1,3.736304939E-1,2.244978547E-1
4.628784065E0,-7.109099030E-1,3.678382874E0,-4.201012850E-1
4.669284690E0,-1.367226601E0,9.215596914E-1,-8.320801258E-1
4.709753648E0,-5.865439177E-1,-2.783586979E0,-1.497983932E0
4.750204325E0,-2.308093548E0,-3.907407999E0,-6.414034367E-1
4.790698752E0,-3.493698120E0,7.900300503E0,1.005047321E0
4.831199429E0,1.206376404E-1,8.182321191E-1,6.901378632E-1
4.871678179E0,5.375432372E-1,2.849231958E0,2.231663167E-1
4.912123856E0,1.457371950E0,7.820141912E-1,1.198387146E-1
4.952601929E0,7.513887286E-1,1.086670876E0,1.006645188E-1
4.993037346E0,1.588928223E0,1.637795754E-2,1.358172148E-1
5.033438336E0,1.062836289E0,-2.081465244E0,1.309437752E0
5.074088231E0,5.375432372E-1,-2.312887192E0,3.022199154E0
5.114569013E0,9.318125844E-1,-5.689675808E-1,8.734910935E-2
5.154994533E0,9.334104657E-1,-1.299451113E0,9.019860625E-1
5.195528961E0,-2.290250920E-2,-1.643787742E0,1.066564560E0
5.236008700E0,-2.058562785E-1,-2.056432247E0,1.062569976E0
5.276472919E0,9.824111462E-1,-2.445375443E0,3.705679476E-1
5.316975575E0,3.758940995E-1,-2.508490562E0,5.432688445E-2
5.357465419E0,1.622483015E0,-5.274235010E-1,-6.677679420E-1
5.397866669E0,-3.248960897E-2,4.053211510E-1,4.500609636E-2
5.438461356E0,-1.530207276E0,-6.724283695E-1,5.918700695E-1
5.478879117E0,-2.279598713E0,4.954132557E0,-6.613765359E-1
5.519375211E0,-3.414071798E-1,3.287974834E0,-1.509967744E-1
5.559866877E0,-2.815277815E0,-7.395380139E-1,-8.935973644E-1
5.600346252E0,-1.298252702E0,-2.691710711E0,-3.232982159E-1
5.640790575E0,-1.423151374E0,-3.565068722E0,2.776263654E-1
5.681340836E0,-1.947379112E0,-1.077216864E0,1.415694714E0
5.721844481E0,-2.590913057E0,4.885291576E0,1.530606747E0
5.762260783E0,-2.394643784E0,8.073534012E0,8.599093556E-1
5.802678179E0,-1.081477880E0,3.322594881E0,3.828181326E-1
5.843095575E0,5.885412544E-2,-7.467283607E-1,4.549876451E-1
5.883730627E0,9.608401656E-1,1.628741264E0,1.080146313E0
5.924147971E0,2.509422779E0,3.962666988E-1,1.237534523E0
5.964678127E0,3.131119251E0,-1.568688750E0,2.228467464E0
6.005149586E0,2.765744448E0,-2.048176765E0,-6.046528816E-1
6.045655158E0,3.412207603E0,3.505548716E0,-2.047777414E0
6.086107658E0,-3.873453438E-1,2.213154793E0,9.062470198E-1
6.126614794E0,5.239614844E-1,-1.029547691E0,1.091064930E0
6.167050002E0,1.705304861E0,-1.748979449E0,2.917406857E-1
6.207571877E0,9.925308824E-1,-1.550579786E0,-6.760234833E-1
6.248071565E0,-1.792254597E-1,-3.008883715E0,-1.277214408E0
6.288523075E0,2.450834990E0,-2.669873476E0,-8.512543440E-1
6.329020627E0,-5.870765448E-1,-7.118419409E-1,7.090457082E-1
6.369481096E0,2.135792226E-1,3.198495388E0,8.921326697E-2
6.409906773E0,-1.522217989E0,1.728606939E0,-1.156044126E0
6.450441096E0,-1.997977734E0,2.504895449E0,-1.552577168E-1
6.490954742E0,-3.256017923E0,-1.985594392E0,-3.716331720E-1
6.531455523E0,-1.483070731E0,-2.419011116E0,-6.914693713E-1
6.571943804E0,-1.124353409E0,-1.497318149E0,-3.283580840E-1
6.612351513E0,-2.105566263E0,-6.271559745E-2,9.027850032E-1
6.652843231E0,-3.013943672E0,5.657319546E0,1.372286439E0
6.693273804E0,-2.480395079E0,8.455420494E0,6.597787142E-1
6.733767086E0,-3.830844164E-1,9.391360879E-1,1.568555683E-1
6.774336252E0,2.796236612E-2,-1.673747450E-1,-3.781577200E-2
6.814813700E0,4.557865858E-1,1.063768387E0,7.412690520E-1
6.855322502E0,1.661364079E0,-1.625811905E-1,1.057510138E0
6.895828283E0,2.688248634E0,-1.059374213E0,1.750311017E0
6.936280783E0,2.313153505E0,-1.886527658E0,1.706902742E0
6.976746773E0,2.127802849E0,-1.484668553E-1,-2.254565716E0
7.017214950E0,2.276136637E0,1.763759613E0,-6.001256704E-1
7.057706304E0,-9.412665367E-1,1.568555683E-1,5.508586168E-1
7.098187398E0,-1.412498951E0,-1.282673717E0,8.392704725E-1
7.138668596E0,-6.504579186E-1,-3.390636683E0,3.338173926E-1
7.179133283E0,-4.549876451E-1,-2.665612459E0,-5.809514523E-1
7.219624846E0,3.140173912E0,1.225151181E0,-1.231143117E0
7.260096356E0,3.609808385E-1,-2.629927158E0,1.954702586E-1
7.300585471E0,-5.908048749E-1,9.045159817E-1,8.198299408E-1
7.341082294E0,5.672365800E-2,7.079805136E-1,-1.904104054E-1
7.381610315E0,-4.846810177E-2,-8.394036293E-1,-4.531235099E-1
7.422056408E0,-2.117283821E0,7.228937745E-1,-3.838833570E-1
7.462490627E0,-3.332448244E0,8.291507363E-1,2.981320918E-1
7.502940836E0,-2.327001572E0,-1.564694166E0,-3.390104175E-1
7.543390992E0,2.507292330E-1,1.041398406E0,-1.011971354E0
7.583941825E0,-1.999841809E0,1.741123319E0,-5.404726267E-1
7.624501148E0,-1.914090633E0,2.294112444E0,-3.737636507E-1
7.664971825E0,-6.549851298E-1,2.346575260E0,-2.889444530E-1
7.705420783E0,-6.994586587E-1,1.451113701E0,-2.892107666E-1
7.745912763E0,-3.728315532E-1,5.280892849E-1,-5.162385702E-1
7.786401721E0,1.067097187E0,2.672935963E0,-1.733000994E0
7.826872450E0,5.159722567E-1,-1.162435561E-1,-1.968017966E-1
7.867395419E0,4.054543078E-1,4.026580751E-1,4.640421271E-1
7.907867398E0,-2.817541361E-1,8.661676049E-1,-8.829450011E-1
7.948313700E0,-6.848116517E-1,1.089333892E0,-1.733000994E0
7.988818023E0,-1.112902164E0,9.660332203E-1,-1.068961382E0
8.029334690E0,-8.973256946E-1,-8.002563119E-1,-9.335435629E-1
8.069778179E0,-8.150364161E-1,1.248985752E-1,-1.225550652E0
8.110246044E0,-1.295855999E0,-2.723001838E-1,-1.366161346E0
8.150720419E0,-5.290213227E-1,-1.034607589E-1,-1.054314375E0
8.191223856E0,-5.330159664E-1,3.730978668E-1,-6.499252915E-1
8.231717033E0,-2.908086181E-1,3.222329915E-1,-3.985303044E-1
8.272169117E0,1.571218669E-1,7.444647551E-1,-6.684337556E-2
8.312674533E0,1.872147024E-1,8.184984326E-1,1.006645188E-1
8.353114638E0,2.103835158E-2,3.403419554E-1,3.623123765E-1
8.393551408E0,2.592510879E-1,5.491276383E-1,5.585815907E-1
8.434106148E0,4.294220507E-1,3.328853250E-1,7.945306897E-1
8.474589533E0,5.516575575E-1,7.220948339E-1,9.211602807E-1
8.515075731E0,9.842753410E-1,1.004381537E0,9.983896613E-1
8.555566148E0,1.409303308E0,1.446852803E0,1.175218344E0
8.596051669E0,8.913337588E-1,1.585599303E0,1.384003997E0
8.636481148E0,8.561810255E-1,1.160438180E0,1.571884513E0
8.677017502E0,1.444455981E0,1.240330696E0,1.696516752E0
