Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Datetime
0.090704377,0.06877732277,-0.338727951,0.7058296204,2024-06-05 19:18:04.090704
0.17524995,0.1860897541,0.4677681923,-0.4000296593,2024-06-05 19:18:04.175250
0.215577398,0.1634955406,0.2398400307,0.4265632629,2024-06-05 19:18:04.215577
0.256570679,0.2428171635,-0.1378278732,0.915845871,2024-06-05 19:18:04.256571
0.297070054,0.01811385155,0.2251243591,-0.7061886787,2024-06-05 19:18:04.297070
0.337556565,0.04730796814,-0.4632835388,-0.1534337997,2024-06-05 19:18:04.337557
0.377869533,-0.07167339325,1.458600998,-1.183606148,2024-06-05 19:18:04.377870
0.418125419,0.1141514778,-0.08527755737,-0.09107208252,2024-06-05 19:18:04.418125
0.458977658,0.1447110176,0.3163723946,0.05823898315,2024-06-05 19:18:04.458978
0.499481825,0.9193387032,-2.152179241,0.04938793182,2024-06-05 19:18:04.499482
0.539954273,0.9709320068,-1.544835806,1.484675407,2024-06-05 19:18:04.539954
0.580433283,0.2170119286,0.4074811935,1.234638214,2024-06-05 19:18:04.580433
0.620966304,-0.2351830006,1.160999775,0.3876800537,2024-06-05 19:18:04.620966
0.661371669,0.1425247192,-0.1719350815,1.025184631,2024-06-05 19:18:04.661372
0.701934013,0.1963479519,-0.6881501675,0.4596776962,2024-06-05 19:18:04.701934
0.742388544,-0.1205933094,-0.4840874672,-0.3361449242,2024-06-05 19:18:04.742389
0.782874273,0.1404862404,-0.5605697632,-1.297428608,2024-06-05 19:18:04.782874
0.823221721,0.9032671452,-3.496851683,-2.569925308,2024-06-05 19:18:04.823222
0.863764273,6.929032326,-6.758568764,-4.057266712,2024-06-05 19:18:04.863764
0.904034013,10.72956657,-6.623250484,-5.982261658,2024-06-05 19:18:04.904034
0.944686096,-1.160060883,-10.44321156,-1.253468037,2024-06-05 19:18:04.944686
0.985349742,-6.706701279,-5.621116161,0.9655981064,2024-06-05 19:18:04.985350
1.02581344,-7.051555157,-2.407572269,3.485495567,2024-06-05 19:18:05.025813
1.066292606,-21.85793877,-2.22716856,-2.923316479,2024-06-05 19:18:05.066293
1.106768544,-7.214744091,2.351816177,-0.6428396702,2024-06-05 19:18:05.106769
1.146921617,-8.09016037,4.773831367,17.43480492,2024-06-05 19:18:05.146922
1.187574013,-0.9902353287,9.172179222,15.51058865,2024-06-05 19:18:05.187574
1.228215836,5.438702106,5.743929863,-2.270361185,2024-06-05 19:18:05.228216
1.268695419,2.24234724,2.667207956,-5.828308105,2024-06-05 19:18:05.268695
1.30918094,2.244297028,0.8909993172,-3.438360691,2024-06-05 19:18:05.309181
1.349669013,14.19261932,3.687010288,-0.6038853526,2024-06-05 19:18:05.349669
1.389893804,8.208023071,-5.746470928,-6.400974274,2024-06-05 19:18:05.389894
1.430482294,5.946598053,-3.932026863,2.493708611,2024-06-05 19:18:05.430482
1.471135263,-5.655640602,-10.02050209,2.940936089,2024-06-05 19:18:05.471135
1.51164344,-11.35525322,-13.87573242,-2.933347702,2024-06-05 19:18:05.511643
1.552084429,0.9029784203,-15.30913639,-0.07505980134,2024-06-05 19:18:05.552084
1.592286825,5.056193829,3.710829735,-9.559382439,2024-06-05 19:18:05.592287
1.633110627,7.181083679,5.360631466,2.268767595,2024-06-05 19:18:05.633111
1.673646669,-1.466680527,-1.512778282,-1.648057938,2024-06-05 19:18:05.673647
