Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),Datetime
0.239479844,52.355953,4.9570589,5.154679197,,,14.83300018,1.0,2024-06-05 20:04:01.239480
1.897462448,52.35595307,4.95705911,20.84887803,,,74.30366516,19.5387249,2024-06-05 20:04:02.897462
1.951739323,52.35593892,4.9571001,20.84381558,,,119.419693,19.5387249,2024-06-05 20:04:02.951739
4.955137394,52.3560353,4.95775831,17.68735006,,,173.43367,123.0087585,2024-06-05 20:04:05.955137
5.955474061,52.35603181,4.95809469,46.64627929,0.0,,138.1366119,90.76448822,2024-06-05 20:04:06.955474
6.959543227,52.35600513,4.95817305,56.90184064,0.0,,93.06868744,57.8420105,2024-06-05 20:04:07.959543
7.956504112,52.35600739,4.95814433,55.524569,0.0,,68.66861725,40.92257309,2024-06-05 20:04:08.956504
8.957171455,52.3560324,4.95804379,47.32398516,0.0,,59.70782471,34.29369354,2024-06-05 20:04:09.957171
9.956736715,52.35626006,4.95776632,43.87749439,0.0,,50.71522522,25.58845711,2024-06-05 20:04:10.956737
10.95705901,52.35623543,4.95772298,37.94750265,0.0,,43.04352188,20.70184708,2024-06-05 20:04:11.957059
11.95687474,52.35628184,4.95791035,45.46238632,0.0,,38.38428116,17.98506355,2024-06-05 20:04:12.956875
12.9578277,52.35630172,4.95788797,47.67901553,0.0,,40.73762131,18.67502022,2024-06-05 20:04:13.957828
13.95770557,52.35619803,4.95748706,38.06181524,0.0,,27.16338348,15.71074486,2024-06-05 20:04:14.957706
14.95722322,52.35618528,4.95748209,37.13009255,0.0,,31.04689789,17.4006443,2024-06-05 20:04:15.957223
15.95736135,52.35618715,4.9575133,36.70945891,0.0,,31.0491848,16.5438385,2024-06-05 20:04:16.957361
16.95709843,52.35611932,4.95720441,29.03712601,0.0,,21.30292892,13.19495678,2024-06-05 20:04:17.957098
17.95709744,52.35612032,4.95723454,26.8093616,0.0,,20.85119247,12.57504749,2024-06-05 20:04:18.957097
18.9576613,52.35611915,4.95723666,26.76157063,0.0,,20.15431404,11.74892998,2024-06-05 20:04:19.957661
19.95719072,52.3561343,4.95729521,28.88357423,0.0,,17.2114563,11.00595379,2024-06-05 20:04:20.957191
20.95786786,52.35614142,4.9573373,28.37011988,0.0,,14.66581726,10.70073986,2024-06-05 20:04:21.957868
21.96033869,52.35605363,4.95716079,21.36403359,0.0,,11.28763294,11.6207819,2024-06-05 20:04:22.960339
22.95814916,52.35605647,4.95716938,21.7291549,0.0,,11.96987534,12.17632198,2024-06-05 20:04:23.958149
23.96596801,52.35605785,4.95717488,22.17966053,0.0,,12.13527966,12.51266384,2024-06-05 20:04:24.965968
24.96012145,52.35605798,4.95717477,22.21164307,0.0,,11.85251904,11.88379097,2024-06-05 20:04:25.960121
25.960749,52.35605714,4.9571746,22.23904656,0.0,,12.36304569,11.92314243,2024-06-05 20:04:26.960749
26.95862416,52.35605752,4.95717562,22.60727279,0.0,,13.13737583,12.41878128,2024-06-05 20:04:27.958624
27.95876072,52.35605773,4.95717647,22.68167543,0.0,,11.81050587,11.22860813,2024-06-05 20:04:28.958761
28.95935738,52.35605767,4.95717639,22.77347218,0.0,,12.25810909,11.40829945,2024-06-05 20:04:29.959357
29.95731619,52.35605776,4.95717645,22.82211736,0.0,,11.83995819,10.97715759,2024-06-05 20:04:30.957316
30.95591113,52.35605754,4.95717691,22.48502014,0.0,,12.70518017,11.17342377,2024-06-05 20:04:31.955911
