"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.073199070E-1,-1.565313339E-2,7.232580185E-1,-1.174645424E-1
1.918591260E-1,-1.070599556E-1,4.233341217E-1,6.254239082E-1
2.321849600E-1,7.020678520E-1,8.658170700E-3,2.026734352E-1
2.732025120E-1,1.278580666E0,-1.159353733E0,1.665074348E0
3.137080850E-1,-9.455864429E-1,2.987718582E-1,2.462768555E-2
3.541632410E-1,1.210862637E0,-1.483286619E0,-2.343082428E-1
3.948458450E-1,2.023448467E0,-1.359188557E-1,5.863752365E-1
4.349941260E-1,6.086301804E-2,4.850733280E-1,1.323609352E0
4.756130320E-1,9.862415791E-1,1.738777161E-1,-1.067152023E-1
5.160632410E-1,1.322541237E-1,1.268913507E0,2.443790436E-2
5.565601680E-1,2.532799244E-1,4.207880497E-1,-6.886100769E-2
5.971352200E-1,7.858896255E-2,1.277448654E0,1.160021782E0
6.375979280E-1,3.933231831E-1,9.124879837E-1,1.067427635E0
6.780255850E-1,1.058149099E0,-1.246238708E0,1.846678734E0
7.185077200E-1,1.990029097E0,-3.344964027E0,8.033008575E-1
7.590038140E-1,5.840621471E0,-6.663126945E0,-6.111767769E0
7.994899070E-1,6.394997597E0,-7.618521690E0,-5.412568092E0
8.399950640E-1,2.997591972E0,-1.129972267E1,-3.151715755E0
8.804552200E-1,1.944019079E0,-1.078106117E1,-6.944160938E0
9.208871470E-1,-6.804893970E0,-1.093469620E1,2.863924503E0
9.614068350E-1,-1.402780342E1,-8.725250244E0,3.874039173E0
1.001841366E0,-1.058354855E1,-2.501073837E0,7.174267769E0
1.042391782E0,-1.754543304E1,-3.980319023E0,-1.123224497E-1
1.082846105E0,-1.350906944E1,5.455911160E0,2.644554138E1
1.123346730E0,-1.379850960E1,2.089022160E0,8.857692719E0
1.163515793E0,2.690959454E0,2.159245968E0,-1.793023944E0
1.204253762E0,8.990472794E0,1.899946451E0,-7.174946785E0
1.244768553E0,1.165458012E1,2.550274134E0,-7.453352928E0
1.285279907E0,7.074378014E0,2.710618973E-1,-1.908087492E0
1.325699907E0,5.443592072E0,-3.382379055E0,9.994959831E-2
1.366213710E0,2.305569649E0,-4.632127285E0,-4.967969894E0
1.406396991E0,-2.746374607E0,-6.717806816E0,-2.939884901E0
1.447316418E0,1.091103077E0,-5.445396900E0,5.002524376E0
1.487635793E0,1.869591713E0,-6.066576481E0,-2.525522470E0
1.528113345E0,2.550500393E0,-3.551647663E0,-5.926316261E0
1.568627876E0,-4.059205055E-1,-3.079426765E0,-4.544592381E0
1.609063710E0,-1.708790588E1,-1.499976158E0,5.591901302E0
1.649595480E0,-1.569221020E1,4.370619297E0,1.158685112E1
1.690114751E0,-6.011586189E0,3.230654240E0,1.308308601E0
1.730448293E0,2.405502319E0,6.462376118E0,-4.341806844E-2
1.770996210E0,3.870201588E0,4.659771442E0,-5.342774391E0
1.811498553E0,5.953674316E0,9.827880859E-1,-6.936356544E0
1.851979855E0,4.757386684E0,-3.407335281E0,-4.458106518E0
1.892468762E0,8.102749825E0,-5.698254585E0,6.091024280E-1
1.932859491E0,6.558884144E0,-7.861131668E0,-1.175349951E0
1.973369751E0,4.620129585E0,-8.058894157E0,-1.017485261E0
2.013878085E0,4.582334042E0,-5.807322979E0,-3.269674778E-1
2.054367772E0,-4.771676540E0,-4.874001026E0,-5.774567127E0
