Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Datetime
0.149251323,-0.1837711334,0.1025447845,0.5317783356,2024-06-11 14:03:32.149251
0.189837677,-0.5787072182,0.005892276764,1.159674644,2024-06-11 14:03:32.189838
0.230324344,2.365397453,-0.5831108093,1.662356377,2024-06-11 14:03:32.230324
0.270809812,-1.819248199,-1.81976366,1.34209919,2024-06-11 14:03:32.270810
0.311301635,0.7436726093,-0.3610563278,1.43502903,2024-06-11 14:03:32.311302
0.351396427,2.138717175,-0.2703886032,-0.2266559601,2024-06-11 14:03:32.351396
0.392072833,0.1526751518,-0.1951227188,-2.656215191,2024-06-11 14:03:32.392073
0.432779656,3.12195015,0.1959204674,1.532594204,2024-06-11 14:03:32.432780
0.473254344,-1.330082893,-0.6686110497,-0.5208315849,2024-06-11 14:03:32.473254
0.513724708,0.6785488129,-0.8044347763,-1.869654655,2024-06-11 14:03:32.513725
0.554196531,2.621442795,1.291705132,-0.4833545685,2024-06-11 14:03:32.554197
0.59472799,2.195028543,0.3203511238,-2.21323204,2024-06-11 14:03:32.594728
0.635155385,-0.9462895393,-0.9110336304,0.7301135063,2024-06-11 14:03:32.635155
0.675675333,-0.948299408,-1.267601967,-1.094815254,2024-06-11 14:03:32.675675
0.71612976,1.538761616,1.431959629,-1.110208035,2024-06-11 14:03:32.716130
0.756631531,0.4292125702,0.4617986679,-1.247277737,2024-06-11 14:03:32.756632
0.797105125,0.9361610413,1.487063885,-0.5457000732,2024-06-11 14:03:32.797105
0.837721271,2.274352551,1.248110294,-1.301426888,2024-06-11 14:03:32.837721
0.878081219,1.190672398,-0.7543768883,0.2064967155,2024-06-11 14:03:32.878081
0.918780229,2.11463356,0.3633675575,-0.3137283325,2024-06-11 14:03:32.918780
0.959096375,0.1367292404,-2.448811531,1.612355232,2024-06-11 14:03:32.959096
0.999571062,0.516726017,-0.9299445152,1.222379684,2024-06-11 14:03:32.999571
1.040011323,0.9949123859,0.7663736343,-0.4121170044,2024-06-11 14:03:33.040011
1.080548979,1.118730545,-0.481777668,0.3861560822,2024-06-11 14:03:33.080549
1.120562573,3.140534401,-0.2788896561,-2.054993868,2024-06-11 14:03:33.120563
