Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Datetime
0.004804397,-4.508377075,6.290730953,7.450053215,2024-06-05 20:42:58.004804
0.025044397,-2.529512644,6.899106026,8.357830048,2024-06-05 20:42:58.025044
0.065044397,-3.044567823,6.398407936,6.446264267,2024-06-05 20:42:58.065044
0.105044397,-4.352544308,5.607879162,5.368297577,2024-06-05 20:42:58.105044
0.145044397,-4.352544308,5.607879162,5.368297577,2024-06-05 20:42:58.145044
0.185044397,-2.836392164,5.575575829,8.201100349,2024-06-05 20:42:58.185044
0.225044397,-2.176272154,5.318048477,6.537191391,2024-06-05 20:42:58.225044
0.265044397,-2.350050926,6.750451565,8.627322197,2024-06-05 20:42:58.265044
0.305044397,-0.7366902828,5.298905849,8.672785759,2024-06-05 20:42:58.305044
0.345044397,-2.818445921,4.73001194,9.011968613,2024-06-05 20:42:58.345044
0.385044397,-2.818445921,4.73001194,9.011968613,2024-06-05 20:42:58.385044
0.425044397,-2.818445921,4.73001194,9.011968613,2024-06-05 20:42:58.425044
0.465044397,-2.818445921,4.73001194,9.011968613,2024-06-05 20:42:58.465044
0.505044397,-2.818445921,4.73001194,9.011968613,2024-06-05 20:42:58.505044
0.545044397,-2.818445921,4.73001194,9.011968613,2024-06-05 20:42:58.545044
0.585044397,2.16670084,3.702294827,11.5079813,2024-06-05 20:42:58.585044
0.625044397,2.16670084,3.702294827,11.5079813,2024-06-05 20:42:58.625044
0.665044397,2.16670084,3.702294827,11.5079813,2024-06-05 20:42:58.665044
0.705044397,2.16670084,3.702294827,11.5079813,2024-06-05 20:42:58.705044
0.745044397,2.16670084,3.702294827,11.5079813,2024-06-05 20:42:58.745044
0.785044397,2.16670084,3.702294827,11.5079813,2024-06-05 20:42:58.785044
0.825044397,2.16670084,3.702294827,11.5079813,2024-06-05 20:42:58.825044
0.865044397,2.16670084,3.702294827,11.5079813,2024-06-05 20:42:58.865044
0.905044397,2.16670084,3.702294827,11.5079813,2024-06-05 20:42:58.905044
0.945044397,2.16670084,3.702294827,11.5079813,2024-06-05 20:42:58.945044
0.985044397,2.16670084,3.702294827,11.5079813,2024-06-05 20:42:58.985044
1.025044397,2.16670084,3.702294827,11.5079813,2024-06-05 20:42:59.025044
1.065044397,2.16670084,3.702294827,11.5079813,2024-06-05 20:42:59.065044
1.105044397,2.16670084,3.702294827,11.5079813,2024-06-05 20:42:59.105044
1.145044397,2.16670084,3.702294827,11.5079813,2024-06-05 20:42:59.145044
1.185044397,2.16670084,3.702294827,11.5079813,2024-06-05 20:42:59.185044
1.225044397,2.16670084,3.702294827,11.5079813,2024-06-05 20:42:59.225044
1.265044397,2.16670084,3.702294827,11.5079813,2024-06-05 20:42:59.265044
1.305044397,-4.407579422,1.009771109,12.53091335,2024-06-05 20:42:59.305044
1.345044397,-5.365904808,0.2144567221,9.595218658,2024-06-05 20:42:59.345044
1.385044397,-7.085746288,-2.952444077,11.58574772,2024-06-05 20:42:59.385044
1.425044397,-4.807778835,-0.513858676,6.133701801,2024-06-05 20:42:59.425044
1.465044397,-6.853642464,1.8840487,6.702595234,2024-06-05 20:42:59.465044
1.505044397,-8.350651741,-0.02273181453,7.295417309,2024-06-05 20:42:59.505044
1.545044397,-6.318248272,0.2623131871,4.908277512,2024-06-05 20:42:59.545044
1.585044397,-5.452046394,1.088734269,5.647360325,2024-06-05 20:42:59.585044
1.625044397,-5.949155331,-0.07298108935,7.200900555,2024-06-05 20:42:59.625044
1.665044397,-6.030810356,0.1821536273,6.748058796,2024-06-05 20:42:59.665044
1.705044397,-3.764508247,-0.4612165689,6.207879066,2024-06-05 20:42:59.705044
