"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
6.019936107E1,5.235489101E1,4.952295990E0,1.706263646E1,4.449999809E0,2.278000031E2,5.890501499E0,5.821509361E0
6.120165060E1,5.235485698E1,4.952245810E0,1.652465624E1,4.519999981E0,2.286999969E2,6.020610332E0,5.668203354E0
6.220328862E1,5.235482369E1,4.952200780E0,1.772422887E1,4.119999886E0,2.281999969E2,5.734900475E0,5.244959831E0
6.320319539E1,5.235479374E1,4.952154080E0,1.726285558E1,4.130000114E0,2.288999939E2,1.119469166E1,5.314278126E0
6.420394789E1,5.235476276E1,4.952102850E0,1.733114131E1,4.420000076E0,2.286000061E2,1.138746071E1,5.659109116E0
6.520783711E1,5.235472927E1,4.952050580E0,1.922138331E1,4.710000038E0,2.286999969E2,1.112732029E1,5.782971382E0
6.620651706E1,5.235469614E1,4.951995570E0,1.910759592E1,4.730000019E0,2.280000000E2,1.112701607E1,6.025525093E0
6.720000758E1,5.235466575E1,4.951943540E0,1.887772529E1,4.519999981E0,2.278999939E2,1.134115505E1,6.628657818E0
6.820065674E1,5.235463421E1,4.951890150E0,1.931991034E1,4.940000057E0,2.283999939E2,1.138753700E1,6.840806484E0
6.920068476E1,5.235459838E1,4.951835570E0,1.928363401E1,5.010000229E0,2.265000000E2,1.146257591E1,7.338140488E0
7.019999867E1,5.235456309E1,4.951783970E0,1.785050958E1,4.670000076E0,2.255000000E2,1.161015701E1,7.799990654E0
7.120015919E1,5.235452972E1,4.951736310E0,1.952786378E1,4.510000229E0,2.246999969E2,1.169143867E1,7.983634949E0
7.220223133E1,5.235450084E1,4.951692460E0,2.006362502E1,4.030000210E0,2.268000031E2,1.187832737E1,8.129573822E0
7.320112435E1,5.235447793E1,4.951653020E0,1.997494662E1,3.470000029E0,2.276000061E2,1.221159840E1,7.979056835E0
7.420063101E1,5.235445387E1,4.951619350E0,1.912174353E1,3.480000019E0,2.206000061E2,1.192918682E1,8.019911766E0
7.520404971E1,5.235443481E1,4.951580260E0,1.954027296E1,3.430000067E0,2.371999969E2,1.165449905E1,7.711753368E0
7.620413888E1,5.235442306E1,4.951534760E0,1.863690969E1,3.000000000E0,2.587000122E2,1.146440601E1,7.322282314E0
7.721027268E1,5.235441570E1,4.951493170E0,1.776926050E1,2.799999952E0,2.593999939E2,1.131947613E1,6.865782261E0
7.820801513E1,5.235442263E1,4.951458780E0,1.735720221E1,2.599999905E0,2.940000000E2,1.115754604E1,6.582812309E0
7.920115716E1,5.235443835E1,4.951426910E0,1.733859051E1,2.609999895E0,3.157999878E2,1.101728916E1,6.463005543E0
8.020165268E1,5.235445249E1,4.951396120E0,1.771945227E1,2.460000038E0,2.996000061E2,1.100478649E1,6.424804688E0
8.120211403E1,5.235446571E1,4.951367010E0,1.774997190E1,2.619999886E0,3.180000000E2,1.097783279E1,6.522994995E0
8.220480414E1,5.235447968E1,4.951339360E0,1.708554715E1,2.519999981E0,3.125000000E2,1.086579990E1,6.345903397E0
8.320094377E1,5.235449338E1,4.951312180E0,1.704892990E1,2.410000086E0,3.123999939E2,1.090350342E1,6.436934471E0
8.420087913E1,5.235450879E1,4.951279910E0,1.680485366E1,2.579999924E0,3.140000000E2,1.084294605E1,6.426621914E0
8.520143924E1,5.235452523E1,4.951250680E0,1.751823913E1,2.569999933E0,3.157999878E2,1.077836227E1,6.311528683E0
8.620260273E1,5.235454193E1,4.951218190E0,1.709826128E1,2.230000019E0,3.133999939E2,1.103119087E1,6.767355919E0
8.720254064E1,5.235455805E1,4.951190260E0,1.739996491E1,2.089999914E0,3.112000122E2,1.115559769E1,6.959885597E0
8.820652518E1,5.235457421E1,4.951164560E0,1.805274411E1,2.099999905E0,3.166000061E2,1.114202118E1,6.924242020E0
8.920631835E1,5.235459410E1,4.951144210E0,1.781399117E1,2.200000048E0,3.295000000E2,1.100838375E1,6.622413158E0
9.020803033E1,5.235461846E1,4.951125220E0,1.942021609E1,2.619999886E0,3.385000000E2,1.081547546E1,6.235260487E0
9.120099903E1,5.235464175E1,4.951099240E0,1.972730215E1,2.680000067E0,3.272999878E2,1.086994171E1,6.321016788E0
9.220163455E1,5.235466450E1,4.951062780E0,2.019527008E1,3.000000000E0,3.267000122E2,1.095134449E1,6.337541103E0
9.320358408E1,5.235468742E1,4.951030680E0,2.062356791E1,3.009999990E0,3.282000122E2,1.114667511E1,6.350816250E0
9.420324606E1,5.235470946E1,4.950995010E0,2.028935022E1,3.319999933E0,3.257999878E2,1.111162758E1,6.518115044E0
9.520071517E1,5.235473520E1,4.950950690E0,1.969500098E1,3.589999914E0,3.237999878E2,1.115302181E1,6.714170933E0
9.620090918E1,5.235476126E1,4.950910320E0,2.010962664E1,3.630000114E0,3.246000061E2,1.137453556E1,6.950856209E0
9.720174955E1,5.235478877E1,4.950862750E0,2.070381564E1,3.940000057E0,3.185000000E2,1.167665768E1,7.546046734E0
9.820297252E1,5.235481432E1,4.950815510E0,2.062692049E1,3.960000038E0,3.137000122E2,1.182340240E1,8.062257767E0
9.920341444E1,5.235484015E1,4.950766100E0,2.143198251E1,4.150000095E0,3.141000061E2,1.207815170E1,8.762358665E0
1.002056129E2,5.235486973E1,4.950710060E0,2.123881606E1,4.280000210E0,3.141000061E2,1.245453453E1,9.479989052E0
1.011992635E2,5.235489641E1,4.950660510E0,2.112658184E1,3.630000114E0,3.137999878E2,1.295401478E1,1.014759827E1
1.022008105E2,5.235492601E1,4.950610810E0,2.223926623E1,3.740000010E0,3.167000122E2,1.332473946E1,1.076518059E1
1.032002262E2,5.235496229E1,4.950559490E0,2.134616087E1,4.349999905E0,3.193999939E2,1.288613415E1,1.038389111E1
1.042009779E2,5.235499656E1,4.950504190E0,2.130851910E1,4.130000114E0,3.152999878E2,1.301522923E1,1.013467407E1
1.051998531E2,5.235503131E1,4.950451780E0,2.146295732E1,3.950000048E0,3.217999878E2,1.296279430E1,9.585789680E0
1.062026518E2,5.235506850E1,4.950402290E0,2.159359698E1,4.030000210E0,3.226000061E2,1.222493076E1,8.813474655E0
1.072037918E2,5.235510087E1,4.950352440E0,2.190019392E1,4.280000210E0,3.167999878E2,1.200229168E1,8.646577835E0
1.082027861E2,5.235513081E1,4.950299300E0,2.090704186E1,4.550000191E0,3.170000000E2,1.166666126E1,8.104945183E0
1.092002341E2,5.235516160E1,4.950243670E0,1.892383830E1,4.630000114E0,3.137999878E2,1.146230221E1,7.735922813E0
1.102009340E2,5.235518918E1,4.950186490E0,1.784150818E1,4.340000153E0,3.137000122E2,1.134624863E1,7.431420326E0
1.112025814E2,5.235521668E1,4.950133090E0,1.734200484E1,4.329999924E0,3.128999939E2,1.123648453E1,7.223281384E0
1.122010980E2,5.235524340E1,4.950084600E0,2.021493973E1,4.059999943E0,3.142999878E2,1.142923641E1,7.518813133E0
1.132026536E2,5.235527544E1,4.950039310E0,1.948357497E1,4.530000210E0,3.193999939E2,1.153286171E1,7.447012901E0
1.142007002E2,5.235530923E1,4.949998650E0,2.032881448E1,3.900000095E0,3.221000061E2,1.157946396E1,7.213608742E0
1.152006952E2,5.235534057E1,4.949954550E0,2.037247382E1,3.710000038E0,3.187999878E2,1.150287914E1,7.120546818E0
1.162039027E2,5.235536851E1,4.949908010E0,1.970421284E1,3.759999990E0,3.141000061E2,1.169978714E1,7.253678322E0
1.172010678E2,5.235539455E1,4.949859870E0,2.012225195E1,3.930000067E0,3.115000000E2,1.174173164E1,7.383092880E0
1.182026790E2,5.235542119E1,4.949804990E0,1.935480218E1,4.010000229E0,3.113999939E2,1.203794765E1,7.770959377E0
1.191984041E2,5.235544830E1,4.949749330E0,1.967084873E1,4.369999886E0,3.107000122E2,1.194106770E1,7.593415260E0
1.202020040E2,5.235548221E1,4.949690900E0,1.916817778E1,4.599999905E0,3.176000061E2,1.162223339E1,7.170806885E0
1.212006814E2,5.235551628E1,4.949639880E0,1.943125839E1,4.610000134E0,3.195000000E2,1.149555111E1,7.020750046E0
1.222005759E2,5.235554920E1,4.949592210E0,1.998450044E1,4.400000095E0,3.197999878E2,1.132847309E1,6.807976723E0
1.232021200E2,5.235558416E1,4.949546280E0,1.878329082E1,4.460000038E0,3.203999939E2,1.114519119E1,6.599251747E0
1.242091165E2,5.235561890E1,4.949499350E0,1.978856225E1,4.530000210E0,3.212000122E2,1.110537529E1,6.647566319E0
1.252027744E2,5.235565485E1,4.949456830E0,1.991023198E1,4.250000000E0,3.230000000E2,1.143999863E1,6.948934078E0
1.262031354E2,5.235568913E1,4.949404680E0,2.058914476E1,4.590000153E0,3.173999939E2,1.121194649E1,6.941092014E0
1.272034112E2,5.235571921E1,4.949346610E0,1.953654180E1,4.750000000E0,3.143999939E2,1.113006210E1,6.852104664E0
1.282031744E2,5.235574732E1,4.949294070E0,1.909313111E1,4.719999790E0,3.170000000E2,1.116687107E1,7.078955650E0
1.292027881E2,5.235577551E1,4.949239800E0,1.951776154E1,4.710000038E0,3.132999878E2,1.114050865E1,7.060402393E0
1.302027510E2,5.235580477E1,4.949181720E0,1.893525017E1,5.119999886E0,3.141000061E2,1.119779110E1,7.097703457E0
1.312057676E2,5.235583257E1,4.949121140E0,1.842695404E1,4.849999905E0,3.122999878E2,1.148142529E1,7.229958534E0
1.321999416E2,5.235586050E1,4.949063220E0,1.736018794E1,4.960000038E0,3.125000000E2,1.132660580E1,7.192306995E0
1.332011584E2,5.235589205E1,4.949007560E0,1.719046199E1,5.079999924E0,3.135000000E2,1.129778099E1,7.186659813E0
1.342006731E2,5.235592114E1,4.948952400E0,1.635898967E1,4.980000019E0,3.128999939E2,1.121069145E1,7.123955250E0
1.352001531E2,5.235594807E1,4.948898200E0,1.563719499E1,4.849999905E0,3.115000000E2,1.132146168E1,7.145030499E0
1.361987607E2,5.235597786E1,4.948839560E0,1.552898826E1,4.969999790E0,3.123999939E2,1.123424721E1,7.068571091E0
1.372043993E2,5.235600623E1,4.948784050E0,1.559625738E1,4.750000000E0,3.102000122E2,1.138990974E1,7.148429394E0
1.382060037E2,5.235603762E1,4.948736260E0,1.692250742E1,4.719999790E0,3.190000000E2,1.162232876E1,7.366415501E0
1.392010765E2,5.235607324E1,4.948693940E0,1.797130081E1,4.679999828E0,3.230000000E2,1.165506268E1,7.400925159E0
1.402067306E2,5.235610671E1,4.948658420E0,1.883143539E1,4.469999790E0,3.226000061E2,1.169440460E1,7.452037334E0
1.412055354E2,5.235613665E1,4.948617680E0,1.908743597E1,4.329999924E0,3.202999878E2,1.188459873E1,7.716250896E0
1.422046862E2,5.235616471E1,4.948574480E0,1.790684797E1,4.269999981E0,3.170000000E2,1.199053860E1,7.936743736E0
1.432038786E2,5.235619256E1,4.948524700E0,1.741100930E1,4.510000229E0,3.128999939E2,1.188113785E1,8.223273277E0
1.442022707E2,5.235622063E1,4.948480050E0,1.711713923E1,4.469999790E0,3.158999939E2,1.211486244E1,8.581233025E0
1.452036177E2,5.235624955E1,4.948444730E0,1.756790466E1,4.170000076E0,3.217000122E2,1.242378521E1,9.101922989E0
1.462024016E2,5.235627854E1,4.948404020E0,1.715062509E1,4.079999924E0,3.175000000E2,1.267464924E1,9.624643326E0
1.472022646E2,5.235630731E1,4.948362580E0,1.650324224E1,4.019999981E0,3.157000122E2,1.290603161E1,1.006870270E1
1.482066769E2,5.235633629E1,4.948321010E0,1.609377466E1,3.990000010E0,3.152999878E2,1.297743988E1,1.029578590E1
1.492036773E2,5.235636837E1,4.948265530E0,1.504959887E1,4.170000076E0,3.132999878E2,1.307602787E1,1.062264633E1
1.502037804E2,5.235639653E1,4.948212980E0,1.589604420E1,4.159999847E0,3.111000061E2,1.293860340E1,1.052174473E1
1.512024906E2,5.235642286E1,4.948155030E0,1.620159025E1,4.199999809E0,3.106000061E2,1.266466808E1,9.917982101E0
1.522029083E2,5.235645108E1,4.948103040E0,1.491827524E1,4.139999866E0,3.128999939E2,1.275401020E1,9.446673393E0
1.532029652E2,5.235648499E1,4.948042120E0,1.400617900E1,5.030000210E0,3.043999939E2,1.187420273E1,8.125228882E0
1.542005018E2,5.235651199E1,4.947988240E0,1.522096907E1,4.340000153E0,3.110000000E2,1.164121342E1,7.799750805E0
1.552027595E2,5.235653700E1,4.947946790E0,1.776248467E1,3.859999895E0,3.167000122E2,1.160302544E1,7.879160881E0
1.562001334E2,5.235656127E1,4.947907500E0,1.823222312E1,3.680000067E0,3.090000000E2,1.157815552E1,7.874789715E0
1.572036729E2,5.235658607E1,4.947867900E0,1.706042161E1,4.130000114E0,3.151000061E2,1.154838085E1,7.887223721E0
1.582058966E2,5.235661429E1,4.947822920E0,1.629774053E1,4.280000210E0,3.140000000E2,1.194387341E1,8.250119209E0
1.592055080E2,5.235664257E1,4.947772860E0,1.654946089E1,4.599999905E0,3.115000000E2,1.190794563E1,8.289286613E0
1.602023969E2,5.235667316E1,4.947720870E0,1.655740902E1,4.559999943E0,3.132999878E2,1.209417534E1,8.418212891E0
1.612036889E2,5.235670326E1,4.947674350E0,1.733409739E1,4.409999847E0,3.137000122E2,1.249576569E1,8.576051712E0
1.622035660E2,5.235673416E1,4.947624750E0,1.678693259E1,4.349999905E0,3.112000122E2,1.242646980E1,8.537144661E0
1.632037445E2,5.235676639E1,4.947569690E0,1.740730803E1,4.469999790E0,3.098999939E2,1.231685638E1,8.602419853E0
1.642072693E2,5.235679774E1,4.947519190E0,1.718771903E1,4.360000134E0,3.112999878E2,1.234044743E1,8.752453804E0
1.652076606E2,5.235682955E1,4.947467550E0,1.732976333E1,4.650000095E0,3.152999878E2,1.239899349E1,9.157979012E0
1.662047118E2,5.235686215E1,4.947415770E0,1.606079793E1,4.550000191E0,3.133999939E2,1.254357719E1,9.528185844E0
1.672064599E2,5.235689347E1,4.947361810E0,1.610475669E1,4.489999771E0,3.113999939E2,1.276058960E1,9.959489822E0
1.682062419E2,5.235692631E1,4.947309730E0,1.595975386E1,4.519999981E0,3.152000122E2,1.284671879E1,1.028754616E1
1.692063082E2,5.235695762E1,4.947257310E0,1.563695325E1,4.380000114E0,3.113999939E2,1.283769131E1,1.028379726E1
1.702025749E2,5.235699520E1,4.947203320E0,1.574073535E1,4.739999771E0,3.177000122E2,1.265314388E1,1.003271294E1
1.712059460E2,5.235703055E1,4.947142560E0,1.552627308E1,4.550000191E0,3.105000000E2,1.246273899E1,9.812533379E0
1.722052614E2,5.235706086E1,4.947093390E0,1.725510865E1,4.500000000E0,3.212999878E2,1.231201744E1,9.925212860E0
1.732068251E2,5.235709399E1,4.947052390E0,1.763336702E1,4.460000038E0,3.253999939E2,1.229614449E1,1.012687206E1
1.742024596E2,5.235712239E1,4.947015030E0,1.903347133E1,4.289999962E0,3.255000000E2,1.199928951E1,9.596198082E0
1.751994995E2,5.235715161E1,4.946968900E0,1.878208250E1,4.420000076E0,3.206000061E2,1.181135464E1,9.084366798E0
1.762005902E2,5.235717978E1,4.946914880E0,1.782383948E1,4.429999828E0,3.167999878E2,1.177397156E1,8.908329964E0
1.772031111E2,5.235720728E1,4.946864400E0,1.758166199E1,4.250000000E0,3.168999939E2,1.193158436E1,9.147578239E0
1.782029440E2,5.235723626E1,4.946815680E0,1.574726351E1,4.179999828E0,3.167999878E2,1.198209000E1,9.283486366E0
1.791996519E2,5.235726444E1,4.946772140E0,1.481423406E1,4.019999981E0,3.167999878E2,1.221811104E1,9.450935364E0
1.801998259E2,5.235729444E1,4.946725720E0,1.284519480E1,3.950000048E0,3.160000000E2,1.223755455E1,9.262263298E0
1.812030225E2,5.235731771E1,4.946683020E0,1.343400944E1,3.410000086E0,3.072000122E2,1.233058739E1,9.454779625E0
1.822034887E2,5.235734188E1,4.946636190E0,1.376250803E1,3.599999905E0,3.070000000E2,1.264362717E1,9.917205811E0
1.832029548E2,5.235736731E1,4.946589550E0,1.272925315E1,3.529999971E0,3.092000122E2,1.294264603E1,1.031980896E1
1.842048995E2,5.235739402E1,4.946543800E0,1.326069787E1,3.720000029E0,3.107999878E2,1.316476917E1,1.086232567E1
1.852015468E2,5.235742588E1,4.946509460E0,1.299509840E1,3.619999886E0,3.317000122E2,1.337269974E1,1.110771370E1
1.862078628E2,5.235745662E1,4.946485140E0,1.417774531E1,3.339999914E0,3.337000122E2,1.348915768E1,1.097283745E1
1.872062001E2,5.235747862E1,4.946452310E0,1.434963267E1,3.059999943E0,3.242000122E2,1.350276279E1,1.066489506E1
1.882048189E2,5.235750081E1,4.946410590E0,1.458505278E1,3.319999933E0,3.133999939E2,1.304360390E1,1.021874714E1
1.892028508E2,5.235752244E1,4.946371380E0,1.522721182E1,3.200000048E0,3.092999878E2,1.277637959E1,9.583542824E0
1.902000769E2,5.235754580E1,4.946322030E0,1.449906717E1,3.299999952E0,3.076000061E2,1.278458500E1,9.503254890E0
1.912003062E2,5.235756828E1,4.946279410E0,1.521416247E1,3.079999924E0,3.092000122E2,1.261586952E1,9.263278008E0
1.922026807E2,5.235758947E1,4.946245400E0,1.592810122E1,2.829999924E0,3.122000122E2,1.270860386E1,9.390466690E0
1.932064857E2,5.235761293E1,4.946201690E0,1.524317286E1,3.140000105E0,3.045000000E2,1.269646549E1,9.387682915E0
1.942020695E2,5.235763732E1,4.946149680E0,1.467957893E1,3.359999895E0,3.045000000E2,1.263940811E1,9.485646248E0
1.952012795E2,5.235766309E1,4.946104040E0,1.546077823E1,3.210000038E0,3.087000122E2,1.284892178E1,9.801982880E0
1.962023844E2,5.235768801E1,4.946055540E0,1.650088581E1,3.410000086E0,2.997999878E2,1.276313972E1,9.791825294E0
1.972070996E2,5.235770258E1,4.946004220E0,1.643740037E1,3.099999905E0,2.872000122E2,1.267025471E1,9.682934761E0
1.982055160E2,5.235771394E1,4.945963250E0,1.832557649E1,2.710000038E0,2.958999939E2,1.306944656E1,9.792799950E0
1.992039121E2,5.235773199E1,4.945943190E0,1.752603005E1,2.410000086E0,3.291000061E2,1.261560440E1,9.195959091E0
2.002048297E2,5.235775535E1,4.945908010E0,1.411521536E1,2.789999962E0,3.042000122E2,1.240588379E1,8.780452728E0
2.012013708E2,5.235777286E1,4.945859020E0,1.465055136E1,2.740000010E0,2.981000061E2,1.247045708E1,8.671405792E0
2.022014299E2,5.235779037E1,4.945787240E0,1.532094502E1,3.200000048E0,2.937999878E2,1.217921925E1,7.999422550E0
2.032036969E2,5.235781005E1,4.945700390E0,1.622540289E1,3.680000067E0,2.907000122E2,1.186201477E1,7.690322876E0
2.042035611E2,5.235782922E1,4.945615470E0,1.705356721E1,3.589999914E0,2.918999939E2,1.169701290E1,7.322991848E0
2.052031876E2,5.235785235E1,4.945534220E0,1.826815285E1,4.030000210E0,2.977999878E2,1.141151714E1,6.814272404E0
2.062021854E2,5.235787330E1,4.945462010E0,1.640504285E1,4.539999962E0,2.977000122E2,1.127817059E1,6.425087452E0
2.072031713E2,5.235789652E1,4.945394070E0,1.569226813E1,4.239999771E0,2.982999878E2,1.132282162E1,6.478135109E0
2.082025714E2,5.235791857E1,4.945328840E0,1.493420522E1,4.309999943E0,2.972999878E2,1.133135700E1,6.364849091E0
2.092093780E2,5.235793818E1,4.945266180E0,1.345220234E1,4.130000114E0,2.960000000E2,1.174135590E1,6.603125095E0
2.102061382E2,5.235795470E1,4.945207040E0,1.295353449E1,3.839999914E0,2.930000000E2,1.202788734E1,6.536915302E0
2.112038442E2,5.235797691E1,4.945146300E0,1.189145829E1,3.809999943E0,3.001000061E2,1.175761890E1,6.462525845E0
2.122029794E2,5.235799452E1,4.945088890E0,1.116781741E1,3.339999914E0,2.923999939E2,1.161888885E1,6.271344185E0
2.131996495E2,5.235799632E1,4.945043030E0,1.056336235E1,2.740000010E0,2.855000000E2,1.162637615E1,6.293282509E0
2.142017221E2,5.235800513E1,4.945003270E0,1.155694325E1,2.940000057E0,2.988999939E2,1.151853657E1,6.106158733E0
