Time (s),X (rad/s),Y (rad/s),Z (rad/s),Datetime
0.035222125,0.0924930945,-0.1373751909,-0.03059988841,2024-06-04 14:48:36.035222
0.074964125,0.05777785927,-0.1562364697,-0.04666171595,2024-06-04 14:48:36.074964
0.114706125,-0.09345716983,-0.3455535769,0.07193616033,2024-06-04 14:48:36.114706
0.154449125,-0.4043917358,-0.8315324783,0.2683569789,2024-06-04 14:48:36.154449
0.194191125,-1.100867748,-1.798103452,0.3798579276,2024-06-04 14:48:36.194191
0.233933125,-0.8435751796,-1.761869431,0.2164305896,2024-06-04 14:48:36.233933
0.273676125,0.08870120347,-1.587860942,0.4650622904,2024-06-04 14:48:36.273676
0.31341825,0.4618763626,-1.716654539,0.598844707,2024-06-04 14:48:36.313418
0.35316025,0.1009441614,-1.804592371,0.3051407635,2024-06-04 14:48:36.353160
0.39290325,-0.1519108713,-2.049462318,0.371307224,2024-06-04 14:48:36.392903
0.43264525,-0.1366095245,-2.758551836,0.1862585098,2024-06-04 14:48:36.432645
0.47238825,-0.1638500541,-4.178736687,-0.2029809654,2024-06-04 14:48:36.472388
0.51213025,0.2244002372,-5.064266205,-0.2716198266,2024-06-04 14:48:36.512130
0.55187225,0.374625653,-4.375566959,-0.1259796619,2024-06-04 14:48:36.551872
0.59161525,0.4307557344,-2.78002882,-0.7002833486,2024-06-04 14:48:36.591615
0.63135725,2.110581875,1.601008773,-0.6371260285,2024-06-04 14:48:36.631357
0.67109925,-0.5025365353,1.405176878,-1.221015811,2024-06-04 14:48:36.671099
0.71084225,-1.158789396,2.696518898,-1.650076389,2024-06-04 14:48:36.710842
0.75058425,0.6728466153,1.27311337,-0.5489788055,2024-06-04 14:48:36.750584
0.79032625,0.05125903338,0.1361540854,0.2250328362,2024-06-04 14:48:36.790326
0.83006925,-0.2922261655,0.2029797286,0.03381946683,2024-06-04 14:48:36.830069
0.86981125,-0.3346436918,0.07892879844,0.3555510342,2024-06-04 14:48:36.869811
0.90955325,-1.288028717,-0.1812282205,0.8854005337,2024-06-04 14:48:36.909553
0.94929625,-1.146012306,0.8152717948,-0.08841412514,2024-06-04 14:48:36.949296
0.98903825,-0.7832598686,0.8034048676,0.3351317942,2024-06-04 14:48:36.989038
1.02878125,-0.6430655718,0.03661712259,1.054280519,2024-06-04 14:48:37.028781
1.06852325,0.06348998845,-0.538959384,0.8248468041,2024-06-04 14:48:37.068523
1.10826525,0.3009907901,-0.3065070212,0.7517138124,2024-06-04 14:48:37.108265
1.14800825,-1.343786001,-1.541878104,1.490195155,2024-06-04 14:48:37.148008
1.18775025,-1.060440063,-1.100993872,1.043429971,2024-06-04 14:48:37.187750
1.22749225,-1.173503876,0.7471343875,0.1469668001,2024-06-04 14:48:37.227492
1.26723525,-2.160174131,0.5843137503,0.6316966414,2024-06-04 14:48:37.267235
1.30697725,-2.433482647,0.8283920884,1.039479494,2024-06-04 14:48:37.306977
1.346719333,-4.170666695,0.8255919218,0.9195100665,2024-06-04 14:48:37.346719
1.386462333,-3.518275738,-0.5578113198,1.9377774,2024-06-04 14:48:37.386462
1.426204333,-2.913509369,-1.789409399,3.121024132,2024-06-04 14:48:37.426204
1.465946333,-2.918028355,-1.849574208,2.7686131,2024-06-04 14:48:37.465946
1.505689333,-2.534933805,-3.031105757,3.847337484,2024-06-04 14:48:37.505689
1.545431333,-1.981905103,-1.593046784,3.514714718,2024-06-04 14:48:37.545431
1.585173333,-1.38497889,-0.316033721,1.457269192,2024-06-04 14:48:37.585173
1.624916333,-1.250109911,-0.4867112935,2.0226686,2024-06-04 14:48:37.624916
1.664658333,-0.9842884541,-0.5063420534,2.311428308,2024-06-04 14:48:37.664658
1.704400333,-1.355250359,-1.067415595,2.041215181,2024-06-04 14:48:37.704400
1.744143333,-1.453331113,-3.378933191,1.665877938,2024-06-04 14:48:37.744143
1.783885333,-1.057346582,-2.437478781,0.9211503863,2024-06-04 14:48:37.783885
1.823627333,-1.176148653,0.5191898942,-0.7387750745,2024-06-04 14:48:37.823627
1.863370333,-1.0493294,0.2330174297,-0.7897000909,2024-06-04 14:48:37.863370
1.903112333,-0.7850980759,0.8448579311,-0.4246895313,2024-06-04 14:48:37.903112
1.942854333,-1.233318686,0.7655622959,-2.581703663,2024-06-04 14:48:37.942854
1.982597333,-1.76567471,0.1589569598,-1.305359244,2024-06-04 14:48:37.982597
2.022339333,-0.3850318193,1.472579956,-0.2575687468,2024-06-04 14:48:38.022339
2.062081333,0.2864306271,1.249814749,0.05280005932,2024-06-04 14:48:38.062081
2.101823333,0.2098172903,0.7926754951,0.5299690366,2024-06-04 14:48:38.101823
2.141566333,0.6133849621,0.1181805208,0.3974675834,2024-06-04 14:48:38.141566
2.181308333,0.6886609793,0.0265996363,0.2873139381,2024-06-04 14:48:38.181308
2.221050333,1.070098281,0.580363214,-0.384155035,2024-06-04 14:48:38.221050
2.260793333,1.41185832,3.38911581,1.177691698,2024-06-04 14:48:38.260793
2.300535333,1.210359931,0.8193767667,-0.4710747302,2024-06-04 14:48:38.300535
2.340277833,1.457514524,-0.5358714461,-0.9142480493,2024-06-04 14:48:38.340278
2.380020833,0.6110828519,-2.336866379,-0.3916797042,2024-06-04 14:48:38.380021
2.419762833,0.2942077518,-3.522892475,0.9842179418,2024-06-04 14:48:38.419763
2.459504833,0.3354732692,-2.93350625,1.734173059,2024-06-04 14:48:38.459505
2.499247833,0.1044273153,-1.280652642,3.250168562,2024-06-04 14:48:38.499248
2.538989833,-0.7262278795,-0.935431838,2.803676367,2024-06-04 14:48:38.538990
2.578731833,-1.573204041,-0.2122944444,2.633435488,2024-06-04 14:48:38.578732
2.618474833,-0.6579264998,1.337721109,5.546350479,2024-06-04 14:48:38.618475
2.658216833,1.310492396,3.005456686,0.4112883508,2024-06-04 14:48:38.658217
2.697958833,0.1156617105,0.7995612025,0.2555473447,2024-06-04 14:48:38.697959
2.737700833,0.1742348671,-1.460915923,0.1095859706,2024-06-04 14:48:38.737701
2.777443833,-0.7732233405,-0.3525896072,-0.1794978231,2024-06-04 14:48:38.777444
2.817185833,-0.05163126066,-0.2295087576,-0.225290969,2024-06-04 14:48:38.817186
2.856927833,0.05983513221,-0.1474892646,-0.1680136323,2024-06-04 14:48:38.856928
2.896670833,-0.1266287267,-0.4284644127,-0.1479082406,2024-06-04 14:48:38.896671
2.936412833,-0.3072977662,-0.6641716361,-0.3142304122,2024-06-04 14:48:38.936413
2.976154833,-0.142457515,-0.6637787819,-0.2102324516,2024-06-04 14:48:38.976155
3.015897833,0.02416138537,-0.6619994044,-0.02017892338,2024-06-04 14:48:39.015898
3.055639833,0.06443434209,-0.5520015955,-0.02636367455,2024-06-04 14:48:39.055640
3.095381833,-0.1618105918,-0.2664679587,-0.1485479474,2024-06-04 14:48:39.095382
3.135123833,-0.1171662509,-0.3266850412,-0.05997332186,2024-06-04 14:48:39.135124
3.174866833,-0.3264764547,-0.3706690073,-0.06735944003,2024-06-04 14:48:39.174867
3.214608833,-0.275863111,0.02676482499,0.004738398362,2024-06-04 14:48:39.214609
3.254350833,-0.2614432275,0.1666251719,-0.03578210995,2024-06-04 14:48:39.254351
3.294093833,-0.1950163692,0.07467978448,-0.2079949975,2024-06-04 14:48:39.294094
3.333835083,-0.2093078196,-0.0822320655,-0.04237697273,2024-06-04 14:48:39.333835
3.373577083,-0.2180757523,-0.08521861583,-0.05475581065,2024-06-04 14:48:39.373577
3.413319083,-0.01282757148,-0.236021623,-0.1096163839,2024-06-04 14:48:39.413319
3.453062083,0.2590723038,-0.1812206954,-0.02052683756,2024-06-04 14:48:39.453062
3.492804083,0.2176707685,-0.3556717932,-0.0819915235,2024-06-04 14:48:39.492804
3.532546083,0.1655550301,-0.7949626446,-0.002718579955,2024-06-04 14:48:39.532546
3.572289083,0.06602495164,-1.239057302,0.04141486064,2024-06-04 14:48:39.572289
3.612031083,0.1913923174,-0.4725108743,0.3078183532,2024-06-04 14:48:39.612031
3.651773083,0.1701653004,0.3561934829,0.2634136081,2024-06-04 14:48:39.651773
3.691515083,0.07675737143,0.1461816728,0.2799997032,2024-06-04 14:48:39.691515
3.731258083,-0.1202123985,0.3510857224,0.3729965389,2024-06-04 14:48:39.731258
