"event","experiment time","system time","system time text"
"START",0.000000000E0,1718107845.900,"2024-06-11 14:10:45.900 UTC+02:00"
"PAUSE",3.783702729E2,1718108224.271,"2024-06-11 14:17:04.271 UTC+02:00"
