"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.103225598E2,5.193100758E1,4.461684291E0,2.181285778E0,4.344053925E0,6.163659243E1,4.773452085E0,3.322452743E0
2.113225428E2,5.193101692E1,4.461748317E0,1.624331473E0,4.430805435E0,6.793422757E1,4.772427073E0,3.323924918E0
2.123225249E2,5.193102773E1,4.461809919E0,1.776811299E0,4.312236858E0,7.004041442E1,4.768099973E0,3.330129079E0
2.133225074E2,5.193104712E1,4.461856030E0,1.632011152E0,3.993250621E0,6.221151389E1,4.774816172E0,3.320492066E0
2.143224899E2,5.193105455E1,4.461913003E0,1.620671100E0,3.932140816E0,6.695603941E1,4.788198920E0,3.301164663E0
2.153224727E2,5.193106705E1,4.461960018E0,1.690115756E0,3.803493948E0,6.727949667E1,4.815292365E0,3.261517511E0
2.163224550E2,5.193108548E1,4.462009571E0,1.835912523E0,3.684304171E0,6.567103767E1,4.805597969E0,3.275784668E0
2.173224372E2,5.193110088E1,4.462057100E0,1.985844559E0,3.717330448E0,6.638182178E1,4.831490674E0,3.237473537E0
2.183224200E2,5.193111255E1,4.462115813E0,2.277017576E0,4.128990886E0,7.133907523E1,4.806111320E0,3.275031453E0
2.193224020E2,5.193113654E1,4.462177403E0,2.013486800E0,4.532993592E0,6.910442806E1,4.789747188E0,3.298917839E0
2.203223844E2,5.193114968E1,4.462232032E0,2.207208698E0,4.186702152E0,7.315676209E1,4.781971048E0,3.310179742E0
2.213223664E2,5.193115825E1,4.462299244E0,2.478715344E0,4.491666612E0,8.033602029E1,4.774175910E0,3.321412563E0
2.223223494E2,5.193116907E1,4.462361187E0,2.704054608E0,4.404969668E0,8.128757783E1,4.776479360E0,3.318099148E0
2.233223318E2,5.193117919E1,4.462425591E0,2.770489975E0,4.457270610E0,8.218751963E1,4.771607036E0,3.325102002E0
2.243223139E2,5.193118791E1,4.462496133E0,1.428598850E0,4.784384011E0,8.320019512E1,4.774910178E0,3.320356883E0
2.253222966E2,5.193121131E1,4.462584156E0,1.664377639E0,5.874364897E0,7.808894526E1,4.780203515E0,3.312731710E0
2.263222792E2,5.193120609E1,4.462635424E0,2.341310787E0,4.789942760E0,8.515236781E1,4.783423661E0,3.308080275E0
2.273222615E2,5.193121362E1,4.462690720E0,2.759343805E0,4.211560710E0,8.622094393E1,4.797495122E0,3.287640124E0
2.283222435E2,5.193122067E1,4.462765844E0,2.902610642E0,4.563201028E0,8.630995638E1,4.807416005E0,3.273116006E0
2.293222264E2,5.193122749E1,4.462838494E0,2.855462295E0,4.735699140E0,8.758177469E1,4.817056256E0,3.258911791E0
2.303222092E2,5.193123155E1,4.462895621E0,2.379337050E0,4.327403076E0,8.794788570E1,4.780778550E0,3.311901793E0
2.313221914E2,5.193123033E1,4.462977892E0,2.122247397E0,5.069196589E0,8.996601179E1,4.767619892E0,3.330816356E0
2.323221735E2,5.193123117E1,4.463047398E0,2.285787176E0,5.064173260E0,8.973197172E1,4.766199177E0,3.332848998E0
2.333221565E2,5.193123139E1,4.463101146E0,2.435795929E0,4.523258428E0,9.143206449E1,4.772860668E0,3.323302284E0
2.343221378E2,5.193122413E1,4.463151676E0,2.386060422E0,3.985647280E0,9.701415061E1,4.821237723E0,3.252722529E0
2.353221217E2,5.193125140E1,4.463186745E0,2.923497385E0,3.292276102E0,7.531559073E1,4.802571843E0,3.280219615E0
2.363221036E2,5.193125694E1,4.463259973E0,2.861418263E0,3.905427832E0,7.507658034E1,4.808258957E0,3.271877571E0
2.373220859E2,5.193125954E1,4.463340944E0,2.499614281E0,4.388769139E0,8.229270162E1,4.845451135E0,3.216541672E0
2.383220693E2,5.193126053E1,4.463417500E0,2.732531456E0,4.638743658E0,8.723519264E1,4.938445401E0,3.071855149E0
2.393220508E2,5.193125969E1,4.463477361E0,2.917687035E0,4.515970627E0,8.843530658E1,4.928481355E0,3.087816148E0
2.403220334E2,5.193126738E1,4.463548051E0,2.840137824E0,4.806286530E0,8.317221095E1,4.866048585E0,3.185295622E0
2.413220158E2,5.193127938E1,4.463599401E0,2.673920027E0,4.233360906E0,7.699833937E1,4.846712011E0,3.214641460E0
2.423219985E2,5.193127434E1,4.463669140E0,2.907136460E0,4.336485871E0,8.234964508E1,4.852379573E0,3.206080085E0
2.433219810E2,5.193126966E1,4.463731746E0,3.176219424E0,4.177400483E0,8.737399712E1,4.837008931E0,3.229223069E0
2.443219635E2,5.193128031E1,4.463798715E0,3.340219843E0,4.508198837E0,8.093454800E1,4.790280429E0,3.298143485E0
2.453219464E2,5.193128817E1,4.463848933E0,3.683942403E0,4.104215007E0,7.672125020E1,4.788865959E0,3.300196942E0
2.463219287E2,5.193128104E1,4.463869443E0,3.855495117E0,2.516902086E0,9.042051365E1,4.786910036E0,3.303033354E0
2.473219109E2,5.193128067E1,4.463951270E0,3.461601133E0,4.039836143E0,9.048420537E1,4.784208147E0,3.306945636E0
2.483218931E2,5.193128689E1,4.464031672E0,2.812624363E0,4.674674562E0,8.622749249E1,4.790748455E0,3.297463613E0
2.493218764E2,5.193129429E1,4.464103479E0,3.065352774E0,4.758491712E0,8.472430013E1,4.792892717E0,3.294346131E0
2.503218579E2,5.193130469E1,4.464161842E0,3.099498518E0,4.397849197E0,7.968269905E1,4.785069243E0,3.305699528E0
2.513218404E2,5.193129455E1,4.464223841E0,3.260647362E0,4.056537912E0,8.917067187E1,4.806028998E0,3.275152257E0
2.523218230E2,5.193130726E1,4.464313574E0,2.411639434E0,4.922464874E0,8.158180544E1,4.805675427E0,3.275671035E0
2.533218061E2,5.193131177E1,4.464371414E0,2.335004832E0,4.575487783E0,8.368611226E1,4.815361000E0,3.261416176E0
2.543217887E2,5.193132138E1,4.464428798E0,2.761144288E0,4.327031391E0,8.038368458E1,4.802025066E0,3.281020008E0
2.553217711E2,5.193131702E1,4.464508031E0,3.113545571E0,4.736955725E0,8.776846623E1,4.798553290E0,3.286095458E0
2.563217531E2,5.193132816E1,4.464554773E0,2.990241807E0,4.129302509E0,7.998165774E1,4.802495489E0,3.280331403E0
2.573217357E2,5.193133705E1,4.464615420E0,3.487424513E0,4.231317075E0,7.838212026E1,4.804933252E0,3.276759601E0
2.583217188E2,5.193134053E1,4.464673449E0,3.018337372E0,3.967112909E0,8.176886133E1,4.791829884E0,3.295891897E0
2.593237852E2,5.193134350E1,4.464741780E0,3.654403068E0,4.280360626E0,8.577148499E1,4.799265435E0,3.285055300E0
2.603237951E2,5.193135378E1,4.464807684E0,3.333075606E0,4.364030471E0,7.899632570E1,4.799628925E0,3.284524200E0
2.613237764E2,5.193135940E1,4.464869571E0,3.012453956E0,4.442534030E0,7.985946436E1,4.790904272E0,3.297237221E0
2.623237832E2,5.193134901E1,4.464938236E0,3.819867634E0,4.553887662E0,9.042836620E1,4.796378854E0,3.289268448E0
2.633237913E2,5.193135210E1,4.464997999E0,3.662479610E0,4.454623094E0,8.837277957E1,4.818077533E0,3.257401713E0
2.643237717E2,5.193136678E1,4.465061433E0,3.574110003E0,4.522304130E0,8.043235201E1,4.783728046E0,3.307640097E0
2.653237832E2,5.193136328E1,4.465123538E0,3.825532606E0,4.309009482E0,8.794438183E1,4.778785335E0,3.314777180E0
2.663237933E2,5.193137176E1,4.465191976E0,3.746008642E0,4.442453562E0,8.321536758E1,4.782336901E0,3.309651159E0
2.673237712E2,5.193137837E1,4.465233905E0,3.704153351E0,3.651678873E0,8.331130416E1,4.774842751E0,3.320453845E0
2.683237690E2,5.193138727E1,4.465308123E0,3.305095060E0,4.320138795E0,8.310201878E1,4.773662735E0,3.322150075E0
2.693237756E2,5.193139301E1,4.465384879E0,3.295927322E0,4.620448207E0,8.417555861E1,4.767600779E0,3.330843714E0
2.703237507E2,5.193139447E1,4.465457283E0,3.228079614E0,4.780438870E0,8.633364119E1,4.775794750E0,3.319084442E0
2.713237501E2,5.193140227E1,4.465520224E0,3.239168669E0,4.667575675E0,8.174549051E1,4.774508395E0,3.320934600E0
2.723237536E2,5.193140493E1,4.465585650E0,3.132473960E0,4.402028569E0,8.508635659E1,4.782665337E0,3.309176529E0
2.733237301E2,5.193141377E1,4.465648900E0,2.979822563E0,4.380036029E0,8.189203808E1,4.800778303E0,3.282843998E0
2.743237058E2,5.193141260E1,4.465714995E0,3.308589637E0,4.431867887E0,8.677756455E1,4.822820691E0,3.250374996E0
2.753236812E2,5.193141769E1,4.465781052E0,3.877474740E0,4.438770775E0,8.692669256E1,4.795612893E0,3.290385085E0
2.763236583E2,5.193142005E1,4.465845757E0,3.157976585E0,4.278059905E0,8.746390552E1,4.814183330E0,3.263154287E0
2.773236346E2,5.193142620E1,4.465927119E0,3.811893628E0,4.846878749E0,8.741712108E1,4.826889786E0,3.244329210E0
2.783236116E2,5.193144407E1,4.465984401E0,3.260946956E0,4.506506230E0,8.092317547E1,4.813998958E0,3.263426278E0
2.793235886E2,5.193142979E1,4.466065357E0,3.693907524E0,4.912407224E0,9.371518877E1,4.794037538E0,3.292679930E0
2.803235662E2,5.193143611E1,4.466119621E0,3.457842718E0,4.547105662E0,9.115509053E1,4.814204279E0,3.263123380E0
2.813235445E2,5.193146720E1,4.466184528E0,3.769853910E0,4.791578741E0,7.376502383E1,4.806769683E0,3.274065095E0
2.823235229E2,5.193147806E1,4.466233083E0,3.892439541E0,4.212605612E0,7.432184359E1,4.785527867E0,3.305035562E0
2.833235005E2,5.193147701E1,4.466290524E0,3.516288207E0,4.037580549E0,7.933058939E1,4.789085294E0,3.299878647E0
2.843234791E2,5.193146447E1,4.466336174E0,3.344032264E0,3.793544770E0,9.185410533E1,4.810519642E0,3.268552862E0
2.853234587E2,5.193146820E1,4.466365543E0,3.801913194E0,3.062641256E0,9.258939959E1,4.862881626E0,3.190128418E0
2.863234375E2,5.193147644E1,4.466427997E0,3.525115999E0,3.510771733E0,8.491933740E1,4.860341041E0,3.193997808E0
2.873234164E2,5.193148212E1,4.466474351E0,3.300227280E0,3.380539613E0,8.229627295E1,4.834790016E0,3.232544281E0
2.883233993E2,5.193147254E1,4.466489402E0,3.575217458E0,2.164697440E0,9.078959431E1,4.861062811E0,3.192899212E0
2.893233755E2,5.193143839E1,4.466523325E0,3.219018392E0,2.290187178E0,1.231314693E2,4.826825208E0,3.244425287E0
2.903233550E2,5.193143321E1,4.466541040E0,3.548141895E0,1.583433673E0,1.196997903E2,4.824937896E0,3.247231333E0
2.913233348E2,5.193144727E1,4.466569912E0,3.355878225E0,1.204347149E0,9.166431616E1,4.814301667E0,3.262979696E0
2.923233143E2,5.193145139E1,4.466567317E0,3.174255925E0,6.906758652E-1,8.515566487E1,4.804196717E0,3.277839370E0
2.933232943E2,5.193146617E1,4.466570199E0,3.747312094E0,2.599052436E-1,6.801560659E1,4.788330794E0,3.300973378E0
2.943232753E2,5.193147220E1,4.466568091E0,3.560948575E0,1.062037781E-1,6.801560272E1,4.788616929E0,3.300558277E0
2.953232549E2,5.193148388E1,4.466573821E0,3.617513114E0,5.038594191E-1,5.637579723E1,4.784335814E0,3.306760931E0
2.963232362E2,5.193148702E1,4.466575039E0,3.781846870E0,1.269815995E-1,5.177362085E1,4.769839107E0,3.327637589E0
2.973232160E2,5.193149154E1,4.466586795E0,4.040401795E0,3.429885809E-1,5.177363017E1,4.760728582E0,3.340658678E0
2.983231968E2,5.193149197E1,4.466603552E0,4.219812796E0,1.085319065E0,8.896502678E1,4.766477073E0,3.332451552E0
2.993231776E2,5.193148477E1,4.466632098E0,2.677642029E0,1.520285113E0,1.033861312E2,4.772325296E0,3.324071044E0
3.003231585E2,5.193148749E1,4.466664823E0,2.893537628E0,2.097640837E0,9.389961068E1,4.782612384E0,3.309253060E0
3.013231390E2,5.193149564E1,4.466689053E0,3.353125421E0,1.910477721E0,8.207940943E1,4.793989973E0,3.292749181E0
3.023231207E2,5.193150485E1,4.466728383E0,3.813842723E0,2.316503538E0,7.873591611E1,4.809575587E0,3.269941851E0
3.033231016E2,5.193150731E1,4.466737780E0,3.171459337E0,1.232787269E0,7.856307603E1,4.793339416E0,3.293696142E0
3.043230828E2,5.193151285E1,4.466749144E0,3.673310170E0,1.134195698E0,7.895850883E1,4.784300015E0,3.306812725E0
3.053230635E2,5.193151451E1,4.466764457E0,3.522053524E0,1.052073160E0,8.402556484E1,4.781611374E0,3.310699276E0
3.063230451E2,5.193152740E1,4.466785485E0,3.568168733E0,1.475743468E0,6.814865158E1,4.769284017E0,3.328433114E0
3.073230262E2,5.193153294E1,4.466824504E0,3.560218866E0,2.288103598E0,7.765727809E1,4.768403690E0,3.329694172E0
3.083230077E2,5.193153296E1,4.466872974E0,3.366659086E0,2.674748355E0,8.833603843E1,4.775061709E0,3.320138958E0
3.093229882E2,5.193152235E1,4.466919019E0,4.412965588E0,3.026387772E0,1.005161777E2,4.778416127E0,3.315309390E0
3.103229705E2,5.193152079E1,4.466959788E0,3.736610582E0,2.819041566E0,1.016478679E2,4.782552778E0,3.309339203E0
3.113229516E2,5.193151407E1,4.467015531E0,3.684768425E0,3.217195692E0,1.024499431E2,4.771610516E0,3.325097008E0
3.123229333E2,5.193149963E1,4.467061037E0,3.767141134E0,3.400545606E0,1.081060209E2,4.764527658E0,3.335238107E0
3.133229141E2,5.193147648E1,4.467115252E0,2.942677078E0,4.053267823E0,1.173545171E2,4.773052739E0,3.323026419E0
3.143228959E2,5.193147250E1,4.467139752E0,3.960222734E0,3.131032797E0,1.125665269E2,4.763166321E0,3.337181990E0
3.153228773E2,5.193145840E1,4.467191420E0,4.078042813E0,3.453519540E0,1.100205946E2,4.776750742E0,3.317708454E0
3.163228588E2,5.193144682E1,4.467214679E0,4.336457381E0,2.783514361E0,1.157762526E2,4.826176008E0,3.245390912E0
3.173228409E2,5.193141495E1,4.467269139E0,4.185189342E0,3.732239042E0,1.245129269E2,4.877909107E0,3.167102741E0
3.183228223E2,5.193138759E1,4.467306661E0,3.429925288E0,3.837523450E0,1.321191722E2,4.939883296E0,3.069542321E0
3.193228036E2,5.193138324E1,4.467365048E0,3.813844251E0,3.913098352E0,1.181758010E2,4.959071947E0,3.038444084E0
3.203227849E2,5.193135838E1,4.467412386E0,3.561371435E0,3.950680521E0,1.207460373E2,5.006922814E0,2.958929023E0
3.213227667E2,5.193133821E1,4.467479746E0,3.111185775E0,4.545655175E0,1.147045010E2,4.981134211E0,3.002139071E0
3.223227487E2,5.193130730E1,4.467524969E0,2.547606183E0,4.448238262E0,1.202264730E2,5.012982217E0,2.948651612E0
3.233227297E2,5.193127668E1,4.467558257E0,2.582347754E0,4.146250992E0,1.288618186E2,5.041364733E0,2.899858387E0
3.243227122E2,5.193125115E1,4.467633693E0,3.253035173E0,5.020822827E0,1.248676499E2,5.054321566E0,2.877215762E0
3.253226939E2,5.193123182E1,4.467674070E0,2.673908664E0,4.391750163E0,1.264348551E2,5.078919997E0,2.833568192E0
3.263226749E2,5.193121867E1,4.467726141E0,2.856216766E0,4.198523402E0,1.242616149E2,5.134274293E0,2.731989113E0
3.273226573E2,5.193121618E1,4.467797132E0,2.133100674E0,4.389153117E0,1.111606399E2,5.067178656E0,2.854511780E0
3.283226390E2,5.193119201E1,4.467852174E0,2.443354155E0,4.483085402E0,1.179388024E2,4.997192835E0,2.975332049E0
3.293226207E2,5.193117783E1,4.467904658E0,1.804517186E0,4.280938633E0,1.168557135E2,5.017340303E0,2.941229899E0
3.303226023E2,5.193114900E1,4.467975261E0,2.511998402E0,5.064351043E0,1.189311543E2,5.000798983E0,2.969267007E0
3.313225846E2,5.193113373E1,4.468024443E0,2.165345914E0,4.614659979E0,1.198701712E2,5.008622496E0,2.956051035E0
3.323225666E2,5.193112245E1,4.468095892E0,2.493417249E0,4.886075094E0,1.145421060E2,5.070514286E0,2.848582439E0
3.333225477E2,5.193111088E1,4.468143720E0,2.240528267E0,4.352087069E0,1.137344843E2,5.056308750E0,2.873722125E0
3.343225291E2,5.193111115E1,4.468194763E0,2.652541116E0,3.910300619E0,1.078945914E2,5.120697777E0,2.757352228E0
3.353225121E2,5.193108196E1,4.468255964E0,2.206697457E0,4.274871156E0,1.136942842E2,5.080370100E0,2.830967446E0
3.363224939E2,5.193107573E1,4.468324707E0,2.720196777E0,4.515641680E0,1.106804272E2,5.034529320E0,2.911709388E0
3.373224764E2,5.193106091E1,4.468380119E0,2.474526191E0,4.362905521E0,1.122073075E2,5.078904245E0,2.833596425E0
3.383224578E2,5.193103555E1,4.468427842E0,2.464011906E0,4.291716334E0,1.179862536E2,5.049311667E0,2.885998740E0
3.393224398E2,5.193100284E1,4.468480188E0,2.187130369E0,4.532280863E0,1.245075371E2,5.015152543E0,2.944958743E0
3.403224211E2,5.193098717E1,4.468536525E0,2.465989321E0,4.450545059E0,1.212175756E2,5.034958957E0,2.910966392E0
3.413224036E2,5.193096255E1,4.468593611E0,1.894129023E0,4.532891407E0,1.211451815E2,5.012560567E0,2.949368339E0
3.423223846E2,5.193096333E1,4.468647910E0,2.342135324E0,3.981442837E0,1.104901373E2,4.926928251E0,3.090293683E0
3.433223667E2,5.193095155E1,4.468703075E0,2.770639503E0,4.092253991E0,1.115793403E2,4.879279449E0,3.164991168E0
3.443223485E2,5.193094164E1,4.468785455E0,2.856233211E0,5.070639549E0,1.046142435E2,4.852764755E0,3.205497038E0
3.453223307E2,5.193093718E1,4.468843138E0,2.910812264E0,4.809712479E0,1.033450923E2,4.877877779E0,3.167150992E0
3.463223130E2,5.193091645E1,4.468871058E0,2.866924400E0,3.789195036E0,1.113292646E2,4.930262619E0,3.084971239E0
3.473222941E2,5.193090100E1,4.468916496E0,2.916338742E0,3.681117977E0,1.152116790E2,4.917754517E0,3.104871583E0
3.483222765E2,5.193087135E1,4.468974828E0,2.810575953E0,4.406795437E0,1.199885727E2,4.946578012E0,3.058742063E0
3.493222587E2,5.193085925E1,4.469027899E0,2.930224499E0,4.248906522E0,1.169339887E2,4.995067188E0,2.978899263E0
3.503222400E2,5.193083472E1,4.469070446E0,2.848041594E0,4.117081160E0,1.221571712E2,5.083160662E0,2.825953772E0
3.513222227E2,5.193082219E1,4.469131180E0,3.286335834E0,4.330828935E0,1.186312036E2,5.043355836E0,2.896394128E0
3.523222048E2,5.193080546E1,4.469186871E0,3.446524343E0,4.374877251E0,1.212359948E2,4.988082311E0,2.990580528E0
3.533221866E2,5.193080841E1,4.469272659E0,3.613923308E0,4.793063631E0,1.074425181E2,4.957201344E0,3.041495005E0
3.543221679E2,5.193078899E1,4.469333271E0,3.754626827E0,4.749099037E0,1.089410432E2,4.979745269E0,3.004442392E0
3.553221502E2,5.193076403E1,4.469393869E0,3.895540262E0,4.720922818E0,1.159594944E2,5.000829036E0,2.969216392E0
3.563221318E2,5.193074323E1,4.469413747E0,3.364988797E0,3.754785041E0,1.272571626E2,4.873166985E0,3.174394520E0
3.573221143E2,5.193072068E1,4.469437062E0,3.210115951E0,3.249645843E0,1.375550451E2,4.813432364E0,3.264261924E0
3.583220969E2,5.193069763E1,4.469405777E0,3.802094819E0,2.608614424E0,1.803072880E2,4.786127834E0,3.304166672E0
3.593220779E2,5.193068343E1,4.469460940E0,4.385065784E0,2.526776254E0,1.530285786E2,4.773070629E0,3.323000723E0
3.603220598E2,5.193068501E1,4.469538408E0,2.948879823E0,2.933151833E0,1.138775155E2,4.767106963E0,3.331550426E0
3.613220410E2,5.193068612E1,4.469581908E0,3.291149451E0,2.530887898E0,9.816138718E1,4.768347231E0,3.329775026E0
3.623220235E2,5.193068463E1,4.469592342E0,4.253481344E0,1.181084545E0,1.087525074E2,4.770318601E0,3.326950176E0
3.633220061E2,5.193067850E1,4.469590730E0,4.755493706E0,7.859092221E-1,1.439988806E2,4.772131897E0,3.324348687E0
3.643219881E2,5.193068079E1,4.469589794E0,4.816429851E0,2.412087211E-1,1.425724498E2,4.793553896E0,3.293383986E0
3.653219703E2,5.193068509E1,4.469583650E0,4.985038860E0,0.000000000E0,1.425724446E2,4.801329908E0,3.282037194E0
3.663219512E2,5.193068679E1,4.469578887E0,4.466323477E0,1.257381452E-1,1.425724396E2,4.819216092E0,3.255717017E0
3.673219333E2,5.193068151E1,4.469580301E0,4.831939889E0,0.000000000E0,1.425724383E2,4.822751399E0,3.250477808E0
3.683219154E2,5.193068151E1,4.469580301E0,4.831939889E0,0.000000000E0,1.425724383E2,4.805689737E0,3.275650040E0
3.693218982E2,5.193068121E1,4.469585961E0,4.816654406E0,1.162310061E-1,1.425724453E2,4.810454458E0,3.268648795E0
3.703218796E2,5.193068130E1,4.469586041E0,4.782998170E0,7.457340863E-2,1.425724454E2,4.806552993E0,3.274383203E0
3.713218613E2,5.193068253E1,4.469587639E0,4.817343880E0,3.923300931E-2,1.425724481E2,4.798716005E0,3.285857839E0
3.723218427E2,5.193067853E1,4.469591240E0,4.916995215E0,5.068475487E-2,1.425724503E2,4.793831936E0,3.292979259E0
3.733218248E2,5.193067859E1,4.469591499E0,4.972222371E0,0.000000000E0,1.425724507E2,4.797931995E0,3.287002526E0
3.743218070E2,5.193067859E1,4.469591499E0,4.972222371E0,0.000000000E0,1.425724507E2,4.797017108E0,3.288337559E0
3.753217889E2,5.193067859E1,4.469591499E0,4.972222371E0,0.000000000E0,1.425724507E2,4.800893638E0,3.282675328E0
3.763217709E2,5.193067859E1,4.469591499E0,4.972222371E0,0.000000000E0,1.425724507E2,4.805306759E0,3.276211835E0
3.773217541E2,5.193067058E1,4.469583522E0,5.054160768E0,1.430049168E-1,1.425724360E2,4.808188978E0,3.271980407E0
3.783217347E2,5.193067487E1,4.469585130E0,5.213770399E0,1.488559548E-1,1.425724405E2,4.815234611E0,3.261602776E0
3.793217175E2,5.193067542E1,4.469584612E0,5.158919613E0,0.000000000E0,1.425724402E2,4.798750165E0,3.285807951E0
3.803216996E2,5.193067542E1,4.469584612E0,5.158919613E0,0.000000000E0,1.425724402E2,4.801314614E0,3.282059568E0
3.813216810E2,5.193066972E1,4.469587698E0,5.329603202E0,1.281386767E-1,1.425724408E2,4.794703683E0,3.291709834E0
3.823216631E2,5.193066662E1,4.469597047E0,5.470318328E0,1.829776908E-1,1.425724507E2,4.781332986E0,3.311101314E0
3.833216453E2,5.193066655E1,4.469593188E0,5.242112865E0,0.000000000E0,1.425724458E2,4.779596927E0,3.313606834E0
3.843216270E2,5.193066762E1,4.469595595E0,5.295044450E0,7.985588236E-2,1.425724495E2,4.776965466E0,3.317399278E0
3.853236896E2,5.193067003E1,4.469603415E0,5.631938175E0,2.628647170E-1,1.395952713E2,4.774261425E0,3.321289640E0
3.863236983E2,5.193066017E1,4.469602659E0,5.827508556E0,6.578644550E-1,1.725273050E2,4.784857675E0,3.306005757E0
3.873236822E2,5.193067471E1,4.469615211E0,6.274836019E0,3.189239353E-1,9.804114701E1,4.802258222E0,3.280678741E0
3.883236961E2,5.193069045E1,4.469665682E0,6.530832708E0,1.632021766E0,7.824024829E1,4.797396898E0,3.287783454E0
3.893237090E2,5.193072857E1,4.469708569E0,6.668771505E0,2.708233769E0,5.462359062E1,4.779002090E0,3.314464671E0
3.903236934E2,5.193077032E1,4.469745887E0,6.219078411E0,3.576357815E0,4.010069067E1,4.778074815E0,3.315801275E0
3.913237066E2,5.193080264E1,4.469780092E0,6.408635512E0,3.638596316E0,3.959986015E1,4.774282417E0,3.321259465E0
3.923237138E2,5.193082211E1,4.469815712E0,6.721372422E0,3.278773566E0,4.368101117E1,4.772745037E0,3.323468345E0
3.933236955E2,5.193085103E1,4.469864558E0,6.478682172E0,3.692833253E0,4.514820190E1,4.774348952E0,3.321163819E0
3.943237042E2,5.193086973E1,4.469917116E0,5.161668697E0,3.793237328E0,5.270140892E1,4.775701873E0,3.319218078E0
3.953237140E2,5.193089690E1,4.469955581E0,5.150164273E0,3.741235059E0,4.802533691E1,4.783260791E0,3.308315771E0
3.963236939E2,5.193094389E1,4.470009181E0,4.706740209E0,4.650344326E0,4.078896096E1,4.778676473E0,3.314934117E0
3.973236998E2,5.193097836E1,4.470039392E0,5.732110670E0,4.530303133E0,3.513690036E1,4.790035430E0,3.298499297E0
3.983237051E2,5.193104095E1,4.470027830E0,3.604277716E0,4.826459642E0,7.086325715E0,4.797079430E0,3.288246641E0
3.993236833E2,5.193108589E1,4.470038370E0,3.091799286E0,5.004263319E0,4.823850011E0,4.801409467E0,3.281920805E0
4.003236612E2,5.193112211E1,4.470072950E0,2.803309684E0,4.996852330E0,1.805821323E1,4.840203980E0,3.224432115E0
4.013236401E2,5.193116041E1,4.470086464E0,2.709212003E0,4.977894224E0,1.861666334E1,4.834942715E0,3.232315884E0
4.023236183E2,5.193119818E1,4.470105263E0,3.255877527E0,4.543588821E0,1.869297409E1,4.816539943E0,3.259674832E0
4.033235968E2,5.193122424E1,4.470128937E0,3.382951406E0,4.073859357E0,1.788856443E1,4.799303009E0,3.285000405E0
4.043235750E2,5.193125946E1,4.470242609E0,2.198950749E0,5.101805207E0,4.184974070E1,4.810812975E0,3.268121104E0
4.053235556E2,5.193127105E1,4.470321166E0,2.256504892E0,4.992053607E0,5.899423291E1,4.797576685E0,3.287521100E0
4.063235333E2,5.193130611E1,4.470377018E0,2.099260893E0,4.995528320E0,5.325897498E1,4.817215855E0,3.258675872E0
4.073235136E2,5.193134981E1,4.470429227E0,2.008361530E0,5.194442698E0,4.594299165E1,4.843726366E0,3.219138382E0
4.083234928E2,5.193139983E1,4.470465374E0,2.170774292E0,5.268380026E0,3.574831448E1,4.836480220E0,3.230014878E0
4.093234723E2,5.193144122E1,4.470506501E0,2.147064058E0,5.342691295E0,3.113410208E1,4.828619385E0,3.241754443E0
4.103234527E2,5.193147470E1,4.470557970E0,2.011069133E0,5.206547250E0,3.521380984E1,4.821370591E0,3.252525581E0
4.113234320E2,5.193150643E1,4.470624734E0,1.891915790E0,5.428312964E0,4.373907002E1,4.819229003E0,3.255697906E0
4.123234124E2,5.193154570E1,4.470666291E0,1.594082342E0,5.386750560E0,4.197190479E1,4.819439781E0,3.255385880E0
4.133233920E2,5.193158271E1,4.470719325E0,2.030566261E0,5.274532999E0,4.389488903E1,4.801937255E0,3.281148524E0
4.143233722E2,5.193162221E1,4.470760542E0,1.972706436E0,5.219091820E0,4.112647829E1,4.800159373E0,3.283748929E0
4.153233523E2,5.193165984E1,4.470802692E0,1.886862688E0,5.382913601E0,4.374375941E1,4.799714011E0,3.284399861E0
4.163233333E2,5.193169857E1,4.470841860E0,2.451917608E0,5.333338789E0,4.414004146E1,4.831403509E0,3.237603615E0
4.173233138E2,5.193175301E1,4.470851686E0,2.854398677E0,5.296145902E0,3.401027726E1,4.802299779E0,3.280617909E0
4.183232938E2,5.193179918E1,4.470893593E0,3.178636550E0,5.539123955E0,3.403218518E1,4.825946024E0,3.245732891E0
4.193232750E2,5.193182116E1,4.470953637E0,3.046296253E0,5.153240407E0,4.243014543E1,4.793167954E0,3.293945658E0
4.203232548E2,5.193185038E1,4.471029365E0,2.218200412E0,5.433311530E0,4.948698111E1,4.796245400E0,3.289463041E0
4.213232360E2,5.193188961E1,4.471068209E0,3.406325651E0,5.386523951E0,4.222846311E1,4.823183657E0,3.249836371E0
4.223232164E2,5.193191916E1,4.471113423E0,3.852353578E0,4.893535113E0,3.794229574E1,4.817388103E0,3.258421228E0
4.233231984E2,5.193194225E1,4.471135717E0,2.383695621E0,4.214041309E0,3.583374991E1,4.883239980E0,3.158877069E0
4.243231792E2,5.193197283E1,4.471150479E0,3.061350202E0,4.039034310E0,3.212811447E1,5.019766560E0,2.937087115E0
4.253231602E2,5.193200836E1,4.471235313E0,2.862956991E0,4.813579154E0,4.054340477E1,5.216950131E0,2.570596888E0
4.263231406E2,5.193202493E1,4.471318558E0,3.321328275E0,5.128682309E0,4.963547556E1,5.233895985E0,2.535915978E0
