"event","experiment time","system time","system time text"
"START",0.000000000E0,1717612602.768,"2024-06-05 20:36:42.768 UTC+02:00"
"PAUSE",3.718545618E2,1717612974.622,"2024-06-05 20:42:54.622 UTC+02:00"
