"event","experiment time","system time","system time text"
"START",0.000000000E0,1717502465.478,"2024-06-04 14:01:05.478 UTC+02:00"
"PAUSE",3.130088868E2,1717502778.487,"2024-06-04 14:06:18.487 UTC+02:00"
