"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.185245334E1,1.298405409E0,-1.037737274E1,-3.672384501E0
7.189245334E1,-5.724828243E-1,-9.517452240E0,-3.594318628E0
7.193245334E1,-5.724828243E-1,-9.517452240E0,-3.594318628E0
7.197245334E1,5.271388054E0,-1.529611826E0,-2.352443695E0
7.201245334E1,3.241078377E0,-3.589233849E-3,-3.867399693E-1
7.205245334E1,3.241078377E0,-3.589233849E-3,-3.867399693E-1
7.209245334E1,3.241078377E0,-3.589233849E-3,-3.867399693E-1
7.213245334E1,3.241078377E0,-3.589233849E-3,-3.867399693E-1
7.217245334E1,3.241078377E0,-3.589233849E-3,-3.867399693E-1
7.221245334E1,5.180161953E0,-2.040359879E1,4.905884743E0
7.225245334E1,2.904587507E0,-3.062513828E0,-1.083978558E1
7.229245334E1,4.279563427E0,-3.417249918E0,-3.039782047E0
7.233245334E1,4.279563427E0,-3.417249918E0,-3.039782047E0
7.237245334E1,4.279563427E0,-3.417249918E0,-3.039782047E0
7.241245334E1,-3.855435550E-1,-1.044197845E1,1.310369492E0
7.245245334E1,-3.855435550E-1,-1.044197845E1,1.310369492E0
7.249245334E1,1.986940145E0,-8.318348885E0,-4.468596280E-1
7.253245334E1,3.733401537E0,-7.215257645E0,-6.346961856E-1
7.257245334E1,3.364906907E-1,-1.055444145E1,8.694919348E-1
7.261245334E1,-2.769093990E0,-1.166740322E1,4.133601189E-1
7.265245334E1,-2.727219582E0,-1.178704453E1,-9.954141974E-1
7.269245334E1,-1.388136268E0,-1.166501045E1,2.108674943E-1
7.273245334E1,7.989036441E-1,-1.319910908E1,1.339083314E0
7.277245334E1,-1.050449133E0,-1.409522057E1,5.859424591E0
7.281245334E1,2.108674943E-1,-1.273340607E1,2.388336182E0
7.285245334E1,6.260521412E0,-1.358495140E1,-3.485445261E0
7.289245334E1,6.566204548E0,-1.427468300E1,-1.180858016E0
7.293245334E1,2.129612207E0,-9.436993599E0,7.378866673E-1
7.297245334E1,2.129612207E0,-9.436993599E0,7.378866673E-1
7.301245334E1,2.129612207E0,-9.436993599E0,7.378866673E-1
7.305245334E1,2.129612207E0,-9.436993599E0,7.378866673E-1
7.309245334E1,4.868795872E0,6.939185411E-2,-7.247261405E-1
7.313245334E1,4.868795872E0,6.939185411E-2,-7.247261405E-1
7.317245334E1,1.997707844E0,-1.604626846E1,1.222194004E1
7.321245334E1,-3.613760471E0,-1.659362602E1,6.174379826E0
7.325245334E1,2.691327333E0,-1.106680512E0,2.074577332E0
7.329245334E1,7.949554920E0,-1.877588081E1,4.651946545E0
7.333245334E1,4.992325306E0,-9.026325226E0,-1.393101311E1
7.337245334E1,5.737091541E0,-1.299601793E0,-2.556132793E0
7.341245334E1,4.185046673E0,-7.612765312E0,-1.941476464E0
7.345245334E1,-5.392225742E0,-2.131287193E1,-3.099901676E0
7.349245334E1,-2.200200319E0,-8.722137451E0,-1.042881870E1
7.353245334E1,-2.200200319E0,-8.722137451E0,-1.042881870E1
7.357245334E1,3.479463339E0,-7.421339512E0,-3.669991732E0
7.361245334E1,3.825525284E0,-6.715755939E0,-2.705684185E0
7.365245334E1,-1.893320978E-1,-1.072463131E1,1.008574724E0
7.369245334E1,-1.347458243E0,-1.195005512E1,4.935196638E-1
7.373245334E1,-1.347458243E0,-1.195005512E1,4.935196638E-1
7.377245334E1,-1.347458243E0,-1.195005512E1,4.935196638E-1
7.381245334E1,-1.347458243E0,-1.195005512E1,4.935196638E-1
7.385245334E1,-1.347458243E0,-1.195005512E1,4.935196638E-1
7.389245334E1,-1.347458243E0,-1.195005512E1,4.935196638E-1
7.393245334E1,7.851150036E0,-1.444606876E1,-3.245265782E-1
7.397245334E1,3.126222849E0,-1.159412289E1,-2.953640461E0
7.401245334E1,3.126222849E0,-1.159412289E1,-2.953640461E0
7.405245334E1,3.126222849E0,-1.159412289E1,-2.953640461E0
7.409245334E1,1.609771490E0,-3.848257065E0,-2.126022816E0
7.413245334E1,3.947858334E0,-5.605186820E-1,-2.339283228E0
7.417245334E1,3.324826956E0,-1.272084355E0,3.987040818E-1
7.421245334E1,4.948955536E0,-7.768597603E0,5.555236816E0
7.425245334E1,4.948955536E0,-7.768597603E0,5.555236816E0
7.425245334E1,-1.474576950E0,-2.716990280E1,1.487378597E1
7.433245334E1,5.044967651E0,-1.494915962E0,3.051746130E0
7.437245334E1,3.435195923E0,-2.659831810E1,1.166381359E1
7.441245334E1,3.872185230E0,2.288136631E-1,-1.232602787E1
7.445245334E1,4.363312244E0,-2.216950178E0,-5.318048596E-1
7.449245334E1,8.575876236E0,-1.048504925E1,-1.701895118E0
7.453245334E1,-9.137591362E0,-1.969472504E1,-5.924030781E0
7.457245334E1,-9.137591362E0,-1.969472504E1,-5.924030781E0
7.461245334E1,-9.137591362E0,-1.969472504E1,-5.924030781E0
7.465245334E1,-9.137591362E0,-1.969472504E1,-5.924030781E0
7.469245334E1,5.320441246E0,-7.766204834E0,-2.524727106E0
7.473245334E1,4.145565331E-1,-9.572486877E0,7.464410305E0
