"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717507635115752E9,"2024-06-04 15:27:15.116 UTC+02:00"
"PAUSE",1.199275127916626E2,1.717507755040947E9,"2024-06-04 15:29:15.041 UTC+02:00"
