Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Datetime
0.075619689,0.0,0.0,0.0,2024-06-05 20:47:27.075620
0.160801928,-0.4110579491,0.02337551117,0.856505394,2024-06-05 20:47:27.160802
0.201178907,0.4970422983,-0.1142253876,-0.4700422287,2024-06-05 20:47:27.201179
0.241668907,0.6701408625,-0.343341589,-0.05197620392,2024-06-05 20:47:27.241669
0.282180001,1.140641809,-0.5505812168,-0.1402425766,2024-06-05 20:47:27.282180
0.322671199,1.435744643,-0.9750261307,0.03085041046,2024-06-05 20:47:27.322671
0.363179584,1.362468362,-1.121413231,0.6033535004,2024-06-05 20:47:27.363180
0.403633699,0.1443097591,0.1948020458,0.5809993744,2024-06-05 20:47:27.403634
0.444162293,-0.4353699684,0.5283536911,0.6516580582,2024-06-05 20:47:27.444162
0.484587918,-0.0736618042,0.264234066,-0.2012195587,2024-06-05 20:47:27.484588
0.52506448,0.3301968575,-1.282508135,1.185162544,2024-06-05 20:47:27.525064
0.565462762,0.206335783,-1.334808588,-1.265940666,2024-06-05 20:47:27.565463
0.605927605,2.862298012,-1.634085894,-4.242504597,2024-06-05 20:47:27.605928
0.646416199,1.254137874,-1.418491125,-4.210481644,2024-06-05 20:47:27.646416
0.686881772,-0.1294574738,-4.242227077,-2.6647048,2024-06-05 20:47:27.686882
0.727402084,0.1086812019,-4.244942188,-1.720972061,2024-06-05 20:47:27.727402
0.767862605,-3.575175285,-2.014921904,-2.805194855,2024-06-05 20:47:27.767863
0.808309376,-3.611510754,-2.182975054,0.2969818115,2024-06-05 20:47:27.808309
0.848853491,-7.180824757,-1.643539906,0.5023503304,2024-06-05 20:47:27.848853
0.889373595,-8.614574432,0.5218310356,5.265759468,2024-06-05 20:47:27.889374
0.929779689,-7.529765129,1.272297382,-0.1025409698,2024-06-05 20:47:27.929780
0.970402084,-10.84208775,3.112985611,-6.111722469,2024-06-05 20:47:27.970402
1.010802657,-5.05999136,3.209612846,0.2761588097,2024-06-05 20:47:28.010803
1.051224845,2.899316788,6.0299263,25.02448845,2024-06-05 20:47:28.051225
1.091710574,2.382630825,4.782587051,0.8433713913,2024-06-05 20:47:28.091711
1.13223823,7.526016235,2.933377266,1.902606726,2024-06-05 20:47:28.132238
1.172693282,4.670201302,1.713837624,-4.281393528,2024-06-05 20:47:28.172693
1.213147762,0.9108986855,-0.7075409889,-5.724580765,2024-06-05 20:47:28.213148
1.253640939,-0.7949643135,-3.482764244,1.750901222,2024-06-05 20:47:28.253641
1.294141355,-8.279691696,-8.986703873,-1.645681858,2024-06-05 20:47:28.294141
1.334674897,-0.08961105347,-0.2397255898,-0.3879308701,2024-06-05 20:47:28.334675
1.375131043,3.870870113,-2.103734016,0.9858474731,2024-06-05 20:47:28.375131
1.415703126,-0.5576858521,-2.881970406,-0.739877224,2024-06-05 20:47:28.415703
1.456125522,0.1525568962,0.7209916115,-0.2013149261,2024-06-05 20:47:28.456126
1.496622189,2.062572479,7.176851273,-0.5115880966,2024-06-05 20:47:28.496622
1.537094012,0.987455368,1.137751579,-0.5088939667,2024-06-05 20:47:28.537094
1.577565418,-0.03527522087,1.822201252,-1.205426693,2024-06-05 20:47:28.577565
1.617912032,2.746559381,-1.907410622,0.9223029613,2024-06-05 20:47:28.617912
1.658607605,0.9577440619,-4.923911095,-0.2508909702,2024-06-05 20:47:28.658608
1.69903573,2.34653616,-0.542766571,0.0751953125,2024-06-05 20:47:28.699036
1.739526876,0.3721504211,-2.440776825,-0.4369668961,2024-06-05 20:47:28.739527
1.780016095,-8.656977654,-6.876923561,-0.9272041321,2024-06-05 20:47:28.780016
1.820484949,2.399974585,0.7829122543,-0.1043906212,2024-06-05 20:47:28.820485
1.860838855,0.3884910345,1.315876961,0.6398153305,2024-06-05 20:47:28.860839
1.901466564,0.351647377,-0.08054637909,-0.180287838,2024-06-05 20:47:28.901467
1.941932605,0.4262875319,-0.2839994431,0.6753983498,2024-06-05 20:47:28.941933
1.982460418,0.1146070659,-1.894208908,1.478399754,2024-06-05 20:47:28.982460
2.022762345,-0.5237165689,-1.356104851,1.530932426,2024-06-05 20:47:29.022762
2.063118647,-0.4949965775,0.7655124664,-2.001257658,2024-06-05 20:47:29.063119
2.10373047,-0.2354488969,-0.03674411774,-1.57512188,2024-06-05 20:47:29.103730
2.14437073,0.330927968,-1.451404572,0.3611736298,2024-06-05 20:47:29.144371
2.184876043,0.9743003845,1.282350063,-2.030949831,2024-06-05 20:47:29.184876
2.225376459,0.8274056911,1.753104687,-0.8084645271,2024-06-05 20:47:29.225376
2.265839741,1.089429379,0.901553154,-1.003595352,2024-06-05 20:47:29.265840
2.306322657,0.01616036892,0.2693939209,-0.5761294365,2024-06-05 20:47:29.306323
2.346784428,-0.5726191998,0.2567949295,-0.5053515434,2024-06-05 20:47:29.346784
2.38728922,0.1597486138,-1.153495789,1.16276741,2024-06-05 20:47:29.387289
2.427769324,-0.1977728605,-1.943153381,1.236505032,2024-06-05 20:47:29.427769
2.468239116,-0.08206856251,-1.141475677,0.5151352882,2024-06-05 20:47:29.468239
2.508712709,-0.9861550331,-1.601215363,0.9690027237,2024-06-05 20:47:29.508713
2.549189637,-1.599600077,-2.563265324,0.8079147339,2024-06-05 20:47:29.549190
2.589699637,0.008105635643,-1.417006493,-0.1799693108,2024-06-05 20:47:29.589700
2.630177397,0.5836429,-0.6305155754,-0.7518010139,2024-06-05 20:47:29.630177
2.670652866,1.411729813,3.061226845,-2.158499718,2024-06-05 20:47:29.670653
2.711130678,-0.1571012735,-0.05710697174,-1.022130489,2024-06-05 20:47:29.711131
2.751625834,1.361760139,-0.4691877365,-0.07670164108,2024-06-05 20:47:29.751626
2.792133595,1.162848711,0.2124085426,-1.40144062,2024-06-05 20:47:29.792134
2.832622814,1.456228018,0.4840536118,-1.357642174,2024-06-05 20:47:29.832623
2.873049845,0.3618979454,-0.688849926,-0.1787934303,2024-06-05 20:47:29.873050
2.91355922,-0.3665676117,-0.9236125946,-0.3699865341,2024-06-05 20:47:29.913559
2.954020574,1.425790548,1.35332489,-1.575537682,2024-06-05 20:47:29.954021
