Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),Datetime
0.0,52.3568728,4.935113,1.943330929,,,14.4630003,1.0,2024-06-05 20:47:27.000000
1.568322968,52.35708839,4.93509103,4.036249223,0.7300000191,254.8999939,29.36557198,25.37926865,2024-06-05 20:47:28.568323
2.57226578,52.35706719,4.93510826,1.149876502,0.6999999881,343.7999878,22.29898262,19.07952309,2024-06-05 20:47:29.572266
3.567037134,52.35698544,4.93513661,1.421566259,0.1700000018,205.6999969,14.11704826,12.4923811,2024-06-05 20:47:30.567037
4.568385988,52.35703312,4.93511974,7.111748782,0.5600000024,261.0,10.70559692,9.897608757,2024-06-05 20:47:31.568386
5.566833227,52.3570236,4.93509464,9.698878981,1.480000019,216.8000031,8.312831879,8.500362396,2024-06-05 20:47:32.566833
6.56685432,52.35697993,4.93507057,7.862560376,1.75,238.8000031,6.921119213,7.732560635,2024-06-05 20:47:33.566854
7.566875987,52.35697083,4.93503301,9.187293848,2.619999886,234.6000061,5.852534771,6.597252846,2024-06-05 20:47:34.566876
8.568483278,52.35695887,4.93499692,8.980468929,2.910000086,238.1000061,5.073448658,5.599665165,2024-06-05 20:47:35.568483
9.567320152,52.35694561,4.9349576,10.977986,3.380000114,240.5,4.675456047,5.162129879,2024-06-05 20:47:36.567320
10.56873078,52.35693234,4.93491227,11.16147372,3.579999924,245.8000031,4.740745068,5.255597115,2024-06-05 20:47:37.568731
11.56871411,52.35692016,4.93486208,11.60808274,4.090000153,248.8000031,4.671526909,5.126484394,2024-06-05 20:47:38.568714
12.56761395,52.35690897,4.93480324,10.95575019,4.340000153,250.3999939,4.604360104,5.022428513,2024-06-05 20:47:39.567614
13.56802817,52.3569061,4.93473941,13.34279425,4.489999771,247.6000061,4.827206612,4.839707375,2024-06-05 20:47:40.568028
14.5676563,52.35690509,4.93466943,14.05826759,4.639999866,255.8999939,4.710818291,4.744224548,2024-06-05 20:47:41.567656
15.56874161,52.35688563,4.93461137,16.20035733,4.909999847,252.3000031,4.609089375,4.883178711,2024-06-05 20:47:42.568742
16.56776989,52.35686155,4.93454261,14.73568385,4.699999809,256.0,4.995785713,5.141716003,2024-06-05 20:47:43.567770
17.56696041,52.35685636,4.93444559,14.47982218,5.449999809,261.7000122,5.107468605,5.349815369,2024-06-05 20:47:44.566960
18.57413588,52.35683214,4.93436128,13.83575721,6.119999886,248.1000061,4.996389389,5.039569855,2024-06-05 20:47:45.574136
19.575134,52.35681714,4.93428069,14.62029635,5.829999924,249.5,5.36247921,4.977565765,2024-06-05 20:47:46.575134
20.57084879,52.35679921,4.93420826,15.48326621,5.619999886,249.3000031,6.268494606,4.988957405,2024-06-05 20:47:47.570849
21.5708489,52.35678585,4.93411668,15.32132917,6.150000095,254.1999969,5.490661144,4.944879055,2024-06-05 20:47:48.570849
22.56841874,52.35677173,4.93405204,16.75041002,5.46999979,253.8000031,5.462304115,4.997610092,2024-06-05 20:47:49.568419
