Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Datetime
0.036318819,-0.2041252851,-0.04247616604,0.2952027023,2024-06-05 16:52:32.036319
0.076803454,-0.4830831885,-0.001464695437,0.4015928507,2024-06-05 16:52:32.076803
0.117268298,-0.4294220507,0.2833519876,0.6774882078,2024-06-05 16:52:32.117268
0.157777413,0.3901416063,-0.2645772398,1.047523499,2024-06-05 16:52:32.157777
0.213083298,0.0541937314,0.7909355164,0.3013277948,2024-06-05 16:52:32.213083
0.253549756,-0.6391398311,1.933664203,0.3627118468,2024-06-05 16:52:32.253550
0.294064756,-0.1623148769,0.7784190178,0.9641690254,2024-06-05 16:52:32.294065
0.334500798,-0.3585840762,0.854450047,1.474149346,2024-06-05 16:52:32.334501
0.375020954,-0.4115794003,1.124752879,1.496785522,2024-06-05 16:52:32.375021
0.415473454,-0.004127778113,0.7792179585,1.602376819,2024-06-05 16:52:32.415473
0.4559596,-0.1740324497,1.2027812,1.639926195,2024-06-05 16:52:32.455960
0.496454913,-0.7118419409,0.01344856713,0.5430025458,2024-06-05 16:52:32.496455
0.536941631,-0.1681736708,0.4804200828,0.4236964285,2024-06-05 16:52:32.536942
0.577446058,0.2114487588,0.05312849581,0.816234827,2024-06-05 16:52:32.577446
0.617902256,-0.1133141592,0.8312812448,0.5834813714,2024-06-05 16:52:32.617902
0.658388038,0.1434070021,-0.1404775977,0.4516588151,2024-06-05 16:52:32.658388
0.698872308,0.2330197245,-0.4034570158,0.5917369723,2024-06-05 16:52:32.698872
0.739356579,-0.03342168778,-0.1394123733,0.434348762,2024-06-05 16:52:32.739357
0.779877204,-0.2608489394,0.146070078,0.4039896131,2024-06-05 16:52:32.779877
0.820330642,-0.2232994735,0.3352820873,0.3667064607,2024-06-05 16:52:32.820331
0.860845277,-0.467903614,0.5193011165,0.2999962568,2024-06-05 16:52:32.860845
0.901306579,-1.209172606,0.8943963051,0.1167761683,2024-06-05 16:52:32.901307
0.941764704,-1.36682713,0.90957582,-0.532083869,2024-06-05 16:52:32.941765
0.982261423,-2.106764555,0.4082505703,-2.153501749,2024-06-05 16:52:32.982261
1.022755173,-1.889989734,1.136470437,-2.001306534,2024-06-05 16:52:33.022755
1.063239392,-2.054834604,2.30716157,-3.547092915,2024-06-05 16:52:33.063239
1.103748038,-2.951494455,2.819938183,-4.146686077,2024-06-05 16:52:33.103748
1.144281423,-3.327255249,2.521273375,-3.490901709,2024-06-05 16:52:33.144281
1.184676163,-3.592365265,4.853600979,-3.989031315,2024-06-05 16:52:33.184676
1.22520585,-3.21007967,3.503950834,-1.897446275,2024-06-05 16:52:33.225206
1.265669444,-2.848566294,3.694094896,-0.9870715737,2024-06-05 16:52:33.265669
1.30615059,-2.798766613,3.299426079,0.1303578913,2024-06-05 16:52:33.306151
1.346630485,-2.464017153,2.30343318,1.737395048,2024-06-05 16:52:33.346630
1.38712309,-0.7744244337,1.826874614,2.255764008,2024-06-05 16:52:33.387123
1.427616163,-0.06484606117,1.168427467,1.969615817,2024-06-05 16:52:33.427616
1.468089131,0.08961272985,1.054181218,0.08188978583,2024-06-05 16:52:33.468089
1.5085846,-0.235283345,-0.8103760481,-0.491871357,2024-06-05 16:52:33.508585
1.5490571,0.5920032263,-1.449116349,-0.7733591795,2024-06-05 16:52:33.549057
1.589543715,1.293858647,-1.707302213,-0.07123745978,2024-06-05 16:52:33.589544
1.6300696,0.3123795986,-1.367359757,-0.5129097104,2024-06-05 16:52:33.630070
1.67054236,0.2103835195,-1.0075773,-0.525426209,2024-06-05 16:52:33.670542
1.711002933,-0.002796236658,-0.5187684894,-0.486012578,2024-06-05 16:52:33.711003
1.751494652,0.6716294289,0.7374075651,-1.767754197,2024-06-05 16:52:33.751495
1.79200335,-0.02117150649,0.3507279754,-2.372407198,2024-06-05 16:52:33.792003
1.83247309,0.258585304,-0.01850842312,-1.641524076,2024-06-05 16:52:33.832473
1.872957777,0.5017247796,-0.7834789157,-1.775477171,2024-06-05 16:52:33.872958
1.913461058,0.59599787,-0.9927971959,-1.668953896,2024-06-05 16:52:33.913461
1.953958038,0.2559222281,-0.6234276295,-0.9987891316,2024-06-05 16:52:33.953958
1.994448767,0.4322183132,-0.409848392,0.1846847683,2024-06-05 16:52:33.994449
2.034902517,0.5328828096,-0.4106473327,-0.4753602445,2024-06-05 16:52:34.034903
2.07536809,-0.1263632625,-0.6234276295,-1.810629845,2024-06-05 16:52:34.075368
2.115849756,0.2252967805,0.4154408872,-0.90957582,2024-06-05 16:52:34.115850
2.156329913,0.452457726,-0.1711030602,-1.646850228,2024-06-05 16:52:34.156330
2.196819392,0.5507254601,-1.033142924,-0.730483532,2024-06-05 16:52:34.196819
