Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Datetime
0.036318819,0.0,0.0,0.0,2024-06-05 16:52:32.036319
0.076803454,-0.01494216919,0.06757760048,0.6492443085,2024-06-05 16:52:32.076803
0.117268298,-0.122169733,0.4788196087,0.1580457687,2024-06-05 16:52:32.117268
0.157777413,0.5867238045,-1.177050948,0.6077289581,2024-06-05 16:52:32.157777
0.213083298,0.6765606403,-0.9268628359,0.5305318832,2024-06-05 16:52:32.213083
0.253549756,0.5442330837,0.1328606606,1.080590248,2024-06-05 16:52:32.253550
0.294064756,-1.049410105,0.9512281418,0.7470541,2024-06-05 16:52:32.294065
0.334500798,-0.3193967342,0.323611021,0.2044725418,2024-06-05 16:52:32.334501
0.375020954,-0.1270403862,-0.06060957909,1.612961769,2024-06-05 16:52:32.375021
0.415473454,-0.2634854317,-0.4347879887,0.5471982956,2024-06-05 16:52:32.415473
0.4559596,0.5950660706,-1.046488762,-1.09907198,2024-06-05 16:52:32.455960
0.496454913,0.535112381,-1.263398647,0.7699975967,2024-06-05 16:52:32.496455
0.536941631,0.1801562309,-1.134309888,0.918050766,2024-06-05 16:52:32.536942
0.577446058,-0.3678643703,0.2998795509,0.3273591995,2024-06-05 16:52:32.577446
0.617902256,0.4561495781,-0.1538321972,-0.1284265518,2024-06-05 16:52:32.617902
0.658388038,-0.2902338505,0.09067630768,-0.6312980652,2024-06-05 16:52:32.658388
0.698872308,-0.05803108215,-0.1792616844,0.01686000824,2024-06-05 16:52:32.698872
0.739356579,-0.1798839569,0.326788187,-0.8087558746,2024-06-05 16:52:32.739357
0.779877204,-0.1100764275,0.7684891224,-0.2887535095,2024-06-05 16:52:32.779877
0.820330642,0.07242679596,0.05470538139,0.9089193344,2024-06-05 16:52:32.820331
0.860845277,1.315893173,-0.8883850574,-1.167407036,2024-06-05 16:52:32.860845
0.901306579,2.469294071,-0.7945687771,-1.272345543,2024-06-05 16:52:32.901307
0.941764704,9.860128403,-4.071359158,-3.063771248,2024-06-05 16:52:32.941765
0.982261423,7.304361343,-4.007081985,-3.997535706,2024-06-05 16:52:32.982261
1.022755173,1.032096863,-6.216529369,-1.675963402,2024-06-05 16:52:33.022755
1.063239392,5.48517704,-5.366040707,-3.93924284,2024-06-05 16:52:33.063239
1.103748038,-5.236582756,-6.266091347,-5.840161324,2024-06-05 16:52:33.103748
1.144281423,-5.431282997,-6.417170525,-2.860933542,2024-06-05 16:52:33.144281
1.184676163,-10.99063683,-6.430179119,-1.316877484,2024-06-05 16:52:33.184676
1.22520585,-17.34978867,-5.637176037,0.3423391581,2024-06-05 16:52:33.225206
1.265669444,-11.73477173,-3.39180088,3.035850286,2024-06-05 16:52:33.265669
1.30615059,-15.43316841,-2.697472572,2.577270985,2024-06-05 16:52:33.306151
1.346630485,-12.3376503,-1.52163744,3.47619915,2024-06-05 16:52:33.346630
1.38712309,-3.745556355,2.851142168,12.20233536,2024-06-05 16:52:33.387123
1.427616163,3.004638195,4.944262981,1.868440151,2024-06-05 16:52:33.427616
1.468089131,14.03220367,7.04227829,3.0068326,2024-06-05 16:52:33.468089
1.5085846,8.54971981,6.144414902,-1.214578152,2024-06-05 16:52:33.508585
1.5490571,3.383479834,3.628364086,2.035014629,2024-06-05 16:52:33.549057
1.589543715,-5.971054077,-3.182914257,-0.6640274525,2024-06-05 16:52:33.589544
1.6300696,0.02970504761,-2.672105312,-2.38102293,2024-06-05 16:52:33.630070
1.67054236,-0.5977988243,-5.301092625,0.7879782319,2024-06-05 16:52:33.670542
1.711002933,0.7544364929,-2.826407433,0.2243849039,2024-06-05 16:52:33.711003
1.751494652,4.897554874,-1.843918324,-0.2649571896,2024-06-05 16:52:33.751495
1.79200335,-0.9160590172,4.452139378,-1.78684473,2024-06-05 16:52:33.792003
1.83247309,-3.855296612,3.480554104,0.1265801191,2024-06-05 16:52:33.832473
1.872957777,-0.4460082054,3.360469818,-0.1554071903,2024-06-05 16:52:33.872958
1.913461058,0.3429913521,-2.504647255,-1.158550024,2024-06-05 16:52:33.913461
1.953958038,0.3130531311,-3.370987892,0.3818593025,2024-06-05 16:52:33.953958
1.994448767,1.772424102,-4.743916512,0.4986881316,2024-06-05 16:52:33.994449
2.034902517,7.314820766,-2.915703773,-1.762773752,2024-06-05 16:52:34.034903
2.07536809,-2.586271524,4.281369209,-2.335469961,2024-06-05 16:52:34.075368
2.115849756,-5.621003151,5.291698456,3.250353813,2024-06-05 16:52:34.115850
2.156329913,-0.05289494991,7.715679169,0.4950796068,2024-06-05 16:52:34.156330
2.196819392,-1.34573698,1.304066658,0.388246119,2024-06-05 16:52:34.196819
2.237330433,0.6953849792,-0.1673812866,-0.008690655231,2024-06-05 16:52:34.237330
2.277800694,1.675191879,-5.833509445,-1.849449873,2024-06-05 16:52:34.277801
2.318278506,-3.403422356,-6.155779839,-0.4362801909,2024-06-05 16:52:34.318279
2.358784965,-1.251038074,-1.107566833,0.1302679777,2024-06-05 16:52:34.358785
2.399295381,4.492763519,2.080679417,-0.03429019451,2024-06-05 16:52:34.399295
2.439762933,1.253657341,3.813008308,0.2728293538,2024-06-05 16:52:34.439763
2.480221215,0.3504435122,1.984895229,-1.978210449,2024-06-05 16:52:34.480221
2.520703819,0.3524620831,2.049659252,-0.05532991886,2024-06-05 16:52:34.520704
2.561195902,0.9400043488,1.583575249,0.03860676289,2024-06-05 16:52:34.561196
2.601698923,-1.401074767,1.42527771,-1.521716833,2024-06-05 16:52:34.601699
2.642170902,-0.1017885208,3.919517994,0.04273277521,2024-06-05 16:52:34.642171
2.682659704,2.265273809,-9.540346146,-2.166439056,2024-06-05 16:52:34.682660
2.723153819,-4.483371735,-9.336381912,4.720168114,2024-06-05 16:52:34.723154
2.763639183,1.067105532,1.379235268,-0.8759900331,2024-06-05 16:52:34.763639
2.80412835,0.8114795089,0.1039524078,0.9104828835,2024-06-05 16:52:34.804128
2.844615069,-0.1266175807,-0.5673627853,1.500391245,2024-06-05 16:52:34.844615
2.885081215,0.7245094776,-0.58436203,1.073222637,2024-06-05 16:52:34.885081
2.925556735,0.6625642776,-0.4044704437,0.6425204277,2024-06-05 16:52:34.925557
2.966052048,-0.8798331618,-0.3018770218,-0.4884502888,2024-06-05 16:52:34.966052
