"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.788142000E-3,-2.088934183E0,3.032603502E0,7.917252064E0
2.603043300E-2,-2.136790514E0,3.078366280E0,7.186543941E0
6.603043300E-2,-2.472084999E0,3.001496792E0,7.668099403E0
1.060304330E-1,-2.472084999E0,3.001496792E0,7.668099403E0
1.460304330E-1,-2.472084999E0,3.001496792E0,7.668099403E0
1.860304330E-1,-2.472084999E0,3.001496792E0,7.668099403E0
2.260304330E-1,-2.472084999E0,3.001496792E0,7.668099403E0
2.660304330E-1,-2.472084999E0,3.001496792E0,7.668099403E0
3.060304330E-1,-2.472084999E0,3.001496792E0,7.668099403E0
3.460304330E-1,-2.472084999E0,3.001496792E0,7.668099403E0
3.860304330E-1,-2.472084999E0,3.001496792E0,7.668099403E0
4.260304330E-1,-2.472084999E0,3.001496792E0,7.668099403E0
4.660304330E-1,-2.472084999E0,3.001496792E0,7.668099403E0
5.060304330E-1,-2.472084999E0,3.001496792E0,7.668099403E0
5.460304330E-1,-2.472084999E0,3.001496792E0,7.668099403E0
5.860304330E-1,-2.472084999E0,3.001496792E0,7.668099403E0
6.260304330E-1,-2.472084999E0,3.001496792E0,7.668099403E0
6.660304330E-1,-4.140480518E0,3.451945782E0,8.158926964E0
7.060304330E-1,-4.140480518E0,3.451945782E0,8.158926964E0
7.460304330E-1,-4.140480518E0,3.451945782E0,8.158926964E0
7.860304330E-1,-4.140480518E0,3.451945782E0,8.158926964E0
8.260304330E-1,-4.140480518E0,3.451945782E0,8.158926964E0
8.660304330E-1,-4.140480518E0,3.451945782E0,8.158926964E0
9.060304330E-1,-4.140480518E0,3.451945782E0,8.158926964E0
9.460304330E-1,-4.140480518E0,3.451945782E0,8.158926964E0
9.860304330E-1,-4.140480518E0,3.451945782E0,8.158926964E0
1.026030433E0,-4.140480518E0,3.451945782E0,8.158926964E0
1.066030433E0,-4.140480518E0,3.451945782E0,8.158926964E0
1.106030433E0,-4.140480518E0,3.451945782E0,8.158926964E0
1.146030433E0,-4.140480518E0,3.451945782E0,8.158926964E0
1.186030433E0,-4.140480518E0,3.451945782E0,8.158926964E0
1.226030433E0,-4.140480518E0,3.451945782E0,8.158926964E0
1.266030433E0,-4.140480518E0,3.451945782E0,8.158926964E0
1.306030433E0,-2.113669968E1,-1.114636612E1,1.276870012E0
1.346030433E0,-2.018674850E1,-1.004566765E1,8.479565382E-1
1.386030433E0,-1.350927830E1,-5.233103275E0,5.973083496E0
1.426030433E0,-5.741877079E0,-9.511470199E-1,6.406782866E-1
1.466030433E0,9.513862610E0,1.524826288E0,2.123630047E0
1.506030433E0,1.636092424E0,4.205385745E-1,-5.355136871E0
