"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.532792058E2,-6.461969614E-1,3.608476818E-1,1.475347728E-1
2.533196653E2,-3.049229383E-1,2.436720580E-2,3.382114694E-2
2.533601392E2,-3.190372884E-1,9.320789250E-4,1.113168523E-1
2.534006600E2,-4.826837182E-1,3.336842358E-1,1.709699035E-1
2.534411151E2,-5.758916140E-1,4.740287066E-1,2.536586225E-1
2.534815982E2,-2.934716940E-1,1.597849578E-1,-8.734910935E-2
2.535220974E2,7.030537724E-2,4.889419675E-1,-1.291595101E-1
2.535625666E2,-2.979989350E-1,1.610898614E0,8.868064731E-2
2.536031002E2,-8.549826741E-1,1.442858100E0,3.929378390E-1
2.536435545E2,-9.780170918E-1,1.100252509E0,5.457987785E-1
2.536840327E2,-1.422086060E-1,2.025141239E0,2.428731322E-1
2.537245200E2,-6.970618367E-1,8.762873411E-1,3.242303133E-1
2.537650033E2,-1.097722650E0,4.969311953E-1,2.255630940E-1
2.538054979E2,2.448704392E-1,-2.970668674E-1,1.677742004E-1
2.538458896E2,1.040199995E0,2.047910541E-1,7.151708007E-1
2.538864225E2,1.245790005E0,2.710485458E0,2.752295732E-1
2.539269040E2,1.998510361E0,2.625533104E0,7.652367949E-1
2.539673856E2,2.290251017E0,2.707822323E0,1.525946259E-1
2.540078880E2,1.967618585E0,1.268426180E0,8.788172156E-3
2.540483847E2,1.365096092E0,-1.320489526E0,4.820179567E-2
2.540888703E2,1.141397238E0,-4.400743842E-1,-2.103835158E-2
2.541293532E2,2.451367527E-1,7.376738638E-2,1.808233112E-1
2.541697751E2,-5.372769237E-1,-5.866770744E-1,7.137060910E-2
2.542103056E2,-9.673647285E-1,-1.733000994E0,3.195698932E-2
2.542507942E2,-1.768952608E0,-3.008351326E0,5.934679508E-1
2.542912516E2,3.529915810E-1,-2.806755781E0,-5.592473317E-3
2.543317455E2,-3.994623944E-2,7.111762166E-1,-1.087869167E0
2.543722283E2,-9.295489788E-1,1.672948480E0,2.736317217E-1
2.544127163E2,-7.505898476E-1,-5.386084318E-1,7.828131318E-1
2.544532141E2,-7.137060910E-2,-3.364804745E0,8.095771074E-2
2.544936976E2,-2.455362082E-1,-3.289173365E0,-5.832150951E-2
2.545341785E2,-1.414096802E-1,1.520620137E-1,1.177082509E-1
2.545746587E2,-2.175738513E-1,5.123770833E-1,2.340849638E-1
2.546150967E2,-3.480648994E-1,-2.098775387E0,2.077204436E-1
2.546555801E2,-1.589860320E-1,-2.091052532E0,-7.722939551E-2
2.546960855E2,1.672415882E-1,-2.408758104E-1,8.282186836E-2
2.547365302E2,2.645772398E-1,8.523195982E-1,1.563229412E-1
2.547770693E2,2.282261699E-1,-6.750914454E-2,1.571218669E-2
2.548175578E2,1.161103994E-1,-8.290175796E-1,-1.217028722E-1
2.548580111E2,3.758940995E-1,-3.306216896E-1,-1.515294015E-1
2.548985219E2,4.592485726E-1,1.374150664E-1,-8.202294260E-2
2.549390130E2,2.965342402E-1,6.106448174E-1,1.403444558E-1
2.549794709E2,4.733629227E-1,8.115743995E-1,-5.805519968E-2
2.550199013E2,3.596493006E-1,1.675078869E-1,-2.322207987E-1
2.550604236E2,5.724295974E-1,1.440727711E-1,-3.134448230E-1
2.551009133E2,6.483274698E-1,3.448691964E-1,-4.440690279E-1
2.551413963E2,5.298202634E-1,-2.629793882E-1,-1.848179251E-1
2.551818632E2,5.671034455E-1,6.422023773E-1,4.664389193E-1
2.552223847E2,6.243597269E-1,3.360810280E-1,-2.375469655E-1
2.552628660E2,3.002625704E-1,-1.406240702E0,-5.348801613E-1
2.553033492E2,-3.977313936E-1,5.576494932E-1,-8.921326697E-2
2.553438011E2,-7.314156294E-1,2.239519358E0,-6.870753318E-2
2.553842840E2,2.181064636E-1,2.708354890E-1,-8.129059672E-1
2.554247793E2,-1.994648874E-1,-1.846847683E-1,-5.005263686E-1
2.554652623E2,-1.183740139E0,1.790390372E0,2.114487588E-1
2.555057404E2,-1.768153667E0,2.094913960E0,6.057181358E-1
2.555461872E2,-1.405574918E0,4.138430357E-1,4.318188429E-1
2.555867194E2,-1.568555593E0,-8.042509556E-1,2.720338702E-1
2.556272347E2,-2.020613909E0,7.057169080E-2,1.693720520E-1
2.556676759E2,-2.082397461E0,1.109839678E0,-4.074516147E-2
2.557081553E2,-1.388797522E0,3.619129062E-1,-1.443390697E-1
2.557486568E2,-3.838833570E-1,-3.420463324E0,-9.872047305E-1
2.557891270E2,-7.643046975E-2,-2.292381525E0,-3.862801194E-1
2.558295889E2,4.500609636E-2,2.486786604E0,2.629793882E-1
2.558700472E2,2.403431982E-1,2.272807837E0,4.331503808E-1
2.559105582E2,3.948020041E-1,-2.569874749E-2,3.861469775E-2
2.559510560E2,9.943950176E-1,-8.588441014E-1,2.922733128E-1
2.559915483E2,1.068162441E0,-7.342118621E-1,5.689675808E-1
2.560320202E2,8.790835738E-1,-3.599156141E-1,2.917406857E-1
2.560725178E2,4.633763805E-2,1.408770680E-1,-4.198349714E-1
2.561130087E2,-5.639077425E-1,2.833519876E-1,-3.716331720E-1
2.561534914E2,1.142995000E0,5.864107609E-1,-2.990641594E-1
2.561939702E2,9.291495085E-1,3.994623944E-2,-3.248960674E-1
2.562344518E2,8.575125933E-1,-5.127765536E-1,-2.007964253E-1
2.562749391E2,7.950633168E-1,-2.091851383E-1,-3.038577139E-1
2.563154328E2,7.982590199E-1,3.669727743E-1,-3.982639909E-1
2.563559039E2,4.049217105E-1,8.350095153E-1,-7.243584841E-2
2.563963187E2,1.271355629E0,7.010564804E-1,9.773512930E-2
2.564368362E2,1.125418663E0,-1.380808353E-1,4.299546778E-1
2.564773476E2,1.037536979E0,4.652405083E-1,1.632469594E-1
2.565178391E2,8.601756394E-2,6.877411008E-1,2.754958868E-1
2.565582962E2,1.406107545E-1,3.960003853E-1,-1.635132730E-1
2.565988250E2,3.159747422E-1,9.540493488E-1,-7.873403430E-1
2.566392677E2,-6.291532516E-1,1.925541878E0,-4.477973282E-1
2.566797311E2,-6.818822622E-1,2.181064636E-1,-3.501953483E-1
2.567201975E2,-6.059844494E-1,-7.091788650E-1,-2.748301327E-1
2.567607075E2,-1.464162827E0,-2.288919389E-1,2.888112962E-1
2.568012142E2,-2.217815161E0,-5.665708184E-1,7.255568504E-1
2.568416662E2,-1.629673362E0,-1.911028028E0,5.965305120E-2
2.568821587E2,-1.283872128E0,-1.352979064E0,-8.171668649E-1
2.569226396E2,-2.195844650E0,1.426613331E0,3.055887222E-1
2.569631368E2,-2.041385889E0,2.715012550E0,7.058500051E-1
2.570036281E2,-2.825530469E-1,-3.383180141E0,-9.713593721E-1
2.570441060E2,2.589847744E-1,-1.834597588E0,-5.814840794E-1
2.570845900E2,1.901440918E-1,2.439516783E0,3.732310236E-1
2.571250890E2,5.103797913E-1,2.377733231E0,2.991973162E-1
2.571655792E2,8.804150820E-1,3.456681073E-1,3.007951677E-1
2.572060475E2,1.137402534E0,-5.780220628E-1,6.414034367E-1
2.572464513E2,8.476591706E-1,-1.553908736E-1,6.169030666E-1
2.572869876E2,1.011971384E-2,4.034570158E-1,-5.991935730E-2
2.573274870E2,-7.700303197E-1,-1.631138027E-1,-3.838833570E-1
2.573679172E2,-7.215622067E-1,-1.377213120E0,-4.653736651E-1
2.574084378E2,1.755637169E0,-1.401713490E0,-6.355446577E-1
2.574489243E2,1.704372838E-2,-3.252955377E-1,-8.521863818E-2
2.574894008E2,2.493976802E-1,-3.342168778E-2,-8.362079412E-2
2.575298729E2,8.591104150E-1,5.619104207E-2,-2.628462613E-1
2.575703416E2,4.850804806E-1,-3.768261895E-2,-2.007964253E-1
2.576108866E2,8.503222466E-1,3.480648994E-1,-1.491326243E-1
2.576513061E2,7.119750977E-1,-1.042596847E-1,-2.564548552E-1
2.576918189E2,7.836120725E-1,-4.350145459E-1,-3.430050313E-1
2.577323170E2,9.312799573E-1,-3.873453438E-1,-2.487319112E-1
2.577727968E2,8.310149312E-1,-9.270190597E-1,-4.766917601E-2
2.578132492E2,9.379376769E-1,-9.203613400E-1,-9.826774895E-2
2.578536911E2,7.625737190E-1,-9.214265943E-1,-1.283605844E-1
2.578941903E2,5.657718778E-1,-9.251548648E-1,-2.404763550E-1
2.579347306E2,5.212984085E-1,-6.367430687E-1,-2.066552043E-1
2.579752255E2,5.247604251E-1,-9.579107761E-1,-1.302247345E-1
2.580156542E2,5.122439265E-1,-9.089100957E-1,-1.587197185E-1
2.580561208E2,-4.475310147E-1,4.836157858E-1,-7.190322969E-3
2.580965920E2,-1.266562104E0,5.219641700E-2,4.975969791E-1
2.581370741E2,-8.736242056E-1,-1.664027095E0,3.737636507E-1
2.581776219E2,1.352046967E0,-5.657718778E-1,-4.701672196E-1
2.582181139E2,1.304910481E-1,1.214365661E-1,-6.208977103E-1
2.582585985E2,3.742962480E-1,8.192973733E-1,-2.284924835E-1
2.582990586E2,-6.453980803E-1,-2.816209793E-1,5.468640327E-1
2.583395392E2,-3.941362351E-2,-3.450023532E-1,3.644428551E-1
2.583799919E2,-1.573881805E-1,-2.211690098E-1,1.376813650E-1
2.584204471E2,-7.669677585E-2,1.786928326E-1,1.350182891E-1
2.584609566E2,2.423405088E-2,-4.925371110E-1,-1.187734827E-1
2.585014902E2,7.616416365E-2,-6.071828008E-1,-2.026605755E-1
2.585419592E2,4.461994767E-1,-3.095833361E-1,-3.432713449E-1
2.585824477E2,9.477910995E-1,9.636363983E-1,-5.226299763E-1
2.586229781E2,1.112369537E0,-1.596518010E-1,-5.039883852E-1
2.586634053E2,9.350082874E-1,1.897579432E0,-2.540580630E-1
2.587038690E2,-7.766880393E-1,4.439358711E-1,7.643046975E-2
2.587443865E2,-8.808145523E-1,6.427350044E-1,2.440715134E-1
2.587848646E2,-1.099853039E0,3.232982159E-1,2.440715134E-1
2.588253699E2,1.344856620E-1,-9.943950176E-1,-2.343512699E-2
2.588657657E2,-1.326215118E-1,-1.150717974E0,1.672415882E-1
2.589063161E2,-5.508586168E-1,8.042509109E-2,3.591166735E-1
2.589467630E2,-6.698983908E-1,-7.318150997E-1,5.109124184E-1
2.589872694E2,-2.138455361E-1,-6.380745769E-1,-7.270215452E-2
2.590277482E2,4.320851564E-1,-5.202331543E-1,-9.187635034E-2
2.590682264E2,-1.064167738E0,-1.340862066E-1,2.973331809E-1
2.591087331E2,-1.846181989E0,9.710930586E-1,3.314206302E-1
2.591491714E2,-4.515256584E-1,-1.846847683E-1,3.488638252E-2
2.591896731E2,-2.820204496E-1,-1.665758193E-1,-2.050573565E-2
2.592301567E2,-8.520532846E-1,-7.496577501E-2,1.786928326E-1
2.592706381E2,-8.131722808E-1,1.697448850E0,3.745625615E-1
2.593111701E2,-6.065170765E-1,1.370954871E0,4.816184938E-1
2.593516218E2,-3.892095089E-1,3.464670479E-1,1.800243855E-1
2.593920712E2,-4.123783410E-1,8.894696087E-2,1.326215118E-1
2.594325710E2,-4.978632927E-1,5.286219120E-1,2.244978547E-1
2.594730655E2,-6.904041767E-1,8.760210276E-1,2.816209793E-1
2.595135633E2,-9.154346585E-1,1.104247212E0,3.817528784E-1
2.595540448E2,-3.849485815E-1,9.061138630E-1,3.031919599E-1
2.595945187E2,-3.926715255E-1,4.346150756E-1,8.175663650E-2
2.596350178E2,-3.411408663E-1,2.378132790E-1,-6.950645149E-2
2.596754907E2,3.255618513E-1,3.459344208E-1,4.264926612E-1
2.597159220E2,1.034873843E0,-1.043662071E0,1.254045606E0
2.597564359E2,2.329664707E0,-1.370155960E-1,6.315500140E-1
2.597969144E2,2.145112991E0,2.005434275E0,-1.142462417E-1
2.598374111E2,2.305963278E0,2.189719677E0,-3.086512685E-1
2.598778805E2,1.371487498E0,5.581821203E-1,5.348801613E-1
2.599183764E2,7.258231640E-1,-1.370022774E0,2.183727771E-1
2.599588572E2,9.033176303E-1,-3.551220596E-1,-9.027849883E-2
2.599993398E2,-1.109706521E0,4.703003764E-1,9.027849883E-2
2.600398285E2,-1.335269570E0,6.438001990E-1,3.676385581E-1
2.600803389E2,1.450181603E0,-5.704056740E0,-1.216762424E0
2.601208356E2,-8.126396537E-1,-2.601432085E0,-1.087070346E0
2.601612732E2,-8.081123829E-1,1.568555683E-1,-6.440665126E-1
2.602017405E2,-1.055645943E0,2.392113924E0,2.223673910E-1
2.602422339E2,-1.046591401E0,4.391023636E0,1.120092511E0
2.602827254E2,-2.836183012E-1,1.584001541E0,1.432738453E-1
2.603232112E2,-1.749645174E-1,6.483274698E-1,-7.796174288E-1
2.603636939E2,-4.411396384E-1,-3.994623839E-4,-5.620435476E-1
2.604041649E2,-7.829462737E-2,1.031545043E0,-3.924052119E-1
2.604446553E2,1.062569916E-1,-1.042596847E-1,-3.836170435E-1
2.604851320E2,5.059856921E-3,-8.311480880E-1,-4.179708064E-1
2.605255876E2,-1.264964193E-1,-3.556546867E-1,-6.011908650E-1
2.605660725E2,-5.942668915E-1,1.819684267E0,-7.444647551E-1
2.606065881E2,-7.669677585E-2,1.345123053E0,-8.504554033E-1
2.606470608E2,-2.926727831E-1,4.212996662E-1,-9.511199594E-1
2.606875254E2,-3.696358502E-1,4.135767221E-1,-8.059819341E-1
2.607280104E2,-2.886781394E-1,-9.509868026E-1,-4.600475132E-1
2.607685314E2,-2.972000241E-1,-4.752270877E-1,6.418029219E-2
2.608089876E2,-6.989260316E-1,6.762897968E-1,5.801525116E-1
2.608494863E2,4.877435565E-1,5.515244007E-1,-2.902759984E-2
2.608899563E2,6.230281591E-1,9.662995338E-1,1.816222370E-1
2.609303962E2,3.548557460E-1,7.356765866E-1,2.547238469E-1
2.609709073E2,5.572500229E-1,4.545882046E-1,-9.320788831E-2
2.610114011E2,5.639077425E-1,3.629781604E-1,-6.311506033E-2
2.610518812E2,1.930734813E-1,7.671009302E-1,2.106498331E-1
2.610923778E2,-3.741630912E-1,1.486000061E0,3.513937294E-1
2.611328065E2,-5.340812206E-1,1.190531015E0,4.430037737E-1
2.611733429E2,-5.133091807E-1,-9.560466409E-1,2.077204362E-2
2.612138375E2,-1.007177830E0,-2.675732136E0,6.258244067E-2
2.612543153E2,9.011871219E-1,1.077616334E0,-1.278279573E-1
2.612947990E2,-1.083608270E0,1.166563272E0,2.845503688E-1
2.613352353E2,-1.093728065E0,5.645735189E-2,4.500609636E-2
2.613757185E2,1.294258088E-1,-3.471860647E0,-9.146357179E-1
