"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.019709700E-2,0.000000000E0,0.000000000E0,0.000000000E0
7.017678500E-2,-4.409277439E-1,-9.396021366E-1,2.868206978E0
1.463561080E-1,-3.168320656E-1,-7.962377071E-1,1.491893768E0
1.868409520E-1,1.981154680E-1,5.688233376E-1,-4.171244621E0
2.272624620E-1,1.617800713E0,1.212219238E0,-4.233603001E0
2.677486600E-1,-5.072072744E-1,-4.788405895E-1,-1.672973633E0
3.082313160E-1,5.712020397E-2,4.400253296E-3,-6.146809578E0
3.483767850E-1,6.538152695E-3,2.209854126E-2,9.123086929E-1
3.892127740E-1,-1.324595809E0,-3.987159729E-1,1.100523949E0
4.296475660E-1,-2.137437820E0,9.332084656E-2,-4.471273422E0
4.701538160E-1,2.111617565E0,2.249998093E0,-9.929456711E-1
5.106619930E-1,-2.063127518E0,1.293200970E0,-1.265093803E0
5.511269930E-1,-9.394927025E-1,1.690973759E0,-1.771768570E0
5.916461080E-1,-5.977193117E-1,2.069528103E0,-2.063520432E0
6.320422540E-1,-7.526957989E-1,6.414542198E-1,-1.565757275E0
6.726035560E-1,-2.565708160E-1,-1.126740456E0,-4.990034103E-1
7.130936600E-1,4.118092060E-1,-2.842282534E0,-5.310554504E-1
7.535215240E-1,-6.421084404E-1,-1.414150238E0,-1.332826614E0
7.940172020E-1,3.254799843E-1,-1.117236137E0,-2.862057686E0
8.344744930E-1,8.581655025E-1,-1.388974190E0,-2.322705269E0
8.751419410E-1,1.025472641E0,-2.125255585E0,-1.713591576E0
9.155227740E-1,4.131458282E0,-1.009260845E1,-5.612594604E0
9.559420450E-1,1.594070435E0,-1.071643257E1,-3.314129829E0
9.964456390E-1,5.583218098E0,-1.033794975E1,-1.498928547E0
1.036917254E0,2.199825287E0,-9.492145538E0,-7.867510796E0
1.077388972E0,-8.716375351E0,-1.066580296E1,-3.433384895E-1
1.117983295E0,-1.557808495E1,-1.198979187E1,-7.205753803E0
1.158334910E0,-2.522068405E1,-8.122637749E0,-9.112632751E0
1.198836629E0,-2.116769981E1,-4.734217644E0,2.623853981E-1
1.239309077E0,-3.127747345E1,-1.743821144E0,-2.872921944E0
1.279796160E0,-1.638242149E1,4.459364891E0,2.343052864E1
1.320333868E0,1.037049389E1,7.173203468E0,1.518977070E1
1.360823452E0,-4.581988811E0,1.919892788E0,1.041128349E1
1.401214181E0,-1.182673454E0,-1.355071545E0,7.778048515E-1
1.441772149E0,8.211996078E0,5.123968124E-1,-1.881199265E1
1.482205431E0,8.810874939E0,5.274295807E-1,1.231617093E0
1.522514754E0,8.608008385E0,-2.541050911E-1,1.313252926E0
1.563085899E0,1.321374130E1,-3.147128105E0,-4.886038780E0
1.603468868E0,-1.170230389E0,-8.096073151E0,6.524498940E0
1.644098608E0,2.371101379E-1,5.780482292E-1,6.480612755E-1
1.684541837E0,-2.181701183E0,1.809480190E0,2.429676771E0
1.725060379E0,-1.881013393E0,-2.203750610E-2,3.928717136E0
1.765561577E0,2.223252296E0,1.325350761E0,-8.532113075E0
1.806024806E0,5.493263245E0,-6.449031830E-2,-5.520116329E0
1.846435118E0,-2.747335196E0,-1.018921375E1,1.819021940E0
1.886968191E0,-1.818977928E1,-6.336280823E0,8.780690432E-1
1.927426837E0,1.618790627E1,2.731067657E0,-6.528600693E0
1.967940952E0,6.786932945E0,2.451225281E0,-5.371031284E0
2.008408347E0,4.043680668E0,-4.178934097E-1,-4.020911217E0
2.048910014E0,4.318993092E0,-1.828411102E0,-4.266978741E0
2.089327254E0,-1.731242180E0,-3.083801270E-1,-1.428941250E0
2.129852514E0,-3.311769485E0,-3.579196930E-1,3.077033043E0
2.170224024E0,-5.399579048E0,-3.596740723E0,1.081672764E1
2.210662306E0,-5.426855564E0,-2.859700203E0,3.050926685E0
2.251342827E0,-3.737081528E0,-1.149834633E0,1.318199873E0
2.291790743E0,-2.539687872E0,-4.426171303E0,7.736225605E0
2.332283660E0,-1.187240183E-1,-3.982702255E0,8.226060867E0
2.372762097E0,2.083066463E0,-3.728736877E0,-6.588557720E0
2.413265847E0,5.168673992E0,-3.290148735E0,-4.715064049E0
2.453742202E0,2.892007351E0,-4.911846161E0,-3.150742054E-1
2.494232774E0,2.921560764E0,1.885071754E0,-6.726607800E0
2.534689754E0,1.518033981E0,3.692680836E0,-3.472022533E0
2.575148243E0,2.226487160E0,5.030753136E0,-4.778947830E0
2.615605952E0,3.821236134E0,6.391614914E0,-5.300733566E0
2.656126212E0,5.877811909E0,8.634332657E0,-2.893066168E0
2.696618243E0,5.516138554E0,4.636528969E0,1.174819469E-1
2.737115431E0,-1.014289284E1,-1.895304871E1,1.719985580E1
2.777569754E0,9.399097562E-1,2.282623291E0,-2.030875683E0
2.818041108E0,3.936795712E0,5.273907661E0,-6.559158802E0
2.858498712E0,7.667774200E0,-8.978316307E0,6.607835770E0
2.899003087E0,1.065310717E0,1.243494987E0,-7.830143929E0
2.939516108E0,-4.648303986E-2,6.625799656E0,-7.876501083E0
2.979971472E0,1.475023389E0,-3.680888176E0,-6.857799530E0
3.020495535E0,-2.620007992E0,-2.531495094E0,3.300318241E0
3.060970014E0,-1.433742285E0,2.371222019E0,1.159548283E0
3.101438920E0,-1.303088665E-1,3.368238926E0,-1.455121040E0
3.141883399E0,2.308820486E-1,1.781291962E-1,2.019994259E-1
3.182402514E0,1.913249493E0,5.420579910E-1,1.340456295E1
3.222906941E0,-2.335786343E0,-2.483664513E0,4.321431160E0
3.263350952E0,-3.916828394E0,-6.458038330E0,5.342183113E0
3.303830066E0,4.282462120E0,-6.459934235E0,8.488250732E0
3.344335327E0,8.663227081E0,-2.648811340E0,-7.968883514E0
3.384798556E0,3.143907309E0,2.190999985E-1,-7.661273003E0
3.425316316E0,3.654923201E0,-3.109531403E-1,-3.795853138E0
3.465732879E0,2.998338461E0,3.590590477E0,-7.439483643E0
3.506224389E0,3.715829134E0,8.575506210E0,-5.566600323E0
3.546757149E0,4.915343761E0,-1.835208893E0,5.886081696E0
3.587191837E0,9.733127356E-1,-2.801438332E0,-6.462332726E0
3.627651837E0,2.825737000E-2,1.755514145E-1,-6.051271439E0
3.668150952E0,-1.498906851E0,-3.107094765E0,-1.924492359E0
3.708629233E0,-6.593498707E0,-2.879772186E0,4.258520126E0
3.749099545E0,4.558707476E-1,1.802492142E0,-6.933379173E-1
3.789619493E0,-2.443835020E0,4.159517288E-1,2.576328993E0
3.830071577E0,-4.010242939E0,9.030122757E-1,4.032497406E0
3.870569233E0,-1.544843674E0,1.535390854E0,6.489036560E0
3.911044441E0,-5.265194416E0,-1.678509712E0,6.934487820E0
3.951559285E0,-2.023392439E0,-5.643094063E0,3.557135105E0
3.991969441E0,7.933206081E0,-3.588113785E0,-7.891859055E0
4.032487097E0,-6.897914410E-1,-5.448494911E0,2.239609241E0
4.072933087E0,2.983688831E0,-3.237936020E0,-3.741289139E0
4.113346108E0,1.194052458E0,1.150205612E0,-3.259000540E0
4.153890535E0,1.838654995E0,4.149765968E0,-5.460923672E0
4.194374233E0,2.745838165E0,4.827289104E0,-5.898165226E0
4.234889649E0,2.929822445E0,5.144275188E0,-4.011747360E0
4.275358191E0,1.803876996E0,3.779648781E0,2.146592140E-1
4.315814233E0,-7.019493580E-1,-2.769886971E0,4.557300568E0
4.356281316E0,-7.540893555E-2,-8.735828400E-1,4.172827721E0
