Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),Datetime
10.74465545,52.3559618,4.9570603,5.154692546,,,11.99699974,1.0,2024-06-05 19:44:18.744655
14.59213515,52.35596297,4.95705969,-9.130660752,0.0,,35.43490219,143.0872192,2024-06-05 19:44:22.592135
15.59182468,52.35596323,4.95705962,-8.910506614,0.0,,26.61464691,72.99632263,2024-06-05 19:44:23.591825
16.5915152,52.35595369,4.95706705,-13.38817706,0.0,,19.12624741,35.12733459,2024-06-05 19:44:24.591515
17.59135218,52.355973,4.95705287,-10.77237402,0.0,,18.95418358,25.6882782,2024-06-05 19:44:25.591352
18.59089963,52.35597083,4.957055,-13.18747598,0.0,,15.65661144,19.18816948,2024-06-05 19:44:26.590900
19.59192963,52.35597219,4.95705453,-21.20065791,0.0,,16.18612671,18.33257675,2024-06-05 19:44:27.591930
20.59207223,52.35597542,4.95705209,-20.04068157,0.0,,17.31105995,18.33757019,2024-06-05 19:44:28.592072
21.59446161,52.35597648,4.95705129,-19.74923765,0.0,,17.3948288,16.81966782,2024-06-05 19:44:29.594462
22.59292405,52.35597439,4.95705289,-19.95932271,0.0,,17.82694626,16.43020058,2024-06-05 19:44:30.592924
23.59220926,52.35597445,4.95706499,-19.63149583,0.0,,20.24416161,18.82139778,2024-06-05 19:44:31.592209
24.59315608,52.35597797,4.957071,-18.85200736,0.0,,20.60989761,19.10403442,2024-06-05 19:44:32.593156
25.59315431,52.35598144,4.95706723,-16.17890889,0.0,,23.2610817,20.11092567,2024-06-05 19:44:33.593154
26.59261978,52.35597442,4.95707596,-23.88710478,0.0,,26.3130455,21.37820625,2024-06-05 19:44:34.592620
27.59378218,52.35597656,4.95707323,-23.06343387,0.0,,26.74811363,22.11421013,2024-06-05 19:44:35.593782
28.59192926,52.35597656,4.95707324,-23.07600711,0.0,,28.15103531,22.25554085,2024-06-05 19:44:36.591929
29.59172322,52.3559765,4.95707325,-23.08058482,0.0,,30.49048233,22.79834938,2024-06-05 19:44:37.591723
30.59290905,52.35598291,4.95706353,-21.86311303,0.0,,27.94849586,22.30151176,2024-06-05 19:44:38.592909
31.59025155,52.3559833,4.95706312,-21.80335929,0.0,,28.08622551,21.66272354,2024-06-05 19:44:39.590252
32.5958603,52.35596517,4.95705778,-24.70133743,0.0,,15.65099812,18.55120087,2024-06-05 19:44:40.595860
33.59154999,52.355964,4.95706633,-24.39603632,0.0,,15.8077898,17.95446014,2024-06-05 19:44:41.591550
34.59341254,52.3559707,4.95707505,-21.91909303,0.0,,15.46726418,16.59885788,2024-06-05 19:44:42.593413
35.59207816,52.35597056,4.9570752,-22.02413464,0.0,,15.9603796,15.97087383,2024-06-05 19:44:43.592078
36.59386639,52.35597056,4.95707515,-21.98726944,0.0,,16.91212273,15.416008,2024-06-05 19:44:44.593866
37.5952329,52.35597379,4.95708213,-21.19850349,0.0,,17.8713398,15.70871735,2024-06-05 19:44:45.595233
38.59260525,52.3559739,4.95708197,-21.02455323,0.0,,19.81318855,15.84453678,2024-06-05 19:44:46.592605
39.59207551,52.35597839,4.95708802,-19.43573719,0.0,,19.6468811,15.59532452,2024-06-05 19:44:47.592076
40.59279316,52.35597985,4.957091,-18.41138036,0.0,,21.08686256,15.89023685,2024-06-05 19:44:48.592793
41.59295785,52.355979,4.95709566,-18.17126658,0.0,,22.79185104,16.41486931,2024-06-05 19:44:49.592958
42.59186774,52.35598704,4.95711053,-15.79313375,0.0,,20.98162651,15.83733082,2024-06-05 19:44:50.591868
43.59247311,52.35598576,4.95711323,-16.12247972,0.0,,21.91718864,16.24859428,2024-06-05 19:44:51.592473
44.59341311,52.35598451,4.95711879,-15.85874539,0.0,,21.22945595,15.4021349,2024-06-05 19:44:52.593413
45.59638951,52.35598472,4.95711718,-15.28965422,0.0,,22.35065079,15.85833836,2024-06-05 19:44:53.596390
