Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Datetime
0.0,-1.156929731,4.616054058,8.472985268,2024-06-05 19:44:08.000000
0.019713816,-1.341476202,3.602693558,10.54965591,2024-06-05 19:44:08.019714
0.059713816,0.0,0.0,0.0,2024-06-05 19:44:08.059714
0.099713816,-5.183751106,0.8001000881,13.54905891,2024-06-05 19:44:08.099714
0.139713816,-5.183751106,0.8001000881,13.54905891,2024-06-05 19:44:08.139714
0.179713816,-5.183751106,0.8001000881,13.54905891,2024-06-05 19:44:08.179714
0.219713816,-5.183751106,0.8001000881,13.54905891,2024-06-05 19:44:08.219714
0.259713816,-1.916351795,2.979961395,9.667003632,2024-06-05 19:44:08.259714
0.299713816,-1.916351795,2.979961395,9.667003632,2024-06-05 19:44:08.299714
0.339713816,0.2587239444,4.86281395,7.736294746,2024-06-05 19:44:08.339714
0.379713816,0.2587239444,4.86281395,7.736294746,2024-06-05 19:44:08.379714
0.419713816,0.2587239444,4.86281395,7.736294746,2024-06-05 19:44:08.419714
0.459713816,0.2587239444,4.86281395,7.736294746,2024-06-05 19:44:08.459714
0.499713816,0.2587239444,4.86281395,7.736294746,2024-06-05 19:44:08.499714
0.539713816,0.2587239444,4.86281395,7.736294746,2024-06-05 19:44:08.539714
0.579713816,-1.964208245,6.966104984,6.858428001,2024-06-05 19:44:08.579714
0.619713816,-1.964208245,6.966104984,6.858428001,2024-06-05 19:44:08.619714
0.659713816,-1.964208245,6.966104984,6.858428001,2024-06-05 19:44:08.659714
0.699713816,-1.964208245,6.966104984,6.858428001,2024-06-05 19:44:08.699714
0.739713816,-1.964208245,6.966104984,6.858428001,2024-06-05 19:44:08.739714
0.779713816,-1.964208245,6.966104984,6.858428001,2024-06-05 19:44:08.779714
0.819713816,-1.964208245,6.966104984,6.858428001,2024-06-05 19:44:08.819714
0.859713816,-1.964208245,6.966104984,6.858428001,2024-06-05 19:44:08.859714
0.899713816,-1.964208245,6.966104984,6.858428001,2024-06-05 19:44:08.899714
0.939713816,-1.964208245,6.966104984,6.858428001,2024-06-05 19:44:08.939714
0.979713816,-1.964208245,6.966104984,6.858428001,2024-06-05 19:44:08.979714
1.019713816,-1.964208245,6.966104984,6.858428001,2024-06-05 19:44:09.019714
1.059713816,-1.964208245,6.966104984,6.858428001,2024-06-05 19:44:09.059714
1.099713816,-1.964208245,6.966104984,6.858428001,2024-06-05 19:44:09.099714
1.139713816,-1.964208245,6.966104984,6.858428001,2024-06-05 19:44:09.139714
1.179713816,-30.99901772,-16.85115433,5.296513081,2024-06-05 19:44:09.179714
1.219713816,-30.99901772,-16.85115433,5.296513081,2024-06-05 19:44:09.219714
1.259713816,-30.99901772,-16.85115433,5.296513081,2024-06-05 19:44:09.259714
1.299713816,-30.99901772,-16.85115433,5.296513081,2024-06-05 19:44:09.299714
1.339713816,7.638188839,-2.716451883,6.670292377,2024-06-05 19:44:09.339714
1.379713816,7.638188839,-2.716451883,6.670292377,2024-06-05 19:44:09.379714
1.419713816,7.638188839,-2.716451883,6.670292377,2024-06-05 19:44:09.419714
1.459713816,7.638188839,-2.716451883,6.670292377,2024-06-05 19:44:09.459714
1.499713816,-0.9595218897,-4.342973232,5.882156372,2024-06-05 19:44:09.499714
1.539713816,-1.9797616,-6.338587284,1.528415442,2024-06-05 19:44:09.539714
1.579713816,6.592525482,-8.892027855,0.8587242365,2024-06-05 19:44:09.579714
1.619713816,-13.58375549,-12.21954727,7.864310741,2024-06-05 19:44:09.619714
1.659713816,-5.803193092,-2.255235434,2.54656148,2024-06-05 19:44:09.659714
1.699713816,-6.923034191,-5.969494343,7.645367622,2024-06-05 19:44:09.699714
1.739713816,-7.911269665,-5.525326729,3.637688637,2024-06-05 19:44:09.739714
1.779713816,-4.087838173,-6.073881149,-6.706184387,2024-06-05 19:44:09.779714
1.819713816,9.893424034,-13.77757359,-2.08534503,2024-06-05 19:44:09.819714
1.859713816,-1.48295188,-17.34826279,2.326122761,2024-06-05 19:44:09.859714
1.899713816,-8.887242317,-14.70957851,0.9667003751,2024-06-05 19:44:09.899714
1.939713816,19.24068642,-5.325226784,-6.852446079,2024-06-05 19:44:09.939714
1.979713816,3.987339735,-8.487341881,-3.232703447,2024-06-05 19:44:09.979714
2.019713816,6.252146244,-10.84217834,-4.602893353,2024-06-05 19:44:10.019714
2.059713816,3.477070332,-11.68056393,-4.403990269,2024-06-05 19:44:10.059714
2.099713816,-2.093719721,-10.39172935,-2.153540373,2024-06-05 19:44:10.099714
2.139713816,-1.619342685,-9.696913719,2.754737139,2024-06-05 19:44:10.139714
2.179713816,-1.619342685,-9.696913719,2.754737139,2024-06-05 19:44:10.179714
2.219713816,-4.584947109,-12.12353516,-3.72024107,2024-06-05 19:44:10.219714
2.259713816,-2.927319288,-11.56780243,1.802692771,2024-06-05 19:44:10.259714
2.299713816,-1.818246126,-15.18036556,7.358827114,2024-06-05 19:44:10.299714
2.339713816,-0.5724828243,-13.75244904,6.039185047,2024-06-05 19:44:10.339714
2.379713816,3.208775282,-13.66870022,-8.927920341,2024-06-05 19:44:10.379714
2.419713816,3.909573078,-14.59831142,2.550150633,2024-06-05 19:44:10.419714
2.459713816,3.097508907,-13.42911911,-3.843471289,2024-06-05 19:44:10.459714
2.499713816,0.8659027219,-7.867899895,0.9595218897,2024-06-05 19:44:10.499714
2.539713816,1.125823021,-5.325226784,-1.280459166,2024-06-05 19:44:10.539714
2.579713816,0.9990034699,-4.780261517,-3.072085142,2024-06-05 19:44:10.579714
2.619713816,3.18006134,-2.66739893,-2.562114954,2024-06-05 19:44:10.619714
2.659713816,5.756533146,-0.5174478889,-0.137886405,2024-06-05 19:44:10.659714
2.699713816,4.922634602,-7.920841217,5.534897804,2024-06-05 19:44:10.699714
2.739713816,-13.97049522,-33.4005127,17.62254143,2024-06-05 19:44:10.739714
2.779713816,1.650449395,-4.180261135,-1.412064433,2024-06-05 19:44:10.779714
2.819713816,5.013860703,-5.625824928,-5.044967651,2024-06-05 19:44:10.819714
2.859713816,5.991029739,-24.61018181,21.11277199,2024-06-05 19:44:10.859714
2.899713816,1.992922187,-3.542873144,-5.394618511,2024-06-05 19:44:10.899714
2.939713816,0.2347957194,-4.450949192,-6.243771553,2024-06-05 19:44:10.939714
2.979713816,2.898605585,-10.64327526,-4.483252525,2024-06-05 19:44:10.979714
3.019713816,-0.2012962103,-15.23181152,-3.285345554,2024-06-05 19:44:11.019714
3.059713816,-1.469492197,-8.193922043,3.862613916,2024-06-05 19:44:11.059714
3.099713816,1.594218135,-5.985047817,-1.927119493,2024-06-05 19:44:11.099714
3.139713816,0.6900302172,-9.379565239,-2.347658157,2024-06-05 19:44:11.139714
3.179713816,4.417449474,-7.986643791,11.57498074,2024-06-05 19:44:11.179714
3.219713816,-1.781157374,-12.55125237,1.285244823,2024-06-05 19:44:11.219714
3.259713816,-2.524727106,-15.07478237,3.34038043,2024-06-05 19:44:11.259714
3.299713816,0.2347957194,-19.02862358,16.16949844,2024-06-05 19:44:11.299714
3.339713816,10.64925671,-12.7310133,-4.459323883,2024-06-05 19:44:11.339714
3.379713816,2.892623425,-10.96301651,-6.563811779,2024-06-05 19:44:11.379714
3.419713816,3.740580082,-9.368798256,5.107180595,2024-06-05 19:44:11.419714
3.459713816,2.883052111,-7.991429329,-3.306880951,2024-06-05 19:44:11.459714
3.499713816,3.647259951,-1.250548959,-4.974379063,2024-06-05 19:44:11.499714
3.539713816,-1.520040631,-7.04387188,16.65225029,2024-06-05 19:44:11.539714
3.579713816,3.042174816,-13.74287796,-5.605485916,2024-06-05 19:44:11.579714
3.619713816,0.5557330847,-10.09591675,-3.387339592,2024-06-05 19:44:11.619714
3.659713816,2.438585281,-11.01326561,-4.519144535,2024-06-05 19:44:11.659714
3.699713816,-6.224628925,-12.46271801,14.02194023,2024-06-05 19:44:11.699714
3.739713816,0.561715126,-9.655039787,-2.550150633,2024-06-05 19:44:11.739714
3.779713816,-1.067198873,-8.789136887,0.2312064916,2024-06-05 19:44:11.779714
3.819713816,-3.506980658,-9.35204792,6.155237198,2024-06-05 19:44:11.819714
3.859713816,-0.6490531564,-8.948259354,4.25802803,2024-06-05 19:44:11.859714
3.899713816,-4.893920422,-9.69811058,7.993822098,2024-06-05 19:44:11.899714
3.939713816,-3.825525284,-14.85583973,7.167401314,2024-06-05 19:44:11.939714
3.979713816,5.270191669,-14.38983727,-3.134597778,2024-06-05 19:44:11.979714
4.019713816,-0.4504488707,-13.88435364,-1.868495345,2024-06-05 19:44:12.019714
4.059713816,2.148754835,-14.86182117,1.330708504,2024-06-05 19:44:12.059714
4.099713816,-0.4827519655,-9.129216194,1.088734269,2024-06-05 19:44:12.099714
4.139713816,0.4504488707,-5.616253853,-1.571486235,2024-06-05 19:44:12.139714
4.179713816,1.559522152,-4.552644253,-1.953440547,2024-06-05 19:44:12.179714
4.219713816,3.43160677,-4.023231983,-1.418046474,2024-06-05 19:44:12.219714
4.259713816,2.126022816,-4.903491974,1.575075507,2024-06-05 19:44:12.259714
4.299713816,3.504587889,-9.853942871,8.240582466,2024-06-05 19:44:12.299714
4.339713816,1.014556766,-11.17986584,8.106285095,2024-06-05 19:44:12.339714
4.379713816,4.69411993,-9.184251785,0.78095752,2024-06-05 19:44:12.379714
4.419713816,6.93619442,-22.16441727,-2.527119875,2024-06-05 19:44:12.419714
4.459713816,-7.434499741,-10.05523872,-13.30110264,2024-06-05 19:44:12.459714
4.499713816,-5.128716469,4.893920422,-0.4839483798,2024-06-05 19:44:12.499714
4.539713816,-0.07776673883,-5.88694191,-4.73360157,2024-06-05 19:44:12.539714
4.579713816,3.282952785,-19.11835289,8.174779892,2024-06-05 19:44:12.579714
4.619713816,3.129812002,-9.249156952,-0.4719842672,2024-06-05 19:44:12.619714
4.659713816,2.87467742,-7.713562965,-0.4253242314,2024-06-05 19:44:12.659714
4.699713816,2.87467742,-7.713562965,-0.4253242314,2024-06-05 19:44:12.699714
4.739713816,1.354636669,-10.45035362,2.358425856,2024-06-05 19:44:12.739714
