"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.519022510E1,2.320952415E-1,8.015613556E-1,-1.253181458E0
1.523071578E1,-1.290994406E0,-5.060119629E-1,-3.184556365E-1
1.527121442E1,-1.026790619E0,-9.456815720E-1,6.103255153E-1
1.531170682E1,-8.781671524E-2,-4.757003784E-1,7.836940289E-1
1.535217901E1,-1.272349358E-1,-3.284111023E-1,1.514856815E0
1.539268541E1,6.810116768E-2,3.147506714E-2,2.036467075E0
1.543319250E1,-5.328559875E-2,7.392787933E-2,2.760106087E0
1.547366265E1,4.553341866E-1,2.080879211E-1,2.713316202E0
1.551423687E1,-7.104492188E-1,-1.568786621E0,1.804318786E0
1.555467515E1,-9.411268234E-1,-2.897998810E0,-1.224034429E-1
1.559514531E1,1.491259813E0,-2.211675644E0,1.165495515E0
1.563564687E1,1.802563667E-1,-5.863361359E-1,2.676020145E0
1.567615119E1,-9.408137798E-1,7.495794296E-1,1.361870527E0
1.571666724E1,-9.690315723E-1,3.627138138E-1,-1.259025216E0
1.575710776E1,-2.882645130E-1,-2.142015457E0,-4.077312469E0
1.579760380E1,-1.763100624E-1,-1.395920753E0,-3.692230701E0
1.583808104E1,-6.448938847E-1,-5.026092529E-1,-2.247266293E0
1.587863125E1,-1.417905092E0,5.108737946E-1,-1.972685933E0
1.591905744E1,-1.151504636E0,5.276699066E-1,-2.072704077E0
1.595961687E1,1.694920063E-1,1.546998024E0,-1.380247116E0
1.600008427E1,1.525590897E0,1.749393463E0,-1.433072090E0
