Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Datetime
0.000465157,-2.072184324,7.591229916,5.703591824,2024-06-05 16:40:25.000465
0.020731511,-3.33439827,7.035496712,5.78285408,2024-06-05 16:40:25.020732
0.060731511,-2.97039032,7.037889481,7.517052174,2024-06-05 16:40:25.060732
0.100731511,-0.8216354847,6.290730953,9.594022751,2024-06-05 16:40:25.100732
0.140731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.140732
0.180731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.180732
0.220731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.220732
0.260731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.260732
0.300731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.300732
0.340731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.340732
0.380731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.380732
0.420731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.420732
0.460731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.460732
0.500731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.500732
0.540731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.540732
0.580731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.580732
0.620731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.620732
0.660731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.660732
0.700731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.700732
0.740731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.740732
0.780731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.780732
0.820731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.820732
0.860731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.860732
0.900731511,-2.594418049,5.107180595,5.538486958,2024-06-05 16:40:25.900732
