Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Datetime
0.0,-4.417449474,6.709774017,0.6514459848,2024-06-04 14:43:38.000000
0.0,-4.759922504,6.406782627,6.931408882,2024-06-04 14:43:38.000000
0.014634073,-5.652146339,4.831707001,6.87517786,2024-06-04 14:43:38.014634
0.055056886,-3.783650875,6.051149368,4.78385067,2024-06-04 14:43:38.055057
0.095545323,-3.681955814,6.562615395,6.264110565,2024-06-04 14:43:38.095545
0.136033813,-3.304488182,6.179165363,7.969893932,2024-06-04 14:43:38.136034
0.222046678,-3.546462297,5.518147945,6.754639149,2024-06-04 14:43:38.222047
0.262529646,-3.236890793,5.833701611,6.476772785,2024-06-04 14:43:38.262530
0.302968396,-3.46809721,5.826523304,7.181757927,2024-06-04 14:43:38.302968
0.343443032,-4.647758961,4.721637249,6.958328247,2024-06-04 14:43:38.343443
0.383986782,-1.44496572,3.887439489,7.457231998,2024-06-04 14:43:38.383987
0.424475271,0.0466600433,2.325524569,10.58704376,2024-06-04 14:43:38.424475
0.464963709,0.752243638,0.132801652,11.33360481,2024-06-04 14:43:38.464964
0.505452198,5.540281773,0.3897309899,13.92024612,2024-06-04 14:43:38.505452
0.545926313,5.294120312,0.4953143001,11.28335476,2024-06-04 14:43:38.545926
0.586392459,5.4652071,2.042872429,5.161019325,2024-06-04 14:43:38.586392
0.626900636,1.441974759,1.867298961,9.620942116,2024-06-04 14:43:38.626901
0.667402875,1.942074656,2.185843468,10.18744278,2024-06-04 14:43:38.667403
0.707865375,2.114656925,2.914158821,7.944170952,2024-06-04 14:43:38.707865
0.748336313,0.9690931439,2.470888376,7.133303165,2024-06-04 14:43:38.748336
0.788850375,1.739881158,2.586641312,8.861519814,2024-06-04 14:43:38.788850
0.829330428,2.558525562,3.207578659,8.917152405,2024-06-04 14:43:38.829330
0.869818657,2.614757061,2.822035313,9.750752449,2024-06-04 14:43:38.869819
0.910360896,2.343470573,2.688336134,9.255737305,2024-06-04 14:43:38.910361
0.950791938,2.344667196,2.547757864,9.680164337,2024-06-04 14:43:38.950792
0.991280219,2.081157446,2.367997169,10.0340023,2024-06-04 14:43:38.991280
1.0317685,2.280659199,2.900998354,9.932906151,2024-06-04 14:43:39.031769
1.072255844,4.322035789,2.754138947,10.0707922,2024-06-04 14:43:39.072256
1.112744125,2.988336325,3.06610322,10.17547798,2024-06-04 14:43:39.112744
1.153246209,1.936690807,3.239881754,8.462217331,2024-06-04 14:43:39.153246
1.193709646,1.776371717,4.291527271,5.362315655,2024-06-04 14:43:39.193710
1.234256521,3.008675337,4.284946918,6.879364967,2024-06-04 14:43:39.234257
1.274739907,4.609473705,4.249054909,9.396913528,2024-06-04 14:43:39.274740
1.315236157,4.562813759,4.261617184,10.92114162,2024-06-04 14:43:39.315236
1.355699438,3.789034605,4.191029072,10.18146038,2024-06-04 14:43:39.355699
1.396187615,4.03100872,4.210769653,9.050253868,2024-06-04 14:43:39.396188
1.436676573,4.185645103,4.222733974,8.47956562,2024-06-04 14:43:39.436677
1.47716548,3.983750582,4.477270126,7.492526054,2024-06-04 14:43:39.477165
1.517632198,3.696312666,4.513761044,7.681259632,2024-06-04 14:43:39.517632
1.558126157,4.035196304,4.666303158,7.122535706,2024-06-04 14:43:39.558126
1.598617563,3.889234066,4.810770035,7.103393078,2024-06-04 14:43:39.598618
1.639097823,3.92991209,5.079065323,6.454041004,2024-06-04 14:43:39.639098
