"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.769635500E-2,0.000000000E0,0.000000000E0,0.000000000E0
8.818375100E-2,2.081842422E-1,7.846832275E-2,-6.815476418E-1
1.287077620E-1,-8.027074337E-1,2.763195038E-1,-7.917914391E-1
1.691942720E-1,7.831609249E-1,-2.767801285E-1,9.650802612E-2
2.446866160E-1,1.290793896E0,-1.025724411E-1,-3.272213936E-1
2.851939600E-1,4.966807365E-1,2.531499863E-1,-1.144569874E0
3.257294800E-1,-1.795770407E0,-2.196751356E0,3.049199104E0
3.662244800E-1,-1.861114144E0,-1.324219704E-1,3.221095562E0
4.066781260E-1,-1.855127811E0,2.933588028E-1,1.737685204E0
4.471124490E-1,-3.682265878E-1,6.296348572E-2,-7.015218735E-1
4.876699490E-1,2.548854351E-1,-1.755492449E0,-1.709567070E0
5.281242720E-1,9.934374094E-1,-4.468088150E-1,7.636060715E-1
5.686038030E-1,8.214623928E-1,1.194082737E0,8.459005356E-1
6.090947930E-1,-9.873758554E-1,5.278892517E-1,1.722602844E-1
6.496157300E-1,-3.721606731E-1,2.124757767E-1,-2.048330307E-1
6.900738030E-1,-7.469844818E-2,7.454824448E-2,-4.517312050E-1
7.305703660E-1,-1.040425301E0,-1.108007431E-1,-2.853293419E-1
7.710914080E-1,8.263176680E-1,-5.343723297E-2,1.342697144E-1
8.115778140E-1,9.604296684E-1,7.913632393E-1,8.061122894E-1
8.520321370E-1,-1.795158863E0,-2.650856972E-1,5.213103294E-1
8.925422410E-1,-2.823857069E-1,-3.406167030E-1,5.106639862E-2
9.330917200E-1,1.231427431E0,-6.719088554E-1,-1.824822426E0
9.735813030E-1,1.518751383E0,-5.256795883E-1,-2.012051105E0
1.014021772E0,1.409521341E0,-5.569787025E-1,1.680922031E0
1.054477137E0,7.310411930E-1,-7.858829498E-1,-1.616554737E0
1.094989168E0,-5.457017422E-1,5.580306053E-1,1.629610538E0
1.135481564E0,-9.062294364E-1,8.271212578E-1,3.073565483E0
1.176032137E0,-2.133024633E-1,-1.457595825E-1,1.089899063E0
1.216512553E0,1.994625032E-1,-2.014265060E-1,-8.821525574E-1
1.257018543E0,-5.315757990E-1,-5.570263863E-1,2.515125275E-2
1.297437397E0,-7.148836851E-1,-6.765599251E-1,8.343410492E-1
1.337897397E0,-1.056895256E0,-1.317119598E-1,9.071784019E-1
1.378468074E0,1.567018032E-1,2.156987190E0,5.977406502E-1
1.418876928E0,-1.422726274E0,-5.615620613E-1,1.420029163E0
1.459358126E0,-7.756665945E-1,-3.463134766E-1,-1.047920704E0
1.499866460E0,1.037424564E0,-1.049705982E0,-8.680109978E-1
1.540350001E0,9.805276394E-1,-1.830658436E0,1.438776016E0
1.580859897E0,6.470150948E-1,-1.666468620E0,1.826746464E0
1.621335470E0,1.205412149E-1,-2.233508587E0,1.995043755E0
1.661896303E0,1.299990892E0,-1.560281754E0,-1.989364624E-3
1.702277970E0,1.365709305E-2,-2.357320786E-1,-1.309607983E0
1.742796460E0,1.860677958E0,-1.735873222E-1,-1.266870499E0
1.783300887E0,6.317832470E-1,-1.343141556E0,5.723471642E-1
1.823856043E0,2.637150288E-1,-2.044028759E0,2.935996056E-1
1.864335158E0,2.792933941E0,-1.817731857E0,-9.590754509E-1
