"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.718107449368796E9,"2024-06-11 14:04:09.369 UTC+02:00"
"PAUSE",3.171399132499937E2,1.718107766503172E9,"2024-06-11 14:09:26.503 UTC+02:00"
