Time (s),Distance (cm),Datetime
0.003718208405,5.0,2024-06-16 11:10:08.003718
5.944184292,0.0,2024-06-16 11:10:13.944184
275.6609954,5.0,2024-06-16 11:14:43.660995
277.7859177,0.0,2024-06-16 11:14:45.785918
279.1896653,5.0,2024-06-16 11:14:47.189665
