Time (s),Distance (cm),Datetime
0.03618533333,5.0,2024-06-04 14:43:06.036185
2.896668333,0.0,2024-06-04 14:43:08.896668
6.81350475,5.0,2024-06-04 14:43:12.813505
8.197360542,0.0,2024-06-04 14:43:14.197361
122.5094846,5.0,2024-06-04 14:45:08.509485
