"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.506250000E-2,-3.681216538E-1,-2.862010598E-1,1.350757573E-2
1.048025000E-1,-4.039864838E-1,-3.527011871E-1,6.765995175E-3
1.445425000E-1,-5.148466825E-1,-4.237873256E-1,3.818756714E-2
1.842825000E-1,-5.768226981E-1,-5.547369123E-1,-6.932526361E-3
2.240225000E-1,-2.854609191E-1,-4.062066376E-1,1.513222419E-2
2.637616250E-1,-1.269174665E-1,-2.767394483E-1,6.684357673E-2
3.035016250E-1,-2.606348693E-1,-2.862750888E-1,1.167310625E-1
3.432416250E-1,-3.816584051E-1,-3.844220638E-1,1.205678806E-1
3.829816250E-1,-3.503256142E-1,-4.348486066E-1,1.495178640E-1
4.227216250E-1,-4.604763091E-1,-6.635142565E-1,8.451155573E-2
4.624616250E-1,-5.206075907E-1,-6.828911901E-1,7.474591956E-3
5.022016250E-1,-2.486697882E-1,-2.736429572E-1,3.893448412E-2
5.419416250E-1,-1.419134587E-1,-1.539937109E-1,1.671823412E-1
5.816806250E-1,4.467784986E-2,-4.583805427E-2,2.620718777E-1
6.214206250E-1,2.110301256E-1,4.046496004E-2,3.044437170E-1
6.611606250E-1,3.191047907E-1,-1.206464767E-1,3.485036194E-1
7.009006250E-1,1.855276227E-1,-2.500815392E-1,2.716962397E-1
7.406406250E-1,2.497856021E-1,-3.105942905E-1,2.859225571E-1
7.803806250E-1,8.728253096E-2,-1.207564473E-1,2.349883765E-1
8.201206250E-1,-4.104854539E-3,2.987998128E-1,1.906965077E-1
8.598606250E-1,2.052776068E-1,3.108768165E-2,1.737034470E-1
8.995996250E-1,7.049221545E-2,-3.272346258E-1,3.092485070E-1
9.393396250E-1,-8.312837034E-2,-3.021540046E-1,4.011224508E-1
9.790796250E-1,-2.020139992E-1,-1.220872253E-1,5.846989751E-1
1.018819625E0,-2.218957692E-1,-1.535189152E-1,5.330983400E-1
1.058559625E0,-3.613894880E-1,4.799985588E-1,4.163456336E-2
1.098299625E0,-2.919365168E-1,5.503140688E-1,-4.951419830E-1
1.138039625E0,-5.339277983E-1,2.891843021E-2,-3.781627119E-2
1.177779625E0,-2.672042131E0,1.231595516E0,9.623118043E-1
1.217518625E0,-2.482903957E0,5.667549968E-1,5.065733790E-1
1.257258625E0,-1.618611217E0,-1.488916874E-1,-2.952404320E-1
1.296998500E0,-1.440042615E0,-1.231076121E0,-2.835292742E-2
1.336738500E0,-6.082129478E-1,2.374811098E-2,-2.254051268E-1
1.376478500E0,1.202957749E0,-3.185300529E-1,-1.970895648E0
1.416218500E0,3.506441832E0,-9.475173354E-1,-1.581498981E0
1.455957500E0,3.595267296E0,-3.732517242E0,-9.180213809E-1
1.495697500E0,8.124243617E-1,-4.532714844E0,-1.207511306E0
1.535437500E0,-7.766511440E-1,1.917247891E0,-3.243020475E-1
1.575177500E0,-1.114982724E0,1.678563714E0,2.185762227E-1
1.614917500E0,-8.800050616E-1,7.536374331E-1,-8.413894475E-2
1.654657500E0,-4.601842463E-1,2.682951689E-1,5.056868866E-2
1.694397500E0,-7.227659225E-1,8.789360523E-1,3.094532192E-1
1.734136500E0,-9.690658450E-1,1.850938916E0,8.186498880E-1
1.773876500E0,-1.796655297E0,-1.387818217E0,8.126841784E-1
1.813616500E0,-1.649694443E0,-4.154987812E0,5.576523542E-1
1.853356500E0,-1.147686124E0,-3.109757185E0,3.494632840E-1
1.893096500E0,-5.421982408E-1,2.472132444E0,-9.796252102E-2
1.932836500E0,1.511452556E0,3.812227726E0,-5.023983717E-1
1.972575500E0,1.991110444E0,3.345686436E0,-1.863360256E-1
2.012315500E0,1.547758430E-1,2.970050812E0,1.157356977E0
2.052055500E0,-2.348926067E0,4.197103500E0,7.589125633E-1
2.091795500E0,-2.158649921E0,1.021282315E0,1.114597842E-1
2.131535500E0,-1.891614795E0,-8.159513474E-1,-9.088812470E-1
2.171275500E0,-1.845114112E0,2.037478238E-1,-1.203716636E0
2.211014500E0,-7.941502333E-1,-1.403013170E-1,-1.425091505E0
2.250754500E0,-1.413627863E-1,-1.994332790E0,-4.239589572E-1
2.290494000E0,4.719695747E-1,-2.119313717E0,2.362240106E-1
2.330234000E0,-9.823529124E-1,-1.571402311E0,1.492236555E-1
2.369974000E0,-1.924257398E0,-3.286565542E-1,-1.367885619E-1
2.409713000E0,-1.770638347E0,3.149049282E0,-1.213904858E0
2.449453000E0,-3.178193808E0,2.178277493E0,-8.353366256E-1
2.489193000E0,-2.787403822E0,1.337194085E0,4.431319833E-1
2.528933000E0,-1.797366142E0,1.673227549E0,-5.815581679E-1
2.568673000E0,-1.013116598E0,2.213323832E0,-1.269541979E0
2.608413000E0,-3.484902382E-1,1.969962478E0,-1.899873257E0
2.648152000E0,-2.433333397E0,1.693802714E0,-1.718666553E0
2.687892000E0,-5.115766048E0,-1.437450498E-1,1.347056478E-1
2.727632000E0,-8.347239494E-1,1.808059812E-1,2.121974230E0
2.767372000E0,-5.349036455E-1,5.165076256E-1,1.971629381E0
2.807112000E0,1.405431271E0,-1.706560254E-1,3.310756207E0
2.846851000E0,5.598353744E-1,-4.424878955E-1,1.984287620E0
2.886591000E0,1.369990230E0,-1.049262404E0,1.345182657E0
2.926331000E0,1.228525996E0,-1.356225729E0,1.154606223E0
2.966071000E0,3.508060873E-1,-1.039645433E0,1.474832416E0
3.005810000E0,-3.357022107E-1,-8.983141184E-1,1.349988461E0
3.045550000E0,1.675716281E0,-6.620373726E-1,-9.267902374E-2
3.085290000E0,1.695671916E0,-5.704147220E-1,-7.660533190E-1
3.125030000E0,1.500841141E0,1.753335714E0,1.356162906E0
3.164770000E0,3.868703246E-1,-4.399044812E-1,9.252324104E-1
3.204509000E0,5.424007177E-1,-6.218556166E-1,9.813539386E-1
3.244249000E0,2.076286972E-1,-7.975468636E-1,-1.047748923E0
3.283989292E0,-8.649852872E-1,-1.344920397E0,-8.521085382E-1
