"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.461347667E1,-4.852136374E-1,-3.684374690E-1,-3.170399666E-1
1.465391870E1,-4.820179343E-1,-3.258281648E-1,-2.912080884E-1
1.469444266E1,-3.283580840E-1,-1.378145218E-1,-1.724345982E-1
1.473494037E1,-1.334204376E-1,-3.210346103E-1,9.054481052E-3
1.477543886E1,4.993279651E-2,1.970681176E-2,1.507304758E-1
1.481593318E1,2.263620263E-3,-1.607170254E-1,2.085193694E-1
1.485640990E1,-1.459369212E-1,-1.593854874E-1,5.033225939E-2
1.489689719E1,-1.904104054E-1,-9.453943372E-2,2.396774292E-2
1.493739938E1,-2.476666719E-1,-1.439396143E-1,-4.447348043E-2
1.497787120E1,-2.950695455E-1,-2.556559257E-2,-1.118494663E-2
1.501835855E1,-2.609820962E-1,1.110505462E-1,3.142437339E-2
1.505884652E1,-1.675078869E-1,6.870753318E-2,7.962616533E-2
1.509933605E1,-8.215609938E-2,9.187635034E-2,9.134373069E-2
1.513983657E1,-2.995967865E-2,1.515294015E-1,6.977276504E-2
1.518032735E1,2.410089783E-2,1.198387146E-1,5.565842614E-2
1.522083245E1,6.378082931E-2,1.416759938E-1,4.953333735E-2
1.526132610E1,8.402025700E-2,1.379476786E-1,7.962616533E-2
1.530177980E1,3.315537795E-2,1.773612946E-1,5.885412544E-2
1.534226568E1,2.796236658E-3,1.850842386E-1,2.876129188E-2
1.538277047E1,3.768261895E-2,1.158440933E-1,8.521864191E-3
1.542322615E1,-1.073222235E-1,1.097190008E-1,-2.675066292E-1
1.546376579E1,-2.303566411E-2,1.643121988E-1,-1.247654185E-1
1.550425079E1,2.019948065E-1,1.925408691E-1,1.137136221E-1
