Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),Datetime
1.156731198,52.34180329,4.89185826,18.588789,0.9100000262,189.3999939,71.99539185,32.43424988,2024-06-04 16:17:51.156731
1.556000833,52.34177902,4.8919041,15.83139578,0.4399999976,177.5,10.16185188,9.53740406,2024-06-04 16:17:51.556001
2.555286978,52.3417803,4.8919534,16.8080494,0.4699999988,132.1000061,8.089051247,7.81553936,2024-06-04 16:17:52.555287
3.554503645,52.34178689,4.89198477,15.65750298,0.7099999785,32.70000076,6.327061653,6.873488903,2024-06-04 16:17:53.554504
4.554515207,52.34179311,4.89202129,13.92004492,2.400000095,94.90000153,4.885401726,5.608380318,2024-06-04 16:17:54.554515
5.555587811,52.34179017,4.8920667,12.19393157,2.99000001,89.90000153,4.466961861,5.045565128,2024-06-04 16:17:55.555588
6.554917602,52.34178766,4.89212373,11.0865999,3.599999905,96.30000305,4.049397945,4.268190384,2024-06-04 16:17:56.554918
7.555892341,52.3417824,4.89218256,10.32228296,3.75,96.90000153,3.959237337,4.139880657,2024-06-04 16:17:57.555892
8.556265726,52.34178258,4.89225431,9.471128095,4.760000229,89.90000153,3.790092468,3.853093863,2024-06-04 16:17:58.556266
9.55707984,52.34178369,4.89232566,7.336588078,4.130000114,86.19999695,3.790092468,3.702053308,2024-06-04 16:17:59.557080
10.55627145,52.34178572,4.89239426,7.462851005,3.960000038,83.19999695,3.790092468,3.318842888,2024-06-04 16:18:00.556271
11.55590421,52.34178339,4.89248755,6.190013054,5.039999962,89.80000305,3.790092468,3.50123167,2024-06-04 16:18:01.555904
12.55647703,52.34178225,4.89254492,6.150920823,4.360000134,92.40000153,3.790092468,3.665611744,2024-06-04 16:18:02.556477
13.55510572,52.34178269,4.89260968,5.797626079,4.130000114,87.40000153,3.790092468,3.674487591,2024-06-04 16:18:03.555106
14.55583479,52.3417779,4.89267334,6.905382889,4.429999828,90.5,3.790092468,3.601365805,2024-06-04 16:18:04.555835
