Time (s),X (rad/s),Y (rad/s),Z (rad/s),Datetime
0.008483791666,0.02355678938,-0.1842480153,0.1902480274,2024-06-05 18:03:09.008484
0.04821879166,-0.3359380364,-0.05040708929,0.3667941689,2024-06-05 18:03:09.048219
0.08795279167,-0.1878151,0.02362236381,0.2361041307,2024-06-05 18:03:09.087953
0.1276877917,-0.3552462459,-0.02599908412,0.3515881896,2024-06-05 18:03:09.127688
0.1674217917,-0.3124110699,0.1655326337,0.3034085929,2024-06-05 18:03:09.167422
0.2071567917,-0.1407660991,0.1053063124,0.2352098227,2024-06-05 18:03:09.207157
0.2468907917,-0.3761361837,0.01113210618,0.2713159621,2024-06-05 18:03:09.246891
0.2866247917,-0.9026817083,1.092162609,0.2734088898,2024-06-05 18:03:09.286625
0.3263597917,-2.021039248,1.512622356,0.196482107,2024-06-05 18:03:09.326360
0.3660937917,-4.02543354,1.808822036,-0.4022247791,2024-06-05 18:03:09.366094
0.4058287917,-5.761030674,1.697698355,-1.553513646,2024-06-05 18:03:09.405829
0.4455627917,-7.675584793,1.179478288,-2.500590324,2024-06-05 18:03:09.445563
0.4852975417,-6.945334911,2.535294533,-2.838537216,2024-06-05 18:03:09.485298
0.5250315417,-6.488853931,1.043076396,-2.385059595,2024-06-05 18:03:09.525032
0.5647665417,-6.739039421,-1.05803895,-0.3560076654,2024-06-05 18:03:09.564767
0.6045005417,-4.597484589,2.591526031,-0.2550995946,2024-06-05 18:03:09.604501
0.6442345417,0.395403564,2.638274193,1.693776727,2024-06-05 18:03:09.644235
0.6839695417,-0.9832741022,1.692249298,2.411952019,2024-06-05 18:03:09.683970
0.7237035417,-0.5089046359,-1.331802249,0.6049420834,2024-06-05 18:03:09.723704
0.7634385417,-0.7488349676,1.569687247,1.78613317,2024-06-05 18:03:09.763439
0.8031725417,-1.042847872,-2.035072565,1.040863991,2024-06-05 18:03:09.803173
0.8429075417,-0.9805879593,-2.854371309,0.4168490469,2024-06-05 18:03:09.842908
0.8826415417,-1.184297681,-2.07096529,1.147845387,2024-06-05 18:03:09.882642
0.9223765417,-0.2852599025,-2.22852397,2.125547409,2024-06-05 18:03:09.922377
0.9621105417,1.561817646,-0.7624322176,-0.2064825147,2024-06-05 18:03:09.962111
1.001844542,3.571163654,2.037110567,0.511005044,2024-06-05 18:03:10.001845
1.041579542,1.77046597,4.679147243,0.5291041732,2024-06-05 18:03:10.041580
1.081313542,1.080440044,-0.4869638085,0.7528634071,2024-06-05 18:03:10.081314
1.121048542,0.6986837387,-0.3132573664,-2.767271519,2024-06-05 18:03:10.121049
1.160782542,0.169713065,0.04667808488,-5.375255585,2024-06-05 18:03:10.160783
1.200516542,-1.461949229,-3.117255211,-12.22775459,2024-06-05 18:03:10.200517
1.240251542,-2.72605896,-3.104526997,-11.96005726,2024-06-05 18:03:10.240252
1.279985542,3.746829748,-1.077425003,5.250571728,2024-06-05 18:03:10.279986
1.319720542,3.67589283,-3.224093914,-0.563472271,2024-06-05 18:03:10.319721
1.359454542,-2.327795506,3.388401508,0.03503548354,2024-06-05 18:03:10.359455
1.399189542,-3.215372801,2.855529547,1.413183689,2024-06-05 18:03:10.399190
1.438923542,-1.09354043,-0.09526140988,0.6963663101,2024-06-05 18:03:10.438924
1.478657208,0.8415803909,0.9073958993,-1.444287419,2024-06-05 18:03:10.478657
1.518392208,0.0444707796,1.0078125,-1.526054025,2024-06-05 18:03:10.518392
1.558126208,0.5388258696,1.026864171,-1.542971969,2024-06-05 18:03:10.558126
1.597861208,1.698493361,2.135890722,-1.895092487,2024-06-05 18:03:10.597861
1.637595208,1.599435806,3.22990489,-1.319384217,2024-06-05 18:03:10.637595
1.677329208,1.665412068,3.621381521,-0.1952188164,2024-06-05 18:03:10.677329
1.717064208,2.842735052,2.11041832,0.3518882394,2024-06-05 18:03:10.717064
1.756798208,3.315179348,0.5821073651,0.6878658533,2024-06-05 18:03:10.756798
1.796533208,3.638669014,-0.08932958543,0.8825216889,2024-06-05 18:03:10.796533
1.836267208,3.160476446,0.04095255211,1.309963107,2024-06-05 18:03:10.836267
1.876001208,3.013860464,-0.2578747272,1.745770812,2024-06-05 18:03:10.876001
1.915736208,2.676913977,-0.1997268945,1.832906723,2024-06-05 18:03:10.915736
1.955470208,2.751486063,-0.4436073899,2.237891912,2024-06-05 18:03:10.955470
1.995205208,2.23217845,-0.8228099942,2.09137392,2024-06-05 18:03:10.995205
2.034939208,1.08880353,-0.7927431464,1.874279261,2024-06-05 18:03:11.034939
2.074673208,-0.1634619087,-0.5353166461,1.41451323,2024-06-05 18:03:11.074673
2.114408208,-0.8710703254,-1.575218201,1.254327893,2024-06-05 18:03:11.114408
2.154142208,-1.065856695,-0.8416965604,1.351085067,2024-06-05 18:03:11.154142
2.193876208,-1.403777719,-0.8180633187,1.443054557,2024-06-05 18:03:11.193876
2.233611208,-0.1472529173,-0.9976170659,1.18315804,2024-06-05 18:03:11.233611
2.273345208,-0.8191586733,-0.9384132028,1.002847314,2024-06-05 18:03:11.273345
2.313080208,-1.553284049,-0.1172573864,0.2541193664,2024-06-05 18:03:11.313080
2.352814208,-1.896703243,0.6991826892,0.06488895416,2024-06-05 18:03:11.352814
2.392548208,-1.203365564,0.9056542516,0.1507320106,2024-06-05 18:03:11.392548
2.432283208,-1.47783494,0.9424640536,0.2256487459,2024-06-05 18:03:11.432283
2.472017458,-2.435068846,1.171227336,-0.05256482586,2024-06-05 18:03:11.472017
2.511751458,-2.276431322,1.000868917,-0.15100573,2024-06-05 18:03:11.511751
2.551486458,-1.427095532,0.1191725284,0.3267789483,2024-06-05 18:03:11.551486
2.591220458,-0.7112335563,-0.4700584412,0.6140337586,2024-06-05 18:03:11.591220
2.630955458,-0.4319742024,-0.5731080174,0.2545777559,2024-06-05 18:03:11.630955
2.670689458,-0.6826961637,-0.7805859447,0.2818937898,2024-06-05 18:03:11.670689
2.710423458,-0.8236292005,-0.1960910261,0.4795038104,2024-06-05 18:03:11.710423
2.750158458,-0.3752540648,-0.2633924484,0.08994508535,2024-06-05 18:03:11.750158
2.789892458,-0.6722617745,-0.2652621269,0.4835169613,2024-06-05 18:03:11.789892
2.829626458,-0.04946916923,-0.3025135696,0.8484579921,2024-06-05 18:03:11.829626
2.869361458,-0.3963046372,0.5792869329,0.900981307,2024-06-05 18:03:11.869361
2.909095458,0.3481032252,0.428598702,0.7446826696,2024-06-05 18:03:11.909095
2.948830458,0.5246994495,-0.08150019497,0.6344155073,2024-06-05 18:03:11.948830
2.988564458,0.3229463398,-0.4223047495,-0.3754478693,2024-06-05 18:03:11.988564
3.028298458,0.2041677684,0.1240755022,-0.3945751786,2024-06-05 18:03:12.028298
3.068033458,0.5583889484,-1.020601511,-0.8686456084,2024-06-05 18:03:12.068033
3.107767458,-0.2538999319,1.48792243,0.1643080115,2024-06-05 18:03:12.107767
3.147502458,0.8131935596,0.5845474601,0.1939977258,2024-06-05 18:03:12.147502
3.187236458,0.4227953553,1.598158598,-0.0970492661,2024-06-05 18:03:12.187236
3.226970458,0.8146928549,-0.1919727027,0.1557117999,2024-06-05 18:03:12.226970
