Time (s),Distance (cm),Datetime
0.004697291661,5.0,2024-06-05 18:03:09.004697
0.845823625,0.0,2024-06-05 18:03:09.845824
76.70101446,5.0,2024-06-05 18:04:25.701014
77.81891146,0.0,2024-06-05 18:04:26.818911
288.8369897,5.0,2024-06-05 18:07:57.836990
