"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.101341921E2,5.236116184E1,4.930145501E0,3.663375397E0,1.019624075E0,7.188616365E1,5.449073339E0,2.431951888E0
2.111341848E2,5.236116426E1,4.930153928E0,4.587927015E0,8.752880182E-1,7.124276177E1,5.717489001E0,1.984940400E0
2.121535388E2,5.236116673E1,4.930164438E0,2.903645160E0,8.115923718E-1,7.126456452E1,6.494651076E0,1.542386479E0
2.131478508E2,5.236116950E1,4.930175234E0,1.005141415E0,7.888366723E-1,7.063504547E1,7.697401317E0,1.272660502E0
2.141572164E2,5.236116966E1,4.930189234E0,2.727568482E0,8.066933976E-1,7.369405491E1,8.046633597E0,1.278623305E0
2.151341598E2,5.236117196E1,4.930200666E0,2.126917754E0,8.285653921E-1,7.362437946E1,9.406355149E0,1.229034552E0
2.161341547E2,5.236126026E1,4.930246778E0,1.742560314E0,1.960695748E0,4.559081358E1,8.916861905E0,1.197199431E0
2.171341497E2,5.236125481E1,4.930212614E0,2.375057847E0,9.129972323E-1,1.737916352E1,9.378031928E0,1.175139065E0
2.181341443E2,5.236127588E1,4.930255279E0,2.317951328E0,1.231596257E0,3.650197438E1,1.025887477E1,1.160762323E0
2.191341403E2,5.236130170E1,4.930353888E0,2.153244021E0,2.227801126E0,4.727635950E1,9.657123868E0,1.149808027E0
2.201341356E2,5.236125513E1,4.930432146E0,1.863943705E0,1.320303031E0,8.534182191E1,7.810890278E0,1.130678813E0
2.211341311E2,5.236122210E1,4.930520338E0,1.460267344E0,0.000000000E0,9.114065999E1,7.173296087E0,1.725328475E0
2.221341271E2,5.236126127E1,4.930600053E0,1.594546690E0,0.000000000E0,8.334536231E1,6.834914750E0,2.259172857E0
2.231341238E2,5.236129472E1,4.930714210E0,2.049989269E0,9.021145360E-1,4.783914834E1,6.618478428E0,2.565661646E0
2.241341201E2,5.236127169E1,4.930928480E0,2.618331193E0,1.450331371E0,7.445132639E1,6.330385575E0,2.718118245E0
2.251341164E2,5.236128115E1,4.931121383E0,2.662434504E0,2.077543899E0,8.127414768E1,6.200311475E0,2.800562153E0
2.261341132E2,5.236125552E1,4.931294602E0,2.832954798E0,2.530061570E0,1.057591427E2,6.051216893E0,2.852863619E0
2.271341096E2,5.236121361E1,4.931515003E0,3.196544749E0,3.171156710E0,1.155056676E2,5.782105160E0,2.957947558E0
2.281341069E2,5.236117755E1,4.931742471E0,3.119561129E0,3.623187578E0,1.128075847E2,5.510893095E0,2.968885076E0
2.291341040E2,5.236114264E1,4.931963340E0,3.784930243E0,4.259195367E0,1.075149634E2,5.163956328E0,3.061833042E0
2.301341008E2,5.236111921E1,4.932151278E0,3.549528919E0,3.888981683E0,1.053483488E2,4.955275896E0,3.044630984E0
2.311340981E2,5.236110217E1,4.932254450E0,5.380184389E0,3.128323192E0,1.021364173E2,4.973024088E0,3.015554419E0
2.321340963E2,5.236110391E1,4.932394290E0,5.691508528E0,3.353908097E0,8.828967575E1,5.024318531E0,2.929293488E0
2.331340933E2,5.236109854E1,4.932528354E0,6.164784875E0,3.827429061E0,8.436549370E1,5.093082077E0,2.808033473E0
2.341340910E2,5.236108790E1,4.932643024E0,5.175945478E0,4.283285277E0,8.757699760E1,5.070562975E0,2.848495770E0
2.351340883E2,5.236108072E1,4.932724358E0,4.244882417E0,4.387992271E0,8.906611874E1,5.063074579E0,2.861784904E0
2.361340861E2,5.236106675E1,4.932803144E0,2.530360889E0,4.414832253E0,9.334412916E1,5.052143640E0,2.881038298E0
2.371340840E2,5.236106206E1,4.932907522E0,1.946064532E0,4.943202741E0,9.372557658E1,5.047687260E0,2.888838929E0
2.381340820E2,5.236104385E1,4.933028244E0,2.300184804E0,5.217750917E0,9.540915831E1,5.056061847E0,2.874156507E0
2.391340803E2,5.236103063E1,4.933109740E0,1.077914171E0,5.092207745E0,9.753774000E1,5.089911149E0,2.813777092E0
2.401340781E2,5.236101728E1,4.933246438E0,2.395685725E-1,5.732408322E0,9.711842648E1,5.118863021E0,2.760756853E0
2.411340760E2,5.236101221E1,4.933335495E0,-1.657694945E0,5.597625813E0,9.696807401E1,5.100368205E0,2.794777488E0
2.421340742E2,5.236100689E1,4.933423611E0,-7.181571005E-1,5.669697923E0,9.574433828E1,5.116851647E0,2.764483000E0
2.431340727E2,5.236099648E1,4.933539333E0,-6.418057345E-2,6.071376468E0,9.386588542E1,5.149952116E0,2.702319418E0
2.441340712E2,5.236099267E1,4.933638046E0,-4.457546752E-1,5.965249009E0,9.214386169E1,5.146405462E0,2.709067710E0
2.451340696E2,5.236099164E1,4.933752746E0,5.610879790E-2,6.215776970E0,9.016853581E1,5.171807336E0,2.660252978E0
2.461340674E2,5.236100199E1,4.933851836E0,4.777385760E-2,6.188969154E0,8.561823564E1,5.152685535E0,2.697103782E0
2.471340655E2,5.236102380E1,4.933964441E0,-2.092606258E-1,6.408395607E0,8.013645657E1,5.118569709E0,2.761300629E0
2.481340638E2,5.236105411E1,4.934071197E0,-7.516797809E-1,6.528407991E0,7.593612693E1,5.007184521E0,2.958486134E0
2.491340629E2,5.236108527E1,4.934182124E0,2.137829708E-1,6.617636793E0,7.611032171E1,5.103363334E0,3.050335372E0
2.501340607E2,5.236109931E1,4.934287162E0,2.268537552E0,6.631824630E0,7.589259483E1,5.262781303E0,2.993351854E0
2.511340594E2,5.236111569E1,4.934321521E0,2.290003802E0,5.224294561E0,7.431655325E1,5.259008679E0,2.869252913E0
2.521340570E2,5.236111130E1,4.934290234E0,6.810760833E-1,1.402900721E0,7.374908085E1,5.057852552E0,2.886949319E0
2.531340579E2,5.236109209E1,4.934339493E0,1.017334767E0,1.446890727E0,1.014568102E2,5.116082195E0,2.765906723E0
2.541340549E2,5.236114312E1,4.934379839E0,-6.171721118E-1,2.140339698E0,5.218742306E1,4.993932125E0,2.980801732E0
2.551340528E2,5.236113434E1,4.934414059E0,-3.892611405E-1,1.246927286E0,6.926595093E1,4.996003146E0,2.977329273E0
2.561340522E2,5.236113009E1,4.934540485E0,-1.429147832E-1,3.707316356E0,7.904205143E1,4.967183636E0,3.025165079E0
2.571340507E2,5.236115999E1,4.934529088E0,-9.140585316E-1,1.315940506E0,5.816262558E1,4.956245420E0,3.043052476E0
2.581340493E2,5.236116245E1,4.934604444E0,-1.606276243E0,1.543153366E0,6.886898772E1,4.932360662E0,3.081615702E0
2.591340482E2,5.236127102E1,4.934548713E0,-8.687542928E-1,1.678321125E0,5.638185120E1,1.214101882E1,3.097377015E0
2.601340508E2,5.236119351E1,4.934708578E0,-1.408994801E0,1.234053022E0,5.500268188E1,4.904195228E0,3.126244743E0
2.611340457E2,5.236119457E1,4.934774323E0,-2.597228168E-1,1.949829013E0,6.528906861E1,4.906753394E0,3.122228076E0
2.621340442E2,5.236119669E1,4.934821453E0,-1.398725652E0,1.182174697E0,5.762707903E1,4.909692317E0,3.117604590E0
2.631340435E2,5.236121733E1,4.934883797E0,-1.448167134E-1,2.539028454E0,4.984948949E1,4.882850202E0,3.159479536E0
2.641340420E2,5.236121472E1,4.934891622E0,-1.716394139E0,1.246746814E0,5.328439025E1,4.899187887E0,3.134086004E0
2.651340400E2,5.236120451E1,4.934960770E0,-3.172620972E0,1.888047706E0,7.898055201E1,4.952253889E0,3.049543975E0
2.661340392E2,5.236121410E1,4.934971593E0,-3.000641188E0,1.100372442E0,5.720459731E1,4.933666944E0,3.079523911E0
2.671340376E2,5.236120024E1,4.935049043E0,-2.665009759E0,2.123526020E0,8.213610594E1,5.001194304E0,2.968601113E0
2.681340370E2,5.236119857E1,4.935083548E0,-7.008406725E-1,1.588295997E0,8.212736241E1,5.087446969E0,2.818230007E0
2.691340355E2,5.236118654E1,4.935185597E0,-7.039371505E-1,2.755843482E0,8.771224745E1,5.157461881E0,2.687959073E0
2.701340342E2,5.236116770E1,4.935218976E0,-2.440059762E-1,1.384104021E0,9.824683502E1,5.148750004E0,2.704609108E0
2.711340338E2,5.236115270E1,4.935316418E0,-1.037242436E0,2.207581751E0,9.766093625E1,5.167320170E0,2.668958466E0
2.721340317E2,5.236112520E1,4.935359819E0,-1.284910759E0,1.346689382E0,1.155743177E2,5.149133557E0,2.703878815E0
2.731340308E2,5.236118266E1,4.935465258E0,8.770167083E-1,3.310678632E0,6.778292522E1,5.014252435E0,2.946491057E0
2.741340300E2,5.236122395E1,4.935501402E0,-1.316804333E0,1.555421943E0,3.589763816E1,4.950970323E0,3.051627417E0
2.751340286E2,5.236125525E1,4.935565164E0,-1.310384592E0,1.471035879E0,2.995871267E1,4.921809780E0,3.098439208E0
2.761340278E2,5.236127877E1,4.935643452E0,-4.974668864E-1,2.341561758E0,3.425232507E1,4.912265775E0,3.113548135E0
2.771340263E2,5.236128093E1,4.935695654E0,-1.062491091E0,1.267975101E0,4.153296844E1,4.911995411E0,3.113974648E0
2.781340250E2,5.236127803E1,4.935760873E0,-8.646097314E-2,1.922513879E0,6.727790526E1,4.973961422E0,3.037423670E0
2.791340244E2,5.236129181E1,4.935791009E0,-1.121237688E0,1.299183416E0,5.317207740E1,4.993643937E0,2.981284499E0
2.801340235E2,5.236131855E1,4.935856523E0,4.495920967E-1,2.013984351E0,4.948485423E1,5.041443780E0,2.905019914E0
2.811340224E2,5.236131704E1,4.935885739E0,-6.635458581E-2,1.414492369E0,5.637716341E1,5.034416964E0,2.923313356E0
2.821340212E2,5.236134419E1,4.935955626E0,4.212212898E-1,2.488529016E0,4.792693189E1,5.128893366E0,2.888205519E0
2.831340193E2,5.236133799E1,4.935991383E0,-5.171465790E-1,1.338966818E0,5.345338395E1,5.163085996E0,2.865059441E0
2.841340191E2,5.236141215E1,4.936019944E0,4.938274622E-3,3.400766836E0,2.687660170E1,5.151058928E0,2.972320280E0
2.851340175E2,5.236140780E1,4.936070381E0,-4.838011116E-1,1.409864955E0,3.776188757E1,5.068027864E0,3.021867097E0
2.861340160E2,5.236140265E1,4.936149839E0,-1.043216327E0,2.013154235E0,5.210343637E1,5.153258265E0,3.001339489E0
2.871340157E2,5.236141968E1,4.936186195E0,-7.941683903E-1,1.536742806E0,3.850488975E1,5.095678765E0,3.040716518E0
2.881340146E2,5.236144136E1,4.936225255E0,1.426585242E-1,1.474149804E0,3.926763973E1,5.127839483E0,3.056105417E0
2.891340134E2,5.236144382E1,4.936293267E0,-2.246315712E-1,1.528450910E0,4.941958691E1,5.171557187E0,3.036045772E0
2.901340114E2,5.236146823E1,4.936371779E0,-1.171202418E0,2.957292152E0,4.491189059E1,5.287130543E0,2.994347558E0
2.911340107E2,5.236145079E1,4.936420641E0,-1.401588030E0,1.473323227E0,6.562961929E1,5.258892823E0,2.987973532E0
2.921340097E2,5.236145699E1,4.936497134E0,-7.040316500E-1,2.211695005E0,6.776833829E1,5.450289561E0,2.889308037E0
2.931340085E2,5.236146126E1,4.936521072E0,-2.648355626E-2,1.264825588E0,5.919853989E1,5.485502214E0,2.761520968E0
2.941340078E2,5.236152134E1,4.936541827E0,8.230306767E-1,2.879369202E0,3.221748844E1,5.438519687E0,2.898082883E0
2.951340060E2,5.236150538E1,4.936601736E0,-4.840510320E-1,1.423943028E0,5.035122240E1,5.355467999E0,2.942692029E0
2.961340059E2,5.236151148E1,4.936686561E0,-1.599476810E0,2.337847465E0,5.809866796E1,5.445589218E0,2.901468644E0
2.971340040E2,5.236153285E1,4.936698683E0,-1.618035457E0,1.403331747E0,5.101338602E1,5.350336743E0,2.979528923E0
2.981340035E2,5.236153660E1,4.936763315E0,2.870835699E-1,1.342303776E0,6.416426180E1,5.349012815E0,2.964739718E0
2.991340021E2,5.236155813E1,4.936796646E0,-6.884093992E-1,1.917096047E0,4.217538397E1,5.357958572E0,2.947223457E0
3.001340009E2,5.236159690E1,4.936810090E0,-8.880887190E-1,1.295634517E0,2.728282601E1,5.369179838E0,3.001872682E0
3.011340095E2,5.236160236E1,4.936901437E0,-3.623791859E-1,2.578841349E0,5.208993960E1,5.465552978E0,2.971335101E0
3.021339988E2,5.236158642E1,4.936952612E0,-7.244257955E-1,1.386232149E0,6.397275916E1,5.374735072E0,2.977372482E0
3.031339978E2,5.236158297E1,4.937049904E0,-1.200352294E0,2.918096914E0,7.617997418E1,5.441945809E0,2.923850012E0
3.041339965E2,5.236156751E1,4.937085972E0,-1.015949626E0,1.339001116E0,8.561763399E1,5.412139203E0,2.852379839E0
3.051339955E2,5.236156570E1,4.937189526E0,-1.110926052E0,3.396210635E0,8.500991724E1,5.448240098E0,2.799371455E0
3.061339976E2,5.236156162E1,4.937213097E0,-1.019242515E0,1.430504072E0,7.592442063E1,5.402449196E0,2.781019445E0
3.071339942E2,5.236155678E1,4.937289970E0,-1.207908401E0,2.572515200E0,7.656705174E1,5.473014738E0,2.725905437E0
3.081344188E2,5.236156057E1,4.937373517E0,-7.486661691E-1,3.112848845E0,7.330879945E1,5.593523411E0,2.648557831E0
3.091344203E2,5.236156339E1,4.937445516E0,-6.691796407E-1,3.184626298E0,7.719649655E1,5.586986768E0,2.682863632E0
3.101344100E2,5.236156925E1,4.937505517E0,-6.756640794E-1,3.140384695E0,8.008524664E1,5.633484975E0,2.714290973E0
3.111343999E2,5.236157443E1,4.937551122E0,-4.072234053E-1,2.700739098E0,8.238734789E1,5.703858298E0,2.748909065E0
3.121343939E2,5.236157718E1,4.937546230E0,-7.378238449E-1,1.112822576E0,6.930012210E1,5.597366960E0,2.790785688E0
3.131343791E2,5.236158654E1,4.937602654E0,-4.052856043E-1,1.190369273E0,7.108956991E1,5.534412256E0,2.834487781E0
3.141343679E2,5.236159502E1,4.937661627E0,-6.493865205E-1,1.841584531E0,7.149102992E1,5.525261144E0,2.878213050E0
3.151343647E2,5.236159229E1,4.937743282E0,-6.907109860E-1,2.254117257E0,7.138907049E1,5.538466156E0,2.899360166E0
3.161343504E2,5.236159482E1,4.937846873E0,5.010283478E-1,2.998934350E0,6.764904572E1,5.548621633E0,2.915234590E0
3.171343356E2,5.236159849E1,4.937939796E0,9.035487659E-2,3.327144636E0,6.801481343E1,5.567478731E0,2.871986383E0
3.181343296E2,5.236162822E1,4.938052964E0,5.023940625E-1,4.142811527E0,6.319124393E1,5.586598382E0,2.816787007E0
3.191343145E2,5.236164911E1,4.938124019E0,6.925522480E-1,3.946798493E0,5.587537888E1,5.747070733E0,2.617783230E0
3.201343039E2,5.236165218E1,4.938205013E0,-4.518700978E-1,3.908117991E0,5.941966631E1,5.885332562E0,2.405744397E0
3.211342933E2,5.236165460E1,4.938274719E0,-7.166733714E-1,3.773213535E0,6.393997485E1,6.069061434E0,2.080453297E0
3.221342771E2,5.236163660E1,4.938400081E0,-1.045660147E0,4.014369857E0,7.704610996E1,6.116086026E0,1.988064208E0
3.231342627E2,5.236163947E1,4.938500976E0,-6.438094946E-1,4.439225839E0,7.937261496E1,6.246685629E0,1.979967741E0
3.241342485E2,5.236161834E1,4.938610240E0,1.048136113E0,4.738617423E0,8.443137942E1,6.460500900E0,1.807513156E0
3.251342362E2,5.236160930E1,4.938739390E0,-2.898911545E-1,4.870789716E0,8.356666877E1,6.339691418E0,2.055009658E0
3.261342238E2,5.236164464E1,4.938861758E0,1.866386505E-1,4.966021370E0,7.540450982E1,6.198184228E0,2.238064456E0
3.271342119E2,5.236165914E1,4.938968000E0,4.949654695E-1,4.877397767E0,7.519210847E1,6.304263214E0,2.304322782E0
3.281342014E2,5.236166503E1,4.939085995E0,4.987646826E-1,4.205063393E0,8.229433958E1,6.405176759E0,2.369932705E0
3.291341904E2,5.236165329E1,4.939115120E0,2.630891791E-1,2.694495620E0,8.816939046E1,6.521061507E0,2.256830952E0
3.301341803E2,5.236164493E1,4.939128738E0,1.798702031E-1,1.134962469E0,8.892883987E1,6.599854029E0,2.051986108E0
3.311341702E2,5.236162962E1,4.939209437E0,4.921269473E-1,6.585210060E-1,9.280735367E1,6.694982331E0,1.715657295E0
3.321341611E2,5.236162759E1,4.939236827E0,-2.961358782E-1,3.824280680E-1,1.217425186E2,6.790082644E0,1.652997633E0
3.331341523E2,5.236162566E1,4.939396522E0,2.977981418E-1,5.404296905E-1,8.005843547E1,6.673914277E0,1.582645159E0
3.341341439E2,5.236162851E1,4.939459248E0,2.278370522E-1,1.308176744E-1,7.677437407E1,6.801307026E0,1.420425932E0
3.351341358E2,5.236163013E1,4.939569384E0,3.205745714E-1,3.694523237E-1,7.677446106E1,7.006136849E0,1.189854404E0
3.361341287E2,5.236165081E1,4.939683867E0,-4.962164070E-2,7.318655694E-1,5.857859511E1,6.960608841E0,1.174593576E0
3.371341214E2,5.236167941E1,4.939838937E0,-1.135757742E-1,5.577155486E-1,4.810662433E1,6.487090395E0,1.148585695E0
3.381341141E2,5.236166970E1,4.939946166E0,2.534510093E-1,3.539137200E-1,5.823021066E1,6.485376177E0,1.155199389E0
