"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.717606553676334E9,"2024-06-05 18:55:53.676 UTC+02:00"
"PAUSE",6.034671050833276E2,1.717607157132907E9,"2024-06-05 19:05:57.133 UTC+02:00"
