Time (s),X (hPa),Datetime
-0.5549074167,1009.932709,2024-06-04 15:48:15.445093
0.4534505833,1009.93721,2024-06-04 15:48:16.453451
1.461834583,1009.941711,2024-06-04 15:48:17.461835
2.470190583,1009.941711,2024-06-04 15:48:18.470191
3.478565583,1009.942474,2024-06-04 15:48:19.478566
3.826521583,1009.941711,2024-06-04 15:48:19.826522
4.902149583,1009.941559,2024-06-04 15:48:20.902150
5.977731583,1009.937515,2024-06-04 15:48:21.977732
7.053349583,1009.931641,2024-06-04 15:48:23.053350
8.128966583,1009.92775,2024-06-04 15:48:24.128967
9.204615583,1009.924011,2024-06-04 15:48:25.204616
10.28025758,1009.924011,2024-06-04 15:48:26.280258
11.35588658,1009.929123,2024-06-04 15:48:27.355887
12.43149958,1009.93988,2024-06-04 15:48:28.431500
13.50708958,1009.95285,2024-06-04 15:48:29.507090
14.58268658,1009.958954,2024-06-04 15:48:30.582687
15.65831158,1009.96376,2024-06-04 15:48:31.658312
16.73391158,1009.964066,2024-06-04 15:48:32.733912
17.80955758,1009.964066,2024-06-04 15:48:33.809558
18.88516558,1009.958572,2024-06-04 15:48:34.885166
19.96081358,1009.955215,2024-06-04 15:48:35.960814
21.03643158,1009.95163,2024-06-04 15:48:37.036432
22.11210158,1009.951019,2024-06-04 15:48:38.112102
23.18769258,1009.947205,2024-06-04 15:48:39.187693
24.26330458,1009.941864,2024-06-04 15:48:40.263305
25.33890858,1009.940643,2024-06-04 15:48:41.338909
26.41448358,1009.935989,2024-06-04 15:48:42.414484
27.49004558,1009.934158,2024-06-04 15:48:43.490046
28.56563158,1009.934158,2024-06-04 15:48:44.565632
29.64117158,1009.936676,2024-06-04 15:48:45.641172
30.71675358,1009.950562,2024-06-04 15:48:46.716754
31.79235458,1009.954987,2024-06-04 15:48:47.792355
32.86795458,1009.955826,2024-06-04 15:48:48.867955
33.94355258,1009.955826,2024-06-04 15:48:49.943553
35.01913758,1009.955826,2024-06-04 15:48:51.019138
36.09470458,1009.944382,2024-06-04 15:48:52.094705
37.17024558,1009.937668,2024-06-04 15:48:53.170246
38.24582058,1009.935608,2024-06-04 15:48:54.245821
39.32135558,1009.932175,2024-06-04 15:48:55.321356
40.39683558,1009.92485,2024-06-04 15:48:56.396836
41.47229658,1009.92485,2024-06-04 15:48:57.472297
42.54778558,1009.9263,2024-06-04 15:48:58.547786
43.62328658,1009.927597,2024-06-04 15:48:59.623287
44.69880158,1009.930573,2024-06-04 15:49:00.698802
45.77430558,1009.93988,2024-06-04 15:49:01.774306
46.84982858,1009.949265,2024-06-04 15:49:02.849829
47.92536358,1009.949265,2024-06-04 15:49:03.925364
49.00090358,1009.945755,2024-06-04 15:49:05.000904
50.07639558,1009.945755,2024-06-04 15:49:06.076396
51.15183658,1009.950714,2024-06-04 15:49:07.151837
52.22734958,1009.953079,2024-06-04 15:49:08.227350
53.30292658,1009.957886,2024-06-04 15:49:09.302927
54.37844558,1009.967194,2024-06-04 15:49:10.378446
55.45392158,1009.969025,2024-06-04 15:49:11.453922
56.52943358,1009.969025,2024-06-04 15:49:12.529434
57.60497758,1009.96994,2024-06-04 15:49:13.604978
58.68050158,1009.971161,2024-06-04 15:49:14.680502
59.75609258,1009.971619,2024-06-04 15:49:15.756093
60.83168758,1009.976044,2024-06-04 15:49:16.831688
61.90727458,1009.976044,2024-06-04 15:49:17.907275
62.98287458,1009.973221,2024-06-04 15:49:18.982875
64.05846458,1009.973221,2024-06-04 15:49:20.058465
65.13405458,1009.973221,2024-06-04 15:49:21.134055
66.20967758,1009.972916,2024-06-04 15:49:22.209678
67.28526558,1009.972916,2024-06-04 15:49:23.285266
68.36083158,1009.972916,2024-06-04 15:49:24.360832
69.43635058,1009.97139,2024-06-04 15:49:25.436351
70.51186758,1009.97139,2024-06-04 15:49:26.511868
71.58740258,1009.970779,2024-06-04 15:49:27.587403
72.66294458,1009.971237,2024-06-04 15:49:28.662945
73.73849358,1009.970932,2024-06-04 15:49:29.738494
74.81407158,1009.971237,2024-06-04 15:49:30.814072
75.88967958,1009.971237,2024-06-04 15:49:31.889680
76.96531758,1009.972382,2024-06-04 15:49:32.965318
78.04093958,1009.975662,2024-06-04 15:49:34.040940
79.11651958,1009.977264,2024-06-04 15:49:35.116520
80.19207858,1009.979858,2024-06-04 15:49:36.192079
81.26766158,1009.982147,2024-06-04 15:49:37.267662
82.34324458,1009.982147,2024-06-04 15:49:38.343245
83.41878058,1009.979553,2024-06-04 15:49:39.418781
84.49431858,1009.975433,2024-06-04 15:49:40.494319
85.56988358,1009.972687,2024-06-04 15:49:41.569884
86.64541158,1009.967117,2024-06-04 15:49:42.645412
87.72095758,1009.965286,2024-06-04 15:49:43.720958
88.79648858,1009.963989,2024-06-04 15:49:44.796489
89.87206158,1009.963379,2024-06-04 15:49:45.872062
90.94766158,1009.963379,2024-06-04 15:49:46.947662
92.02322558,1009.962769,2024-06-04 15:49:48.023226
93.09880058,1009.962997,2024-06-04 15:49:49.098801
94.17440958,1009.962997,2024-06-04 15:49:50.174410
95.25002358,1009.962997,2024-06-04 15:49:51.250024
96.32564258,1009.963379,2024-06-04 15:49:52.325643
97.40119558,1009.963989,2024-06-04 15:49:53.401196
98.47675258,1009.966583,2024-06-04 15:49:54.476753
99.55231758,1009.969482,2024-06-04 15:49:55.552318
100.6278916,1009.96994,2024-06-04 15:49:56.627892
101.7034886,1009.971619,2024-06-04 15:49:57.703489
102.7790776,1009.97345,2024-06-04 15:49:58.779078
103.8546826,1009.975815,2024-06-04 15:49:59.854683
104.9303306,1009.976273,2024-06-04 15:50:00.930331
106.0059446,1009.978104,2024-06-04 15:50:02.005945
107.0815916,1009.97963,2024-06-04 15:50:03.081592
108.1572506,1009.980698,2024-06-04 15:50:04.157251
109.2328506,1009.983826,2024-06-04 15:50:05.232851
110.3084086,1009.985962,2024-06-04 15:50:06.308409
111.3839856,1009.986343,2024-06-04 15:50:07.383986
112.4595516,1009.986496,2024-06-04 15:50:08.459552
113.5351406,1009.986496,2024-06-04 15:50:09.535141
114.6107796,1009.987335,2024-06-04 15:50:10.610780
115.6864386,1009.987564,2024-06-04 15:50:11.686439
116.7620776,1009.98848,2024-06-04 15:50:12.762078
117.8377116,1009.992065,2024-06-04 15:50:13.837712
118.9133286,1009.995956,2024-06-04 15:50:14.913329
119.9889296,1009.999237,2024-06-04 15:50:15.988930
121.0645536,1010.001297,2024-06-04 15:50:17.064554
122.1401606,1010.001297,2024-06-04 15:50:18.140161
123.2157576,1009.99794,2024-06-04 15:50:19.215758
124.2913606,1009.993896,2024-06-04 15:50:20.291361
125.3670066,1009.983215,2024-06-04 15:50:21.367007
126.4426806,1009.97345,2024-06-04 15:50:22.442681
127.5183286,1009.965897,2024-06-04 15:50:23.518329
128.5939626,1009.955215,2024-06-04 15:50:24.593963
129.6696046,1009.955215,2024-06-04 15:50:25.669605
130.7452856,1009.960709,2024-06-04 15:50:26.745286
131.8209526,1009.963455,2024-06-04 15:50:27.820953
132.8965846,1009.967194,2024-06-04 15:50:28.896585
133.9721936,1009.974518,2024-06-04 15:50:29.972194
135.0478316,1009.974518,2024-06-04 15:50:31.047832
136.1234436,1009.97345,2024-06-04 15:50:32.123444
137.1990616,1009.97261,2024-06-04 15:50:33.199062
138.2747166,1009.968719,2024-06-04 15:50:34.274717
139.3503546,1009.968719,2024-06-04 15:50:35.350355
140.4259746,1009.972458,2024-06-04 15:50:36.425975
141.5016566,1009.973679,2024-06-04 15:50:37.501657
142.5773406,1009.973679,2024-06-04 15:50:38.577341
143.6530156,1009.975662,2024-06-04 15:50:39.653016
144.7286716,1009.975662,2024-06-04 15:50:40.728672
145.8043446,1009.969254,2024-06-04 15:50:41.804345
146.8800286,1009.969025,2024-06-04 15:50:42.880029
147.9556936,1009.966965,2024-06-04 15:50:43.955694
149.0313166,1009.957504,2024-06-04 15:50:45.031317
150.1069656,1009.956207,2024-06-04 15:50:46.106966
151.1826266,1009.951553,2024-06-04 15:50:47.182627
152.2583326,1009.931564,2024-06-04 15:50:48.258333
153.3340906,1009.922791,2024-06-04 15:50:49.334091
154.4098126,1009.912033,2024-06-04 15:50:50.409813
155.4855756,1009.901657,2024-06-04 15:50:51.485576
156.5613616,1009.886398,2024-06-04 15:50:52.561362
157.6370956,1009.87854,2024-06-04 15:50:53.637096
158.7127956,1009.865036,2024-06-04 15:50:54.712796
159.7884916,1009.851456,2024-06-04 15:50:55.788492
160.8641816,1009.851456,2024-06-04 15:50:56.864182
161.9399096,1009.857712,2024-06-04 15:50:57.939910
163.0156316,1009.875336,2024-06-04 15:50:59.015632
164.0913056,1009.889679,2024-06-04 15:51:00.091306
165.1669896,1009.908218,2024-06-04 15:51:01.166990
166.2427606,1009.908218,2024-06-04 15:51:02.242761
167.3185896,1009.904022,2024-06-04 15:51:03.318590
168.3943876,1009.894409,2024-06-04 15:51:04.394388
169.4702136,1009.885712,2024-06-04 15:51:05.470214
170.5459376,1009.86969,2024-06-04 15:51:06.545938
171.6216536,1009.857712,2024-06-04 15:51:07.621654
172.6973946,1009.855423,2024-06-04 15:51:08.697395
173.7731296,1009.846802,2024-06-04 15:51:09.773130
174.8488496,1009.842606,2024-06-04 15:51:10.848850
175.9246046,1009.833069,2024-06-04 15:51:11.924605
177.0003706,1009.829559,2024-06-04 15:51:13.000371
178.0761186,1009.823837,2024-06-04 15:51:14.076119
179.1518166,1009.823837,2024-06-04 15:51:15.151817
180.2275106,1009.825668,2024-06-04 15:51:16.227511
181.3032426,1009.842072,2024-06-04 15:51:17.303243
182.3790086,1009.847183,2024-06-04 15:51:18.379009
183.4547556,1009.848175,2024-06-04 15:51:19.454756
184.5304476,1009.855881,2024-06-04 15:51:20.530448
185.6061966,1009.855881,2024-06-04 15:51:21.606197
186.6819236,1009.846191,2024-06-04 15:51:22.681924
187.7576476,1009.843216,2024-06-04 15:51:23.757648
188.8333626,1009.843216,2024-06-04 15:51:24.833363
189.9090886,1009.838181,2024-06-04 15:51:25.909089
190.9847566,1009.83017,2024-06-04 15:51:26.984757
192.0604596,1009.828491,2024-06-04 15:51:28.060460
193.1361806,1009.826965,2024-06-04 15:51:29.136181
194.2119166,1009.818497,2024-06-04 15:51:30.211917
195.2876066,1009.807663,2024-06-04 15:51:31.287607
196.3632966,1009.806366,2024-06-04 15:51:32.363297
197.4390306,1009.805298,2024-06-04 15:51:33.439031
198.5148146,1009.802094,2024-06-04 15:51:34.514815
199.5905656,1009.802094,2024-06-04 15:51:35.590566
200.6662836,1009.803162,2024-06-04 15:51:36.666284
201.7420106,1009.803162,2024-06-04 15:51:37.742011
202.8176806,1009.7966,2024-06-04 15:51:38.817681
203.8933346,1009.790497,2024-06-04 15:51:39.893335
204.9689936,1009.785309,2024-06-04 15:51:40.968994
206.0446796,1009.769745,2024-06-04 15:51:42.044680
207.1203966,1009.75708,2024-06-04 15:51:43.120397
208.1961256,1009.750366,2024-06-04 15:51:44.196126
209.2718396,1009.747162,2024-06-04 15:51:45.271840
210.3475606,1009.740829,2024-06-04 15:51:46.347561
211.4232816,1009.739456,2024-06-04 15:51:47.423282
212.4989436,1009.738083,2024-06-04 15:51:48.498944
213.5746186,1009.734802,2024-06-04 15:51:49.574619
214.6503026,1009.733963,2024-06-04 15:51:50.650303
215.7259866,1009.730835,2024-06-04 15:51:51.725987
216.8016926,1009.729462,2024-06-04 15:51:52.801693
217.8773936,1009.729462,2024-06-04 15:51:53.877394
218.9531186,1009.729462,2024-06-04 15:51:54.953119
220.0288606,1009.721756,2024-06-04 15:51:56.028861
221.1045666,1009.713898,2024-06-04 15:51:57.104567
222.1802676,1009.713516,2024-06-04 15:51:58.180268
223.2559736,1009.708252,2024-06-04 15:51:59.255974
224.3316896,1009.703979,2024-06-04 15:52:00.331690
225.4073896,1009.703445,2024-06-04 15:52:01.407390
226.4830856,1009.703369,2024-06-04 15:52:02.483086
227.5587926,1009.703369,2024-06-04 15:52:03.558793
228.6344956,1009.707413,2024-06-04 15:52:04.634496
229.7101726,1009.707413,2024-06-04 15:52:05.710173
230.7858286,1009.707413,2024-06-04 15:52:06.785829
231.8614766,1009.707031,2024-06-04 15:52:07.861477
232.9371516,1009.704895,2024-06-04 15:52:08.937152
234.0128216,1009.704895,2024-06-04 15:52:10.012822
235.0884996,1009.708862,2024-06-04 15:52:11.088500
236.1642146,1009.712601,2024-06-04 15:52:12.164215
237.2400016,1009.717102,2024-06-04 15:52:13.240002
238.3157276,1009.726562,2024-06-04 15:52:14.315728
239.3914326,1009.733276,2024-06-04 15:52:15.391433
240.4671806,1009.73587,2024-06-04 15:52:16.467181
241.5429876,1009.736862,2024-06-04 15:52:17.542988
242.6187476,1009.736862,2024-06-04 15:52:18.618748
243.6945176,1009.73587,2024-06-04 15:52:19.694518
244.7702956,1009.730835,2024-06-04 15:52:20.770296
245.8459556,1009.729691,2024-06-04 15:52:21.845956
246.9216646,1009.730835,2024-06-04 15:52:22.921665
247.9973516,1009.73114,2024-06-04 15:52:23.997352
249.0730596,1009.734116,2024-06-04 15:52:25.073060
250.1487906,1009.738998,2024-06-04 15:52:26.148791
251.2245326,1009.743881,2024-06-04 15:52:27.224533
252.3002856,1009.743881,2024-06-04 15:52:28.300286
253.3759706,1009.736862,2024-06-04 15:52:29.375971
254.4516846,1009.724426,2024-06-04 15:52:30.451685
255.5273966,1009.704895,2024-06-04 15:52:31.527397
256.6030936,1009.69017,2024-06-04 15:52:32.603094
257.6787526,1009.69017,2024-06-04 15:52:33.678753
258.7543756,1009.696503,2024-06-04 15:52:34.754376
259.8300556,1009.712448,2024-06-04 15:52:35.830056
260.9057276,1009.727402,2024-06-04 15:52:36.905728
261.9814166,1009.737473,2024-06-04 15:52:37.981417
263.0571716,1009.737473,2024-06-04 15:52:39.057172
264.1329436,1009.731369,2024-06-04 15:52:40.132944
265.2087276,1009.723434,2024-06-04 15:52:41.208728
266.2844696,1009.715652,2024-06-04 15:52:42.284470
267.3602106,1009.715424,2024-06-04 15:52:43.360211
268.4359606,1009.708405,2024-06-04 15:52:44.435961
269.5117056,1009.707184,2024-06-04 15:52:45.511706
270.5874896,1009.704056,2024-06-04 15:52:46.587490
271.6632796,1009.700089,2024-06-04 15:52:47.663280
272.7390336,1009.698334,2024-06-04 15:52:48.739034
273.8148206,1009.690781,2024-06-04 15:52:49.814821
274.8906126,1009.690094,2024-06-04 15:52:50.890613
275.9663806,1009.689255,2024-06-04 15:52:51.966381
277.0421396,1009.689178,2024-06-04 15:52:53.042140
278.1178946,1009.688721,2024-06-04 15:52:54.117895
279.1936396,1009.686584,2024-06-04 15:52:55.193640
280.2693886,1009.684677,2024-06-04 15:52:56.269389
281.3451516,1009.670792,2024-06-04 15:52:57.345152
282.4209736,1009.662094,2024-06-04 15:52:58.420974
283.4967366,1009.648666,2024-06-04 15:52:59.496737
284.5725056,1009.634628,2024-06-04 15:53:00.572506
285.6483036,1009.620667,2024-06-04 15:53:01.648304
286.7240196,1009.611816,2024-06-04 15:53:02.724020
287.7997846,1009.603653,2024-06-04 15:53:03.799785
288.8755916,1009.593506,2024-06-04 15:53:04.875592
289.9514086,1009.584274,2024-06-04 15:53:05.951409
291.0272026,1009.579391,2024-06-04 15:53:07.027203
292.1030126,1009.564819,2024-06-04 15:53:08.103013
293.1787966,1009.552307,2024-06-04 15:53:09.178797
294.2545956,1009.539032,2024-06-04 15:53:10.254596
295.3304026,1009.525909,2024-06-04 15:53:11.330403
296.4062006,1009.508286,2024-06-04 15:53:12.406201
297.4819686,1009.490967,2024-06-04 15:53:13.481969
298.5577266,1009.470978,2024-06-04 15:53:14.557727
299.6334976,1009.450989,2024-06-04 15:53:15.633498
300.7092836,1009.432068,2024-06-04 15:53:16.709284
301.7850596,1009.4133,2024-06-04 15:53:17.785060
302.8608246,1009.398117,2024-06-04 15:53:18.860825
303.9365706,1009.387817,2024-06-04 15:53:19.936571
305.0122776,1009.385071,2024-06-04 15:53:21.012278
306.0879996,1009.385071,2024-06-04 15:53:22.088000
307.1636886,1009.386597,2024-06-04 15:53:23.163689
308.2393956,1009.393158,2024-06-04 15:53:24.239396
309.3151216,1009.405365,2024-06-04 15:53:25.315122
310.3908426,1009.413147,2024-06-04 15:53:26.390843
311.4665786,1009.42421,2024-06-04 15:53:27.466579
312.5423246,1009.443588,2024-06-04 15:53:28.542325
313.6181156,1009.465103,2024-06-04 15:53:29.618116
314.6938826,1009.488525,2024-06-04 15:53:30.693883
315.7696196,1009.512939,2024-06-04 15:53:31.769620
316.8453816,1009.536896,2024-06-04 15:53:32.845382
317.9211496,1009.547348,2024-06-04 15:53:33.921150
318.9969026,1009.565048,2024-06-04 15:53:34.996903
320.0726636,1009.575577,2024-06-04 15:53:36.072664
321.1483896,1009.592438,2024-06-04 15:53:37.148390
322.2241476,1009.607391,2024-06-04 15:53:38.224148
323.2998596,1009.631042,2024-06-04 15:53:39.299860
324.3755296,1009.649658,2024-06-04 15:53:40.375530
325.4512136,1009.660492,2024-06-04 15:53:41.451214
326.5269526,1009.663849,2024-06-04 15:53:42.526953
327.6027516,1009.663849,2024-06-04 15:53:43.602752
328.6785406,1009.662552,2024-06-04 15:53:44.678541
329.7542966,1009.659882,2024-06-04 15:53:45.754297
330.8300386,1009.659882,2024-06-04 15:53:46.830039
331.9058066,1009.658127,2024-06-04 15:53:47.905807
332.9815686,1009.658356,2024-06-04 15:53:48.981569
334.0572836,1009.658356,2024-06-04 15:53:50.057284
335.1330156,1009.658508,2024-06-04 15:53:51.133016
336.2087836,1009.658813,2024-06-04 15:53:52.208784
