Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°),Datetime
0.5971081257,52.33484941,4.864867749,-1.804477692,1.049999952,205.6640625,32.89625584,24.0,2024-06-04 15:48:16.597108
1.469105721,52.33482028,4.864849728,0.3584861755,0.1700000018,205.6640625,21.34168357,4.0,2024-06-04 15:48:17.469106
2.469096661,52.3348202,4.864858026,0.1131248474,0.0,,13.63551079,4.0,2024-06-04 15:48:18.469097
3.469088435,52.33484865,4.864886273,0.9123802185,0.0,,11.14369023,4.0,2024-06-04 15:48:19.469088
4.469079971,52.33489517,4.864852326,0.9812889099,0.0,,9.83141712,4.0,2024-06-04 15:48:20.469080
5.469071269,52.33489844,4.864850147,1.334133148,0.0,,8.74622855,4.0,2024-06-04 15:48:21.469071
6.468950033,52.33490925,4.864833383,1.359035492,0.0,,8.215681918,4.0,2024-06-04 15:48:22.468950
7.468953133,52.33490284,4.864835227,0.9818382263,0.0,45.0,7.422373783,4.0,2024-06-04 15:48:23.468953
8.468970418,52.33490649,4.864851153,0.6184959412,2.440000057,50.625,6.354506735,4.0,2024-06-04 15:48:24.468970
9.468985438,52.33489148,4.864870515,-0.5842628479,3.589999914,67.1484375,5.939913169,4.0,2024-06-04 15:48:25.468985
10.46900034,52.33488536,4.864929859,-0.2035255432,3.920000076,88.2421875,6.320752567,4.0,2024-06-04 15:48:26.469000
11.46902812,52.33489366,4.865011163,0.8768577576,4.050000191,109.3359375,5.971407254,4.0,2024-06-04 15:48:27.469028
12.4690572,52.33489819,4.865058437,0.687587738,4.050000191,91.7578125,5.183034462,4.0,2024-06-04 15:48:28.469057
13.46908081,52.33489707,4.865117823,0.6875890875,4.050000191,91.75785951,5.183034462,4.0,2024-06-04 15:48:29.469081
14.46911502,52.33486485,4.865162039,1.439786485,4.25,118.1250435,4.578729467,4.000519305,2024-06-04 15:48:30.469115
15.46914089,52.33487592,4.865227253,1.281156437,4.710000038,103.3594282,4.433001993,4.005148987,2024-06-04 15:48:31.469141
16.46916378,52.33490165,4.8653059,1.214812,5.670000076,82.26569025,4.332100158,4.047678221,2024-06-04 15:48:32.469164
17.4691931,52.33488759,4.8653812,1.506925967,5.329999924,88.94537439,4.339281681,4.044698249,2024-06-04 15:48:33.469193
18.46922386,52.33489614,4.865440662,1.957548524,5.329999924,86.48443678,4.385606323,4.025303911,2024-06-04 15:48:34.469224
19.46924734,52.33488633,4.865524128,1.903654365,5.190000057,94.21881011,4.660615379,4.000267414,2024-06-04 15:48:35.469247
20.46927595,52.33490596,4.865618217,1.786467493,5.909999847,87.53913107,4.392584038,4.022356784,2024-06-04 15:48:36.469276
21.46930504,52.3348968,4.865713998,2.374846399,5.909999847,92.81256855,4.676032305,3.458216146,2024-06-04 15:48:37.469305
22.46933138,52.3348945,4.865803261,2.710905968,5.909999847,94.57038091,4.647927143,3.49589907,2024-06-04 15:48:38.469331
23.46935666,52.33489823,4.865892379,2.391020826,6.03000021,89.29694502,4.61826981,3.534985289,2024-06-04 15:48:39.469357
24.46938419,52.33490807,4.865986843,2.994353346,6.03000021,84.37506969,4.610574723,3.545015903,2024-06-04 15:48:40.469384
25.46940064,52.33492301,4.866074026,2.977873678,5.840000153,82.96881731,4.610574739,3.545015882,2024-06-04 15:48:41.469401
26.46941984,52.33490878,4.866147788,3.115507908,5.789999962,99.84381625,4.610574704,3.545015928,2024-06-04 15:48:42.469420
27.46943712,52.33493098,4.866238696,3.159758545,5.949999809,81.91413091,4.610574719,3.545015909,2024-06-04 15:48:43.469437
28.46945798,52.3349247,4.866322544,3.604216618,6.019999981,92.81256983,4.620563433,3.531986777,2024-06-04 15:48:44.469458
29.46946907,52.33492212,4.866412842,3.726408934,5.949999809,92.10944405,4.691023512,3.437853318,2024-06-04 15:48:45.469469
30.46948195,52.33493685,4.866477271,3.86160156,5.679999828,84.37506564,4.688793271,3.440894461,2024-06-04 15:48:46.469482
