Time (s),X (rad/s),Y (rad/s),Z (rad/s),Datetime
0.04578545834,-0.1065063477,-0.4281536639,-0.2911993563,2024-06-04 15:48:16.045785
0.08608945833,0.2102740407,-1.12403214,0.03599685058,2024-06-04 15:48:16.086089
0.1263934583,-0.5204779506,-1.374308825,0.2242461592,2024-06-04 15:48:16.126393
0.1666974583,0.06040479243,-1.176926255,0.007550893817,2024-06-04 15:48:16.166697
0.2070014583,0.6491589546,-1.006557703,-0.0945571363,2024-06-04 15:48:16.207001
0.2473057083,-0.3829900026,-1.507257223,0.1585548073,2024-06-04 15:48:16.247306
0.2876097083,-0.3118000031,-1.923763871,-0.1626055092,2024-06-04 15:48:16.287610
0.3279137083,0.3349218965,-1.106500268,-0.7606922388,2024-06-04 15:48:16.327914
0.3682177083,-0.5649790764,-0.1120168343,-0.3959580362,2024-06-04 15:48:16.368218
0.4085217083,-0.06225357577,-1.541036606,-0.3237315416,2024-06-04 15:48:16.408522
0.4488267083,-0.08438672125,-1.923155904,0.259417206,2024-06-04 15:48:16.448827
0.4891307083,-0.05256928876,-4.722634792,1.214218378,2024-06-04 15:48:16.489131
0.5294347083,-0.2633628249,-1.942286611,0.7616757154,2024-06-04 15:48:16.529435
0.5697387083,-0.6421428919,-0.5633732677,0.2326380312,2024-06-04 15:48:16.569739
0.6100437083,-0.9925526977,-0.343737036,0.1475338489,2024-06-04 15:48:16.610044
0.6503477083,-0.1407994926,-1.25314784,0.4159147441,2024-06-04 15:48:16.650348
0.6906517083,-0.4543951154,-0.5899871588,0.5314737558,2024-06-04 15:48:16.690652
0.7309557083,-0.03980790824,0.1826277673,0.1038420573,2024-06-04 15:48:16.730956
0.7712597083,-0.7053052187,1.822308421,-0.1729554832,2024-06-04 15:48:16.771260
0.8115647083,-0.8255092502,0.6762571335,0.1083142012,2024-06-04 15:48:16.811565
0.8518687083,-0.2201682627,-2.334871769,0.8786487579,2024-06-04 15:48:16.851869
0.8921727083,-0.09845489264,-3.169583082,2.992931366,2024-06-04 15:48:16.892173
0.9324767083,-1.921171427,-1.446226001,5.23789835,2024-06-04 15:48:16.932477
0.9727807083,-2.145990849,-2.374501944,4.115240574,2024-06-04 15:48:16.972781
1.013084708,0.0440412648,-1.431131005,2.165342331,2024-06-04 15:48:17.013085
1.053389708,0.823764503,-1.242936969,0.8667479157,2024-06-04 15:48:17.053390
1.093693708,-0.05405872315,1.367784023,0.5917102695,2024-06-04 15:48:17.093694
1.133997708,1.23128283,-0.733399272,-1.262115955,2024-06-04 15:48:17.133998
1.174301708,-0.9439479709,0.8070130348,-0.3129521012,2024-06-04 15:48:17.174302
1.214605708,-1.726552367,-0.03120223433,0.05156656727,2024-06-04 15:48:17.214606
1.254910125,-0.2503465712,-0.4839296639,0.7551605701,2024-06-04 15:48:17.254910
1.295215125,1.084415793,-0.8778852224,1.117980599,2024-06-04 15:48:17.295215
1.335519125,1.590506911,-1.544962525,1.338881969,2024-06-04 15:48:17.335519
1.375823125,2.825663567,-1.631827354,0.7462613583,2024-06-04 15:48:17.375823
1.416127125,1.08873713,-2.399099112,0.6124894619,2024-06-04 15:48:17.416127
1.456431125,2.317830086,-2.213856936,-0.02410186641,2024-06-04 15:48:17.456431
1.496735125,1.488011718,-4.976074696,-0.2648481429,2024-06-04 15:48:17.496735
1.537039125,0.7797555327,-0.8479453325,-1.464724422,2024-06-04 15:48:17.537039
1.577343125,-0.5140954256,-1.494966865,-1.375436664,2024-06-04 15:48:17.577343
1.617647125,1.24283421,-2.685996771,1.527577281,2024-06-04 15:48:17.617647
1.657952125,-0.4066141844,-0.4905052483,1.952143669,2024-06-04 15:48:17.657952
1.698256125,-1.271626592,0.7028147578,2.01133585,2024-06-04 15:48:17.698256
1.738560125,-1.52701807,0.1809455901,0.5522248149,2024-06-04 15:48:17.738560
1.778864125,-0.8493281007,0.09129752219,0.08424672484,2024-06-04 15:48:17.778864
1.819168125,-0.6257151365,0.8666257262,1.329040051,2024-06-04 15:48:17.819168
1.859472125,0.2748171389,-0.392285198,0.584294498,2024-06-04 15:48:17.859472
1.899776125,0.1345939338,0.05403216183,0.9394859672,2024-06-04 15:48:17.899776
1.940080125,0.5079555511,-0.05280257016,0.4853298664,2024-06-04 15:48:17.940080
1.980384125,0.04054732621,-0.01289925259,-0.5149582028,2024-06-04 15:48:17.980384
2.020688125,0.132581681,2.356276035,-1.559149861,2024-06-04 15:48:18.020688
2.060992125,0.2738131881,3.925531387,1.035747409,2024-06-04 15:48:18.060992
2.101296125,-0.2525430024,4.080063343,0.6552347541,2024-06-04 15:48:18.101296
2.141600125,-0.44045344,4.355093479,0.5106200576,2024-06-04 15:48:18.141600
2.181904125,-0.161853537,3.207238436,1.428792238,2024-06-04 15:48:18.181904
2.222208125,0.1223770529,2.415787458,1.233596921,2024-06-04 15:48:18.222208
2.262511875,-0.9925089478,4.891927719,2.217505455,2024-06-04 15:48:18.262512
2.302815875,-0.04570021108,2.443265438,1.60306716,2024-06-04 15:48:18.302816
2.343119875,-1.378820181,3.235382795,0.7292510867,2024-06-04 15:48:18.343120
2.383423875,-0.7937393188,3.900588512,1.014994144,2024-06-04 15:48:18.383424
2.423728875,-0.3146861494,3.962259293,1.235352278,2024-06-04 15:48:18.423729
2.464032875,1.343748331,8.904388428,1.913527489,2024-06-04 15:48:18.464033
2.504336875,2.955785275,17.20042229,3.278280973,2024-06-04 15:48:18.504337
2.544640875,0.8218199015,3.009091139,-1.889950871,2024-06-04 15:48:18.544641
2.584944875,0.4566443861,1.688826442,-1.479517221,2024-06-04 15:48:18.584945
2.625248875,0.5779514313,0.4281331003,-0.2271372527,2024-06-04 15:48:18.625249
2.665552875,0.3278877139,1.617595911,1.21562171,2024-06-04 15:48:18.665553
2.705856875,1.19940114,-0.1046533808,-0.07260812074,2024-06-04 15:48:18.705857
2.746160875,0.866220057,0.2737253904,-0.3379896283,2024-06-04 15:48:18.746161
2.786464875,0.7937138677,-0.1743820161,0.2991158664,2024-06-04 15:48:18.786465
2.826768875,1.080839157,0.1469837576,0.8477771282,2024-06-04 15:48:18.826769
2.867072875,1.464240193,0.5878058672,1.319280267,2024-06-04 15:48:18.867073
2.907376875,-0.4311936796,0.2727416456,-0.2186093479,2024-06-04 15:48:18.907377
2.947680875,0.04463142529,-0.3383183181,-0.6928759813,2024-06-04 15:48:18.947681
2.987984875,0.6371837258,-0.3216680288,-0.2777965069,2024-06-04 15:48:18.987985
3.028288875,0.5640285611,0.04303833842,-0.720341146,2024-06-04 15:48:19.028289
3.068593875,-0.2419206202,0.5627644658,-0.1448070854,2024-06-04 15:48:19.068594
3.108897875,-1.341783881,-1.124258876,-0.04753347486,2024-06-04 15:48:19.108898
3.149201875,-0.08364927769,-0.04668419808,-0.1190976873,2024-06-04 15:48:19.149202
3.189505875,0.3903926015,0.1590612382,0.04255032912,2024-06-04 15:48:19.189506
3.229809875,0.5142855644,0.4677297473,-0.03984230384,2024-06-04 15:48:19.229810
3.270113958,0.2887965739,0.3371136785,-0.03903114796,2024-06-04 15:48:19.270114
3.310417958,0.9084138274,1.04145956,-0.2645727098,2024-06-04 15:48:19.310418
3.350721958,0.5282375813,0.2299092561,-0.212024197,2024-06-04 15:48:19.350722
3.391025958,-1.629349828,-2.503867149,-0.3403087854,2024-06-04 15:48:19.391026
3.431330958,-3.720517635,-3.699738979,-2.770879269,2024-06-04 15:48:19.431331
