"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.077615300E-2,0.000000000E0,0.000000000E0,0.000000000E0
7.126011100E-2,-9.421730042E-2,-1.248679161E-1,-1.383673668E0
1.563134970E-1,-1.983578205E-1,-1.168785095E-1,-6.917400360E-1
1.967989130E-1,4.627375603E-1,3.508944511E-1,-8.309307098E-1
2.372876110E-1,9.174895287E-2,1.768517494E-1,-1.091007233E0
2.777733410E-1,8.238154650E-1,3.384060860E-1,-6.029906273E-1
3.182564130E-1,2.253900766E-1,3.960471153E-1,-1.858448982E0
3.587425590E-1,5.098733902E-1,2.687830925E-1,-1.300477982E-2
3.992221430E-1,3.735799193E-1,4.297552109E-1,-1.224170685E0
4.397308930E-1,4.640334547E-1,1.340968609E0,-2.016190529E0
4.802217780E-1,-1.441624284E0,1.054682732E-1,-1.666450500E-2
5.207026630E-1,-2.034962416E0,1.452506542E0,1.174306870E-1
5.611859450E-1,1.744652987E0,-1.326909304E0,-1.215451241E0
6.016715700E-1,5.679831505E-1,-2.027529478E0,7.371766090E0
6.421590700E-1,3.081205845E0,-4.628877640E0,7.989645958E0
6.826547990E-1,2.940594673E0,-2.150416136E0,-5.847743034E0
7.231468820E-1,2.550076723E0,-4.329743385E-1,1.541507721E0
7.636449550E-1,-2.836134434E-1,-2.990502357E0,-1.386504173E0
8.041273510E-1,-8.514986038E-1,-1.793588161E0,-4.403618336E0
8.445931320E-1,6.830556393E-1,-2.105793953E-1,-3.846875668E0
8.850806320E-1,-7.710202932E-1,-6.633467674E-1,-1.648853302E0
9.255862570E-1,-3.729743958E-1,2.346119881E-1,-2.843225002E0
9.660965700E-1,1.222230673E0,9.683799744E-2,-7.450008392E-2
1.006586674E0,4.675855637E-1,-2.938365936E-1,-1.782903671E-1
1.047072455E0,-7.037723064E-2,3.520860672E-1,-1.517611980E0
1.087594330E0,-3.459712267E-1,-3.661203384E-1,1.468791962E-1
1.128082403E0,-1.586336374E0,-8.626561165E-1,-4.155063629E-1
1.168546101E0,-6.848758459E-1,-3.010592461E-1,6.429076195E-1
1.209008080E0,-7.924096584E-1,-1.634545326E-1,3.285217285E-1
1.249506361E0,-9.173363447E-1,7.102727890E-2,-2.714877129E-1
1.289976257E0,-1.035247326E0,5.062065125E-1,-8.190650940E-1
1.330481882E0,-1.057029128E0,4.319300652E-1,-1.126432419E-1
1.370969903E0,-5.038162470E-1,4.234242439E-1,9.449772835E-1
1.411457924E0,-9.728527069E-1,-1.695508957E-1,2.110260963E0
1.451912820E0,-7.967599630E-1,-1.343870163E-1,2.399754524E0
1.492386049E0,4.269549847E-1,6.191797256E-1,2.115402222E0
1.532894486E0,-5.973331928E-1,3.651800156E-1,8.698110580E-1
1.573390320E0,-1.884763241E-1,3.244638443E-1,3.506722450E-1
1.613881570E0,-2.822279930E-2,7.988500595E-2,1.847481728E-1
1.654369538E0,-9.234967232E-1,-4.689869881E-1,5.251784325E-1
1.694855216E0,-3.421132565E-1,-4.723448753E-1,-1.407837868E-1
1.735378861E0,4.394564629E-1,-5.434865952E-1,1.150922775E-1
1.775830997E0,-3.373191357E-1,-7.556033134E-1,-1.287268639E0
1.816324174E0,1.845169067E-1,-3.046846390E-1,-1.086027145E0
1.856831726E0,1.388844490E0,1.461935043E-1,-2.873420715E-2
1.897319851E0,-2.488536835E-1,-1.775407791E-2,-1.445983410E0
1.937859851E0,3.961875439E-1,-1.110587120E-1,1.163291931E-2
1.978299695E0,3.118708134E-1,3.213930130E-2,-6.205139160E-1
2.018770372E0,-2.122569084E-2,-8.654069901E-2,-4.179925919E-1
2.059244486E0,1.265802383E-1,-4.137167931E-1,8.857889175E-1
2.099751309E0,-1.960484982E-1,-2.147955894E-1,-5.642385483E-1
2.140190320E0,3.083229065E-3,-1.727299690E-1,-9.405803680E-1
2.180694799E0,-2.847640514E-1,-7.063674927E-2,-1.095513344E0
2.221161153E0,-3.445091248E-1,-4.944124222E-1,-2.654107571E0
2.261665424E0,-2.526772738E0,-2.560092926E0,-4.977678299E0
2.302159538E0,-2.563676596E0,-3.743369102E0,-4.614580154E0
2.342658445E0,7.197098732E-1,-3.703603029E0,-6.287266254E0
2.383143809E0,-1.315449715E0,-4.478495598E0,-9.691505432E-1
2.423623288E0,3.007227421E0,-3.352179527E-1,9.982042313E-1
2.464102768E0,3.311174870E0,5.355113745E-1,5.921200752E0
2.504596257E0,-1.047053814E0,-1.065251470E0,8.293859482E0
2.545097038E0,-6.775875092E-1,-7.912852764E-1,4.425594330E0
2.585595216E0,1.522458553E0,-4.012169838E-1,2.501099586E0
2.626098288E0,-1.595091343E0,-2.046552658E0,8.713607788E-1
2.666576101E0,4.593963623E-1,-4.925670624E-1,-2.659897804E0
2.707042091E0,1.522443771E0,4.656251669E-1,2.441120148E-1
2.747540372E0,5.848617554E-1,-2.141070366E-1,4.884941578E0
2.788047195E0,-2.703148842E0,-5.608031750E-1,3.017245770E0
2.828520841E0,-3.122455597E0,-1.174800873E0,6.000668526E0
