Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),Datetime
0.0,52.3418483,4.8772851,2.888806666,,,27.57699966,1.651256919,2024-06-04 16:15:10.000000
0.0,52.3418287,4.8776903,2.889011527,,,22.8010006,3.503368378,2024-06-04 16:15:10.000000
0.089390203,52.336906,4.8853287,,,,800.0,0.0,2024-06-04 16:15:10.089390
1.428511145,52.34183128,4.88095263,-23.15180341,3.25999999,109.8000031,30.41322899,37.9526329,2024-06-04 16:15:11.428511
2.427973905,52.34186774,4.88101555,-21.40330282,7.869999886,102.0999985,13.90132427,17.27073097,2024-06-04 16:15:12.427974
3.428943801,52.34183588,4.88116232,-13.65137144,2.950000048,99.30000305,8.639396667,11.21229649,2024-06-04 16:15:13.428944
4.428857706,52.34184793,4.88123458,-14.77008741,4.679999828,80.80000305,7.010845661,9.52977562,2024-06-04 16:15:14.428858
5.428601091,52.34184216,4.8812833,-12.14451827,4.510000229,106.8000031,6.235397816,8.382632256,2024-06-04 16:15:15.428601
6.428334737,52.34182516,4.88131823,-9.764151106,3.960000038,105.1999969,5.767728329,7.752632618,2024-06-04 16:15:16.428335
7.429102601,52.34181021,4.88135431,-10.56786242,3.900000095,108.1999969,5.669215679,7.602097034,2024-06-04 16:15:17.429103
8.43268958,52.34180069,4.88140615,-3.762365142,4.269999981,113.5,5.304636955,7.096402645,2024-06-04 16:15:18.432690
9.434420934,52.34176609,4.88145022,-3.52532809,5.710000038,145.1000061,4.578662872,6.140162945,2024-06-04 16:15:19.434421
10.43489062,52.34173879,4.88149691,-2.032175729,4.760000229,131.3999939,4.331667423,5.399943829,2024-06-04 16:15:20.434891
11.43317119,52.34171378,4.88155801,-2.366587556,5.199999809,124.0999985,3.980692863,4.694922924,2024-06-04 16:15:21.433171
12.43067833,52.34169433,4.88162442,-0.6766965066,5.269999981,111.5999985,3.790092468,4.132514477,2024-06-04 16:15:22.430678
13.43348708,52.34168988,4.88169518,0.4662821509,5.28000021,95.90000153,3.861897707,4.059103966,2024-06-04 16:15:23.433487
14.4343438,52.34169072,4.88176564,0.1437529576,5.139999866,88.69999695,4.030220509,3.97969532,2024-06-04 16:15:24.434344
15.43379989,52.34168919,4.88183506,0.3812173849,4.539999962,93.30000305,4.444294453,3.979238749,2024-06-04 16:15:25.433800
16.4338715,52.34169173,4.8819139,0.4587808454,4.929999828,87.90000153,5.171023369,4.110207081,2024-06-04 16:15:26.433871
17.43278275,52.3417063,4.88198985,-0.2717458594,4.980000019,82.09999847,5.721666336,4.118567467,2024-06-04 16:15:27.432783
18.43199291,52.34171418,4.88205405,2.081817708,4.53000021,80.90000153,6.377085209,4.417253017,2024-06-04 16:15:28.431993
19.43213098,52.34172356,4.8821011,0.3358862467,3.359999895,86.19999695,5.155566692,4.335370064,2024-06-04 16:15:29.432131
20.43241984,52.34173156,4.88214541,0.3799292951,3.329999924,83.40000153,4.939994335,4.401763439,2024-06-04 16:15:30.432420
21.4306715,52.34173493,4.88219938,1.737997237,4.019999981,86.30000305,4.855356216,4.403331757,2024-06-04 16:15:31.430671
22.43233088,52.34173419,4.88226785,-1.229432786,4.650000095,87.80000305,4.745232105,4.411197186,2024-06-04 16:15:32.432331
