"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.273094400E-2,0.000000000E0,0.000000000E0,0.000000000E0
9.270162100E-2,-1.410331726E-1,-3.658580780E-1,-6.670570374E-2
1.326722460E-1,-1.458601952E-1,-2.016305923E-1,5.055541992E-1
1.768196940E-1,-1.830859184E-1,-5.201387405E-1,6.539945602E-1
2.314828710E-1,-5.558729172E-2,-7.704882622E-1,8.399229050E-1
2.714534960E-1,1.135897160E0,-5.943002701E-1,4.234538078E-1
3.114241210E-1,2.159961462E0,2.004976273E0,-5.580104351E0
3.521855790E-1,1.933670163E0,6.792526245E-1,-6.648459435E-1
3.937378190E-1,-7.556438446E-1,-1.018126011E0,3.700952530E-1
4.345121940E-1,1.010443211E0,3.758487701E-1,-4.548768997E-1
4.749062040E-1,1.143729329E0,2.828354836E-1,-6.808314323E-1
5.154476630E-1,-3.775000572E-1,-3.304872513E-1,3.043379784E-1
5.559557360E-1,9.048638344E-1,1.607398987E-1,3.865348339E0
5.964472460E-1,-2.986693382E-2,1.182246208E-1,4.167867184E0
6.369446940E-1,-1.076025963E-1,-1.329660416E-1,-3.575538158E0
6.775192250E-1,-9.760618210E-2,-1.203145981E-1,8.333425522E-1
7.179233400E-1,-7.689576149E-1,-8.089013100E-1,1.117768764E0
7.584238610E-1,2.904222012E-1,6.383800507E-1,-6.767373085E-1
7.989288080E-1,-3.292503357E-1,1.403329372E-1,-4.730892181E-2
8.393901630E-1,-8.850796223E-1,-4.067249298E-1,-3.182439804E-1
8.798701110E-1,-9.558594227E-1,1.009693861E0,3.294315338E-1
9.203642250E-1,-3.277540207E-3,-3.425595760E-1,-1.113605499E-1
9.608497980E-1,-5.561184883E-2,-7.958815098E-1,7.992649078E-2
1.001367871E0,3.838193417E-1,4.052915573E-1,7.584676743E-1
1.041855163E0,-4.795496464E-1,-2.291846275E-1,-9.900960922E-1
1.082350371E0,5.638263226E-1,-6.395530701E-2,-2.541160583E-1
1.122570892E0,7.075538635E-1,2.435562611E-1,8.521652222E-2
1.162646204E0,3.381116390E-1,-1.459629536E-1,1.356575966E0
1.203587142E0,1.094162464E-1,1.852798462E-2,7.957458496E-3
1.244287194E0,-3.852713108E-1,1.632723808E-1,3.726034164E-1
1.284814486E0,2.567324638E-1,1.337502003E-1,5.549736023E-1
1.324971465E0,9.521608353E-1,6.189916134E-1,-3.692913055E-2
1.365768236E0,2.740190029E-1,1.085281372E-2,1.673564911E-1
1.406255058E0,9.549825191E-1,-1.158313751E-1,-6.407232285E-1
