Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),Datetime
83.27912643,52.3460797,4.90531663,6.130636384,2.970000029,69.0,10.31538296,4.584841251,2024-06-04 16:22:04.279126
84.27868184,52.34609203,4.90535961,4.799684872,3.470000029,63.5,10.24945736,4.560381889,2024-06-04 16:22:05.278682
85.28073575,52.34611319,4.90541143,5.247315383,4.239999771,60.90000153,10.29685307,4.360660553,2024-06-04 16:22:06.280736
86.28018544,52.34613091,4.90546921,5.451780391,4.099999905,61.59999847,10.16566658,4.333996296,2024-06-04 16:22:07.280185
87.28067872,52.34615531,4.90552102,6.198548783,4.010000229,47.59999847,10.14660263,4.302085876,2024-06-04 16:22:08.280679
88.27978486,52.34618234,4.90557573,6.427012015,4.239999771,50.40000153,10.15550137,4.099118233,2024-06-04 16:22:09.279785
89.28050898,52.34619127,4.90567665,8.27473889,5.199999809,75.0,10.18223572,4.206459999,2024-06-04 16:22:10.280509
90.28008601,52.34618977,4.90573708,8.460379402,4.309999943,77.09999847,10.17824745,4.122471809,2024-06-04 16:22:11.280086
91.28036043,52.34620486,4.9058146,8.23333348,5.119999886,73.09999847,10.15949821,3.940618277,2024-06-04 16:22:12.280360
92.28019241,52.34621623,4.90588779,8.927178244,4.800000191,64.5,10.15361404,3.799814701,2024-06-04 16:22:13.280192
93.28041622,52.34621596,4.9059699,8.821573189,4.670000076,87.0,10.17130184,3.887637377,2024-06-04 16:22:14.280416
94.28476746,52.34622469,4.90604867,8.09537348,4.840000153,77.59999847,10.42547798,4.197402,2024-06-04 16:22:15.284767
95.28010137,52.34622459,4.90614105,6.877347809,5.679999828,76.09999847,10.6093998,4.176899433,2024-06-04 16:22:16.280101
96.28083767,52.34625767,4.90619788,8.52433889,5.119999886,58.29999924,10.34409714,4.084287643,2024-06-04 16:22:17.280838
97.28146705,52.34626012,4.90628099,5.965674295,4.880000114,66.40000153,10.22978973,4.034637451,2024-06-04 16:22:18.281467
98.28032793,52.34628383,4.90632158,5.311983607,3.809999943,47.29999924,10.17839909,3.959310293,2024-06-04 16:22:19.280328
99.28009699,52.3463184,4.90638291,5.216181533,4.489999771,56.5,10.27327919,3.910853863,2024-06-04 16:22:20.280097
100.2789963,52.34633504,4.9064451,6.189446381,4.599999905,64.30000305,10.69427013,4.061868191,2024-06-04 16:22:21.278996
101.2819413,52.34635107,4.90651149,6.529595104,4.800000191,65.09999847,10.31918049,3.851911545,2024-06-04 16:22:22.281941
102.2806905,52.34636024,4.90659513,4.967461319,4.760000229,71.19999695,10.29646206,3.823024273,2024-06-04 16:22:23.280691
103.2788363,52.34638303,4.90668048,4.653760875,5.510000229,64.0,10.40578079,3.931722641,2024-06-04 16:22:24.278836
104.2801283,52.3463985,4.90675112,4.668593866,4.980000019,66.0,10.45191383,3.865296364,2024-06-04 16:22:25.280128
105.2783548,52.34641289,4.90681208,4.401742521,4.489999771,66.59999847,10.59785461,3.88357091,2024-06-04 16:22:26.278355
106.2784371,52.34642802,4.90687543,5.051275433,4.53000021,67.69999695,10.342453,3.738419771,2024-06-04 16:22:27.278437
107.2783439,52.3464442,4.90693473,6.223329477,4.059999943,64.69999695,10.32970715,3.732193947,2024-06-04 16:22:28.278344
108.278692,52.34646065,4.9069904,7.370967754,3.99000001,62.90000153,10.40567207,3.834498644,2024-06-04 16:22:29.278692
109.2779003,52.34646203,4.9070308,8.714254642,0.0,,10.3366766,3.803648233,2024-06-04 16:22:30.277900
110.2790815,52.34647057,4.90709722,9.307749721,3.970000029,77.40000153,10.40114498,3.946916342,2024-06-04 16:22:31.279082
111.2780945,52.34648285,4.90716683,11.33734812,4.019999981,73.09999847,10.35414028,3.956564188,2024-06-04 16:22:32.278094
112.2779515,52.34649638,4.9072401,11.30597626,4.230000019,72.40000153,10.30515575,3.869264603,2024-06-04 16:22:33.277952
113.2791284,52.34650775,4.90731143,11.31024477,4.300000191,76.5,10.3110199,3.903027773,2024-06-04 16:22:34.279128
114.278198,52.34652167,4.90737955,11.52771084,4.230000019,73.80000305,10.38237476,4.152430058,2024-06-04 16:22:35.278198
115.277635,52.3465387,4.90744603,11.69604708,4.420000076,70.5,10.44928551,4.361795902,2024-06-04 16:22:36.277635
116.2802582,52.34655344,4.90751459,11.9193129,4.409999847,77.19999695,10.49407578,4.561944962,2024-06-04 16:22:37.280258
117.2804347,52.34656619,4.90758919,9.40484745,4.619999886,74.69999695,10.50829315,4.728709698,2024-06-04 16:22:38.280435
118.282448,52.34658029,4.90765447,10.47265394,4.159999847,73.80000305,10.55540562,4.918890476,2024-06-04 16:22:39.282448
119.2799356,52.34659353,4.90772764,11.3118871,4.840000153,76.09999847,10.44789696,4.85588789,2024-06-04 16:22:40.279936
120.2781445,52.3466028,4.90780895,9.971431807,4.980000019,79.09999847,10.36699867,4.741948128,2024-06-04 16:22:41.278144
121.278653,52.34661124,4.90788734,10.12407669,5.099999905,75.5,10.37075901,4.716410637,2024-06-04 16:22:42.278653
122.2794782,52.34662216,4.90796172,10.54539954,4.949999809,72.0,10.43302536,4.600530624,2024-06-04 16:22:43.279478
123.2796812,52.34663302,4.90803507,10.45286673,4.809999943,75.19999695,10.24208546,4.255415916,2024-06-04 16:22:44.279681
124.279079,52.34663972,4.90810418,9.384251385,4.420000076,78.80000305,10.21243858,4.175905704,2024-06-04 16:22:45.279079
125.2786067,52.34664428,4.90817703,8.434897851,4.690000057,83.19999695,10.18066311,4.130957603,2024-06-04 16:22:46.278607
126.2793204,52.34665154,4.90825333,9.026077465,4.989999771,80.19999695,10.12262917,4.009862423,2024-06-04 16:22:47.279320
127.2782684,52.34666068,4.90833154,8.54023447,5.019999981,77.09999847,10.18859673,3.931317091,2024-06-04 16:22:48.278268
128.2796425,52.34667701,4.90839738,7.346447766,4.300000191,67.59999847,10.17513561,3.826025963,2024-06-04 16:22:49.279642
129.2798339,52.34669989,4.90845986,9.2988476,4.440000057,62.40000153,10.10899448,3.652505875,2024-06-04 16:22:50.279834
130.2829872,52.34671669,4.90851951,8.305619527,4.260000229,64.0,10.37934017,3.840674162,2024-06-04 16:22:51.282987
131.2782827,52.34672699,4.90857875,8.401432313,4.070000172,70.80000305,10.44421864,4.117695808,2024-06-04 16:22:52.278283
132.2802194,52.34673054,4.90864228,7.219222873,4.320000172,76.5,10.26631165,3.954636812,2024-06-04 16:22:53.280219
133.2776993,52.34673184,4.90871363,7.120999119,4.53000021,82.90000153,10.17085171,3.846670389,2024-06-04 16:22:54.277699
134.2790998,52.34673279,4.9087872,6.590036887,4.650000095,84.90000153,10.17987823,3.890392303,2024-06-04 16:22:55.279100
135.2782434,52.34673241,4.90885968,6.33952869,4.639999866,87.40000153,10.30274105,4.151497364,2024-06-04 16:22:56.278243
136.2799056,52.34673941,4.90892719,5.529274663,4.480000019,80.80000305,10.58181477,4.347651958,2024-06-04 16:22:57.279906
137.2802783,52.3467544,4.90901138,5.77641458,5.090000153,76.80000305,10.18685341,3.945734024,2024-06-04 16:22:58.280278
