Time (s),X (rad/s),Y (rad/s),Z (rad/s),Datetime
0.046004125,-0.4754626155,-2.012057781,0.09932082146,2024-06-11 14:29:24.046004
0.085735125,0.08621305227,-0.702747941,-0.06776929647,2024-06-11 14:29:24.085735
0.125466125,0.220763877,-0.2905525267,-0.1220843643,2024-06-11 14:29:24.125466
0.165197125,-1.296615481,-0.4293434918,-0.6796882153,2024-06-11 14:29:24.165197
0.204928125,-1.956413627,0.1592853963,-1.244428158,2024-06-11 14:29:24.204928
0.244659125,0.5790185928,-1.411624789,-2.199562311,2024-06-11 14:29:24.244659
0.284390125,0.1970931143,0.9495333433,-1.921470165,2024-06-11 14:29:24.284390
0.324121125,0.7860769629,2.307415724,-1.518117666,2024-06-11 14:29:24.324121
0.363852125,1.028082728,2.043904305,-2.084737301,2024-06-11 14:29:24.363852
0.403583125,0.9794898033,-1.005161762,-2.376525879,2024-06-11 14:29:24.403583
0.443314125,1.175499558,-0.7773995399,-0.5410809517,2024-06-11 14:29:24.443314
0.483045125,1.600488544,-4.016049862,-1.318737388,2024-06-11 14:29:24.483045
0.522776125,-1.16319561,-1.883888841,-2.995669365,2024-06-11 14:29:24.522776
0.5625071667,-2.106571198,-1.781513453,-4.314782619,2024-06-11 14:29:24.562507
0.6022381667,-4.511364937,-1.232804775,-4.017080307,2024-06-11 14:29:24.602238
0.6419691667,-4.827913284,-2.17028904,-4.501437664,2024-06-11 14:29:24.641969
0.6817001667,-6.404211044,-0.2582243085,-5.282440662,2024-06-11 14:29:24.681700
0.7214311667,-6.457474709,4.546107769,-4.012290001,2024-06-11 14:29:24.721431
0.7611621667,-5.323705196,6.946321011,-3.059602499,2024-06-11 14:29:24.761162
0.8008931667,-4.127160549,7.223798752,-0.5061553121,2024-06-11 14:29:24.800893
0.8406241667,1.121540666,9.299380302,0.2146756351,2024-06-11 14:29:24.840624
0.8803551666,0.1375755519,4.179349899,-0.02018884942,2024-06-11 14:29:24.880355
0.9200861667,0.3568936586,1.221005201,0.3090349436,2024-06-11 14:29:24.920086
0.9598171667,-0.888268292,0.5421988368,0.9346979856,2024-06-11 14:29:24.959817
0.9995481667,-2.345439434,-0.7224630117,3.26080966,2024-06-11 14:29:24.999548
1.039279167,-2.641800165,-0.8220303059,4.25426054,2024-06-11 14:29:25.039279
1.079010167,0.6185161471,-4.493796349,2.598920822,2024-06-11 14:29:25.079010
1.118741167,0.2697309852,-4.021180153,-0.4274896085,2024-06-11 14:29:25.118741
1.158472167,1.729237676,-0.9879311323,0.5706011653,2024-06-11 14:29:25.158472
1.198203167,0.1413588971,1.611213684,-0.4356640279,2024-06-11 14:29:25.198203
1.237934167,1.542173743,0.06901465356,-0.1510918587,2024-06-11 14:29:25.237934
1.277665167,0.0678769052,1.008145213,-1.471322298,2024-06-11 14:29:25.277665
1.317396167,-1.288702607,2.179463387,-3.588120222,2024-06-11 14:29:25.317396
1.357127167,-1.088634133,1.630672932,-1.624036074,2024-06-11 14:29:25.357127
1.396858167,-0.4036038816,3.121563196,1.076037526,2024-06-11 14:29:25.396858
1.436589167,-2.861558199,4.819637775,0.9855560064,2024-06-11 14:29:25.436589
1.476320167,-2.153813839,-1.083630323,1.88836503,2024-06-11 14:29:25.476320
1.516051167,0.2111440003,-0.5826029778,-1.584221482,2024-06-11 14:29:25.516051
1.55578225,0.05944596976,0.2839158475,0.2491506487,2024-06-11 14:29:25.555782
1.59551325,0.5954957604,-0.9898068905,-0.003151534125,2024-06-11 14:29:25.595513
1.63524525,1.746173978,-1.413611174,2.793294191,2024-06-11 14:29:25.635245
1.67497625,-0.2393531203,-1.259872079,0.5897844434,2024-06-11 14:29:25.674976
1.71470725,0.3913114369,-1.266685247,0.05211216956,2024-06-11 14:29:25.714707
1.75443825,1.571503162,-0.2620707452,-0.09301773459,2024-06-11 14:29:25.754438
1.79416925,0.4124607444,0.2996041477,0.6365556717,2024-06-11 14:29:25.794169
1.83390025,0.8224204183,-2.887737513,-0.5456511974,2024-06-11 14:29:25.833900
1.87363125,0.2590940297,-2.368455648,-1.323835492,2024-06-11 14:29:25.873631
1.91336225,0.4603475928,-0.3320780098,-2.450428963,2024-06-11 14:29:25.913362
1.95309325,1.366605997,-0.507130444,-3.239821434,2024-06-11 14:29:25.953093
1.99282425,1.957543254,-2.967765331,-3.642534971,2024-06-11 14:29:25.992824
2.03255525,0.8352528214,-3.464756489,-3.493421078,2024-06-11 14:29:26.032555
2.07228625,-0.6773609519,1.552878737,-0.2507311702,2024-06-11 14:29:26.072286
2.11201725,-3.460860968,-1.060717344,-0.5634543896,2024-06-11 14:29:26.112017
2.15174925,-5.336368561,-0.2159032077,1.316372514,2024-06-11 14:29:26.151749
2.19148025,2.032015562,5.933907032,-2.281991959,2024-06-11 14:29:26.191480
2.23121125,0.9085764885,2.570795774,-3.298300982,2024-06-11 14:29:26.231211
2.27094225,1.07986486,-0.2677252889,-5.365341187,2024-06-11 14:29:26.270942
2.31067325,0.6422006488,1.998116374,-8.535399437,2024-06-11 14:29:26.310673
2.35040425,0.8165024519,-1.670932889,-7.119424343,2024-06-11 14:29:26.350404
2.39013525,0.9238311648,-4.897492886,3.256152153,2024-06-11 14:29:26.390135
2.42986625,-0.311927408,1.077773571,1.561032295,2024-06-11 14:29:26.429866
2.46959725,-0.9444595575,0.7287761569,1.604303718,2024-06-11 14:29:26.469597
2.50932925,0.7392796874,1.126883864,-0.6740991473,2024-06-11 14:29:26.509329
2.549059917,0.5872745514,2.54043889,-0.9017595649,2024-06-11 14:29:26.549060
2.588790917,0.6895852685,2.547795296,-0.2084618807,2024-06-11 14:29:26.588791
2.628521917,1.201862454,2.959430695,0.5257160664,2024-06-11 14:29:26.628522
2.668252917,1.507038474,0.947586298,0.6744651794,2024-06-11 14:29:26.668253
2.707983917,0.7954543829,0.107567206,0.6598224044,2024-06-11 14:29:26.707984
2.747714917,-0.1569971293,-0.3723050058,1.043011665,2024-06-11 14:29:26.747715
2.787446917,0.1451665312,-1.366175652,0.6524423957,2024-06-11 14:29:26.787447
2.827177917,0.3737423122,-1.627792716,0.3973690271,2024-06-11 14:29:26.827178
