Time (s),X (hPa),Datetime
104.9159581,1002.997589,2024-06-14 12:07:57.915958
105.9914681,1002.975769,2024-06-14 12:07:58.991468
107.0669431,1002.946167,2024-06-14 12:08:00.066943
108.1424441,1002.907028,2024-06-14 12:08:01.142444
109.2179211,1002.869415,2024-06-14 12:08:02.217921
110.2934061,1002.83905,2024-06-14 12:08:03.293406
111.3689081,1002.807159,2024-06-14 12:08:04.368908
112.4444361,1002.787704,2024-06-14 12:08:05.444436
113.5200231,1002.779236,2024-06-14 12:08:06.520023
114.5956331,1002.773132,2024-06-14 12:08:07.595633
115.6712171,1002.773132,2024-06-14 12:08:08.671217
116.7467681,1002.777328,2024-06-14 12:08:09.746768
117.8223291,1002.779922,2024-06-14 12:08:10.822329
118.8978681,1002.784882,2024-06-14 12:08:11.897868
119.9734171,1002.790909,2024-06-14 12:08:12.973417
121.0489791,1002.796097,2024-06-14 12:08:14.048979
122.1245181,1002.80014,2024-06-14 12:08:15.124518
123.2000391,1002.801743,2024-06-14 12:08:16.200039
124.2755371,1002.802734,2024-06-14 12:08:17.275537
125.3510421,1002.806702,2024-06-14 12:08:18.351042
126.4265591,1002.811279,2024-06-14 12:08:19.426559
127.5021271,1002.814941,2024-06-14 12:08:20.502127
128.5777161,1002.818146,2024-06-14 12:08:21.577716
129.6533001,1002.822571,2024-06-14 12:08:22.653300
130.7288781,1002.82402,2024-06-14 12:08:23.728878
131.8044931,1002.82486,2024-06-14 12:08:24.804493
132.8800431,1002.827225,2024-06-14 12:08:25.880043
133.9556021,1002.827225,2024-06-14 12:08:26.955602
135.0311461,1002.821045,2024-06-14 12:08:28.031146
