"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.846831360E0,-3.483483076E0,-1.066017151E0,2.686863899E0
6.887267454E0,-2.344097137E0,1.309471130E-1,1.101396084E-1
6.927764433E0,-2.299120188E0,-1.177193642E0,-1.159171224E0
6.968276256E0,-3.895592690E-1,-8.416843414E-2,3.159484863E-1
7.008762714E0,2.539707661E0,5.614900589E-1,4.947504997E0
7.049197975E0,4.204752445E-1,1.723995209E-1,7.642885447E-1
7.089756933E0,-7.942771912E-1,-1.356754303E-1,-1.396176219E-1
7.130186516E0,-8.336832523E-1,1.588468552E-1,-1.408277750E0
7.170728912E0,-6.234030724E-1,-4.406251907E-1,-1.146458149E0
7.211207298E0,-1.311210632E0,-6.489133835E-1,-1.675870538E0
7.251646516E0,-1.264173508E0,1.929759979E-2,-1.556757092E0
7.292085735E0,-9.716339111E-1,-3.573322296E-2,-2.012228012E0
7.332554381E0,-2.264540195E-1,-2.437858582E-1,-2.537106752E0
7.373058756E0,2.820194244E0,7.441167831E-1,4.087836742E0
7.413543548E0,2.126748562E-1,-3.420610428E-1,2.703357697E0
7.454045735E0,-1.136513233E0,3.687772751E-1,3.649539232E0
7.494517871E0,-3.588695288E0,-9.836320877E-1,4.024142265E0
7.535019225E0,-1.786719799E0,8.609600067E-1,3.637280703E0
7.575476516E0,1.114042997E0,-3.456554413E-1,-3.498446941E0
7.615960527E0,2.865682125E0,-1.953615189E0,-8.674592972E0
7.656409589E0,2.091537476E0,-2.098233223E0,-3.739237309E0
7.696964694E0,4.343642712E0,-3.216567039E0,-2.663741589E0
7.737395266E0,8.047161102E0,-3.247793198E0,-4.115505695E0
7.777882246E0,4.000734329E0,2.297560692E0,-3.123120785E0
7.818396412E0,-6.565399170E-1,5.656921864E0,-3.412084103E0
7.858829798E0,-1.313352585E-1,-2.786767960E0,1.059604168E1
7.899297610E0,1.560873985E-1,-5.032157898E0,4.640093803E0
7.939802506E0,-1.100509882E0,1.960021973E0,2.508975267E-1
7.980285423E0,-2.411190987E0,2.727328777E0,-9.272422194E-1
8.020782246E0,-2.863787413E0,2.416561604E0,-1.459941149E0
8.061320527E0,-9.869929552E-1,2.600395679E0,-3.753523827E0
8.101717141E0,3.860106468E-1,1.420340538E0,-2.787313461E0
8.142176360E0,3.451457024E-1,-1.086013794E0,-2.261115313E0
8.182668548E0,2.226709127E0,-1.047135353E0,-2.615153313E0
8.223155423E0,1.402777195E0,-9.423141479E-1,2.755925179E0
8.263678339E0,1.795284748E-1,4.249916077E-1,-1.249804020E0
8.304160319E0,3.404600620E-1,5.380449295E-1,-3.301694155E0
8.344646048E0,2.218952179E-1,-8.587484360E-1,-2.096291065E0
8.385098287E0,6.275520325E-1,-2.500310898E0,3.696664810E0
8.425576256E0,1.752176762E0,1.163600922E0,1.347556591E0
8.466098912E0,-3.752850056E0,1.599183559E0,1.563930988E0
8.506601464E0,-5.288089275E0,2.706642151E-1,6.786904335E-1
8.547039641E0,-3.653926849E-1,2.393603325E0,1.260291100E0
8.587510787E0,-1.820033073E0,1.109462261E0,1.572586060E0
8.627987558E0,-1.502220154E0,-6.988487244E-1,5.441360474E-1
8.668470891E0,-1.621451378E0,-3.596717834E0,4.270707130E0
8.708975631E0,-7.184200287E-1,-4.024639130E0,8.029874802E0
8.749440527E0,1.517122269E0,2.697557926E0,4.188145638E0
8.789932246E0,3.007911682E0,5.016074657E0,-1.928383112E0
8.830447714E0,1.909293652E0,3.419064522E0,-1.894700766E0
8.870911621E0,2.949872017E0,7.826480865E-1,-1.668980598E0
8.911346673E0,-2.356220722E0,-4.867761612E0,-1.347711563E0
8.951834954E0,-6.084545612E0,-3.195079803E0,9.630566835E-1
8.992333860E0,-1.660408974E0,2.379226685E-2,-2.711052895E0
9.032867558E0,2.250442505E-1,4.631109238E-1,5.067039728E-1
9.073311256E0,4.449477196E-1,-6.674489975E-1,3.197949171E0
9.113788756E0,-2.001060009E0,-4.709844589E-1,7.590601444E-1
9.154264694E0,-1.159852266E0,-3.714933395E-1,5.097746849E-2
9.194755006E0,-3.820624590E0,-1.107045174E0,-8.336067200E-3
9.235244694E0,-1.593683004E0,-1.024991035E0,-7.466833591E-1
9.275716777E0,3.286319733E0,-2.677631378E-1,3.014705181E-1
9.316177871E0,7.100598335E0,6.315546513E0,-6.186893463E0
9.356698912E0,5.723748207E-1,-1.251383781E0,1.903733730E0
9.397183339E0,-1.959614754E0,-5.924666405E0,-2.151253939E0
9.437636621E0,-2.083615303E0,-3.024834156E0,1.471242905E0
9.478111048E0,-3.084735394E0,-1.566433907E-1,2.681027889E0
9.518621777E0,2.925149202E0,5.623939514E0,-6.279103756E0
9.559105683E0,2.107625723E0,1.057061195E1,-1.707885265E0
9.599579016E0,1.573846579E0,-2.355157375E0,1.538483620E0
9.640050423E0,3.295860052E0,-7.274448872E0,8.689146042E-1
9.680566777E0,4.483047485E0,1.818427563E0,1.675629139E0
9.721067714E0,4.482686043E0,1.228105545E0,-9.642601013E-2
9.761471516E0,3.422951698E-1,-1.006984711E0,-3.065964460E0
9.801954589E0,-2.894249678E0,4.249615669E-1,-2.658171892E0
9.842427610E0,-2.866604805E0,-2.298598766E0,4.934902191E-1
9.882896100E0,1.022061825E0,-7.478704453E-1,-9.949002266E-1
9.923426100E0,3.270077705E0,9.092578888E-1,-3.858483791E0
9.963895006E0,1.626117110E0,-2.321510792E0,-3.952580214E0
1.000439146E1,2.583770275E0,-4.852157116E0,2.702507973E-1
1.004487636E1,3.392340660E0,2.031274319E0,7.179937363E-1
1.008533896E1,-2.007653236E0,3.173444271E0,4.660587311E-1
1.012581678E1,-2.450356722E0,-1.002374649E0,-2.481172800E0
1.016631881E1,6.044174194E0,-2.463310242E0,-2.525803089E0
1.020681141E1,7.710459709E0,-2.156501770E0,-5.947699547E-1
1.024727402E1,5.718927860E0,2.758934498E0,2.589338303E0
1.028775074E1,2.347812653E-1,-7.647151947E-1,8.502568245E0
1.032824792E1,-3.883838654E-2,-9.603152275E0,9.308090210E0
1.036873136E1,-7.426272869E0,-1.695499897E0,-3.821738958E0
1.040916339E1,-6.661004066E0,5.113477707E0,-1.006441307E1
1.044970032E1,-7.505697250E0,5.777862549E0,-7.649703026E0
1.049017027E1,-7.667295456E0,4.808046818E0,-4.177700043E0
1.053070344E1,-4.540624619E0,3.306221485E0,-6.865613461E-1
1.057116943E1,-1.861984730E-1,3.722033978E0,1.271488309E0
1.061158527E1,6.071979046E0,-8.983316422E-1,2.987828970E0
1.065205829E1,1.844354630E1,-2.250325394E1,1.880343246E1
1.069253933E1,2.142159224E0,-5.326737404E0,2.339551163E1
1.073301225E1,-4.808478355E0,-7.537571907E0,-3.892960548E0
1.077353787E1,-1.162082911E0,-3.430372238E0,-1.407315826E1
1.081402084E1,-1.817274213E0,-2.752847672E-1,-9.264011383E0
1.085451068E1,-6.598567963E-2,-6.729983330E0,-3.418800831E0
1.089494730E1,1.216872311E1,-7.870555878E0,1.900689888E1
1.093545532E1,1.661217928E0,-2.229205132E0,1.887951279E1
1.097592376E1,-7.773747444E-1,-1.503944397E-2,1.024050522E1
1.101648490E1,-2.763480186E0,-2.078577995E0,5.514850020E-1
1.105689063E1,-5.685069561E-1,-1.907985687E0,-1.047217607E0
1.109743334E1,1.420606375E0,-4.715541840E0,-2.091426373E0
1.113786672E1,1.402705908E0,-5.824433327E0,-3.289413452E0
1.117834074E1,-1.336205006E-1,-2.153024673E0,-3.609108925E0
1.121880579E1,-1.123963594E0,7.561492920E-1,-4.630688667E0
1.125929146E1,-2.771629333E0,2.967447281E0,-8.174364090E0
1.129982146E1,-4.077618599E0,4.947559357E0,-6.189507484E0
1.134027688E1,-3.292990923E0,7.114415646E0,-5.300031185E0
1.138079928E1,-9.729454517E-1,6.628727913E0,-6.620899200E0
1.142127584E1,5.046799660E0,-7.602440834E0,2.539781189E1
1.146166667E1,8.622126579E-1,-4.115013123E0,-5.202749252E0
1.150214318E1,-5.012084961E0,5.864799500E0,-8.219043732E0
1.154262891E1,5.012087822E0,-3.232082367E0,-3.803666830E0
1.158312011E1,9.625297546E0,-9.861956596E0,-6.847941399E0
1.162362615E1,7.400071621E-1,2.597399712E0,-4.899158478E0
1.166411141E1,6.127164364E-1,2.330846786E0,-1.860794663E0
1.170460376E1,-2.606261730E0,-1.386181831E0,-1.764085174E0
1.174508501E1,-4.434444904E0,9.257144928E-1,-2.817882299E-1
1.178556751E1,-3.977085590E0,7.698335648E-1,3.681382179E0
1.182603391E1,-9.065239429E-1,5.266847610E-1,2.261167526E0
1.186651355E1,3.461332321E0,8.234663010E-1,8.518394470E0
1.190698292E1,-1.177167892E-2,-2.976913452E-1,5.145027637E0
1.194748391E1,-4.845081329E0,-4.210697174E0,4.197507858E0
1.198797725E1,-4.360784054E0,-1.973612785E0,4.462427616E0
1.202847521E1,-2.382110834E0,-2.419075966E0,7.003171444E0
1.206898350E1,-3.208686352E0,-5.589327812E0,-9.668242931E-1
1.210945407E1,-1.826208830E-1,-8.771068573E0,-7.049459934E0
1.214989120E1,8.283034325E0,-8.336073875E0,-7.816917419E0
1.219040063E1,5.281286240E0,-2.216972351E0,-1.770962954E0
1.223091792E1,-1.320313334E0,-8.316040039E-2,-4.680119991E0
1.227135308E1,-2.301506519E0,-4.089708328E-1,-8.800643921E0
1.231177501E1,-1.656090975E0,1.648789883E0,-9.724462509E0
1.235227173E1,-3.229044199E0,5.146805763E0,-7.925467014E0
1.239278933E1,-3.039640903E0,5.533497334E0,-7.259392738E0
1.243326074E1,5.771288395E0,-2.217061043E0,2.000903320E1
1.247373490E1,2.847924232E-1,-2.361075401E0,-8.095696449E0
1.251421381E1,7.370035648E0,-2.869415283E-2,-7.776959896E0
1.255471907E1,-1.701581478E-1,-3.775457382E0,-1.773337722E0
1.259520131E1,-4.495765686E0,-4.468163490E0,-7.482518196E0
1.263567459E1,-3.813588142E0,-3.905214310E0,-5.116592407E0
1.267619574E1,-5.135104656E0,-8.072814941E-1,9.242727757E-1
1.271667803E1,-1.016811967E0,-3.738508224E-1,3.837859631E-2
1.275713360E1,-1.879239082E-2,6.160840988E-1,-1.197608709E0
1.279761006E1,-3.439917564E-1,9.278392792E-1,1.762577295E-1
